Date,CENTURYPLY
2012-01-02,45.85
2012-01-03,45.4
2012-01-04,45.75
2012-01-05,46.35
2012-01-06,47.7
2012-01-07,47.0
2012-01-09,47.85
2012-01-10,48.05
2012-01-11,50.2
2012-01-12,50.1
2012-01-13,51.0
2012-01-16,55.2
2012-01-17,53.7
2012-01-18,51.65
2012-01-19,50.8
2012-01-20,50.0
2012-01-23,52.0
2012-01-24,52.4
2012-01-25,53.0
2012-01-27,53.15
2012-01-30,53.0
2012-01-31,53.2
2012-02-01,54.5
2012-02-02,55.35
2012-02-03,56.25
2012-02-06,57.65
2012-02-07,55.45
2012-02-08,55.85
2012-02-09,55.35
2012-02-10,56.5
2012-02-13,57.15
2012-02-14,57.1
2012-02-15,57.55
2012-02-16,56.65
2012-02-17,57.0
2012-02-21,57.75
2012-02-22,55.65
2012-02-23,57.0
2012-02-24,59.5
2012-02-27,55.25
2012-02-28,57.05
2012-02-29,57.5
2012-03-01,57.95
2012-03-02,60.0
2012-03-03,59.05
2012-03-05,59.5
2012-03-06,59.65
2012-03-07,58.0
2012-03-09,57.5
2012-03-12,57.8
2012-03-13,57.65
2012-03-14,57.3
2012-03-15,57.2
2012-03-16,57.2
2012-03-19,56.25
2012-03-20,56.0
2012-03-21,55.9
2012-03-22,57.55
2012-03-23,58.95
2012-03-26,57.85
2012-03-27,57.95
2012-03-28,58.75
2012-03-29,59.45
2012-03-30,59.0
2012-04-02,58.85
2012-04-03,59.9
2012-04-04,62.15
2012-04-09,60.1
2012-04-10,60.1
2012-04-11,61.0
2012-04-12,61.95
2012-04-13,61.75
2012-04-16,61.05
2012-04-17,60.75
2012-04-18,60.75
2012-04-19,60.5
2012-04-20,60.5
2012-04-23,61.0
2012-04-24,61.2
2012-04-25,61.0
2012-04-26,61.5
2012-04-27,61.8
2012-04-28,61.6
2012-04-30,61.6
2012-05-02,60.6
2012-05-03,60.2
2012-05-04,59.05
2012-05-07,58.8
2012-05-08,59.5
2012-05-09,58.15
2012-05-10,57.8
2012-05-11,56.7
2012-05-14,56.0
2012-05-15,56.1
2012-05-16,54.9
2012-05-17,55.5
2012-05-18,54.55
2012-05-21,54.25
2012-05-22,53.8
2012-05-23,52.0
2012-05-24,55.15
2012-05-25,55.4
2012-05-28,54.95
2012-05-29,54.85
2012-05-30,54.9
2012-05-31,54.85
2012-06-01,53.3
2012-06-04,54.95
2012-06-05,53.7
2012-06-06,53.75
2012-06-07,53.85
2012-06-08,54.4
2012-06-11,55.3
2012-06-12,54.15
2012-06-13,54.15
2012-06-14,53.6
2012-06-15,54.7
2012-06-18,53.45
2012-06-19,54.55
2012-06-20,53.3
2012-06-21,52.55
2012-06-22,53.5
2012-06-25,53.85
2012-06-26,53.1
2012-06-27,53.6
2012-06-28,53.1
2012-06-29,53.6
2012-07-02,53.2
2012-07-03,53.7
2012-07-04,53.05
2012-07-05,52.7
2012-07-06,53.0
2012-07-09,54.1
2012-07-09,54.1
2012-07-10,53.05
2012-07-11,52.85
2012-07-12,52.75
2012-07-13,53.0
2012-07-16,51.5
2012-07-17,51.35
2012-07-18,51.4
2012-07-19,51.6
2012-07-20,50.55
2012-07-23,49.25
2012-07-24,49.95
2012-07-25,49.5
2012-07-26,50.35
2012-07-27,51.65
2012-07-30,51.0
2012-07-31,50.0
2012-08-01,50.15
2012-08-02,49.6
2012-08-03,50.95
2012-08-06,50.75
2012-08-07,50.9
2012-08-08,50.8
2012-08-09,50.15
2012-08-10,50.9
2012-08-13,50.3
2012-08-14,50.75
2012-08-16,50.6
2012-08-17,50.9
2012-08-21,51.0
2012-08-22,51.55
2012-08-23,51.8
2012-08-24,51.0
2012-08-27,51.45
2012-08-28,50.55
2012-08-29,50.6
2012-08-30,50.45
2012-08-31,51.0
2012-09-03,49.65
2012-09-04,51.1
2012-09-05,50.75
2012-09-06,50.9
2012-09-07,53.1
2012-09-08,52.8
2012-09-10,55.2
2012-09-11,55.25
2012-09-12,56.45
2012-09-13,52.8
2012-09-14,52.3
2012-09-17,53.5
2012-09-18,54.1
2012-09-20,52.8
2012-09-21,55.1
2012-09-24,57.35
2012-09-25,56.1
2012-09-26,57.25
2012-09-27,58.7
2012-09-28,60.2
2012-10-01,62.1
2012-10-03,64.6
2012-10-04,63.25
2012-10-05,62.6
2012-10-08,61.4
2012-10-09,61.55
2012-10-10,59.2
2012-10-11,60.5
2012-10-12,62.0
2012-10-15,60.1
2012-10-16,60.0
2012-10-17,59.2
2012-10-18,61.4
2012-10-19,60.8
2012-10-22,60.0
2012-10-23,59.5
2012-10-25,60.05
2012-10-26,59.5
2012-10-29,59.5
2012-10-30,60.1
2012-10-31,60.2
2012-11-01,60.0
2012-11-02,60.15
2012-11-05,60.0
2012-11-06,67.9
2012-11-07,63.35
2012-11-08,62.05
2012-11-09,60.55
2012-11-12,59.85
2012-11-13,61.4
2012-11-15,60.4
2012-11-16,60.05
2012-11-19,59.1
2012-11-20,57.05
2012-11-21,56.9
2012-11-22,57.1
2012-11-23,58.55
2012-11-26,57.75
2012-11-27,58.95
2012-11-29,59.15
2012-11-30,58.7
2012-12-03,58.0
2012-12-04,57.05
2012-12-05,57.5
2012-12-06,58.9
2012-12-07,61.05
2012-12-10,60.0
2012-12-11,58.5
2012-12-12,58.15
2012-12-13,58.5
2012-12-14,58.2
2012-12-17,59.2
2012-12-18,60.3
2012-12-19,59.4
2012-12-20,58.45
2012-12-21,58.0
2012-12-24,58.1
2012-12-26,57.9
2012-12-27,58.0
2012-12-28,57.35
2012-12-31,57.05
