Date,MUNJALSHOW
2012-01-02,61.45
2012-01-03,64.0
2012-01-04,63.25
2012-01-05,63.95
2012-01-06,63.85
2012-01-07,64.0
2012-01-09,64.8
2012-01-10,66.75
2012-01-11,66.95
2012-01-12,66.55
2012-01-13,67.1
2012-01-16,66.5
2012-01-17,69.8
2012-01-18,67.65
2012-01-19,70.35
2012-01-20,71.85
2012-01-23,70.15
2012-01-24,71.6
2012-01-25,71.0
2012-01-27,71.3
2012-01-30,70.2
2012-01-31,71.85
2012-02-01,73.0
2012-02-02,73.6
2012-02-03,72.45
2012-02-06,72.25
2012-02-07,71.9
2012-02-08,72.55
2012-02-09,72.15
2012-02-10,71.75
2012-02-13,72.0
2012-02-14,71.45
2012-02-15,72.45
2012-02-16,72.0
2012-02-17,72.45
2012-02-21,72.05
2012-02-22,71.4
2012-02-23,72.2
2012-02-24,72.0
2012-02-27,70.9
2012-02-28,73.45
2012-02-29,75.75
2012-03-01,74.2
2012-03-02,75.1
2012-03-03,75.0
2012-03-05,75.55
2012-03-06,73.95
2012-03-07,72.55
2012-03-09,73.55
2012-03-12,72.7
2012-03-13,72.7
2012-03-14,72.3
2012-03-15,71.4
2012-03-16,70.8
2012-03-19,71.3
2012-03-20,70.65
2012-03-21,71.95
2012-03-22,72.5
2012-03-23,71.0
2012-03-26,70.6
2012-03-27,70.65
2012-03-28,70.05
2012-03-29,69.7
2012-03-30,70.4
2012-04-02,70.05
2012-04-03,70.8
2012-04-04,71.2
2012-04-09,71.85
2012-04-10,72.15
2012-04-11,72.7
2012-04-12,75.25
2012-04-13,74.25
2012-04-16,76.8
2012-04-17,77.75
2012-04-18,81.4
2012-04-19,82.9
2012-04-20,84.85
2012-04-23,85.0
2012-04-24,81.45
2012-04-25,78.8
2012-04-26,78.55
2012-04-27,77.05
2012-04-28,77.55
2012-04-30,80.05
2012-05-02,80.4
2012-05-03,79.85
2012-05-04,78.8
2012-05-07,77.4
2012-05-08,75.75
2012-05-09,76.2
2012-05-10,75.95
2012-05-11,75.8
2012-05-14,74.55
2012-05-15,75.6
2012-05-16,74.4
2012-05-17,74.8
2012-05-18,75.0
2012-05-21,76.15
2012-05-22,75.05
2012-05-23,79.6
2012-05-24,81.15
2012-05-25,81.0
2012-05-28,81.5
2012-05-29,80.65
2012-05-30,79.05
2012-05-31,79.95
2012-06-01,79.95
2012-06-04,79.35
2012-06-05,79.5
2012-06-06,80.2
2012-06-07,79.9
2012-06-08,81.4
2012-06-11,80.1
2012-06-12,81.2
2012-06-13,80.9
2012-06-14,78.7
2012-06-15,79.05
2012-06-18,78.95
2012-06-19,78.4
2012-06-20,78.0
2012-06-21,79.6
2012-06-22,78.7
2012-06-25,78.9
2012-06-26,80.1
2012-06-27,81.45
2012-06-28,81.95
2012-06-29,82.0
2012-07-02,81.85
2012-07-03,83.6
2012-07-04,84.0
2012-07-05,84.65
2012-07-06,84.7
2012-07-09,83.25
2012-07-09,83.25
2012-07-10,84.7
2012-07-11,84.35
2012-07-12,83.8
2012-07-13,83.35
2012-07-16,83.0
2012-07-17,83.6
2012-07-18,84.2
2012-07-19,83.2
2012-07-20,80.3
2012-07-23,78.4
2012-07-24,77.25
2012-07-25,77.2
2012-07-26,76.45
2012-07-27,71.55
2012-07-30,70.55
2012-07-31,70.8
2012-08-01,73.75
2012-08-02,72.3
2012-08-03,71.55
2012-08-06,71.95
2012-08-07,72.45
2012-08-08,72.0
2012-08-09,70.8
2012-08-10,69.15
2012-08-13,68.95
2012-08-14,66.75
2012-08-16,67.5
2012-08-17,69.65
2012-08-21,68.7
2012-08-22,68.45
2012-08-23,68.85
2012-08-24,68.85
2012-08-27,67.75
2012-08-28,66.95
2012-08-29,66.9
2012-08-30,67.05
2012-08-31,66.2
2012-09-03,68.3
2012-09-04,67.25
2012-09-05,65.95
2012-09-06,66.25
2012-09-07,66.05
2012-09-08,65.8
2012-09-10,66.15
2012-09-11,66.95
2012-09-12,66.35
2012-09-13,66.2
2012-09-14,66.9
2012-09-17,66.45
2012-09-18,66.95
2012-09-20,68.15
2012-09-21,68.4
2012-09-24,68.65
2012-09-25,69.5
2012-09-26,69.15
2012-09-27,68.55
2012-09-28,68.55
2012-10-01,69.4
2012-10-03,68.1
2012-10-04,67.7
2012-10-05,67.7
2012-10-08,68.6
2012-10-09,69.65
2012-10-10,69.05
2012-10-11,68.0
2012-10-12,67.3
2012-10-15,67.4
2012-10-16,67.15
2012-10-17,68.0
2012-10-18,68.35
2012-10-19,68.25
2012-10-22,67.35
2012-10-23,66.25
2012-10-25,65.3
2012-10-26,65.0
2012-10-29,64.65
2012-10-30,64.45
2012-10-31,62.6
2012-11-01,61.75
2012-11-02,63.05
2012-11-05,64.6
2012-11-06,65.3
2012-11-07,65.5
2012-11-08,65.9
2012-11-09,65.5
2012-11-12,64.85
2012-11-13,67.35
2012-11-15,66.85
2012-11-16,66.05
2012-11-19,65.0
2012-11-20,64.65
2012-11-21,64.4
2012-11-22,63.5
2012-11-23,62.95
2012-11-26,62.9
2012-11-27,63.55
2012-11-29,62.9
2012-11-30,63.65
2012-12-03,66.3
2012-12-04,65.35
2012-12-05,64.4
2012-12-06,65.0
2012-12-07,64.1
2012-12-10,63.95
2012-12-11,63.8
2012-12-12,63.8
2012-12-13,63.8
2012-12-14,63.15
2012-12-17,63.7
2012-12-18,63.8
2012-12-19,64.4
2012-12-20,63.95
2012-12-21,63.95
2012-12-24,63.8
2012-12-26,63.55
2012-12-27,65.45
2012-12-28,67.5
2012-12-31,67.0
