Date,GSS
2012-01-02,40.6
2012-01-03,42.6
2012-01-04,43.0
2012-01-05,40.85
2012-01-06,38.85
2012-01-07,37.45
2012-01-09,36.6
2012-01-10,38.4
2012-01-11,40.3
2012-01-12,42.3
2012-01-13,44.4
2012-01-16,46.6
2012-01-17,48.9
2012-01-18,51.35
2012-01-19,51.8
2012-01-20,50.6
2012-01-23,52.0
2012-01-24,52.05
2012-01-25,51.7
2012-01-27,51.55
2012-01-30,52.0
2012-01-31,51.75
2012-02-01,53.05
2012-02-02,55.7
2012-02-03,57.7
2012-02-06,57.75
2012-02-07,55.65
2012-02-08,53.8
2012-02-09,56.45
2012-02-10,55.45
2012-02-13,55.7
2012-02-14,54.9
2012-02-15,55.05
2012-02-16,55.05
2012-02-17,55.85
2012-02-21,55.0
2012-02-22,52.65
2012-02-23,52.0
2012-02-24,51.75
2012-02-27,51.2
2012-02-28,52.1
2012-02-29,52.0
2012-03-01,51.75
2012-03-02,51.25
2012-03-03,51.1
2012-03-05,51.35
2012-03-06,51.3
2012-03-07,50.2
2012-03-09,50.65
2012-03-12,49.95
2012-03-13,50.85
2012-03-14,51.65
2012-03-15,53.7
2012-03-16,52.55
2012-03-19,50.6
2012-03-20,50.4
2012-03-21,53.9
2012-03-22,53.45
2012-03-23,52.0
2012-03-26,52.1
2012-03-27,50.1
2012-03-28,49.1
2012-03-29,51.65
2012-03-30,50.5
2012-04-02,54.9
2012-04-03,54.95
2012-04-04,54.0
2012-04-09,53.1
2012-04-10,52.75
2012-04-11,52.2
2012-04-12,51.9
2012-04-13,50.1
2012-04-16,54.75
2012-04-17,50.8
2012-04-18,50.45
2012-04-19,51.4
2012-04-20,51.0
2012-04-23,51.0
2012-04-24,50.2
2012-04-25,51.0
2012-04-26,50.05
2012-04-27,49.3
2012-04-28,51.5
2012-04-30,49.45
2012-05-02,50.0
2012-05-03,48.9
2012-05-04,46.85
2012-05-07,45.5
2012-05-08,45.35
2012-05-09,45.45
2012-05-10,45.75
2012-05-11,45.5
2012-05-14,43.1
2012-05-15,42.0
2012-05-16,42.9
2012-05-17,46.3
2012-05-18,45.35
2012-05-21,45.3
2012-05-22,47.0
2012-05-23,45.6
2012-05-24,45.1
2012-05-25,44.0
2012-05-28,44.0
2012-05-29,43.75
2012-05-30,42.75
2012-05-31,43.15
2012-06-01,42.75
2012-06-04,42.8
2012-06-05,41.95
2012-06-06,42.0
2012-06-07,42.3
2012-06-08,41.8
2012-06-11,42.15
2012-06-12,44.45
2012-06-13,43.35
2012-06-14,42.8
2012-06-15,42.55
2012-06-18,43.4
2012-06-19,41.2
2012-06-20,42.6
2012-06-21,41.75
2012-06-22,42.0
2012-06-25,42.05
2012-06-26,41.6
2012-06-27,41.55
2012-06-28,41.75
2012-06-29,42.45
2012-07-02,43.15
2012-07-03,42.2
2012-07-04,43.1
2012-07-05,44.45
2012-07-06,44.4
2012-07-09,44.95
2012-07-09,44.95
2012-07-10,45.35
2012-07-11,44.2
2012-07-12,44.5
2012-07-13,42.55
2012-07-16,38.15
2012-07-17,40.8
2012-07-18,40.95
2012-07-19,40.05
2012-07-20,39.6
2012-07-23,39.7
2012-07-24,39.55
2012-07-25,40.05
2012-07-26,39.45
2012-07-27,39.5
2012-07-30,40.3
2012-07-31,38.95
2012-08-01,39.3
2012-08-02,39.15
2012-08-03,38.95
2012-08-06,39.0
2012-08-07,39.7
2012-08-08,39.05
2012-08-09,38.85
2012-08-10,37.65
2012-08-13,38.25
2012-08-14,38.9
2012-08-16,38.5
2012-08-17,39.0
2012-08-21,38.95
2012-08-22,40.5
2012-08-23,40.0
2012-08-24,37.4
2012-08-27,40.15
2012-08-28,38.3
2012-08-29,38.05
2012-08-30,37.05
2012-08-31,36.2
2012-09-03,37.8
2012-09-04,38.3
2012-09-05,36.9
2012-09-06,37.05
2012-09-07,37.45
2012-09-10,37.4
2012-09-11,42.8
2012-09-12,41.3
2012-09-13,40.7
2012-09-14,38.8
2012-09-17,37.4
2012-09-18,37.35
2012-09-20,37.4
2012-09-21,37.8
2012-09-24,37.65
2012-09-25,37.1
2012-09-26,37.0
2012-09-27,37.25
2012-09-28,38.0
2012-10-01,37.55
2012-10-03,37.25
2012-10-04,40.75
2012-10-05,39.45
2012-10-08,38.3
2012-10-09,38.7
2012-10-10,39.3
2012-10-11,38.55
2012-10-12,38.6
2012-10-15,38.85
2012-10-16,38.05
2012-10-17,38.45
2012-10-18,38.9
2012-10-19,38.25
2012-10-22,38.6
2012-10-23,39.45
2012-10-25,38.3
2012-10-26,37.8
2012-10-29,38.25
2012-10-30,36.75
2012-10-31,37.25
2012-11-01,38.4
2012-11-02,37.25
2012-11-05,37.05
2012-11-06,36.95
2012-11-07,36.75
2012-11-08,36.85
2012-11-09,37.0
2012-11-12,36.45
2012-11-13,36.45
2012-11-15,40.3
2012-11-16,37.5
2012-11-19,36.8
2012-11-20,36.75
2012-11-21,38.15
2012-11-22,38.8
2012-11-23,37.3
2012-11-26,37.15
2012-11-27,37.25
2012-11-29,37.35
2012-11-30,37.65
2012-12-03,37.95
2012-12-04,37.4
2012-12-05,37.9
2012-12-06,37.85
2012-12-07,38.2
2012-12-10,41.9
2012-12-11,41.55
2012-12-12,40.1
2012-12-13,38.65
2012-12-14,39.95
2012-12-17,40.05
2012-12-18,39.75
2012-12-19,39.5
2012-12-20,39.05
2012-12-21,39.1
2012-12-24,38.65
2012-12-26,39.25
2012-12-27,39.3
2012-12-28,37.75
2012-12-31,38.3
