Date,GANESHHOUC
2012-01-02,92.1
2012-01-03,98.35
2012-01-04,95.65
2012-01-05,93.9
2012-01-06,95.45
2012-01-07,94.1
2012-01-09,95.85
2012-01-10,104.2
2012-01-11,103.8
2012-01-12,100.25
2012-01-13,107.9
2012-01-16,105.0
2012-01-17,108.5
2012-01-18,106.05
2012-01-19,112.55
2012-01-20,112.9
2012-01-23,113.45
2012-01-24,119.85
2012-01-25,117.0
2012-01-27,121.9
2012-01-30,116.8
2012-01-31,116.05
2012-02-01,116.7
2012-02-02,117.65
2012-02-03,119.6
2012-02-06,123.4
2012-02-07,120.15
2012-02-08,118.2
2012-02-09,117.6
2012-02-10,119.2
2012-02-13,118.1
2012-02-14,116.15
2012-02-15,122.05
2012-02-16,134.55
2012-02-17,128.3
2012-02-21,129.95
2012-02-22,123.8
2012-02-23,117.35
2012-02-24,113.45
2012-02-27,112.9
2012-02-28,119.65
2012-02-29,112.15
2012-03-01,113.85
2012-03-02,112.95
2012-03-05,112.0
2012-03-06,111.9
2012-03-07,112.95
2012-03-09,118.05
2012-03-12,118.05
2012-03-13,122.15
2012-03-14,119.65
2012-03-15,118.95
2012-03-16,118.0
2012-03-19,121.7
2012-03-20,119.0
2012-03-21,118.8
2012-03-22,116.25
2012-03-23,113.15
2012-03-26,110.9
2012-03-27,109.4
2012-03-28,102.1
2012-03-29,112.9
2012-03-30,119.2
2012-04-02,115.75
2012-04-03,115.45
2012-04-04,109.7
2012-04-09,105.35
2012-04-10,106.9
2012-04-11,105.8
2012-04-12,105.9
2012-04-13,99.25
2012-04-16,100.25
2012-04-17,99.65
2012-04-18,99.55
2012-04-19,98.45
2012-04-20,98.55
2012-04-23,96.0
2012-04-24,94.1
2012-04-25,90.5
2012-04-26,89.35
2012-04-27,100.3
2012-04-28,101.95
2012-04-30,97.4
2012-05-02,96.75
2012-05-03,94.75
2012-05-04,93.25
2012-05-07,91.95
2012-05-08,92.95
2012-05-09,91.75
2012-05-10,90.45
2012-05-11,88.85
2012-05-14,86.45
2012-05-15,85.4
2012-05-16,82.25
2012-05-17,80.65
2012-05-18,77.95
2012-05-21,76.5
2012-05-22,73.3
2012-05-23,68.75
2012-05-24,69.15
2012-05-25,67.5
2012-05-28,69.9
2012-05-29,69.8
2012-05-30,66.9
2012-05-31,65.75
2012-06-01,66.6
2012-06-04,69.05
2012-06-05,64.35
2012-06-06,65.35
2012-06-07,64.95
2012-06-08,67.0
2012-06-11,66.1
2012-06-12,67.1
2012-06-13,67.9
2012-06-14,66.8
2012-06-15,66.85
2012-06-18,66.25
2012-06-19,65.05
2012-06-20,65.1
2012-06-21,63.8
2012-06-22,63.35
2012-06-25,63.1
2012-06-26,61.05
2012-06-27,61.75
2012-06-28,62.9
2012-06-29,67.35
2012-07-02,77.7
2012-07-03,81.9
2012-07-04,85.3
2012-07-05,82.15
2012-07-06,81.25
2012-07-09,80.2
2012-07-09,80.2
2012-07-10,78.95
2012-07-11,85.5
2012-07-12,82.75
2012-07-13,82.9
2012-07-16,81.4
2012-07-17,77.0
2012-07-18,77.55
2012-07-19,76.2
2012-07-20,74.75
2012-07-23,72.85
2012-07-24,69.25
2012-07-25,69.7
2012-07-26,70.0
2012-07-27,70.6
2012-07-30,70.55
2012-07-31,71.0
2012-08-01,70.15
2012-08-02,71.1
2012-08-03,69.75
2012-08-06,72.5
2012-08-07,71.2
2012-08-08,70.05
2012-08-09,69.4
2012-08-10,67.85
2012-08-13,69.55
2012-08-14,69.8
2012-08-16,68.45
2012-08-17,67.35
2012-08-21,67.75
2012-08-22,72.35
2012-08-23,69.85
2012-08-24,69.55
2012-08-27,67.95
2012-08-28,67.2
2012-08-29,66.05
2012-08-30,65.25
2012-08-31,64.0
2012-09-03,66.05
2012-09-04,65.55
2012-09-05,66.0
2012-09-06,65.8
2012-09-07,67.15
2012-09-08,66.4
2012-09-10,66.4
2012-09-11,67.75
2012-09-12,71.05
2012-09-13,71.05
2012-09-14,72.0
2012-09-17,75.35
2012-09-18,76.5
2012-09-20,76.5
2012-09-21,75.25
2012-09-24,75.65
2012-09-25,75.15
2012-09-26,74.55
2012-09-27,75.25
2012-09-28,73.9
2012-10-01,70.95
2012-10-03,72.15
2012-10-04,75.05
2012-10-05,74.5
2012-10-08,75.45
2012-10-09,79.85
2012-10-10,75.15
2012-10-11,76.9
2012-10-12,78.8
2012-10-15,79.7
2012-10-16,76.15
2012-10-17,76.85
2012-10-18,80.05
2012-10-19,77.15
2012-10-22,77.95
2012-10-23,88.7
2012-10-25,85.05
2012-10-26,81.8
2012-10-29,83.0
2012-10-30,78.3
2012-10-31,80.95
2012-11-01,81.35
2012-11-02,81.05
2012-11-05,84.2
2012-11-06,85.55
2012-11-07,87.55
2012-11-08,84.35
2012-11-09,83.15
2012-11-12,80.3
2012-11-13,80.5
2012-11-15,80.55
2012-11-16,81.05
2012-11-19,79.35
2012-11-20,77.45
2012-11-21,77.55
2012-11-22,77.0
2012-11-23,76.45
2012-11-26,76.95
2012-11-27,76.55
2012-11-29,76.8
2012-11-30,78.0
2012-12-03,77.15
2012-12-04,78.6
2012-12-05,85.15
2012-12-06,85.3
2012-12-07,87.1
2012-12-10,88.1
2012-12-11,85.9
2012-12-12,86.3
2012-12-13,84.75
2012-12-14,82.55
2012-12-17,83.95
2012-12-18,93.55
2012-12-19,112.25
2012-12-20,123.2
2012-12-21,122.45
2012-12-24,122.8
2012-12-26,122.75
2012-12-27,115.1
2012-12-28,112.35
2012-12-31,113.2
