Date,BALRAMCHIN
2012-01-02,33.9
2012-01-03,35.05
2012-01-04,34.5
2012-01-05,34.65
2012-01-06,37.5
2012-01-07,38.95
2012-01-09,40.15
2012-01-10,39.8
2012-01-11,39.1
2012-01-12,40.95
2012-01-13,41.25
2012-01-16,40.75
2012-01-17,39.25
2012-01-18,40.2
2012-01-19,41.25
2012-01-20,41.6
2012-01-23,42.4
2012-01-24,42.65
2012-01-25,44.8
2012-01-27,47.6
2012-01-30,46.25
2012-01-31,48.8
2012-02-01,48.85
2012-02-02,48.9
2012-02-03,49.0
2012-02-06,49.7
2012-02-07,49.95
2012-02-08,49.9
2012-02-09,49.95
2012-02-10,49.2
2012-02-13,49.65
2012-02-14,50.0
2012-02-15,51.2
2012-02-16,52.05
2012-02-17,53.35
2012-02-21,54.45
2012-02-22,52.05
2012-02-23,48.85
2012-02-24,51.05
2012-02-27,48.0
2012-02-28,51.65
2012-02-29,51.7
2012-03-01,53.05
2012-03-02,54.3
2012-03-03,54.6
2012-03-05,54.0
2012-03-06,51.55
2012-03-07,53.05
2012-03-09,55.3
2012-03-12,54.4
2012-03-13,54.85
2012-03-14,55.0
2012-03-15,55.6
2012-03-16,55.95
2012-03-19,53.3
2012-03-20,53.1
2012-03-21,55.55
2012-03-22,53.35
2012-03-23,55.15
2012-03-26,53.7
2012-03-27,54.1
2012-03-28,53.85
2012-03-29,53.0
2012-03-30,57.25
2012-04-02,57.35
2012-04-03,56.05
2012-04-04,57.25
2012-04-09,55.05
2012-04-10,56.45
2012-04-11,56.35
2012-04-12,58.3
2012-04-13,59.0
2012-04-16,58.4
2012-04-17,58.1
2012-04-18,56.95
2012-04-19,54.9
2012-04-20,55.1
2012-04-23,51.65
2012-04-24,51.3
2012-04-25,52.8
2012-04-26,53.45
2012-04-27,54.8
2012-04-28,54.8
2012-04-30,55.0
2012-05-02,53.5
2012-05-03,54.2
2012-05-04,54.45
2012-05-07,53.45
2012-05-08,50.9
2012-05-09,49.05
2012-05-10,50.9
2012-05-11,50.05
2012-05-14,50.4
2012-05-15,50.5
2012-05-16,49.15
2012-05-17,50.3
2012-05-18,50.75
2012-05-21,50.75
2012-05-22,49.35
2012-05-23,48.4
2012-05-24,49.7
2012-05-25,51.15
2012-05-28,51.2
2012-05-29,51.2
2012-05-30,49.65
2012-05-31,49.6
2012-06-01,49.35
2012-06-04,49.7
2012-06-05,49.0
2012-06-06,47.8
2012-06-07,49.75
2012-06-08,50.75
2012-06-11,50.2
2012-06-12,48.95
2012-06-13,48.6
2012-06-14,48.85
2012-06-15,48.65
2012-06-18,48.3
2012-06-19,47.8
2012-06-20,49.25
2012-06-21,48.8
2012-06-22,49.45
2012-06-25,48.7
2012-06-26,48.35
2012-06-27,48.95
2012-06-28,50.0
2012-06-29,51.75
2012-07-02,51.95
2012-07-03,54.9
2012-07-04,55.0
2012-07-05,56.75
2012-07-06,56.85
2012-07-09,56.5
2012-07-09,56.5
2012-07-10,58.05
2012-07-11,57.7
2012-07-12,58.15
2012-07-13,58.0
2012-07-16,59.05
2012-07-17,57.95
2012-07-18,58.75
2012-07-19,58.2
2012-07-20,58.1
2012-07-23,59.6
2012-07-24,62.3
2012-07-25,59.5
2012-07-26,55.05
2012-07-27,54.35
2012-07-30,56.55
2012-07-31,54.2
2012-08-01,56.45
2012-08-02,57.4
2012-08-03,60.35
2012-08-06,64.35
2012-08-07,63.2
2012-08-08,63.0
2012-08-09,65.75
2012-08-10,68.25
2012-08-13,67.5
2012-08-14,68.7
2012-08-16,66.8
2012-08-17,67.9
2012-08-21,68.15
2012-08-22,64.65
2012-08-23,67.0
2012-08-24,66.3
2012-08-27,64.7
2012-08-28,63.8
2012-08-29,63.95
2012-08-30,65.2
2012-08-31,67.15
2012-09-03,67.75
2012-09-04,68.95
2012-09-05,67.95
2012-09-06,67.15
2012-09-07,66.5
2012-09-08,67.05
2012-09-10,68.7
2012-09-11,69.5
2012-09-12,68.15
2012-09-13,66.25
2012-09-14,66.85
2012-09-17,67.2
2012-09-18,68.3
2012-09-20,67.0
2012-09-21,65.45
2012-09-24,66.85
2012-09-25,64.0
2012-09-26,64.2
2012-09-27,66.5
2012-09-28,67.3
2012-10-01,66.5
2012-10-03,66.85
2012-10-04,66.6
2012-10-05,67.0
2012-10-08,66.55
2012-10-09,67.55
2012-10-10,67.75
2012-10-11,68.8
2012-10-12,70.1
2012-10-15,73.25
2012-10-16,71.55
2012-10-17,70.7
2012-10-18,70.6
2012-10-19,69.55
2012-10-22,69.05
2012-10-23,67.6
2012-10-25,67.3
2012-10-26,67.25
2012-10-29,68.6
2012-10-30,67.15
2012-10-31,68.25
2012-11-01,68.5
2012-11-02,64.1
2012-11-05,65.25
2012-11-06,65.35
2012-11-07,66.95
2012-11-08,65.75
2012-11-09,64.6
2012-11-12,64.6
2012-11-13,64.85
2012-11-15,64.4
2012-11-16,62.85
2012-11-19,61.35
2012-11-20,62.8
2012-11-21,63.0
2012-11-22,61.45
2012-11-23,60.7
2012-11-26,60.5
2012-11-27,60.75
2012-11-29,60.55
2012-11-30,63.95
2012-12-03,63.9
2012-12-04,62.25
2012-12-05,61.3
2012-12-06,61.05
2012-12-07,60.95
2012-12-10,55.15
2012-12-11,55.25
2012-12-12,54.05
2012-12-13,52.3
2012-12-14,51.85
2012-12-17,51.9
2012-12-18,50.95
2012-12-19,49.7
2012-12-20,48.75
2012-12-21,46.2
2012-12-24,49.15
2012-12-26,49.35
2012-12-27,49.8
2012-12-28,49.1
2012-12-31,49.35
