Date,PIDILITIND
2012-01-02,141.0
2012-01-03,142.25
2012-01-04,142.0
2012-01-05,142.6
2012-01-06,143.1
2012-01-07,142.6
2012-01-09,143.55
2012-01-10,144.45
2012-01-11,145.5
2012-01-12,145.8
2012-01-13,146.75
2012-01-16,145.85
2012-01-17,146.8
2012-01-18,145.95
2012-01-19,146.35
2012-01-20,144.95
2012-01-23,145.15
2012-01-24,140.4
2012-01-25,140.05
2012-01-27,136.85
2012-01-30,136.7
2012-01-31,134.9
2012-02-01,134.2
2012-02-02,134.95
2012-02-03,136.55
2012-02-06,145.25
2012-02-07,143.35
2012-02-08,146.3
2012-02-09,146.45
2012-02-10,143.5
2012-02-13,143.9
2012-02-14,144.4
2012-02-15,149.15
2012-02-16,151.65
2012-02-17,147.8
2012-02-21,148.85
2012-02-22,150.05
2012-02-23,150.2
2012-02-24,150.05
2012-02-27,150.3
2012-02-28,151.15
2012-02-29,152.0
2012-03-01,151.25
2012-03-02,153.1
2012-03-03,152.15
2012-03-05,152.9
2012-03-06,154.3
2012-03-07,154.1
2012-03-09,156.8
2012-03-12,158.3
2012-03-13,158.6
2012-03-14,158.7
2012-03-15,159.1
2012-03-16,159.05
2012-03-19,157.15
2012-03-20,155.6
2012-03-21,155.95
2012-03-22,156.95
2012-03-23,157.75
2012-03-26,159.9
2012-03-27,163.45
2012-03-28,165.0
2012-03-29,171.15
2012-03-30,176.9
2012-04-02,172.55
2012-04-03,166.95
2012-04-04,165.0
2012-04-09,169.35
2012-04-10,169.7
2012-04-11,171.85
2012-04-12,173.3
2012-04-13,171.2
2012-04-16,171.75
2012-04-17,170.35
2012-04-18,176.5
2012-04-19,174.8
2012-04-20,172.8
2012-04-23,173.45
2012-04-24,172.55
2012-04-25,172.55
2012-04-26,173.1
2012-04-27,172.5
2012-04-28,172.75
2012-04-30,182.0
2012-05-02,180.1
2012-05-03,174.05
2012-05-04,173.75
2012-05-07,175.8
2012-05-08,173.4
2012-05-09,177.1
2012-05-10,172.9
2012-05-11,177.25
2012-05-14,179.7
2012-05-15,179.65
2012-05-16,175.5
2012-05-17,174.2
2012-05-18,174.35
2012-05-21,170.3
2012-05-22,169.9
2012-05-23,170.0
2012-05-24,168.1
2012-05-25,170.1
2012-05-28,165.15
2012-05-29,164.3
2012-05-30,162.55
2012-05-31,166.2
2012-06-01,167.25
2012-06-04,167.0
2012-06-05,165.1
2012-06-06,169.0
2012-06-07,174.2
2012-06-08,174.4
2012-06-11,169.0
2012-06-12,168.4
2012-06-13,165.2
2012-06-14,162.35
2012-06-15,162.3
2012-06-18,163.05
2012-06-19,159.95
2012-06-20,160.85
2012-06-21,163.25
2012-06-22,163.15
2012-06-25,162.1
2012-06-26,165.15
2012-06-27,166.2
2012-06-28,165.0
2012-06-29,165.85
2012-07-02,166.6
2012-07-03,165.55
2012-07-04,166.75
2012-07-05,171.1
2012-07-06,169.5
2012-07-09,167.05
2012-07-09,167.05
2012-07-10,163.6
2012-07-11,160.65
2012-07-12,162.3
2012-07-13,162.5
2012-07-16,161.75
2012-07-17,162.6
2012-07-18,161.25
2012-07-19,162.15
2012-07-20,160.65
2012-07-23,158.95
2012-07-24,163.35
2012-07-25,164.95
2012-07-26,164.25
2012-07-27,166.5
2012-07-30,169.05
2012-07-31,167.2
2012-08-01,168.5
2012-08-02,170.8
2012-08-03,171.95
2012-08-06,179.4
2012-08-07,180.0
2012-08-08,180.6
2012-08-09,178.85
2012-08-10,176.15
2012-08-13,180.75
2012-08-14,177.6
2012-08-16,180.05
2012-08-17,179.1
2012-08-21,180.0
2012-08-22,185.35
2012-08-23,190.9
2012-08-24,189.7
2012-08-27,190.65
2012-08-28,186.2
2012-08-29,185.75
2012-08-30,186.05
2012-08-31,189.9
2012-09-03,199.5
2012-09-04,198.85
2012-09-05,195.05
2012-09-06,197.2
2012-09-07,198.75
2012-09-08,200.9
2012-09-10,208.75
2012-09-11,202.8
2012-09-12,206.7
2012-09-13,208.25
2012-09-14,205.8
2012-09-17,206.2
2012-09-18,203.3
2012-09-20,201.75
2012-09-21,204.05
2012-09-24,202.55
2012-09-25,203.65
2012-09-26,204.8
2012-09-27,202.0
2012-09-28,206.15
2012-10-01,211.4
2012-10-03,210.65
2012-10-04,208.0
2012-10-05,207.7
2012-10-08,203.5
2012-10-09,199.4
2012-10-10,197.0
2012-10-11,200.15
2012-10-12,201.0
2012-10-15,200.9
2012-10-16,197.9
2012-10-17,199.45
2012-10-18,203.35
2012-10-19,200.2
2012-10-22,198.9
2012-10-23,196.5
2012-10-25,195.15
2012-10-26,193.9
2012-10-29,197.15
2012-10-30,193.5
2012-10-31,192.3
2012-11-01,193.35
2012-11-02,191.35
2012-11-05,189.45
2012-11-06,190.65
2012-11-07,200.8
2012-11-08,206.45
2012-11-09,207.0
2012-11-12,208.5
2012-11-13,208.9
2012-11-15,204.15
2012-11-16,202.1
2012-11-19,199.55
2012-11-20,202.95
2012-11-21,205.05
2012-11-22,205.6
2012-11-23,203.8
2012-11-26,203.15
2012-11-27,207.4
2012-11-29,212.0
2012-11-30,214.55
2012-12-03,215.3
2012-12-04,210.95
2012-12-05,210.95
2012-12-06,210.35
2012-12-07,211.7
2012-12-10,211.8
2012-12-11,212.8
2012-12-12,213.75
2012-12-13,212.6
2012-12-14,212.5
2012-12-17,214.75
2012-12-18,210.75
2012-12-19,210.5
2012-12-20,210.25
2012-12-21,207.8
2012-12-24,212.4
2012-12-26,214.6
2012-12-27,216.15
2012-12-28,214.9
2012-12-31,218.1
