Date,HDFCMFGETF
2012-01-02,2685.15
2012-01-03,2699.35
2012-01-04,2716.7
2012-01-05,2719.65
2012-01-06,2729.4
2012-01-07,2723.8
2012-01-09,2712.1
2012-01-10,2703.0
2012-01-11,2708.1
2012-01-12,2717.85
2012-01-13,2698.75
2012-01-16,2703.4
2012-01-17,2716.4
2012-01-18,2703.15
2012-01-19,2702.35
2012-01-20,2686.75
2012-01-23,2698.85
2012-01-24,2687.5
2012-01-25,2683.55
2012-01-27,2725.45
2012-01-30,2738.9
2012-01-31,2756.2
2012-02-01,2761.25
2012-02-02,2759.5
2012-02-03,2765.85
2012-02-06,2727.6
2012-02-07,2731.1
2012-02-08,2755.35
2012-02-09,2751.5
2012-02-10,2745.3
2012-02-13,2729.1
2012-02-14,2721.9
2012-02-15,2736.3
2012-02-16,2738.15
2012-02-17,2732.15
2012-02-21,2746.45
2012-02-22,2763.45
2012-02-23,2802.0
2012-02-24,2802.3
2012-02-27,2788.45
2012-02-28,2795.7
2012-02-29,2797.3
2012-03-01,2765.1
2012-03-02,2778.15
2012-03-03,2759.85
2012-03-05,2751.7
2012-03-06,2731.8
2012-03-07,2800.7
2012-03-09,2752.7
2012-03-12,2759.9
2012-03-13,2737.9
2012-03-14,2734.65
2012-03-15,2714.75
2012-03-16,2745.75
2012-03-19,2743.55
2012-03-20,2724.55
2012-03-21,2729.65
2012-03-22,2721.55
2012-03-23,2729.75
2012-03-26,2743.1
2012-03-27,2748.9
2012-03-28,2740.5
2012-03-29,2745.65
2012-03-30,2752.35
2012-04-02,2759.5
2012-04-03,2754.5
2012-04-04,2740.3
2012-04-09,2764.9
2012-04-10,2761.55
2012-04-11,2771.4
2012-04-12,2757.4
2012-04-13,2785.85
2012-04-16,2781.6
2012-04-17,2774.6
2012-04-18,2773.4
2012-04-19,2783.0
2012-04-20,2793.8
2012-04-23,2802.2
2012-04-24,2847.7
2012-04-25,2817.4
2012-04-26,2821.85
2012-04-27,2857.4
2012-04-28,2881.55
2012-04-30,2862.1
2012-05-02,2908.7
2012-05-03,2888.65
2012-05-04,2881.05
2012-05-07,2828.15
2012-05-08,2837.9
2012-05-09,2813.6
2012-05-10,2810.25
2012-05-11,2807.55
2012-05-14,2800.05
2012-05-15,2786.5
2012-05-16,2775.0
2012-05-17,2798.75
2012-05-18,2841.3
2012-05-21,2844.9
2012-05-22,2832.35
2012-05-23,2836.0
2012-05-24,2839.7
2012-05-25,2814.25
2012-05-28,2837.35
2012-05-29,2846.15
2012-05-30,2827.95
2012-05-31,2850.4
2012-06-01,2846.85
2012-06-04,2898.55
2012-06-05,2905.1
2012-06-06,2913.95
2012-06-07,2886.8
2012-06-08,2867.2
2012-06-11,2883.5
2012-06-12,2892.45
2012-06-13,2907.35
2012-06-14,2927.25
2012-06-15,2933.5
2012-06-18,2930.45
2012-06-19,2953.65
2012-06-20,2945.55
2012-06-21,2932.0
2012-06-22,2920.15
2012-06-25,2938.95
2012-06-26,2937.55
2012-06-27,2926.3
2012-06-28,2926.4
2012-06-29,2899.5
2012-07-02,2948.95
2012-07-03,2913.65
2012-07-04,2904.0
2012-07-05,2916.15
2012-07-06,2919.4
2012-07-09,2977.35
2012-07-09,2977.35
2012-07-10,2922.55
2012-07-11,2899.75
2012-07-12,2894.6
2012-07-13,2899.25
2012-07-16,2884.6
2012-07-17,2888.15
2012-07-18,2888.55
2012-07-19,2873.15
2012-07-20,2878.7
2012-07-23,2884.9
2012-07-24,2885.4
2012-07-25,2902.3
2012-07-26,2910.0
2012-07-27,2912.4
2012-07-30,2908.85
2012-07-31,2926.25
2012-08-01,2923.4
2012-08-02,2927.35
2012-08-03,2927.35
2012-08-06,2911.5
2012-08-07,2921.65
2012-08-08,2905.0
2012-08-09,2910.45
2012-08-10,2914.95
2012-08-13,2932.85
2012-08-14,2929.85
2012-08-16,2941.95
2012-08-17,2940.05
2012-08-21,2938.65
2012-08-22,2952.55
2012-08-23,2973.1
2012-08-24,2991.75
2012-08-27,3007.8
2012-08-28,3004.0
2012-08-29,3008.15
2012-08-30,3001.6
2012-08-31,3005.3
2012-09-03,3052.45
2012-09-04,3071.3
2012-09-05,3088.2
2012-09-06,3113.65
2012-09-07,3117.35
2012-09-08,3149.45
2012-09-10,3185.15
2012-09-11,3170.05
2012-09-12,3168.45
2012-09-13,3175.15
2012-09-14,3211.1
2012-09-17,3169.25
2012-09-18,3156.55
2012-09-20,3172.9
2012-09-21,3145.0
2012-09-24,3117.0
2012-09-25,3124.9
2012-09-26,3124.2
2012-09-27,3096.7
2012-09-28,3109.65
2012-10-01,3087.15
2012-10-03,3087.95
2012-10-04,3070.4
2012-10-05,3123.2
2012-10-08,3064.9
2012-10-09,3091.8
2012-10-10,3085.05
2012-10-11,3089.15
2012-10-12,3085.8
2012-10-15,3069.5
2012-10-16,3055.9
2012-10-17,3064.6
2012-10-18,3066.55
2012-10-19,3093.65
2012-10-22,3058.85
2012-10-23,3038.3
2012-10-25,3045.4
2012-10-26,3039.9
2012-10-29,3059.55
2012-10-30,3075.75
2012-10-31,3068.05
2012-11-01,3071.05
2012-11-02,3045.35
2012-11-05,3027.3
2012-11-06,3049.05
2012-11-07,3096.3
2012-11-08,3095.65
2012-11-09,3135.55
2012-11-11,3149.15
