Date,ASHIANA
2012-01-02,135.1
2012-01-03,140.9
2012-01-04,142.95
2012-01-05,142.9
2012-01-06,140.0
2012-01-07,143.1
2012-01-09,143.5
2012-01-10,149.85
2012-01-11,151.6
2012-01-12,151.25
2012-01-13,146.85
2012-01-16,150.0
2012-01-17,154.15
2012-01-18,147.1
2012-01-19,147.85
2012-01-20,148.05
2012-01-23,143.1
2012-01-24,143.85
2012-01-25,148.25
2012-01-27,152.45
2012-01-30,150.1
2012-01-31,159.25
2012-02-01,163.0
2012-02-02,161.25
2012-02-03,161.25
2012-02-06,160.5
2012-02-07,159.9
2012-02-08,161.05
2012-02-09,167.1
2012-02-10,162.5
2012-02-13,163.7
2012-02-14,164.85
2012-02-15,168.05
2012-02-16,175.0
2012-02-17,172.55
2012-02-21,175.0
2012-02-22,172.65
2012-02-23,172.35
2012-02-24,172.0
2012-02-27,173.25
2012-02-28,174.5
2012-02-29,169.3
2012-03-01,172.0
2012-03-02,174.4
2012-03-03,174.9
2012-03-05,173.0
2012-03-06,173.1
2012-03-07,168.25
2012-03-09,172.0
2012-03-12,176.8
2012-03-13,176.7
2012-03-14,176.6
2012-03-15,174.75
2012-03-16,176.35
2012-03-19,175.0
2012-03-20,174.0
2012-03-21,173.9
2012-03-22,172.0
2012-03-23,173.85
2012-03-26,170.65
2012-03-27,169.95
2012-03-28,167.85
2012-03-29,163.05
2012-03-30,164.5
2012-04-02,173.8
2012-04-03,170.0
2012-04-04,166.05
2012-04-09,168.65
2012-04-10,167.85
2012-04-11,169.0
2012-04-12,174.5
2012-04-13,175.0
2012-04-16,167.25
2012-04-17,171.45
2012-04-18,171.7
2012-04-19,174.0
2012-04-20,172.65
2012-04-23,169.3
2012-04-24,170.25
2012-04-25,172.15
2012-04-26,171.55
2012-04-27,173.0
2012-04-28,177.4
2012-04-30,174.55
2012-05-02,175.95
2012-05-03,178.5
2012-05-04,170.3
2012-05-07,168.65
2012-05-08,169.95
2012-05-09,168.0
2012-05-10,171.75
2012-05-11,168.0
2012-05-14,165.3
2012-05-15,165.2
2012-05-16,167.35
2012-05-17,163.3
2012-05-18,163.5
2012-05-21,165.15
2012-05-22,163.6
2012-05-23,163.15
2012-05-24,164.55
2012-05-25,168.95
2012-05-28,165.0
2012-05-29,164.85
2012-05-30,172.6
2012-05-31,174.35
2012-06-01,174.0
2012-06-04,170.0
2012-06-05,172.0
2012-06-06,172.8
2012-06-07,171.9
2012-06-08,169.9
2012-06-11,170.0
2012-06-12,169.0
2012-06-13,167.0
2012-06-14,171.0
2012-06-15,170.05
2012-06-18,167.05
2012-06-19,169.4
2012-06-20,168.3
2012-06-21,171.2
2012-06-22,166.2
2012-06-25,171.75
2012-06-26,171.85
2012-06-27,171.9
2012-06-28,171.0
2012-06-29,169.35
2012-07-02,172.0
2012-07-03,172.6
2012-07-04,172.25
2012-07-05,175.0
2012-07-06,172.6
2012-07-09,172.55
2012-07-09,172.55
2012-07-10,172.0
2012-07-11,176.95
2012-07-12,178.0
2012-07-13,172.05
2012-07-16,167.8
2012-07-17,166.2
2012-07-18,164.5
2012-07-19,170.2
2012-07-20,172.0
2012-07-23,174.45
2012-07-24,170.05
2012-07-25,169.7
2012-07-26,168.0
2012-07-27,167.75
2012-07-30,160.45
2012-07-31,159.65
2012-08-01,159.3
2012-08-02,157.85
2012-08-03,160.0
2012-08-06,158.15
2012-08-07,158.95
2012-08-08,156.5
2012-08-09,151.3
2012-08-10,151.1
2012-08-13,148.7
2012-08-14,152.9
2012-08-16,157.95
2012-08-17,155.75
2012-08-21,159.95
2012-08-22,160.5
2012-08-23,162.65
2012-08-24,162.0
2012-08-27,160.55
2012-08-28,158.55
2012-08-29,156.05
2012-08-30,160.45
2012-08-31,161.5
2012-09-03,159.25
2012-09-04,161.8
2012-09-05,160.4
2012-09-06,163.45
2012-09-07,164.85
2012-09-08,166.05
2012-09-10,161.1
2012-09-11,163.65
2012-09-12,161.8
2012-09-13,160.45
2012-09-14,164.25
2012-09-17,167.95
2012-09-18,164.9
2012-09-20,166.85
2012-09-21,166.0
2012-09-24,170.0
2012-09-25,169.5
2012-09-26,170.75
2012-09-27,171.3
2012-09-28,171.05
2012-10-01,174.7
2012-10-03,174.05
2012-10-04,173.7
2012-10-05,173.5
2012-10-08,178.95
2012-10-09,177.85
2012-10-10,177.8
2012-10-11,176.85
2012-10-12,170.5
2012-10-15,179.0
2012-10-16,176.65
2012-10-17,174.4
2012-10-18,177.5
2012-10-19,175.25
2012-10-22,174.85
2012-10-23,180.6
2012-10-25,176.5
2012-10-26,176.75
2012-10-29,175.2
2012-10-30,171.45
2012-10-31,173.2
2012-11-01,173.05
2012-11-02,176.75
2012-11-05,176.0
2012-11-06,171.8
2012-11-07,168.65
2012-11-08,168.1
2012-11-09,160.5
2012-11-12,160.05
2012-11-13,166.3
2012-11-15,172.05
2012-11-16,170.95
2012-11-19,173.35
2012-11-20,166.05
2012-11-21,160.0
2012-11-22,164.95
2012-11-23,160.0
2012-11-26,164.45
2012-11-27,165.0
2012-11-29,165.2
2012-11-30,169.95
2012-12-03,166.75
2012-12-04,168.8
2012-12-05,168.1
2012-12-06,169.0
2012-12-07,177.5
2012-12-10,193.3
2012-12-11,209.5
2012-12-12,211.9
2012-12-13,210.85
2012-12-14,214.25
2012-12-17,239.95
2012-12-18,240.2
2012-12-19,236.4
2012-12-20,229.4
2012-12-21,221.95
2012-12-24,221.9
2012-12-26,218.95
2012-12-27,220.55
2012-12-28,216.65
2012-12-31,219.8
