Date,PUNJLLOYD
2012-01-02,40.0
2012-01-03,42.7
2012-01-04,42.2
2012-01-05,41.3
2012-01-06,40.9
2012-01-07,41.0
2012-01-09,42.85
2012-01-10,44.25
2012-01-11,44.55
2012-01-12,44.45
2012-01-13,45.55
2012-01-16,47.1
2012-01-17,47.7
2012-01-18,46.1
2012-01-19,49.0
2012-01-20,49.05
2012-01-23,49.95
2012-01-24,50.8
2012-01-25,51.9
2012-01-27,52.65
2012-01-30,49.65
2012-01-31,52.9
2012-02-01,56.0
2012-02-02,54.8
2012-02-03,55.85
2012-02-06,56.5
2012-02-07,55.05
2012-02-08,56.65
2012-02-09,59.45
2012-02-10,58.7
2012-02-13,59.7
2012-02-14,61.65
2012-02-15,63.15
2012-02-16,63.1
2012-02-17,62.95
2012-02-21,64.55
2012-02-22,58.95
2012-02-23,58.3
2012-02-24,56.3
2012-02-27,53.0
2012-02-28,56.55
2012-02-29,57.1
2012-03-01,56.85
2012-03-02,56.8
2012-03-03,56.75
2012-03-05,54.0
2012-03-06,52.2
2012-03-07,53.85
2012-03-09,56.2
2012-03-12,57.5
2012-03-13,59.85
2012-03-14,59.2
2012-03-15,56.15
2012-03-16,52.95
2012-03-19,52.3
2012-03-20,53.85
2012-03-21,56.2
2012-03-22,52.35
2012-03-23,54.85
2012-03-26,52.95
2012-03-27,54.35
2012-03-28,52.7
2012-03-29,52.95
2012-03-30,55.2
2012-04-02,55.9
2012-04-03,59.1
2012-04-04,58.0
2012-04-09,55.85
2012-04-10,57.1
2012-04-11,57.05
2012-04-12,57.2
2012-04-13,54.55
2012-04-16,55.65
2012-04-17,57.2
2012-04-18,56.75
2012-04-19,57.0
2012-04-20,55.05
2012-04-23,53.45
2012-04-24,52.15
2012-04-25,51.8
2012-04-26,54.6
2012-04-27,52.2
2012-04-28,52.95
2012-04-30,53.85
2012-05-02,52.15
2012-05-03,51.1
2012-05-04,49.25
2012-05-07,50.35
2012-05-08,47.35
2012-05-09,45.45
2012-05-10,44.95
2012-05-11,45.15
2012-05-14,44.2
2012-05-15,45.25
2012-05-16,44.65
2012-05-17,45.5
2012-05-18,45.5
2012-05-21,46.15
2012-05-22,44.95
2012-05-23,44.75
2012-05-24,45.5
2012-05-25,45.85
2012-05-28,47.6
2012-05-29,46.4
2012-05-30,44.4
2012-05-31,44.75
2012-06-01,43.95
2012-06-04,43.0
2012-06-05,43.65
2012-06-06,45.45
2012-06-07,46.85
2012-06-08,46.95
2012-06-11,47.15
2012-06-12,48.05
2012-06-13,48.1
2012-06-14,45.9
2012-06-15,46.9
2012-06-18,45.7
2012-06-19,45.7
2012-06-20,46.6
2012-06-21,48.1
2012-06-22,48.25
2012-06-25,48.0
2012-06-26,47.75
2012-06-27,47.95
2012-06-28,46.8
2012-06-29,48.85
2012-07-02,51.2
2012-07-03,52.15
2012-07-04,54.45
2012-07-05,56.2
2012-07-06,56.0
2012-07-09,54.45
2012-07-10,58.75
2012-07-11,58.15
2012-07-12,58.15
2012-07-13,57.0
2012-07-16,55.65
2012-07-17,53.8
2012-07-18,53.55
2012-07-19,54.65
2012-07-20,53.3
2012-07-23,50.85
2012-07-24,51.35
2012-07-25,50.3
2012-07-26,48.55
2012-07-27,47.05
2012-07-30,49.6
2012-07-31,50.95
2012-08-01,50.5
2012-08-02,52.1
2012-08-03,51.95
2012-08-06,53.1
2012-08-07,53.6
2012-08-08,51.65
2012-08-09,50.5
2012-08-10,49.95
2012-08-13,51.75
2012-08-14,52.25
2012-08-16,51.7
2012-08-17,50.6
2012-08-21,51.5
2012-08-22,50.35
2012-08-23,51.45
2012-08-24,49.3
2012-08-27,47.5
2012-08-28,46.4
2012-08-29,45.3
2012-08-30,44.0
2012-08-31,44.35
2012-09-03,44.95
2012-09-04,45.8
2012-09-05,44.4
2012-09-06,44.6
2012-09-07,46.1
2012-09-08,46.3
2012-09-10,45.95
2012-09-11,46.3
2012-09-12,47.1
2012-09-13,47.5
2012-09-14,49.0
2012-09-17,51.45
2012-09-18,51.95
2012-09-20,50.4
2012-09-21,52.7
2012-09-24,53.85
2012-09-25,53.9
2012-09-26,53.9
2012-09-27,54.15
2012-09-28,54.6
2012-10-01,55.7
2012-10-03,56.7
2012-10-04,57.15
2012-10-05,55.8
2012-10-08,55.05
2012-10-09,54.6
2012-10-10,52.85
2012-10-11,55.7
2012-10-12,54.55
2012-10-15,54.75
2012-10-16,52.15
2012-10-17,52.2
2012-10-18,53.15
2012-10-19,51.7
2012-10-22,51.75
2012-10-23,51.75
2012-10-25,50.45
2012-10-26,49.55
2012-10-29,49.45
2012-10-30,48.7
2012-10-31,50.45
2012-11-01,50.95
2012-11-02,52.8
2012-11-05,52.85
2012-11-06,52.7
2012-11-07,53.6
2012-11-08,54.15
2012-11-09,52.6
2012-11-12,51.85
2012-11-13,51.4
2012-11-15,52.3
2012-11-16,51.15
2012-11-19,50.0
2012-11-20,49.1
2012-11-21,50.1
2012-11-22,49.75
2012-11-23,49.45
2012-11-26,49.95
2012-11-27,50.8
2012-11-29,52.7
2012-11-30,54.4
2012-12-03,54.75
2012-12-04,54.95
2012-12-05,57.95
2012-12-06,58.35
2012-12-07,60.2
2012-12-10,61.35
2012-12-11,59.05
2012-12-12,60.2
2012-12-13,57.9
2012-12-14,59.5
2012-12-17,58.85
2012-12-18,58.95
2012-12-19,59.15
2012-12-20,60.1
2012-12-21,56.7
2012-12-24,57.5
2012-12-26,59.2
2012-12-27,59.5
2012-12-28,60.1
2012-12-31,60.0
