Date,UNITECH
2012-01-02,19.25
2012-01-03,19.95
2012-01-04,20.05
2012-01-05,19.85
2012-01-06,20.1
2012-01-07,20.15
2012-01-09,21.2
2012-01-10,22.7
2012-01-11,23.9
2012-01-12,23.85
2012-01-13,24.4
2012-01-16,24.3
2012-01-17,25.85
2012-01-18,26.75
2012-01-19,26.85
2012-01-20,27.3
2012-01-23,27.3
2012-01-24,28.15
2012-01-25,27.35
2012-01-27,26.6
2012-01-30,25.5
2012-01-31,26.05
2012-02-01,26.95
2012-02-02,25.1
2012-02-03,26.0
2012-02-06,29.45
2012-02-07,28.45
2012-02-08,28.5
2012-02-09,29.85
2012-02-10,29.4
2012-02-13,29.55
2012-02-14,29.75
2012-02-15,31.75
2012-02-16,31.7
2012-02-17,31.45
2012-02-21,35.5
2012-02-22,32.5
2012-02-23,32.15
2012-02-24,32.45
2012-02-27,30.25
2012-02-28,32.1
2012-02-29,32.35
2012-03-01,31.85
2012-03-02,31.5
2012-03-03,31.0
2012-03-05,29.6
2012-03-06,27.2
2012-03-07,28.6
2012-03-09,30.4
2012-03-12,30.3
2012-03-13,31.1
2012-03-14,30.95
2012-03-15,29.85
2012-03-16,29.4
2012-03-19,27.75
2012-03-20,28.9
2012-03-21,30.3
2012-03-22,28.3
2012-03-23,29.75
2012-03-26,28.3
2012-03-27,28.8
2012-03-28,27.75
2012-03-29,27.35
2012-03-30,28.75
2012-04-02,29.2
2012-04-03,30.15
2012-04-04,29.15
2012-04-09,28.4
2012-04-10,28.45
2012-04-11,28.35
2012-04-12,29.5
2012-04-13,28.45
2012-04-16,28.6
2012-04-17,29.55
2012-04-18,29.1
2012-04-19,28.6
2012-04-20,28.0
2012-04-23,27.4
2012-04-24,28.35
2012-04-25,27.35
2012-04-26,26.55
2012-04-27,25.9
2012-04-28,26.55
2012-04-30,26.45
2012-05-02,25.75
2012-05-03,25.5
2012-05-04,24.45
2012-05-07,22.9
2012-05-08,22.05
2012-05-09,21.6
2012-05-10,21.15
2012-05-11,20.45
2012-05-14,20.25
2012-05-15,19.95
2012-05-16,21.55
2012-05-17,21.4
2012-05-18,21.45
2012-05-21,21.6
2012-05-22,21.2
2012-05-23,21.15
2012-05-24,21.45
2012-05-25,21.4
2012-05-28,22.0
2012-05-29,22.2
2012-05-30,20.8
2012-05-31,21.35
2012-06-01,21.35
2012-06-04,21.45
2012-06-05,20.85
2012-06-06,22.05
2012-06-07,22.35
2012-06-08,22.75
2012-06-11,22.65
2012-06-12,23.45
2012-06-13,22.85
2012-06-14,21.55
2012-06-15,21.55
2012-06-18,20.9
2012-06-19,20.7
2012-06-20,20.85
2012-06-21,21.65
2012-06-22,21.5
2012-06-25,21.15
2012-06-26,21.1
2012-06-27,21.1
2012-06-28,21.1
2012-06-29,22.05
2012-07-02,23.5
2012-07-03,23.9
2012-07-04,24.2
2012-07-05,24.25
2012-07-06,23.9
2012-07-09,23.15
2012-07-10,24.1
2012-07-11,24.35
2012-07-12,25.25
2012-07-13,24.4
2012-07-16,23.6
2012-07-17,23.1
2012-07-18,23.3
2012-07-19,23.55
2012-07-20,23.3
2012-07-23,22.5
2012-07-24,22.6
2012-07-25,22.1
2012-07-26,20.65
2012-07-27,20.6
2012-07-30,21.35
2012-07-31,21.65
2012-08-01,21.7
2012-08-02,21.2
2012-08-03,21.25
2012-08-06,21.6
2012-08-07,21.65
2012-08-08,21.2
2012-08-09,21.2
2012-08-10,21.05
2012-08-13,21.5
2012-08-14,21.3
2012-08-16,21.3
2012-08-17,20.95
2012-08-21,21.0
2012-08-22,20.65
2012-08-23,20.6
2012-08-24,20.3
2012-08-27,19.45
2012-08-28,19.2
2012-08-29,18.6
2012-08-30,18.55
2012-08-31,18.4
2012-09-03,18.55
2012-09-04,18.65
2012-09-05,18.5
2012-09-06,18.4
2012-09-07,18.6
2012-09-08,18.7
2012-09-10,18.6
2012-09-11,19.9
2012-09-12,20.25
2012-09-13,20.3
2012-09-14,21.3
2012-09-17,22.95
2012-09-18,23.8
2012-09-20,23.25
2012-09-21,23.75
2012-09-24,24.2
2012-09-25,24.95
2012-09-26,24.55
2012-09-27,24.35
2012-09-28,24.3
2012-10-01,24.75
2012-10-03,24.85
2012-10-04,25.85
2012-10-05,25.55
2012-10-08,24.9
2012-10-09,24.75
2012-10-10,23.2
2012-10-11,27.2
2012-10-12,26.3
2012-10-15,26.95
2012-10-16,25.65
2012-10-17,26.0
2012-10-18,27.0
2012-10-19,26.45
2012-10-22,26.0
2012-10-23,25.45
2012-10-25,24.7
2012-10-26,24.3
2012-10-29,24.15
2012-10-30,23.5
2012-10-31,23.1
2012-11-01,23.9
2012-11-02,24.1
2012-11-05,24.05
2012-11-06,24.0
2012-11-07,25.7
2012-11-08,27.05
2012-11-09,26.45
2012-11-12,26.8
2012-11-13,26.65
2012-11-15,28.35
2012-11-16,26.75
2012-11-19,27.15
2012-11-20,25.6
2012-11-21,26.3
2012-11-22,27.1
2012-11-23,26.6
2012-11-26,26.55
2012-11-27,29.5
2012-11-29,32.05
2012-11-30,31.7
2012-12-03,32.45
2012-12-04,33.65
2012-12-05,34.4
2012-12-06,35.95
2012-12-07,35.05
2012-12-10,36.0
2012-12-11,35.35
2012-12-12,34.95
2012-12-13,33.5
2012-12-14,33.4
2012-12-17,33.0
2012-12-18,34.95
2012-12-19,34.75
2012-12-20,34.15
2012-12-21,32.7
2012-12-24,32.9
2012-12-26,34.05
2012-12-27,33.7
2012-12-28,33.6
2012-12-31,33.65
