Date,JINDALSAW
2012-01-02,130.0
2012-01-03,135.1
2012-01-04,133.3
2012-01-05,131.65
2012-01-06,130.65
2012-01-07,131.05
2012-01-09,129.9
2012-01-10,135.75
2012-01-11,136.75
2012-01-12,136.8
2012-01-13,139.35
2012-01-16,136.55
2012-01-17,138.15
2012-01-18,135.0
2012-01-19,135.7
2012-01-20,133.1
2012-01-23,132.1
2012-01-24,132.7
2012-01-25,138.8
2012-01-27,138.7
2012-01-30,137.6
2012-01-31,143.25
2012-02-01,142.95
2012-02-02,140.55
2012-02-03,141.85
2012-02-06,141.75
2012-02-07,138.45
2012-02-08,142.55
2012-02-09,140.4
2012-02-10,151.05
2012-02-13,153.3
2012-02-14,154.55
2012-02-15,154.95
2012-02-16,159.95
2012-02-17,154.3
2012-02-21,160.35
2012-02-22,153.7
2012-02-23,153.55
2012-02-24,152.45
2012-02-27,156.0
2012-02-28,162.7
2012-02-29,161.9
2012-03-01,162.3
2012-03-02,161.55
2012-03-03,162.05
2012-03-05,162.25
2012-03-06,158.8
2012-03-07,158.5
2012-03-09,165.25
2012-03-12,169.35
2012-03-13,172.85
2012-03-14,171.65
2012-03-15,173.2
2012-03-16,172.3
2012-03-19,170.0
2012-03-20,170.85
2012-03-21,169.85
2012-03-22,168.45
2012-03-23,172.4
2012-03-26,170.65
2012-03-27,178.45
2012-03-28,171.65
2012-03-29,167.8
2012-03-30,174.45
2012-04-02,169.8
2012-04-03,169.85
2012-04-04,168.0
2012-04-09,163.2
2012-04-10,162.55
2012-04-11,158.9
2012-04-12,159.45
2012-04-13,156.7
2012-04-16,156.45
2012-04-17,158.2
2012-04-18,159.0
2012-04-19,158.65
2012-04-20,157.85
2012-04-23,155.7
2012-04-24,157.5
2012-04-25,157.3
2012-04-26,156.8
2012-04-27,155.45
2012-04-28,156.45
2012-04-30,156.75
2012-05-02,154.55
2012-05-03,152.95
2012-05-04,146.65
2012-05-07,144.65
2012-05-08,143.05
2012-05-09,138.8
2012-05-10,133.95
2012-05-11,134.45
2012-05-14,135.25
2012-05-15,133.05
2012-05-16,131.5
2012-05-17,127.5
2012-05-18,131.7
2012-05-21,131.4
2012-05-22,130.05
2012-05-23,128.4
2012-05-24,128.25
2012-05-25,127.8
2012-05-28,129.05
2012-05-29,127.6
2012-05-30,124.7
2012-05-31,123.9
2012-06-01,123.4
2012-06-04,123.1
2012-06-05,125.35
2012-06-06,129.55
2012-06-07,130.0
2012-06-08,129.45
2012-06-11,129.6
2012-06-12,129.95
2012-06-13,126.9
2012-06-14,123.1
2012-06-15,124.9
2012-06-18,123.9
2012-06-19,125.05
2012-06-20,125.2
2012-06-21,124.95
2012-06-22,124.8
2012-06-25,127.8
2012-06-26,127.6
2012-06-27,127.45
2012-06-28,127.6
2012-06-29,132.5
2012-07-02,134.55
2012-07-03,134.0
2012-07-04,136.45
2012-07-05,136.3
2012-07-06,134.1
2012-07-09,131.05
2012-07-09,131.05
2012-07-10,135.55
2012-07-11,135.55
2012-07-12,131.35
2012-07-13,131.8
2012-07-16,129.65
2012-07-17,128.4
2012-07-18,125.35
2012-07-19,127.15
2012-07-20,126.5
2012-07-23,125.7
2012-07-24,128.1
2012-07-25,126.4
2012-07-26,126.15
2012-07-27,125.1
2012-07-30,124.55
2012-07-31,119.85
2012-08-01,119.75
2012-08-02,119.75
2012-08-03,120.45
2012-08-06,120.6
2012-08-07,119.85
2012-08-08,119.85
2012-08-09,119.0
2012-08-10,120.8
2012-08-13,120.75
2012-08-14,120.3
2012-08-16,119.25
2012-08-17,120.25
2012-08-21,119.5
2012-08-22,118.35
2012-08-23,118.7
2012-08-24,120.0
2012-08-27,120.5
2012-08-28,117.75
2012-08-29,115.85
2012-08-30,119.7
2012-08-31,117.9
2012-09-03,117.25
2012-09-04,116.3
2012-09-05,115.4
2012-09-06,116.0
2012-09-07,116.4
2012-09-08,116.6
2012-09-10,116.55
2012-09-11,115.8
2012-09-12,117.5
2012-09-13,116.1
2012-09-14,117.55
2012-09-17,119.65
2012-09-18,119.8
2012-09-20,118.45
2012-09-21,115.9
2012-09-24,118.35
2012-09-25,116.25
2012-09-26,114.05
2012-09-27,114.25
2012-09-28,118.8
2012-10-01,118.45
2012-10-03,116.55
2012-10-04,116.9
2012-10-05,114.3
2012-10-08,112.6
2012-10-09,112.2
2012-10-10,111.15
2012-10-11,115.0
2012-10-12,112.95
2012-10-15,113.75
2012-10-16,111.95
2012-10-17,111.2
2012-10-18,112.1
2012-10-19,111.05
2012-10-22,111.55
2012-10-23,110.65
2012-10-25,111.4
2012-10-26,109.75
2012-10-29,111.1
2012-10-30,112.8
2012-10-31,114.05
2012-11-01,120.65
2012-11-02,119.35
2012-11-05,119.15
2012-11-06,119.1
2012-11-07,119.4
2012-11-08,119.3
2012-11-09,117.25
2012-11-12,123.8
2012-11-13,130.95
2012-11-15,122.5
2012-11-16,118.6
2012-11-19,120.35
2012-11-20,118.55
2012-11-21,117.6
2012-11-22,118.85
2012-11-23,120.55
2012-11-26,121.05
2012-11-27,131.7
2012-11-29,133.85
2012-11-30,131.9
2012-12-03,128.45
2012-12-04,127.45
2012-12-05,128.75
2012-12-06,129.05
2012-12-07,127.85
2012-12-10,127.2
2012-12-11,123.85
2012-12-12,125.75
2012-12-13,124.0
2012-12-14,121.8
2012-12-17,123.15
2012-12-18,128.25
2012-12-19,127.65
2012-12-20,124.9
2012-12-21,122.35
2012-12-24,123.55
2012-12-26,127.35
2012-12-27,125.2
2012-12-28,126.55
2012-12-31,128.55
