Date,TECHNOFAB
2012-01-02,123.0
2012-01-03,129.25
2012-01-04,125.7
2012-01-05,124.1
2012-01-06,122.75
2012-01-07,121.55
2012-01-09,124.05
2012-01-10,125.95
2012-01-11,127.5
2012-01-12,128.75
2012-01-13,125.65
2012-01-16,128.0
2012-01-17,128.95
2012-01-18,128.1
2012-01-19,131.95
2012-01-20,128.25
2012-01-23,130.1
2012-01-24,128.0
2012-01-25,130.5
2012-01-27,133.65
2012-01-30,131.5
2012-01-31,138.75
2012-02-01,143.15
2012-02-02,139.6
2012-02-03,142.95
2012-02-06,140.4
2012-02-07,138.4
2012-02-08,141.3
2012-02-09,144.8
2012-02-10,145.4
2012-02-13,149.85
2012-02-14,150.75
2012-02-15,151.9
2012-02-16,152.95
2012-02-17,158.4
2012-02-21,157.5
2012-02-22,153.8
2012-02-23,149.25
2012-02-24,149.9
2012-02-27,147.1
2012-02-28,152.0
2012-02-29,149.1
2012-03-01,155.95
2012-03-02,158.5
2012-03-03,156.5
2012-03-05,158.2
2012-03-06,154.55
2012-03-07,154.6
2012-03-09,159.65
2012-03-12,159.0
2012-03-13,157.4
2012-03-14,156.8
2012-03-15,155.0
2012-03-16,154.4
2012-03-19,155.7
2012-03-20,160.85
2012-03-21,159.9
2012-03-22,155.3
2012-03-23,152.05
2012-03-26,149.4
2012-03-27,151.0
2012-03-28,148.65
2012-03-29,149.0
2012-03-30,150.3
2012-04-02,152.75
2012-04-03,155.1
2012-04-04,155.0
2012-04-09,152.1
2012-04-10,152.0
2012-04-11,152.15
2012-04-12,150.25
2012-04-13,150.4
2012-04-16,150.75
2012-04-17,150.15
2012-04-18,150.85
2012-04-19,146.8
2012-04-20,146.7
2012-04-23,145.0
2012-04-24,149.0
2012-04-25,146.15
2012-04-26,147.0
2012-04-27,145.0
2012-04-28,144.0
2012-04-30,149.45
2012-05-02,146.15
2012-05-03,145.45
2012-05-04,142.25
2012-05-07,143.0
2012-05-08,140.55
2012-05-09,138.55
2012-05-10,135.55
2012-05-11,131.8
2012-05-14,128.7
2012-05-15,128.0
2012-05-16,121.5
2012-05-17,122.5
2012-05-18,123.2
2012-05-21,123.5
2012-05-22,130.0
2012-05-23,129.45
2012-05-24,130.3
2012-05-25,128.4
2012-05-28,130.0
2012-05-29,127.3
2012-05-30,129.85
2012-05-31,129.7
2012-06-01,129.35
2012-06-04,130.0
2012-06-05,130.3
2012-06-06,129.9
2012-06-07,130.0
2012-06-08,130.0
2012-06-11,131.25
2012-06-12,130.0
2012-06-13,130.0
2012-06-14,129.0
2012-06-15,129.5
2012-06-18,130.4
2012-06-19,130.5
2012-06-20,129.9
2012-06-21,129.7
2012-06-22,129.7
2012-06-25,129.95
2012-06-26,130.0
2012-06-27,130.35
2012-06-28,129.95
2012-06-29,136.05
2012-07-02,143.25
2012-07-03,143.8
2012-07-04,144.15
2012-07-05,146.0
2012-07-06,147.65
2012-07-09,148.95
2012-07-10,153.25
2012-07-11,146.75
2012-07-12,144.1
2012-07-13,144.95
2012-07-16,139.75
2012-07-17,136.75
2012-07-18,134.8
2012-07-19,134.75
2012-07-20,134.05
2012-07-23,133.45
2012-07-24,134.1
2012-07-25,132.05
2012-07-26,131.4
2012-07-27,132.45
2012-07-30,131.95
2012-07-31,133.9
2012-08-01,128.65
2012-08-02,129.95
2012-08-03,127.3
2012-08-06,128.0
2012-08-07,130.0
2012-08-08,128.85
2012-08-09,128.9
2012-08-10,128.05
2012-08-13,127.55
2012-08-14,126.1
2012-08-16,123.8
2012-08-17,122.9
2012-08-21,123.0
2012-08-22,121.9
2012-08-23,121.8
2012-08-24,121.3
2012-08-27,121.8
2012-08-28,121.5
2012-08-29,120.75
2012-08-30,120.95
2012-08-31,118.4
2012-09-03,117.9
2012-09-04,116.0
2012-09-05,114.05
2012-09-06,114.25
2012-09-07,114.05
2012-09-08,115.0
2012-09-10,117.35
2012-09-11,119.0
2012-09-12,119.95
2012-09-13,117.75
2012-09-14,118.6
2012-09-17,119.3
2012-09-18,120.4
2012-09-20,118.9
2012-09-21,116.4
2012-09-24,118.25
2012-09-25,118.05
2012-09-26,117.95
2012-09-27,117.75
2012-09-28,120.25
2012-10-01,121.35
2012-10-03,123.3
2012-10-04,127.95
2012-10-05,133.9
2012-10-08,133.25
2012-10-09,134.15
2012-10-10,132.7
2012-10-11,133.35
2012-10-12,131.6
2012-10-15,130.9
2012-10-16,131.55
2012-10-17,129.95
2012-10-18,131.85
2012-10-19,130.85
2012-10-22,131.0
2012-10-23,132.0
2012-10-25,130.25
2012-10-26,130.0
2012-10-29,126.1
2012-10-30,124.05
2012-10-31,122.0
2012-11-01,123.0
2012-11-02,124.75
2012-11-05,124.6
2012-11-06,125.35
2012-11-07,125.3
2012-11-08,129.9
2012-11-09,126.45
2012-11-12,124.0
2012-11-13,124.75
2012-11-15,122.4
2012-11-16,123.35
2012-11-19,124.25
2012-11-20,122.55
2012-11-21,123.55
2012-11-22,123.65
2012-11-23,124.4
2012-11-26,124.15
2012-11-27,125.35
2012-11-29,125.15
2012-11-30,132.7
2012-12-03,132.4
2012-12-04,132.5
2012-12-05,131.75
2012-12-06,130.05
2012-12-07,130.85
2012-12-10,129.2
2012-12-11,127.95
2012-12-12,127.1
2012-12-13,127.35
2012-12-14,126.5
2012-12-17,126.5
2012-12-18,125.85
2012-12-19,122.95
2012-12-20,123.75
2012-12-21,120.35
2012-12-24,124.4
2012-12-26,119.0
2012-12-27,119.4
2012-12-28,118.35
2012-12-31,117.9
