Date,SRIPIPES
2012-01-02,21.1
2012-01-03,21.55
2012-01-04,22.3
2012-01-05,23.4
2012-01-06,22.95
2012-01-07,23.2
2012-01-09,23.25
2012-01-10,24.4
2012-01-11,25.15
2012-01-12,25.4
2012-01-13,25.9
2012-01-16,27.25
2012-01-17,30.95
2012-01-18,29.2
2012-01-19,28.7
2012-01-20,28.15
2012-01-23,29.5
2012-01-24,28.8
2012-01-25,28.7
2012-01-27,29.75
2012-01-30,29.3
2012-01-31,28.25
2012-02-01,28.5
2012-02-02,29.15
2012-02-03,28.05
2012-02-06,27.65
2012-02-07,26.9
2012-02-08,28.6
2012-02-09,28.2
2012-02-10,29.0
2012-02-13,28.55
2012-02-14,28.9
2012-02-15,29.55
2012-02-16,29.7
2012-02-17,30.75
2012-02-21,30.75
2012-02-22,28.65
2012-02-23,28.7
2012-02-24,28.25
2012-02-27,28.0
2012-02-28,28.5
2012-02-29,28.7
2012-03-01,28.7
2012-03-02,28.3
2012-03-03,28.1
2012-03-05,27.55
2012-03-06,27.45
2012-03-07,26.75
2012-03-09,28.65
2012-03-12,28.4
2012-03-13,28.45
2012-03-14,27.75
2012-03-15,27.7
2012-03-16,27.3
2012-03-19,27.65
2012-03-20,27.55
2012-03-21,27.35
2012-03-22,27.65
2012-03-23,27.6
2012-03-26,26.75
2012-03-27,26.65
2012-03-28,26.25
2012-03-29,26.3
2012-03-30,26.65
2012-04-02,26.9
2012-04-03,27.95
2012-04-04,27.85
2012-04-09,28.7
2012-04-10,28.55
2012-04-11,28.3
2012-04-12,28.35
2012-04-13,28.05
2012-04-16,27.75
2012-04-17,27.75
2012-04-18,27.9
2012-04-19,28.0
2012-04-20,27.9
2012-04-23,26.6
2012-04-24,27.05
2012-04-25,26.6
2012-04-26,26.5
2012-04-27,26.75
2012-04-28,27.35
2012-04-30,27.45
2012-05-02,28.05
2012-05-03,27.4
2012-05-04,26.5
2012-05-07,26.45
2012-05-08,26.35
2012-05-09,26.15
2012-05-10,26.1
2012-05-11,25.7
2012-05-14,25.7
2012-05-15,25.75
2012-05-16,26.05
2012-05-17,26.05
2012-05-18,25.65
2012-05-21,25.65
2012-05-22,25.2
2012-05-23,25.15
2012-05-24,25.0
2012-05-25,24.9
2012-05-28,24.9
2012-05-29,24.1
2012-05-30,24.15
2012-05-31,24.1
2012-06-01,23.25
2012-06-04,22.7
2012-06-05,22.55
2012-06-06,23.0
2012-06-07,23.1
2012-06-08,23.2
2012-06-11,23.65
2012-06-12,23.95
2012-06-13,25.05
2012-06-14,24.85
2012-06-15,25.0
2012-06-18,24.85
2012-06-19,24.2
2012-06-20,24.2
2012-06-21,26.25
2012-06-22,25.55
2012-06-25,27.4
2012-06-26,26.55
2012-06-27,26.5
2012-06-28,26.3
2012-06-29,26.9
2012-07-02,27.8
2012-07-03,28.4
2012-07-04,28.3
2012-07-05,28.15
2012-07-06,27.95
2012-07-09,27.6
2012-07-09,27.6
2012-07-10,27.8
2012-07-11,27.75
2012-07-12,27.35
2012-07-13,27.1
2012-07-16,26.65
2012-07-17,27.25
2012-07-18,26.85
2012-07-19,26.8
2012-07-20,26.95
2012-07-23,26.7
2012-07-24,26.55
2012-07-25,26.55
2012-07-26,26.25
2012-07-27,24.2
2012-07-30,24.5
2012-07-31,24.25
2012-08-01,24.5
2012-08-02,24.4
2012-08-03,24.5
2012-08-06,24.4
2012-08-07,25.25
2012-08-08,25.6
2012-08-09,25.05
2012-08-10,24.55
2012-08-13,22.85
2012-08-14,22.85
2012-08-16,22.6
2012-08-17,22.15
2012-08-21,22.15
2012-08-22,22.15
2012-08-23,22.5
2012-08-24,22.5
2012-08-27,22.2
2012-08-28,20.8
2012-08-29,20.45
2012-08-30,22.4
2012-08-31,22.2
2012-09-03,22.75
2012-09-04,22.55
2012-09-05,22.45
2012-09-06,22.2
2012-09-07,22.3
2012-09-08,22.5
2012-09-10,22.4
2012-09-11,23.0
2012-09-12,23.3
2012-09-13,23.1
2012-09-14,22.95
2012-09-17,24.3
2012-09-18,24.15
2012-09-20,23.75
2012-09-21,24.0
2012-09-24,24.5
2012-09-25,25.0
2012-09-26,25.55
2012-09-27,26.6
2012-09-28,26.8
2012-10-01,26.9
2012-10-03,27.4
2012-10-04,27.35
2012-10-05,27.3
2012-10-08,27.25
2012-10-09,28.55
2012-10-10,28.7
2012-10-11,28.6
2012-10-12,28.45
2012-10-15,28.45
2012-10-16,28.45
2012-10-17,28.6
2012-10-18,28.8
2012-10-19,28.6
2012-10-22,28.05
2012-10-23,28.5
2012-10-25,28.45
2012-10-26,28.75
2012-10-29,28.55
2012-10-30,28.4
2012-10-31,28.1
2012-11-01,28.2
2012-11-02,28.0
2012-11-05,28.0
2012-11-06,28.25
2012-11-07,28.25
2012-11-08,27.8
2012-11-09,27.55
2012-11-12,26.55
2012-11-13,26.35
2012-11-15,26.65
2012-11-16,26.45
2012-11-19,27.35
2012-11-20,26.5
2012-11-21,26.1
2012-11-22,26.2
2012-11-23,25.75
2012-11-26,25.3
2012-11-27,25.4
2012-11-29,25.85
2012-11-30,26.4
2012-12-03,27.25
2012-12-04,28.2
2012-12-05,27.9
2012-12-06,28.1
2012-12-07,28.35
2012-12-10,28.2
2012-12-11,27.75
2012-12-12,27.4
2012-12-13,26.95
2012-12-14,26.6
2012-12-17,26.6
2012-12-18,27.0
2012-12-19,27.45
2012-12-20,27.3
2012-12-21,27.15
2012-12-24,27.75
2012-12-26,28.05
2012-12-27,27.7
2012-12-28,27.4
2012-12-31,27.45
