Date,HINDPETRO
2012-01-02,252.8
2012-01-03,252.7
2012-01-04,246.6
2012-01-05,239.65
2012-01-06,241.55
2012-01-07,242.0
2012-01-09,241.35
2012-01-10,245.6
2012-01-11,252.95
2012-01-12,250.15
2012-01-13,254.0
2012-01-16,253.35
2012-01-17,260.5
2012-01-18,257.95
2012-01-19,262.8
2012-01-20,268.45
2012-01-23,270.3
2012-01-24,272.9
2012-01-25,286.35
2012-01-27,289.35
2012-01-30,283.95
2012-01-31,295.15
2012-02-01,288.05
2012-02-02,283.95
2012-02-03,286.45
2012-02-06,286.1
2012-02-07,282.4
2012-02-08,286.3
2012-02-09,287.6
2012-02-10,294.0
2012-02-13,284.4
2012-02-14,285.75
2012-02-15,289.95
2012-02-16,291.9
2012-02-17,290.05
2012-02-21,287.15
2012-02-22,287.8
2012-02-23,297.65
2012-02-24,287.7
2012-02-27,297.7
2012-02-28,300.0
2012-02-29,313.6
2012-03-01,310.9
2012-03-02,308.4
2012-03-03,314.6
2012-03-05,308.3
2012-03-06,311.7
2012-03-07,298.6
2012-03-09,300.95
2012-03-12,298.8
2012-03-13,302.35
2012-03-14,301.8
2012-03-15,295.1
2012-03-16,298.95
2012-03-19,290.2
2012-03-20,292.95
2012-03-21,297.15
2012-03-22,290.3
2012-03-23,285.0
2012-03-26,284.35
2012-03-27,284.15
2012-03-28,280.8
2012-03-29,283.0
2012-03-30,303.6
2012-04-02,296.8
2012-04-03,301.05
2012-04-04,297.1
2012-04-09,285.8
2012-04-10,280.35
2012-04-11,281.75
2012-04-12,283.9
2012-04-13,280.1
2012-04-16,283.15
2012-04-17,290.1
2012-04-18,293.65
2012-04-19,299.6
2012-04-20,304.75
2012-04-23,294.4
2012-04-24,299.45
2012-04-25,305.25
2012-04-26,294.15
2012-04-27,295.85
2012-04-28,299.3
2012-04-30,301.45
2012-05-02,298.1
2012-05-03,296.1
2012-05-04,299.65
2012-05-07,307.05
2012-05-08,302.15
2012-05-09,300.8
2012-05-10,301.7
2012-05-11,299.4
2012-05-14,304.65
2012-05-15,302.65
2012-05-16,304.95
2012-05-17,305.3
2012-05-18,306.7
2012-05-21,306.1
2012-05-22,306.85
2012-05-23,309.75
2012-05-24,306.3
2012-05-25,300.7
2012-05-28,297.7
2012-05-29,295.2
2012-05-30,289.7
2012-05-31,290.45
2012-06-01,297.2
2012-06-04,310.35
2012-06-05,305.8
2012-06-06,300.55
2012-06-07,295.2
2012-06-08,303.2
2012-06-11,304.0
2012-06-12,305.7
2012-06-13,301.5
2012-06-14,302.65
2012-06-15,299.45
2012-06-18,302.05
2012-06-19,320.05
2012-06-20,322.5
2012-06-21,336.1
2012-06-22,333.85
2012-06-25,329.1
2012-06-26,338.15
2012-06-27,336.05
2012-06-28,336.2
2012-06-29,335.2
2012-07-02,332.6
2012-07-03,346.8
2012-07-04,341.1
2012-07-05,341.65
2012-07-06,344.55
2012-07-09,347.5
2012-07-09,347.5
2012-07-10,344.05
2012-07-11,343.45
2012-07-12,354.6
2012-07-13,350.45
2012-07-16,342.95
2012-07-17,347.75
2012-07-18,344.85
2012-07-19,349.2
2012-07-20,341.45
2012-07-23,338.4
2012-07-24,346.2
2012-07-25,342.2
2012-07-26,332.75
2012-07-27,334.45
2012-07-30,334.45
2012-07-31,343.7
2012-08-01,337.9
2012-08-02,330.6
2012-08-03,334.3
2012-08-06,328.5
2012-08-07,318.7
2012-08-08,322.05
2012-08-09,314.0
2012-08-10,321.8
2012-08-13,321.9
2012-08-14,318.15
2012-08-16,309.3
2012-08-17,311.25
2012-08-21,312.0
2012-08-22,319.55
2012-08-23,320.05
2012-08-24,318.9
2012-08-27,316.35
2012-08-28,313.75
2012-08-29,310.2
2012-08-30,307.15
2012-08-31,297.85
2012-09-03,293.7
2012-09-04,300.55
2012-09-05,303.75
2012-09-06,309.1
2012-09-07,303.05
2012-09-08,304.55
2012-09-10,302.8
2012-09-11,310.6
2012-09-12,305.95
2012-09-13,307.9
2012-09-14,300.25
2012-09-17,287.95
2012-09-18,286.25
2012-09-20,296.45
2012-09-21,299.0
2012-09-24,305.05
2012-09-25,307.1
2012-09-26,311.65
2012-09-27,305.25
2012-09-28,307.9
2012-10-01,311.95
2012-10-03,311.5
2012-10-04,321.5
2012-10-05,316.1
2012-10-08,314.45
2012-10-09,318.15
2012-10-10,310.15
2012-10-11,310.75
2012-10-12,308.2
2012-10-15,306.05
2012-10-16,300.55
2012-10-17,300.85
2012-10-18,301.3
2012-10-19,300.15
2012-10-22,299.75
2012-10-23,300.95
2012-10-25,302.5
2012-10-26,302.85
2012-10-29,299.25
2012-10-30,297.95
2012-10-31,298.7
2012-11-01,299.0
2012-11-02,300.65
2012-11-05,303.25
2012-11-06,299.0
2012-11-07,299.45
2012-11-08,307.5
2012-11-09,301.5
2012-11-12,301.15
2012-11-13,301.85
2012-11-15,296.05
2012-11-16,295.0
2012-11-19,286.95
2012-11-20,284.35
2012-11-21,284.7
2012-11-22,281.5
2012-11-23,279.65
2012-11-26,275.8
2012-11-27,277.3
2012-11-29,285.0
2012-11-30,286.95
2012-12-03,289.35
2012-12-04,284.25
2012-12-05,286.8
2012-12-06,288.0
2012-12-07,290.05
2012-12-10,288.2
2012-12-11,284.9
2012-12-12,281.05
2012-12-13,282.05
2012-12-14,281.6
2012-12-17,280.65
2012-12-18,280.0
2012-12-19,283.75
2012-12-20,282.55
2012-12-21,278.8
2012-12-24,280.4
2012-12-26,280.45
2012-12-27,281.15
2012-12-28,293.05
2012-12-31,290.9
