Date,UFLEX
2012-01-02,104.35
2012-01-03,114.8
2012-01-04,115.55
2012-01-05,115.25
2012-01-06,116.5
2012-01-07,117.35
2012-01-09,131.05
2012-01-10,130.8
2012-01-11,131.1
2012-01-12,135.35
2012-01-13,136.85
2012-01-16,129.8
2012-01-17,132.4
2012-01-18,131.7
2012-01-19,132.2
2012-01-20,132.1
2012-01-23,128.9
2012-01-24,130.4
2012-01-25,131.65
2012-01-27,134.1
2012-01-30,131.45
2012-01-31,132.45
2012-02-01,134.1
2012-02-02,132.25
2012-02-03,141.45
2012-02-06,141.0
2012-02-07,137.7
2012-02-08,138.05
2012-02-09,137.0
2012-02-10,132.7
2012-02-13,132.4
2012-02-14,133.55
2012-02-15,138.0
2012-02-16,138.5
2012-02-17,136.65
2012-02-21,136.5
2012-02-22,133.75
2012-02-23,132.75
2012-02-24,129.9
2012-02-27,123.85
2012-02-28,125.0
2012-02-29,125.55
2012-03-01,125.75
2012-03-02,125.75
2012-03-03,127.4
2012-03-05,134.45
2012-03-06,129.55
2012-03-07,128.15
2012-03-09,129.3
2012-03-12,129.05
2012-03-13,130.95
2012-03-14,130.6
2012-03-15,128.4
2012-03-16,125.15
2012-03-19,122.75
2012-03-20,122.05
2012-03-21,123.6
2012-03-22,118.85
2012-03-23,117.8
2012-03-26,113.8
2012-03-27,112.9
2012-03-28,110.8
2012-03-29,112.75
2012-03-30,114.95
2012-04-02,117.4
2012-04-03,117.75
2012-04-04,118.55
2012-04-09,115.15
2012-04-10,116.05
2012-04-11,118.9
2012-04-12,121.45
2012-04-13,120.1
2012-04-16,118.35
2012-04-17,117.95
2012-04-18,118.25
2012-04-19,121.85
2012-04-20,118.35
2012-04-23,116.25
2012-04-24,115.75
2012-04-25,115.05
2012-04-26,114.35
2012-04-27,113.0
2012-04-28,114.45
2012-04-30,115.6
2012-05-02,114.35
2012-05-03,112.75
2012-05-04,108.9
2012-05-07,108.1
2012-05-08,106.95
2012-05-09,105.05
2012-05-10,104.15
2012-05-11,104.15
2012-05-14,101.85
2012-05-15,103.75
2012-05-16,101.8
2012-05-17,101.5
2012-05-18,101.2
2012-05-21,107.95
2012-05-22,106.85
2012-05-23,104.35
2012-05-24,104.55
2012-05-25,105.55
2012-05-28,107.0
2012-05-29,106.35
2012-05-30,103.7
2012-05-31,102.45
2012-06-01,101.9
2012-06-04,101.9
2012-06-05,101.8
2012-06-06,103.9
2012-06-07,105.6
2012-06-08,105.4
2012-06-11,106.1
2012-06-12,105.25
2012-06-13,103.95
2012-06-14,102.15
2012-06-15,103.7
2012-06-18,102.0
2012-06-19,102.05
2012-06-20,104.2
2012-06-21,104.5
2012-06-22,103.55
2012-06-25,104.6
2012-06-26,110.3
2012-06-27,109.0
2012-06-28,108.9
2012-06-29,110.25
2012-07-02,112.75
2012-07-03,115.1
2012-07-04,117.05
2012-07-05,116.9
2012-07-06,117.05
2012-07-09,118.9
2012-07-10,120.1
2012-07-11,119.05
2012-07-12,112.5
2012-07-13,110.4
2012-07-16,109.5
2012-07-17,105.85
2012-07-18,108.6
2012-07-19,107.9
2012-07-20,108.05
2012-07-23,106.5
2012-07-24,107.1
2012-07-25,107.35
2012-07-26,103.5
2012-07-27,104.4
2012-07-30,104.4
2012-07-31,105.3
2012-08-01,106.55
2012-08-02,107.6
2012-08-03,105.4
2012-08-06,106.95
2012-08-07,106.1
2012-08-08,105.55
2012-08-09,104.5
2012-08-10,103.85
2012-08-13,102.55
2012-08-14,102.7
2012-08-16,102.25
2012-08-17,101.8
2012-08-21,102.85
2012-08-22,103.6
2012-08-23,103.4
2012-08-24,102.3
2012-08-27,101.9
2012-08-28,99.3
2012-08-29,98.4
2012-08-30,97.85
2012-08-31,95.75
2012-09-03,96.65
2012-09-04,96.85
2012-09-05,95.1
2012-09-06,91.55
2012-09-07,92.5
2012-09-08,92.7
2012-09-10,93.55
2012-09-11,92.95
2012-09-12,95.6
2012-09-13,93.35
2012-09-14,93.75
2012-09-17,94.75
2012-09-18,99.05
2012-09-20,98.15
2012-09-21,95.75
2012-09-24,95.8
2012-09-25,95.2
2012-09-26,93.15
2012-09-27,91.85
2012-09-28,93.45
2012-10-01,97.05
2012-10-03,103.95
2012-10-04,108.3
2012-10-05,106.9
2012-10-08,112.55
2012-10-09,116.6
2012-10-10,111.45
2012-10-11,113.0
2012-10-12,113.4
2012-10-15,111.35
2012-10-16,109.2
2012-10-17,107.8
2012-10-18,108.8
2012-10-19,105.45
2012-10-22,106.75
2012-10-23,106.8
2012-10-25,109.2
2012-10-26,106.2
2012-10-29,103.9
2012-10-30,100.05
2012-10-31,100.55
2012-11-01,102.05
2012-11-02,102.2
2012-11-05,103.0
2012-11-06,102.75
2012-11-07,103.35
2012-11-08,102.05
2012-11-09,101.25
2012-11-12,100.55
2012-11-13,101.45
2012-11-15,103.4
2012-11-16,100.65
2012-11-19,101.2
2012-11-20,99.4
2012-11-21,98.85
2012-11-22,98.75
2012-11-23,97.9
2012-11-26,97.25
2012-11-27,98.45
2012-11-29,100.4
2012-11-30,99.7
2012-12-03,100.1
2012-12-04,101.85
2012-12-05,103.35
2012-12-06,103.8
2012-12-07,103.05
2012-12-10,102.35
2012-12-11,101.35
2012-12-12,101.0
2012-12-13,99.5
2012-12-14,99.25
2012-12-17,98.15
2012-12-18,98.55
2012-12-19,99.15
2012-12-20,99.3
2012-12-21,98.9
2012-12-24,97.75
2012-12-26,97.75
2012-12-27,97.15
2012-12-28,96.85
2012-12-31,97.0
