Date,JUNIORBEES
2012-01-02,83.15
2012-01-03,85.22
2012-01-04,85.36
2012-01-05,85.8
2012-01-06,85.64
2012-01-07,86.35
2012-01-09,85.75
2012-01-10,88.55
2012-01-11,89.28
2012-01-12,89.62
2012-01-13,91.69
2012-01-16,91.45
2012-01-17,92.07
2012-01-18,91.24
2012-01-19,92.77
2012-01-20,94.47
2012-01-23,93.45
2012-01-24,95.88
2012-01-25,96.72
2012-01-27,97.59
2012-01-30,97.08
2012-01-31,98.61
2012-02-01,98.7
2012-02-02,99.94
2012-02-03,99.8
2012-02-06,101.66
2012-02-07,100.26
2012-02-08,101.55
2012-02-09,102.84
2012-02-10,102.85
2012-02-13,102.88
2012-02-14,103.91
2012-02-15,106.06
2012-02-16,107.0
2012-02-17,107.57
2012-02-21,108.21
2012-02-22,105.25
2012-02-23,103.4
2012-02-24,102.92
2012-02-27,100.46
2012-02-28,103.07
2012-02-29,103.84
2012-03-01,103.26
2012-03-02,103.33
2012-03-03,102.19
2012-03-05,101.94
2012-03-06,101.26
2012-03-07,100.66
2012-03-09,103.75
2012-03-12,103.93
2012-03-13,105.2
2012-03-14,105.73
2012-03-15,103.88
2012-03-16,102.64
2012-03-19,101.83
2012-03-20,102.07
2012-03-21,103.99
2012-03-22,101.97
2012-03-23,104.08
2012-03-26,101.67
2012-03-27,101.49
2012-03-28,100.48
2012-03-29,100.93
2012-03-30,103.47
2012-04-02,104.88
2012-04-03,107.15
2012-04-04,105.68
2012-04-09,104.23
2012-04-10,105.36
2012-04-11,103.66
2012-04-12,104.47
2012-04-13,103.25
2012-04-16,104.27
2012-04-17,105.55
2012-04-18,104.33
2012-04-19,104.38
2012-04-20,103.49
2012-04-23,102.45
2012-04-24,102.81
2012-04-25,101.09
2012-04-26,102.02
2012-04-27,101.97
2012-04-28,100.6
2012-04-30,102.41
2012-05-02,101.45
2012-05-03,100.62
2012-05-04,99.44
2012-05-07,100.16
2012-05-08,99.39
2012-05-09,98.31
2012-05-10,98.57
2012-05-11,98.24
2012-05-14,96.39
2012-05-15,97.64
2012-05-16,95.88
2012-05-17,96.2
2012-05-18,95.97
2012-05-21,96.31
2012-05-22,95.91
2012-05-23,94.41
2012-05-24,95.76
2012-05-25,95.84
2012-05-28,97.32
2012-05-29,98.26
2012-05-30,97.24
2012-05-31,96.55
2012-06-01,95.71
2012-06-04,93.39
2012-06-05,95.08
2012-06-06,97.34
2012-06-07,96.29
2012-06-08,98.02
2012-06-11,98.08
2012-06-12,98.27
2012-06-13,98.82
2012-06-14,96.77
2012-06-15,97.19
2012-06-18,96.64
2012-06-19,96.54
2012-06-20,96.13
2012-06-21,98.21
2012-06-22,98.11
2012-06-25,98.76
2012-06-26,97.41
2012-06-27,98.27
2012-06-28,98.66
2012-06-29,101.05
2012-07-02,101.38
2012-07-03,101.89
2012-07-04,102.69
2012-07-05,103.78
2012-07-06,102.63
2012-07-09,101.71
2012-07-09,101.71
2012-07-10,103.03
2012-07-11,102.05
2012-07-12,101.61
2012-07-13,101.42
2012-07-16,101.53
2012-07-17,100.14
2012-07-18,100.31
2012-07-19,101.49
2012-07-20,101.69
2012-07-23,99.93
2012-07-24,100.54
2012-07-25,99.9
2012-07-26,98.02
2012-07-27,97.76
2012-07-30,99.46
2012-07-31,100.34
2012-08-01,100.41
2012-08-02,101.0
2012-08-03,100.48
2012-08-06,101.21
2012-08-07,101.45
2012-08-08,101.1
2012-08-09,100.53
2012-08-10,101.94
2012-08-13,101.8
2012-08-14,101.7
2012-08-16,102.14
2012-08-17,102.48
2012-08-21,101.84
2012-08-22,101.5
2012-08-23,101.02
2012-08-24,100.9
2012-08-27,101.54
2012-08-28,102.72
2012-08-29,98.95
2012-08-30,100.75
2012-08-31,100.66
2012-09-03,101.03
2012-09-04,100.26
2012-09-05,101.51
2012-09-06,100.78
2012-09-07,100.45
2012-09-08,101.42
2012-09-10,101.02
2012-09-11,102.47
2012-09-12,102.74
2012-09-13,103.36
2012-09-14,102.32
2012-09-17,103.32
2012-09-18,105.19
2012-09-20,104.64
2012-09-21,106.39
2012-09-24,108.21
2012-09-25,107.76
2012-09-26,108.1
2012-09-27,108.03
2012-09-28,109.43
2012-10-01,111.05
2012-10-03,113.49
2012-10-04,113.3
2012-10-05,111.52
2012-10-08,110.82
2012-10-09,111.49
2012-10-10,110.63
2012-10-11,112.04
2012-10-12,112.17
2012-10-15,111.57
2012-10-16,110.14
2012-10-17,111.11
2012-10-18,111.29
2012-10-19,110.49
2012-10-22,111.29
2012-10-23,110.79
2012-10-25,109.99
2012-10-26,109.51
2012-10-29,108.49
2012-10-30,107.88
2012-10-31,108.17
2012-11-01,110.15
2012-11-02,110.97
2012-11-05,110.4
2012-11-06,111.01
2012-11-07,112.09
2012-11-08,112.24
2012-11-09,111.69
2012-11-12,112.56
2012-11-13,113.36
2012-11-15,112.98
2012-11-16,113.28
2012-11-19,110.86
2012-11-20,110.87
2012-11-21,110.94
2012-11-22,111.04
2012-11-23,111.85
2012-11-26,114.62
2012-11-27,115.83
2012-11-29,116.32
2012-11-30,116.65
2012-12-03,118.98
2012-12-04,118.25
2012-12-05,118.89
2012-12-06,119.52
2012-12-07,120.24
2012-12-10,119.46
2012-12-11,118.77
2012-12-12,119.88
2012-12-13,118.25
2012-12-14,118.85
2012-12-17,119.32
2012-12-18,121.08
2012-12-19,122.13
2012-12-20,122.31
2012-12-21,120.57
2012-12-24,120.45
2012-12-26,121.84
2012-12-27,121.71
2012-12-28,122.16
2012-12-31,122.81
