Date,JHS
2012-01-02,33.1
2012-01-03,33.95
2012-01-04,34.2
2012-01-05,34.05
2012-01-06,35.25
2012-01-07,35.4
2012-01-09,36.25
2012-01-10,36.6
2012-01-11,36.8
2012-01-12,36.75
2012-01-13,36.25
2012-01-16,36.75
2012-01-17,37.1
2012-01-18,37.9
2012-01-19,38.6
2012-01-20,37.6
2012-01-23,37.85
2012-01-24,38.25
2012-01-25,38.45
2012-01-27,38.5
2012-01-30,39.15
2012-01-31,38.9
2012-02-01,39.1
2012-02-02,38.6
2012-02-03,39.7
2012-02-06,41.1
2012-02-07,41.25
2012-02-08,43.0
2012-02-09,42.95
2012-02-10,42.2
2012-02-13,43.35
2012-02-14,42.35
2012-02-15,40.9
2012-02-16,40.65
2012-02-17,40.75
2012-02-21,40.05
2012-02-22,39.3
2012-02-23,38.95
2012-02-24,38.35
2012-02-27,37.2
2012-02-28,38.95
2012-02-29,40.1
2012-03-01,40.4
2012-03-02,40.35
2012-03-03,40.3
2012-03-05,41.05
2012-03-06,40.15
2012-03-07,39.8
2012-03-09,40.15
2012-03-12,41.15
2012-03-13,41.45
2012-03-14,41.9
2012-03-15,41.1
2012-03-16,41.35
2012-03-19,40.8
2012-03-20,40.0
2012-03-21,38.9
2012-03-22,37.0
2012-03-23,36.05
2012-03-26,33.8
2012-03-27,32.95
2012-03-28,31.1
2012-03-29,37.3
2012-03-30,40.55
2012-04-02,44.1
2012-04-03,42.55
2012-04-04,41.15
2012-04-09,37.85
2012-04-10,38.15
2012-04-11,37.6
2012-04-12,40.25
2012-04-13,39.3
2012-04-16,40.5
2012-04-17,40.8
2012-04-18,40.6
2012-04-19,41.9
2012-04-20,43.95
2012-04-23,42.55
2012-04-24,41.55
2012-04-25,38.85
2012-04-26,38.55
2012-04-27,39.75
2012-04-28,39.95
2012-04-30,39.2
2012-05-02,38.1
2012-05-03,37.5
2012-05-04,35.4
2012-05-07,37.2
2012-05-08,36.75
2012-05-09,36.35
2012-05-10,35.6
2012-05-11,35.15
2012-05-14,34.45
2012-05-15,34.6
2012-05-16,32.9
2012-05-17,33.35
2012-05-18,33.75
2012-05-21,34.7
2012-05-22,34.7
2012-05-23,34.25
2012-05-24,35.2
2012-05-25,35.05
2012-05-28,34.95
2012-05-29,34.0
2012-05-30,33.25
2012-05-31,33.15
2012-06-01,31.85
2012-06-04,32.05
2012-06-05,30.85
2012-06-06,31.9
2012-06-07,31.7
2012-06-08,31.8
2012-06-11,33.75
2012-06-12,33.8
2012-06-13,33.15
2012-06-14,32.5
2012-06-15,32.25
2012-06-18,31.8
2012-06-19,31.8
2012-06-20,31.8
2012-06-21,31.95
2012-06-22,31.6
2012-06-25,31.4
2012-06-26,31.15
2012-06-27,31.35
2012-06-28,34.15
2012-06-29,34.1
2012-07-02,34.45
2012-07-03,35.05
2012-07-04,34.85
2012-07-05,34.8
2012-07-06,34.15
2012-07-09,33.7
2012-07-09,33.7
2012-07-10,33.15
2012-07-11,32.8
2012-07-12,32.85
2012-07-13,32.55
2012-07-16,32.6
2012-07-17,32.2
2012-07-18,31.8
2012-07-19,31.85
2012-07-20,31.75
2012-07-23,31.65
2012-07-24,31.9
2012-07-25,31.9
2012-07-26,30.5
2012-07-27,30.25
2012-07-30,29.95
2012-07-31,29.55
2012-08-01,30.05
2012-08-02,30.15
2012-08-03,29.9
2012-08-06,30.1
2012-08-07,31.85
2012-08-08,31.9
2012-08-09,30.4
2012-08-10,29.85
2012-08-13,29.75
2012-08-14,29.65
2012-08-16,28.85
2012-08-17,28.2
2012-08-21,28.2
2012-08-22,29.5
2012-08-23,29.75
2012-08-24,29.25
2012-08-27,28.05
2012-08-28,28.05
2012-08-29,29.1
2012-08-30,28.45
2012-08-31,30.3
2012-09-03,31.4
2012-09-04,30.9
2012-09-05,30.45
2012-09-06,29.9
2012-09-07,30.1
2012-09-08,30.15
2012-09-10,30.55
2012-09-11,30.3
2012-09-12,31.75
2012-09-13,31.85
2012-09-14,31.4
2012-09-17,31.1
2012-09-18,31.6
2012-09-20,30.9
2012-09-21,30.65
2012-09-24,30.05
2012-09-25,31.15
2012-09-26,30.65
2012-09-27,30.7
2012-09-28,30.0
2012-10-01,30.0
2012-10-03,30.35
2012-10-04,31.2
2012-10-05,30.55
2012-10-08,31.25
2012-10-09,31.95
2012-10-10,32.95
2012-10-11,34.95
2012-10-12,35.1
2012-10-15,34.75
2012-10-16,33.45
2012-10-17,33.05
2012-10-18,32.8
2012-10-19,33.65
2012-10-22,34.9
2012-10-23,34.25
2012-10-25,33.75
2012-10-26,32.8
2012-10-29,33.0
2012-10-30,32.65
2012-10-31,32.0
2012-11-01,31.6
2012-11-02,32.35
2012-11-05,32.9
2012-11-06,32.65
2012-11-07,31.0
2012-11-08,30.65
2012-11-09,30.35
2012-11-12,29.8
2012-11-13,30.05
2012-11-15,29.4
2012-11-16,29.15
2012-11-19,28.65
2012-11-20,28.25
2012-11-21,28.3
2012-11-22,28.05
2012-11-23,28.6
2012-11-26,28.55
2012-11-27,28.7
2012-11-29,30.15
2012-11-30,29.95
2012-12-03,30.7
2012-12-04,30.45
2012-12-05,30.2
2012-12-06,32.05
2012-12-07,31.1
2012-12-10,30.3
2012-12-11,29.65
2012-12-12,30.55
2012-12-13,29.55
2012-12-14,29.9
2012-12-17,29.95
2012-12-18,30.35
2012-12-19,29.8
2012-12-20,30.05
2012-12-21,29.9
2012-12-24,29.95
2012-12-26,29.9
2012-12-27,29.6
2012-12-28,29.6
2012-12-31,30.6
