Date,RAMKY
2012-01-02,203.9
2012-01-03,201.6
2012-01-04,203.2
2012-01-05,194.85
2012-01-06,189.7
2012-01-07,190.15
2012-01-09,185.25
2012-01-10,185.95
2012-01-11,184.95
2012-01-12,183.0
2012-01-13,186.95
2012-01-16,189.3
2012-01-17,208.85
2012-01-18,207.05
2012-01-19,209.45
2012-01-20,221.55
2012-01-23,228.0
2012-01-24,239.0
2012-01-25,240.95
2012-01-27,239.5
2012-01-30,228.25
2012-01-31,233.95
2012-02-01,244.85
2012-02-02,244.45
2012-02-03,242.5
2012-02-06,238.0
2012-02-07,240.55
2012-02-08,241.95
2012-02-09,241.15
2012-02-10,239.2
2012-02-13,236.7
2012-02-14,240.5
2012-02-15,245.85
2012-02-16,242.8
2012-02-17,237.35
2012-02-21,239.35
2012-02-22,238.45
2012-02-23,239.95
2012-02-24,235.15
2012-02-27,223.25
2012-02-28,230.35
2012-02-29,233.2
2012-03-01,230.1
2012-03-02,227.2
2012-03-03,227.0
2012-03-05,222.5
2012-03-06,215.4
2012-03-07,215.6
2012-03-09,219.1
2012-03-12,218.7
2012-03-13,219.8
2012-03-14,217.7
2012-03-15,218.0
2012-03-16,214.15
2012-03-19,210.75
2012-03-20,208.9
2012-03-21,207.85
2012-03-22,210.0
2012-03-23,215.6
2012-03-26,218.4
2012-03-27,218.05
2012-03-28,214.15
2012-03-29,213.15
2012-03-30,216.75
2012-04-02,219.9
2012-04-03,220.1
2012-04-04,216.35
2012-04-09,210.0
2012-04-10,210.55
2012-04-11,210.0
2012-04-12,210.35
2012-04-13,210.45
2012-04-16,211.7
2012-04-17,211.5
2012-04-18,212.05
2012-04-19,211.8
2012-04-20,207.5
2012-04-23,208.15
2012-04-24,207.0
2012-04-25,205.95
2012-04-26,206.0
2012-04-27,202.7
2012-04-28,202.0
2012-04-30,201.1
2012-05-02,203.2
2012-05-03,196.05
2012-05-04,191.4
2012-05-07,192.9
2012-05-08,186.1
2012-05-09,183.1
2012-05-10,179.0
2012-05-11,177.35
2012-05-14,176.0
2012-05-15,172.3
2012-05-16,173.35
2012-05-17,168.3
2012-05-18,167.8
2012-05-21,159.95
2012-05-22,153.65
2012-05-23,148.75
2012-05-24,146.4
2012-05-25,141.9
2012-05-28,117.9
2012-05-29,112.7
2012-05-30,106.3
2012-05-31,95.7
2012-06-01,91.75
2012-06-04,96.3
2012-06-05,101.1
2012-06-06,101.55
2012-06-07,96.75
2012-06-08,95.3
2012-06-11,95.15
2012-06-12,95.55
2012-06-13,97.65
2012-06-14,95.3
2012-06-15,97.7
2012-06-18,94.85
2012-06-19,93.55
2012-06-20,93.65
2012-06-21,94.05
2012-06-22,92.8
2012-06-25,92.05
2012-06-26,89.65
2012-06-27,94.1
2012-06-28,98.8
2012-06-29,103.7
2012-07-02,108.85
2012-07-03,114.25
2012-07-04,115.65
2012-07-05,115.7
2012-07-06,113.25
2012-07-09,109.0
2012-07-10,110.35
2012-07-11,112.15
2012-07-12,112.5
2012-07-13,111.45
2012-07-16,109.85
2012-07-17,106.5
2012-07-18,111.8
2012-07-19,109.15
2012-07-20,111.0
2012-07-23,106.0
2012-07-24,104.75
2012-07-25,101.95
2012-07-26,99.9
2012-07-27,99.75
2012-07-30,99.2
2012-07-31,99.4
2012-08-01,104.35
2012-08-02,106.65
2012-08-03,104.9
2012-08-06,104.9
2012-08-07,104.4
2012-08-08,102.6
2012-08-09,101.8
2012-08-10,102.45
2012-08-13,102.7
2012-08-14,105.4
2012-08-16,102.3
2012-08-17,102.1
2012-08-21,100.7
2012-08-22,99.3
2012-08-23,97.5
2012-08-24,94.95
2012-08-27,91.0
2012-08-28,88.4
2012-08-29,92.45
2012-08-30,97.0
2012-08-31,95.2
2012-09-03,97.05
2012-09-04,97.5
2012-09-05,96.05
2012-09-06,96.1
2012-09-07,95.7
2012-09-08,95.7
2012-09-10,94.0
2012-09-11,92.5
2012-09-12,94.4
2012-09-13,92.65
2012-09-14,93.1
2012-09-17,97.15
2012-09-18,97.6
2012-09-20,94.7
2012-09-21,101.2
2012-09-24,105.45
2012-09-25,101.45
2012-09-26,103.5
2012-09-27,102.3
2012-09-28,101.15
2012-10-01,105.4
2012-10-03,112.25
2012-10-04,116.05
2012-10-05,112.8
2012-10-08,114.9
2012-10-09,116.05
2012-10-10,109.55
2012-10-11,111.05
2012-10-12,107.1
2012-10-15,111.7
2012-10-16,108.1
2012-10-17,107.85
2012-10-18,109.35
2012-10-19,107.0
2012-10-22,105.25
2012-10-23,105.55
2012-10-25,104.4
2012-10-26,101.8
2012-10-29,102.35
2012-10-30,99.25
2012-10-31,102.1
2012-11-01,108.9
2012-11-02,106.45
2012-11-05,106.45
2012-11-06,105.55
2012-11-07,105.15
2012-11-08,106.0
2012-11-09,101.4
2012-11-12,100.15
2012-11-13,101.3
2012-11-15,101.2
2012-11-16,102.55
2012-11-19,100.2
2012-11-20,97.45
2012-11-21,98.95
2012-11-22,98.95
2012-11-23,98.0
2012-11-26,96.85
2012-11-27,98.75
2012-11-29,99.3
2012-11-30,98.0
2012-12-03,98.85
2012-12-04,99.65
2012-12-05,99.3
2012-12-06,100.45
2012-12-07,98.65
2012-12-10,98.0
2012-12-11,96.65
2012-12-12,96.35
2012-12-13,95.25
2012-12-14,99.05
2012-12-17,99.6
2012-12-18,98.45
2012-12-19,97.75
2012-12-20,97.05
2012-12-21,97.8
2012-12-24,97.0
2012-12-26,96.5
2012-12-27,96.65
2012-12-28,97.1
2012-12-31,99.55
