Date,SUNTV
2012-01-02,281.1
2012-01-03,287.05
2012-01-04,280.65
2012-01-05,282.0
2012-01-06,276.65
2012-01-07,278.35
2012-01-09,274.65
2012-01-10,279.5
2012-01-11,279.9
2012-01-12,297.75
2012-01-13,287.9
2012-01-16,287.9
2012-01-17,291.5
2012-01-18,286.55
2012-01-19,296.9
2012-01-20,279.4
2012-01-23,278.45
2012-01-24,285.75
2012-01-25,283.3
2012-01-27,296.95
2012-01-30,291.15
2012-01-31,305.05
2012-02-01,320.2
2012-02-02,301.8
2012-02-03,308.15
2012-02-06,321.85
2012-02-07,322.15
2012-02-08,316.15
2012-02-09,330.0
2012-02-10,340.8
2012-02-13,319.4
2012-02-14,316.45
2012-02-15,325.05
2012-02-16,322.2
2012-02-17,323.45
2012-02-21,322.25
2012-02-22,331.15
2012-02-23,314.4
2012-02-24,318.3
2012-02-27,304.3
2012-02-28,309.35
2012-02-29,310.95
2012-03-01,309.4
2012-03-02,322.15
2012-03-03,320.4
2012-03-05,317.45
2012-03-06,307.8
2012-03-07,311.95
2012-03-09,317.05
2012-03-12,312.2
2012-03-13,314.3
2012-03-14,325.5
2012-03-15,316.8
2012-03-16,316.05
2012-03-19,314.1
2012-03-20,314.7
2012-03-21,321.25
2012-03-22,313.15
2012-03-23,314.0
2012-03-26,305.05
2012-03-27,309.05
2012-03-28,301.6
2012-03-29,303.3
2012-03-30,304.15
2012-04-02,305.2
2012-04-03,305.0
2012-04-04,304.25
2012-04-09,298.05
2012-04-10,289.1
2012-04-11,289.7
2012-04-12,291.85
2012-04-13,286.65
2012-04-16,284.55
2012-04-17,283.0
2012-04-18,303.25
2012-04-19,303.1
2012-04-20,302.1
2012-04-23,288.4
2012-04-24,284.25
2012-04-25,277.75
2012-04-26,277.3
2012-04-27,282.15
2012-04-28,281.8
2012-04-30,286.4
2012-05-02,301.3
2012-05-03,293.0
2012-05-04,288.55
2012-05-07,296.55
2012-05-08,296.15
2012-05-09,291.4
2012-05-10,294.05
2012-05-11,295.25
2012-05-14,288.45
2012-05-15,287.7
2012-05-16,274.15
2012-05-17,263.65
2012-05-18,266.75
2012-05-21,257.6
2012-05-22,253.3
2012-05-23,250.35
2012-05-24,249.85
2012-05-25,250.95
2012-05-28,247.2
2012-05-29,247.15
2012-05-30,243.95
2012-05-31,239.0
2012-06-01,227.05
2012-06-04,224.45
2012-06-05,227.3
2012-06-06,234.75
2012-06-07,236.6
2012-06-08,257.8
2012-06-11,247.85
2012-06-12,254.95
2012-06-13,254.6
2012-06-14,262.2
2012-06-15,264.25
2012-06-18,265.05
2012-06-19,268.8
2012-06-20,278.75
2012-06-21,278.75
2012-06-22,281.35
2012-06-25,292.95
2012-06-26,300.95
2012-06-27,302.65
2012-06-28,298.35
2012-06-29,301.8
2012-07-02,304.2
2012-07-03,324.45
2012-07-04,314.3
2012-07-05,317.85
2012-07-06,314.05
2012-07-09,305.95
2012-07-10,302.75
2012-07-11,297.85
2012-07-12,301.3
2012-07-13,296.8
2012-07-16,300.7
2012-07-17,299.55
2012-07-18,293.65
2012-07-19,296.2
2012-07-20,288.45
2012-07-23,280.65
2012-07-24,287.2
2012-07-25,286.1
2012-07-26,295.9
2012-07-27,261.35
2012-07-30,256.55
2012-07-31,263.95
2012-08-01,272.1
2012-08-02,271.75
2012-08-03,271.15
2012-08-06,282.1
2012-08-07,290.0
2012-08-08,297.0
2012-08-09,302.5
2012-08-10,310.8
2012-08-13,301.95
2012-08-14,307.7
2012-08-16,305.0
2012-08-17,301.75
2012-08-21,301.65
2012-08-22,304.7
2012-08-23,299.5
2012-08-24,298.4
2012-08-27,294.8
2012-08-28,287.6
2012-08-29,284.6
2012-08-30,295.4
2012-08-31,290.6
2012-09-03,292.9
2012-09-04,295.3
2012-09-05,297.55
2012-09-06,303.95
2012-09-07,308.05
2012-09-08,313.2
2012-09-10,306.85
2012-09-11,304.9
2012-09-12,310.1
2012-09-13,306.5
2012-09-14,307.9
2012-09-17,324.2
2012-09-18,329.85
2012-09-20,319.0
2012-09-21,325.15
2012-09-24,327.9
2012-09-25,322.85
2012-09-26,327.35
2012-09-27,338.25
2012-09-28,349.05
2012-10-01,358.9
2012-10-03,364.9
2012-10-04,364.85
2012-10-05,354.5
2012-10-08,350.6
2012-10-09,352.15
2012-10-10,340.55
2012-10-11,350.2
2012-10-12,351.8
2012-10-15,364.4
2012-10-16,363.15
2012-10-17,360.45
2012-10-18,362.05
2012-10-19,362.6
2012-10-22,359.3
2012-10-23,356.6
2012-10-25,343.45
2012-10-26,319.05
2012-10-29,315.15
2012-10-30,318.7
2012-10-31,329.3
2012-11-01,329.95
2012-11-02,343.1
2012-11-05,338.65
2012-11-06,343.0
2012-11-07,341.8
2012-11-08,332.05
2012-11-09,328.25
2012-11-12,337.1
2012-11-13,344.05
2012-11-15,368.95
2012-11-16,357.15
2012-11-19,367.25
2012-11-20,376.4
2012-11-21,382.75
2012-11-22,378.1
2012-11-23,383.75
2012-11-26,379.55
2012-11-27,388.45
2012-11-29,407.0
2012-11-30,408.8
2012-12-03,409.95
2012-12-04,412.9
2012-12-05,419.4
2012-12-06,424.55
2012-12-07,419.45
2012-12-10,412.75
2012-12-11,405.25
2012-12-12,404.6
2012-12-13,400.6
2012-12-14,403.5
2012-12-17,407.75
2012-12-18,414.1
2012-12-19,413.55
2012-12-20,424.35
2012-12-21,409.65
2012-12-24,418.65
2012-12-26,430.2
2012-12-27,421.9
2012-12-28,420.7
2012-12-31,427.1
