Date,ASTRAZEN
2012-01-02,1247.0
2012-01-03,1246.0
2012-01-04,1230.1
2012-01-05,1270.0
2012-01-06,1297.95
2012-01-07,1318.35
2012-01-09,1378.25
2012-01-10,1495.2
2012-01-11,1557.6
2012-01-12,1559.8
2012-01-13,1557.3
2012-01-16,1543.5
2012-01-17,1548.2
2012-01-18,1504.85
2012-01-19,1477.75
2012-01-20,1485.0
2012-01-23,1510.45
2012-01-24,1557.9
2012-01-25,1595.5
2012-01-27,1591.0
2012-01-30,1605.1
2012-01-31,1648.8
2012-02-01,1671.7
2012-02-02,1692.1
2012-02-03,1659.15
2012-02-06,1630.3
2012-02-07,1690.75
2012-02-08,1686.6
2012-02-09,1688.9
2012-02-10,1678.95
2012-02-13,1655.2
2012-02-14,1700.5
2012-02-15,1765.35
2012-02-16,1793.85
2012-02-17,1769.55
2012-02-21,1784.65
2012-02-22,1692.45
2012-02-23,1657.75
2012-02-24,1805.5
2012-02-27,1727.85
2012-02-28,1790.95
2012-02-29,1893.05
2012-03-01,1867.3
2012-03-02,1984.15
2012-03-03,2090.7
2012-03-05,2088.6
2012-03-06,2099.05
2012-03-07,2079.15
2012-03-09,2075.7
2012-03-12,2205.25
2012-03-13,2263.55
2012-03-14,2230.9
2012-03-15,2246.45
2012-03-16,2214.5
2012-03-19,2235.25
2012-03-20,2237.1
2012-03-21,2259.85
2012-03-22,2197.6
2012-03-23,2230.7
2012-03-26,2197.95
2012-03-27,2090.5
2012-03-28,2037.2
2012-03-29,2063.25
2012-03-30,2077.9
2012-04-02,2146.65
2012-04-03,2230.6
2012-04-04,2299.1
2012-04-09,2270.4
2012-04-10,2268.45
2012-04-11,2295.4
2012-04-12,2587.75
2012-04-13,2369.75
2012-04-16,2358.8
2012-04-17,2370.2
2012-04-18,2332.0
2012-04-19,2333.95
2012-04-20,2299.2
2012-04-23,2233.05
2012-04-24,2284.8
2012-04-25,2287.0
2012-04-26,2208.8
2012-04-27,2046.7
2012-04-28,2053.6
2012-04-30,2082.3
2012-05-02,2027.9
2012-05-03,2045.55
2012-05-04,1915.1
2012-05-07,1910.75
2012-05-08,1911.85
2012-05-09,1890.6
2012-05-10,1846.5
2012-05-11,1770.2
2012-05-14,1627.35
2012-05-15,1589.0
2012-05-16,1538.25
2012-05-17,1845.9
2012-05-18,1798.55
2012-05-21,1893.0
2012-05-22,1878.45
2012-05-23,1928.45
2012-05-24,1897.75
2012-05-25,1884.05
2012-05-28,1961.9
2012-05-29,1968.8
2012-05-30,1919.6
2012-05-31,1841.6
2012-06-01,1783.5
2012-06-04,1856.0
2012-06-05,1838.55
2012-06-06,1845.7
2012-06-07,1832.05
2012-06-08,1837.4
2012-06-11,1824.1
2012-06-12,1841.45
2012-06-13,1841.75
2012-06-14,1804.05
2012-06-15,1791.35
2012-06-18,1767.7
2012-06-19,1763.4
2012-06-20,1855.2
2012-06-21,1850.3
2012-06-22,1844.65
2012-06-25,1859.7
2012-06-26,1842.9
2012-06-27,1846.35
2012-06-28,1827.4
2012-06-29,1837.1
2012-07-02,1845.25
2012-07-03,1854.05
2012-07-04,1878.65
2012-07-05,1896.0
2012-07-06,1886.35
2012-07-09,1856.8
2012-07-09,1856.8
2012-07-10,1871.85
2012-07-11,1846.15
2012-07-12,1828.4
2012-07-13,1808.3
2012-07-16,1828.35
2012-07-17,1809.2
2012-07-18,1800.05
2012-07-19,1795.2
2012-07-20,1788.35
2012-07-23,1748.3
2012-07-24,1740.25
2012-07-25,1718.9
2012-07-26,1652.15
2012-07-27,1571.15
2012-07-30,1594.0
2012-07-31,1594.8
2012-08-01,1594.65
2012-08-02,1596.35
2012-08-03,1608.1
2012-08-06,1675.95
2012-08-07,1667.0
2012-08-08,1646.6
2012-08-09,1622.5
2012-08-10,1625.4
2012-08-13,1667.2
2012-08-14,1647.0
2012-08-16,1608.1
2012-08-17,1646.2
2012-08-21,1740.85
2012-08-22,1799.35
2012-08-23,1849.35
2012-08-24,1883.4
2012-08-27,1866.6
2012-08-28,1805.75
2012-08-29,1830.2
2012-08-30,1902.05
2012-08-31,1864.65
2012-09-03,1857.8
2012-09-04,1793.25
2012-09-05,1792.05
2012-09-06,1749.75
2012-09-07,1786.3
2012-09-08,1779.6
2012-09-10,1847.1
2012-09-11,1801.85
2012-09-12,1785.45
2012-09-13,1782.65
2012-09-14,1782.25
2012-09-17,1787.75
2012-09-18,1785.55
2012-09-20,1773.6
2012-09-21,1705.15
2012-09-24,1661.45
2012-09-25,1682.5
2012-09-26,1675.15
2012-09-27,1674.9
2012-09-28,1663.5
2012-10-01,1681.5
2012-10-03,1640.85
2012-10-04,1654.45
2012-10-05,1646.95
2012-10-08,1639.4
2012-10-09,1646.25
2012-10-10,1638.1
2012-10-11,1631.85
2012-10-12,1594.55
2012-10-15,1610.35
2012-10-16,1612.4
2012-10-17,1600.85
2012-10-18,1625.75
2012-10-19,1625.5
2012-10-22,1630.2
2012-10-23,1628.15
2012-10-25,1616.95
2012-10-26,1600.75
2012-10-29,1588.7
2012-10-30,1555.75
2012-10-31,1519.95
2012-11-01,1510.85
2012-11-02,1562.95
2012-11-05,1555.1
2012-11-06,1520.45
2012-11-07,1534.15
2012-11-08,1519.5
2012-11-09,1495.75
2012-11-12,1459.15
2012-11-13,1446.45
2012-11-15,1415.25
2012-11-16,1404.8
2012-11-19,1452.95
2012-11-20,1460.6
2012-11-21,1424.8
2012-11-22,1398.9
2012-11-23,1351.85
2012-11-26,1519.25
2012-11-27,1563.8
2012-11-29,1531.4
2012-11-30,1522.6
2012-12-03,1512.25
2012-12-04,1514.35
2012-12-05,1490.3
2012-12-06,1494.1
2012-12-07,1471.15
2012-12-10,1454.55
