Date,LAKSHVILAS
2012-01-02,88.6
2012-01-03,86.9
2012-01-04,88.05
2012-01-05,87.0
2012-01-06,85.9
2012-01-07,86.75
2012-01-09,86.45
2012-01-10,87.4
2012-01-11,88.5
2012-01-12,88.85
2012-01-13,87.1
2012-01-16,85.9
2012-01-17,85.6
2012-01-18,84.15
2012-01-19,84.9
2012-01-20,86.15
2012-01-23,85.2
2012-01-24,85.8
2012-01-25,86.6
2012-01-27,87.3
2012-01-30,86.1
2012-01-31,86.75
2012-02-01,88.4
2012-02-02,88.6
2012-02-03,89.5
2012-02-06,90.2
2012-02-07,92.0
2012-02-08,93.3
2012-02-09,93.95
2012-02-10,93.4
2012-02-13,93.0
2012-02-14,94.85
2012-02-15,97.75
2012-02-16,101.45
2012-02-17,99.75
2012-02-21,101.1
2012-02-22,95.6
2012-02-23,95.6
2012-02-24,94.95
2012-02-27,89.4
2012-02-28,90.5
2012-02-29,88.65
2012-03-01,88.6
2012-03-02,89.6
2012-03-03,89.4
2012-03-05,88.1
2012-03-06,87.7
2012-03-07,87.05
2012-03-09,87.7
2012-03-12,89.65
2012-03-13,90.45
2012-03-14,90.5
2012-03-15,87.1
2012-03-16,86.7
2012-03-19,85.25
2012-03-20,86.85
2012-03-21,85.1
2012-03-22,81.9
2012-03-23,83.6
2012-03-26,82.1
2012-03-27,82.15
2012-03-28,82.95
2012-03-29,83.2
2012-03-30,85.05
2012-04-02,84.7
2012-04-03,85.2
2012-04-04,83.8
2012-04-09,83.2
2012-04-10,83.45
2012-04-11,83.05
2012-04-12,83.3
2012-04-13,83.55
2012-04-16,83.2
2012-04-17,83.2
2012-04-18,84.75
2012-04-19,85.3
2012-04-20,84.95
2012-04-23,82.1
2012-04-24,82.3
2012-04-25,81.6
2012-04-26,80.95
2012-04-27,79.95
2012-04-28,79.5
2012-04-30,79.8
2012-05-02,79.85
2012-05-03,79.65
2012-05-04,79.1
2012-05-07,78.85
2012-05-08,81.0
2012-05-09,79.7
2012-05-10,77.8
2012-05-11,79.8
2012-05-14,77.55
2012-05-15,80.65
2012-05-16,77.05
2012-05-17,76.75
2012-05-18,76.45
2012-05-21,76.85
2012-05-22,76.55
2012-05-23,75.85
2012-05-24,77.9
2012-05-25,82.1
2012-05-28,80.5
2012-05-29,81.15
2012-05-30,80.45
2012-05-31,75.0
2012-06-01,75.5
2012-06-04,75.05
2012-06-05,76.15
2012-06-06,77.25
2012-06-07,78.0
2012-06-08,78.25
2012-06-11,80.0
2012-06-12,79.75
2012-06-13,80.0
2012-06-14,80.0
2012-06-15,80.0
2012-06-18,80.0
2012-06-19,80.15
2012-06-20,80.05
2012-06-21,81.25
2012-06-22,80.9
2012-06-25,81.55
2012-06-26,80.7
2012-06-27,81.15
2012-06-28,80.85
2012-06-29,82.15
2012-07-02,82.35
2012-07-03,83.1
2012-07-04,83.75
2012-07-05,83.8
2012-07-06,83.85
2012-07-09,81.4
2012-07-09,81.4
2012-07-10,81.4
2012-07-11,82.0
2012-07-12,81.75
2012-07-13,82.1
2012-07-16,81.8
2012-07-17,80.45
2012-07-18,79.2
2012-07-19,78.85
2012-07-20,78.3
2012-07-23,77.45
2012-07-24,76.95
2012-07-25,76.7
2012-07-26,74.95
2012-07-27,70.75
2012-07-30,70.9
2012-07-31,70.9
2012-08-01,74.15
2012-08-02,74.55
2012-08-03,72.8
2012-08-06,73.1
2012-08-07,74.15
2012-08-08,75.05
2012-08-09,71.1
2012-08-10,71.7
2012-08-13,71.65
2012-08-14,72.25
2012-08-16,73.1
2012-08-17,72.7
2012-08-21,75.15
2012-08-22,76.35
2012-08-23,76.7
2012-08-24,75.95
2012-08-27,72.9
2012-08-28,72.6
2012-08-29,72.65
2012-08-30,72.95
2012-08-31,73.4
2012-09-03,74.65
2012-09-04,71.1
2012-09-05,70.45
2012-09-06,70.1
2012-09-07,69.75
2012-09-08,70.25
2012-09-10,69.3
2012-09-11,69.95
2012-09-12,69.9
2012-09-13,69.45
2012-09-14,70.25
2012-09-17,71.8
2012-09-18,73.95
2012-09-20,74.05
2012-09-21,76.6
2012-09-24,78.35
2012-09-25,78.1
2012-09-26,78.65
2012-09-27,78.75
2012-09-28,80.45
2012-10-01,80.0
2012-10-03,80.25
2012-10-04,81.5
2012-10-05,79.75
2012-10-08,78.2
2012-10-09,78.15
2012-10-10,77.55
2012-10-11,78.9
2012-10-12,78.45
2012-10-15,78.7
2012-10-16,81.55
2012-10-17,83.1
2012-10-18,83.65
2012-10-19,82.7
2012-10-22,82.1
2012-10-23,80.75
2012-10-25,80.45
2012-10-26,78.2
2012-10-29,78.35
2012-10-30,76.9
2012-10-31,77.0
2012-11-01,76.9
2012-11-02,77.45
2012-11-05,77.5
2012-11-06,77.5
2012-11-07,78.05
2012-11-08,76.8
2012-11-09,75.3
2012-11-12,74.95
2012-11-13,76.2
2012-11-15,76.15
2012-11-16,76.0
2012-11-19,76.05
2012-11-20,76.25
2012-11-21,76.0
2012-11-22,77.05
2012-11-23,81.05
2012-11-26,81.6
2012-11-27,79.45
2012-11-29,78.75
2012-11-30,80.4
2012-12-03,80.75
2012-12-04,80.2
2012-12-05,80.55
2012-12-06,81.1
2012-12-07,81.25
2012-12-10,97.2
2012-12-11,100.95
2012-12-12,102.45
2012-12-13,97.25
2012-12-14,98.9
2012-12-17,101.7
2012-12-18,102.4
2012-12-19,104.1
2012-12-20,101.7
2012-12-21,102.35
2012-12-24,102.65
2012-12-26,107.0
2012-12-27,102.2
2012-12-28,103.3
2012-12-31,101.8
