Date,GRAPHITE
2012-01-02,69.4
2012-01-03,70.05
2012-01-04,71.2
2012-01-05,76.15
2012-01-06,77.55
2012-01-07,78.25
2012-01-09,78.95
2012-01-10,79.35
2012-01-11,80.25
2012-01-12,78.55
2012-01-13,78.35
2012-01-16,78.05
2012-01-17,77.8
2012-01-18,77.25
2012-01-19,76.8
2012-01-20,76.45
2012-01-23,74.9
2012-01-24,75.4
2012-01-25,76.2
2012-01-27,75.15
2012-01-30,74.95
2012-01-31,75.15
2012-02-01,74.95
2012-02-02,74.45
2012-02-03,74.45
2012-02-06,74.85
2012-02-07,74.45
2012-02-08,75.35
2012-02-09,76.05
2012-02-10,78.5
2012-02-13,81.2
2012-02-14,83.75
2012-02-15,83.5
2012-02-16,87.7
2012-02-17,86.75
2012-02-21,86.95
2012-02-22,85.55
2012-02-23,85.2
2012-02-24,84.55
2012-02-27,82.1
2012-02-28,83.6
2012-02-29,84.5
2012-03-01,83.05
2012-03-02,83.65
2012-03-03,84.1
2012-03-05,83.05
2012-03-06,83.1
2012-03-07,82.95
2012-03-09,83.4
2012-03-12,82.1
2012-03-13,83.95
2012-03-14,83.25
2012-03-15,83.1
2012-03-16,83.05
2012-03-19,82.4
2012-03-20,82.6
2012-03-21,82.4
2012-03-22,83.95
2012-03-23,83.35
2012-03-26,82.5
2012-03-27,82.2
2012-03-28,82.05
2012-03-29,82.0
2012-03-30,83.8
2012-04-02,85.4
2012-04-03,85.75
2012-04-04,89.2
2012-04-09,90.8
2012-04-10,90.75
2012-04-11,88.85
2012-04-12,93.2
2012-04-13,92.4
2012-04-16,91.2
2012-04-17,91.0
2012-04-18,91.1
2012-04-19,90.1
2012-04-20,89.95
2012-04-23,89.25
2012-04-24,92.6
2012-04-25,92.9
2012-04-26,92.0
2012-04-27,92.25
2012-04-28,91.15
2012-04-30,90.6
2012-05-02,90.35
2012-05-03,90.45
2012-05-04,89.5
2012-05-07,90.1
2012-05-08,89.6
2012-05-09,88.2
2012-05-10,90.75
2012-05-11,92.7
2012-05-14,91.0
2012-05-15,93.45
2012-05-16,93.75
2012-05-17,92.15
2012-05-18,90.55
2012-05-21,90.55
2012-05-22,90.5
2012-05-23,90.55
2012-05-24,91.0
2012-05-25,90.65
2012-05-28,91.0
2012-05-29,91.0
2012-05-30,90.3
2012-05-31,89.55
2012-06-01,88.9
2012-06-04,87.9
2012-06-05,87.9
2012-06-06,88.7
2012-06-07,89.55
2012-06-08,88.7
2012-06-11,88.25
2012-06-12,88.55
2012-06-13,87.9
2012-06-14,88.55
2012-06-15,88.7
2012-06-18,87.8
2012-06-19,87.9
2012-06-20,88.0
2012-06-21,88.3
2012-06-22,88.1
2012-06-25,87.6
2012-06-26,87.2
2012-06-27,87.9
2012-06-28,88.0
2012-06-29,89.7
2012-07-02,88.75
2012-07-03,89.35
2012-07-04,89.75
2012-07-05,91.05
2012-07-06,90.6
2012-07-09,87.05
2012-07-09,87.05
2012-07-10,87.85
2012-07-11,88.1
2012-07-12,87.25
2012-07-13,87.8
2012-07-16,88.3
2012-07-17,87.7
2012-07-18,83.75
2012-07-19,83.5
2012-07-20,82.25
2012-07-23,82.2
2012-07-24,82.65
2012-07-25,82.2
2012-07-26,82.2
2012-07-27,82.1
2012-07-30,82.35
2012-07-31,83.6
2012-08-01,84.1
2012-08-02,84.1
2012-08-03,83.65
2012-08-06,82.15
2012-08-07,82.35
2012-08-08,82.1
2012-08-09,83.0
2012-08-10,82.2
2012-08-13,82.35
2012-08-14,82.1
2012-08-16,81.45
2012-08-17,81.95
2012-08-21,81.75
2012-08-22,81.6
2012-08-23,80.9
2012-08-24,80.25
2012-08-27,79.3
2012-08-28,80.6
2012-08-29,78.6
2012-08-30,77.95
2012-08-31,78.75
2012-09-03,78.1
2012-09-04,78.15
2012-09-05,78.55
2012-09-06,79.15
2012-09-07,78.9
2012-09-08,78.75
2012-09-10,82.05
2012-09-11,82.6
2012-09-12,82.7
2012-09-13,83.1
2012-09-14,82.2
2012-09-17,82.2
2012-09-18,84.2
2012-09-20,85.1
2012-09-21,85.05
2012-09-24,84.3
2012-09-25,83.0
2012-09-26,83.25
2012-09-27,82.35
2012-09-28,80.95
2012-10-01,82.8
2012-10-03,83.45
2012-10-04,84.05
2012-10-05,83.7
2012-10-08,83.7
2012-10-09,83.75
2012-10-10,83.4
2012-10-11,83.65
2012-10-12,83.9
2012-10-15,84.0
2012-10-16,83.95
2012-10-17,83.95
2012-10-18,83.85
2012-10-19,83.55
2012-10-22,84.0
2012-10-23,83.45
2012-10-25,84.7
2012-10-26,84.5
2012-10-29,83.8
2012-10-30,83.25
2012-10-31,83.65
2012-11-01,83.8
2012-11-02,83.15
2012-11-05,82.8
2012-11-06,82.85
2012-11-07,85.3
2012-11-08,86.8
2012-11-09,86.3
2012-11-12,84.7
2012-11-13,85.05
2012-11-15,85.0
2012-11-16,87.5
2012-11-19,85.6
2012-11-20,83.4
2012-11-21,85.05
2012-11-22,85.25
2012-11-23,84.9
2012-11-26,83.85
2012-11-27,83.55
2012-11-29,83.3
2012-11-30,83.55
2012-12-03,83.0
2012-12-04,82.9
2012-12-05,83.75
2012-12-06,83.45
2012-12-07,83.2
2012-12-10,82.9
2012-12-11,82.45
2012-12-12,82.45
2012-12-13,82.1
2012-12-14,81.6
2012-12-17,81.55
2012-12-18,80.95
2012-12-19,79.95
2012-12-20,80.05
2012-12-21,80.85
2012-12-24,81.0
2012-12-26,81.0
2012-12-27,81.0
2012-12-28,81.85
2012-12-31,83.2
