Date,NBVENTURES
2012-01-02,183.95
2012-01-03,184.25
2012-01-04,185.45
2012-01-05,186.9
2012-01-06,185.55
2012-01-07,187.2
2012-01-09,187.3
2012-01-10,194.85
2012-01-11,192.15
2012-01-12,188.35
2012-01-13,190.05
2012-01-16,190.1
2012-01-17,190.0
2012-01-18,189.15
2012-01-19,189.7
2012-01-20,189.95
2012-01-23,189.55
2012-01-24,182.6
2012-01-25,181.55
2012-01-27,184.85
2012-01-30,182.95
2012-01-31,183.1
2012-02-01,185.35
2012-02-02,187.8
2012-02-03,184.7
2012-02-06,184.95
2012-02-07,185.1
2012-02-08,185.85
2012-02-09,192.15
2012-02-10,190.05
2012-02-13,193.1
2012-02-14,194.4
2012-02-15,194.3
2012-02-16,192.2
2012-02-17,198.0
2012-02-21,215.05
2012-02-22,200.6
2012-02-23,203.75
2012-02-24,202.15
2012-02-27,192.1
2012-02-28,197.2
2012-02-29,200.15
2012-03-01,195.2
2012-03-02,195.9
2012-03-03,197.1
2012-03-05,194.7
2012-03-06,191.9
2012-03-07,195.15
2012-03-09,200.35
2012-03-12,197.6
2012-03-13,204.75
2012-03-14,200.95
2012-03-15,203.55
2012-03-16,204.75
2012-03-19,208.35
2012-03-20,205.25
2012-03-21,215.65
2012-03-22,210.35
2012-03-23,206.9
2012-03-26,210.0
2012-03-27,206.1
2012-03-28,194.7
2012-03-29,196.7
2012-03-30,217.25
2012-04-02,216.55
2012-04-03,213.85
2012-04-04,214.05
2012-04-09,208.5
2012-04-10,206.95
2012-04-11,205.0
2012-04-12,206.6
2012-04-13,206.15
2012-04-16,209.7
2012-04-17,205.6
2012-04-18,206.5
2012-04-19,205.05
2012-04-20,200.4
2012-04-23,204.3
2012-04-24,202.25
2012-04-25,205.35
2012-04-26,202.65
2012-04-27,206.3
2012-04-28,204.5
2012-04-30,207.5
2012-05-02,212.0
2012-05-03,212.1
2012-05-04,208.45
2012-05-07,203.9
2012-05-08,204.05
2012-05-09,200.0
2012-05-10,198.55
2012-05-11,201.55
2012-05-14,197.3
2012-05-15,194.5
2012-05-16,193.8
2012-05-17,193.0
2012-05-18,192.85
2012-05-21,194.6
2012-05-22,198.35
2012-05-23,193.35
2012-05-24,192.1
2012-05-25,189.85
2012-05-28,184.4
2012-05-29,180.6
2012-05-30,175.95
2012-05-31,176.95
2012-06-01,174.15
2012-06-04,174.1
2012-06-05,171.6
2012-06-06,174.5
2012-06-07,175.4
2012-06-08,174.6
2012-06-11,175.8
2012-06-12,176.8
2012-06-13,178.35
2012-06-14,179.85
2012-06-15,178.95
2012-06-18,175.6
2012-06-19,175.95
2012-06-20,177.05
2012-06-21,182.05
2012-06-22,183.65
2012-06-25,184.45
2012-06-26,185.0
2012-06-27,184.1
2012-06-28,184.05
2012-06-29,184.25
2012-07-02,181.65
2012-07-03,188.25
2012-07-04,192.55
2012-07-05,191.75
2012-07-06,189.55
2012-07-09,187.05
2012-07-09,187.05
2012-07-10,189.45
2012-07-11,189.25
2012-07-12,186.65
2012-07-13,186.9
2012-07-16,186.1
2012-07-17,185.35
2012-07-18,186.0
2012-07-19,184.45
2012-07-20,185.5
2012-07-23,183.25
2012-07-24,183.6
2012-07-25,187.25
2012-07-26,188.25
2012-07-27,185.9
2012-07-30,187.05
2012-07-31,195.15
2012-08-01,194.5
2012-08-02,186.9
2012-08-03,189.25
2012-08-06,192.9
2012-08-07,192.05
2012-08-08,193.7
2012-08-09,190.8
2012-08-10,188.0
2012-08-13,189.25
2012-08-14,191.35
2012-08-16,187.4
2012-08-17,185.45
2012-08-21,184.8
2012-08-22,182.8
2012-08-23,179.05
2012-08-24,177.6
2012-08-27,172.65
2012-08-28,168.45
2012-08-29,169.2
2012-08-30,166.5
2012-08-31,154.3
2012-09-03,161.3
2012-09-04,167.85
2012-09-05,164.2
2012-09-06,163.15
2012-09-07,165.55
2012-09-08,166.05
2012-09-10,167.05
2012-09-11,167.8
2012-09-12,164.4
2012-09-13,160.85
2012-09-14,161.5
2012-09-17,162.7
2012-09-18,162.9
2012-09-20,162.8
2012-09-21,165.15
2012-09-24,168.85
2012-09-25,168.45
2012-09-26,168.9
2012-09-27,167.9
2012-09-28,166.05
2012-10-01,166.75
2012-10-03,168.35
2012-10-04,172.95
2012-10-05,172.9
2012-10-08,168.35
2012-10-09,170.05
2012-10-10,171.1
2012-10-11,166.5
2012-10-12,169.3
2012-10-15,168.65
2012-10-16,170.1
2012-10-17,171.3
2012-10-18,171.8
2012-10-19,169.35
2012-10-22,172.55
2012-10-23,176.2
2012-10-25,187.0
2012-10-26,186.8
2012-10-29,183.35
2012-10-30,183.2
2012-10-31,178.9
2012-11-01,179.55
2012-11-02,186.65
2012-11-05,185.0
2012-11-06,185.4
2012-11-07,184.8
2012-11-08,186.35
2012-11-09,185.35
2012-11-12,179.75
2012-11-13,179.25
2012-11-15,176.05
2012-11-16,176.45
2012-11-19,177.15
2012-11-20,177.55
2012-11-21,177.35
2012-11-22,177.5
2012-11-23,179.45
2012-11-26,177.25
2012-11-27,182.0
2012-11-29,184.05
2012-11-30,185.0
2012-12-03,185.15
2012-12-04,185.7
2012-12-05,185.6
2012-12-06,189.9
2012-12-07,191.05
2012-12-10,189.5
2012-12-11,187.05
2012-12-12,186.65
2012-12-13,186.1
2012-12-14,188.3
2012-12-17,188.8
2012-12-18,188.1
2012-12-19,183.95
2012-12-20,184.0
2012-12-21,180.7
2012-12-24,182.3
2012-12-26,182.1
2012-12-27,181.8
2012-12-28,183.2
2012-12-31,180.0
