Date,HITECHCORP
2012-01-02,59.9
2012-01-03,57.4
2012-01-04,59.7
2012-01-05,59.7
2012-01-06,57.55
2012-01-07,61.25
2012-01-09,58.9
2012-01-10,63.1
2012-01-11,62.95
2012-01-12,59.95
2012-01-13,58.9
2012-01-16,62.75
2012-01-17,61.85
2012-01-18,60.55
2012-01-19,60.0
2012-01-20,61.4
2012-01-23,61.7
2012-01-24,61.75
2012-01-25,61.95
2012-01-27,62.55
2012-01-30,63.4
2012-01-31,62.1
2012-02-01,64.7
2012-02-02,64.95
2012-02-03,65.0
2012-02-06,61.95
2012-02-07,63.0
2012-02-08,64.0
2012-02-09,64.0
2012-02-10,64.0
2012-02-13,65.05
2012-02-14,66.35
2012-02-15,70.45
2012-02-16,71.85
2012-02-17,70.4
2012-02-21,71.05
2012-02-22,67.0
2012-02-23,67.0
2012-02-24,67.0
2012-02-27,66.0
2012-02-28,64.0
2012-02-29,64.3
2012-03-01,63.5
2012-03-02,62.25
2012-03-03,64.95
2012-03-05,62.65
2012-03-06,61.1
2012-03-07,61.0
2012-03-09,60.95
2012-03-12,60.2
2012-03-13,60.25
2012-03-14,61.95
2012-03-15,59.25
2012-03-16,57.25
2012-03-19,60.0
2012-03-20,58.65
2012-03-21,59.0
2012-03-22,55.6
2012-03-23,56.0
2012-03-26,55.5
2012-03-27,54.2
2012-03-28,54.35
2012-03-29,54.8
2012-03-30,55.0
2012-04-02,55.25
2012-04-03,55.95
2012-04-04,55.75
2012-04-09,57.2
2012-04-10,57.55
2012-04-11,57.2
2012-04-12,57.3
2012-04-13,57.05
2012-04-16,57.95
2012-04-17,57.55
2012-04-18,58.85
2012-04-19,57.6
2012-04-20,56.65
2012-04-23,56.75
2012-04-24,53.8
2012-04-25,54.35
2012-04-26,54.45
2012-04-27,56.15
2012-04-28,60.05
2012-04-30,58.35
2012-05-02,59.7
2012-05-03,58.15
2012-05-04,55.5
2012-05-07,54.85
2012-05-08,54.35
2012-05-09,54.5
2012-05-10,55.8
2012-05-11,53.05
2012-05-14,53.55
2012-05-15,52.2
2012-05-16,55.0
2012-05-17,55.0
2012-05-18,56.15
2012-05-21,54.0
2012-05-22,53.55
2012-05-23,53.0
2012-05-24,53.45
2012-05-25,53.25
2012-05-28,53.55
2012-05-29,53.95
2012-05-30,52.75
2012-05-31,51.3
2012-06-01,53.0
2012-06-04,53.0
2012-06-05,54.85
2012-06-06,54.95
2012-06-07,57.2
2012-06-08,58.55
2012-06-11,55.0
2012-06-12,54.5
2012-06-13,54.55
2012-06-14,54.3
2012-06-15,54.9
2012-06-18,53.6
2012-06-19,54.0
2012-06-20,54.0
2012-06-21,56.0
2012-06-22,55.0
2012-06-25,59.9
2012-06-26,58.6
2012-06-27,59.8
2012-06-28,59.5
2012-06-29,60.0
2012-07-02,58.2
2012-07-03,69.45
2012-07-04,69.85
2012-07-05,67.05
2012-07-06,63.85
2012-07-09,62.05
2012-07-09,62.05
2012-07-10,62.55
2012-07-11,58.3
2012-07-12,62.55
2012-07-13,61.0
2012-07-16,61.85
2012-07-17,61.45
2012-07-18,61.35
2012-07-19,61.65
2012-07-20,63.1
2012-07-23,60.95
2012-07-24,60.0
2012-07-25,61.1
2012-07-26,59.85
2012-07-27,60.0
2012-07-30,65.15
2012-07-31,63.6
2012-08-01,63.3
2012-08-02,60.7
2012-08-03,59.95
2012-08-06,59.2
2012-08-07,59.1
2012-08-08,61.95
2012-08-09,59.05
2012-08-10,59.2
2012-08-13,59.85
2012-08-14,63.0
2012-08-16,59.8
2012-08-17,59.8
2012-08-21,59.8
2012-08-22,59.9
2012-08-23,60.05
2012-08-24,59.1
2012-08-27,61.0
2012-08-28,58.95
2012-08-29,57.2
2012-08-30,58.5
2012-08-31,58.0
2012-09-03,55.45
2012-09-04,57.85
2012-09-05,56.05
2012-09-06,55.5
2012-09-07,56.0
2012-09-08,56.0
2012-09-10,57.95
2012-09-11,57.95
2012-09-12,56.4
2012-09-13,57.0
2012-09-14,56.25
2012-09-17,56.6
2012-09-18,57.0
2012-09-20,58.55
2012-09-21,57.1
2012-09-24,56.85
2012-09-25,56.65
2012-09-26,57.45
2012-09-27,56.5
2012-09-28,56.95
2012-10-01,56.5
2012-10-03,56.4
2012-10-04,57.5
2012-10-05,56.75
2012-10-08,57.0
2012-10-09,56.85
2012-10-10,55.75
2012-10-11,56.95
2012-10-12,56.25
2012-10-15,55.9
2012-10-16,57.0
2012-10-17,55.7
2012-10-18,56.95
2012-10-19,56.0
2012-10-22,55.0
2012-10-23,55.95
2012-10-25,56.25
2012-10-26,55.35
2012-10-29,54.25
2012-10-30,54.55
2012-10-31,55.0
2012-11-01,54.0
2012-11-02,54.55
2012-11-05,54.3
2012-11-06,53.6
2012-11-07,58.25
2012-11-08,57.0
2012-11-12,56.25
2012-11-13,58.15
2012-11-15,56.1
2012-11-16,55.85
2012-11-19,56.0
2012-11-20,55.2
2012-11-21,54.1
2012-11-22,57.7
2012-11-23,55.2
2012-11-26,52.8
2012-11-27,54.3
2012-11-29,53.95
2012-11-30,53.6
2012-12-03,54.75
2012-12-04,55.85
2012-12-05,55.55
2012-12-06,55.0
2012-12-07,54.25
2012-12-10,55.65
2012-12-11,54.0
2012-12-12,54.5
2012-12-13,53.55
2012-12-14,53.7
2012-12-17,54.85
2012-12-18,54.1
2012-12-19,53.95
2012-12-20,54.0
2012-12-21,54.95
2012-12-24,53.55
2012-12-26,55.85
2012-12-27,54.1
2012-12-31,55.9
