Date,GAMMNINFRA
2012-01-02,12.55
2012-01-03,12.6
2012-01-04,12.2
2012-01-05,12.1
2012-01-06,11.8
2012-01-07,11.95
2012-01-09,12.15
2012-01-10,13.1
2012-01-11,13.5
2012-01-12,13.2
2012-01-13,13.65
2012-01-16,13.55
2012-01-17,13.75
2012-01-18,13.25
2012-01-19,13.3
2012-01-20,13.6
2012-01-23,13.55
2012-01-24,14.05
2012-01-25,14.25
2012-01-27,14.35
2012-01-30,13.85
2012-01-31,13.7
2012-02-01,14.25
2012-02-02,13.9
2012-02-03,14.45
2012-02-06,14.5
2012-02-07,14.4
2012-02-08,15.2
2012-02-09,17.1
2012-02-10,17.1
2012-02-13,17.0
2012-02-14,16.8
2012-02-15,17.0
2012-02-16,16.9
2012-02-17,16.65
2012-02-21,16.75
2012-02-22,15.9
2012-02-23,15.3
2012-02-24,16.15
2012-02-27,15.1
2012-02-28,15.55
2012-02-29,15.45
2012-03-01,15.05
2012-03-02,14.9
2012-03-03,14.95
2012-03-05,14.75
2012-03-06,14.5
2012-03-07,14.6
2012-03-09,15.05
2012-03-12,14.9
2012-03-13,15.1
2012-03-14,15.05
2012-03-15,15.15
2012-03-16,14.75
2012-03-19,14.35
2012-03-20,14.2
2012-03-21,14.2
2012-03-22,14.1
2012-03-23,13.65
2012-03-26,15.0
2012-03-27,15.2
2012-03-28,14.4
2012-03-29,14.55
2012-03-30,14.7
2012-04-02,14.95
2012-04-03,15.15
2012-04-04,15.1
2012-04-09,17.55
2012-04-10,15.4
2012-04-11,15.25
2012-04-12,15.15
2012-04-13,15.2
2012-04-16,14.8
2012-04-17,14.7
2012-04-18,14.75
2012-04-19,14.65
2012-04-20,14.35
2012-04-23,13.95
2012-04-24,13.85
2012-04-25,13.55
2012-04-26,13.45
2012-04-27,12.9
2012-04-28,13.2
2012-04-30,13.3
2012-05-02,13.45
2012-05-03,13.1
2012-05-04,12.7
2012-05-07,12.65
2012-05-08,12.6
2012-05-09,12.5
2012-05-10,12.6
2012-05-11,12.0
2012-05-14,11.75
2012-05-15,12.35
2012-05-16,12.1
2012-05-17,12.15
2012-05-18,12.15
2012-05-21,12.3
2012-05-22,12.2
2012-05-23,12.5
2012-05-24,12.55
2012-05-25,12.7
2012-05-28,13.15
2012-05-29,13.05
2012-05-30,13.05
2012-05-31,13.05
2012-06-01,13.0
2012-06-04,12.8
2012-06-05,13.6
2012-06-06,13.7
2012-06-07,13.8
2012-06-08,13.05
2012-06-11,13.25
2012-06-12,13.1
2012-06-13,13.15
2012-06-14,12.95
2012-06-15,12.9
2012-06-18,12.8
2012-06-19,12.75
2012-06-20,12.3
2012-06-21,12.75
2012-06-22,12.95
2012-06-25,12.7
2012-06-26,12.8
2012-06-27,12.65
2012-06-28,12.8
2012-06-29,13.1
2012-07-02,13.4
2012-07-03,13.45
2012-07-04,13.45
2012-07-05,13.65
2012-07-06,13.65
2012-07-09,13.35
2012-07-09,13.35
2012-07-10,13.4
2012-07-11,13.4
2012-07-12,13.25
2012-07-13,13.1
2012-07-16,13.05
2012-07-17,12.5
2012-07-18,12.3
2012-07-19,12.55
2012-07-20,12.55
2012-07-23,12.35
2012-07-24,12.35
2012-07-25,12.1
2012-07-26,12.35
2012-07-27,12.4
2012-07-30,12.35
2012-07-31,12.35
2012-08-01,12.5
2012-08-02,13.0
2012-08-03,13.0
2012-08-06,13.05
2012-08-07,13.05
2012-08-08,12.85
2012-08-09,12.6
2012-08-10,12.6
2012-08-13,13.3
2012-08-14,13.05
2012-08-16,13.0
2012-08-17,12.75
2012-08-21,12.75
2012-08-22,12.7
2012-08-23,12.55
2012-08-24,12.05
2012-08-27,11.9
2012-08-28,11.55
2012-08-29,11.95
2012-08-30,12.05
2012-08-31,12.65
2012-09-03,13.0
2012-09-04,13.0
2012-09-05,12.7
2012-09-06,12.6
2012-09-07,12.6
2012-09-08,12.45
2012-09-10,12.6
2012-09-11,12.4
2012-09-12,12.55
2012-09-13,12.45
2012-09-14,13.85
2012-09-17,14.7
2012-09-18,14.05
2012-09-20,14.25
2012-09-21,14.7
2012-09-24,14.7
2012-09-25,14.8
2012-09-26,14.9
2012-09-27,14.7
2012-09-28,15.0
2012-10-01,14.8
2012-10-03,15.1
2012-10-04,15.25
2012-10-05,15.2
2012-10-08,15.0
2012-10-09,14.75
2012-10-10,14.5
2012-10-11,14.7
2012-10-12,15.0
2012-10-15,15.0
2012-10-16,14.5
2012-10-17,14.45
2012-10-18,14.5
2012-10-19,14.45
2012-10-22,14.4
2012-10-23,14.1
2012-10-25,13.95
2012-10-26,13.1
2012-10-29,13.25
2012-10-30,13.7
2012-10-31,13.9
2012-11-01,13.85
2012-11-02,13.65
2012-11-05,13.45
2012-11-06,13.5
2012-11-07,13.5
2012-11-08,14.0
2012-11-09,14.1
2012-11-12,14.0
2012-11-13,13.95
2012-11-15,13.9
2012-11-16,13.6
2012-11-19,13.6
2012-11-20,13.55
2012-11-21,13.45
2012-11-22,13.5
2012-11-23,13.55
2012-11-26,13.6
2012-11-27,13.6
2012-11-29,13.95
2012-11-30,13.85
2012-12-03,13.9
2012-12-04,13.85
2012-12-05,13.85
2012-12-06,14.35
2012-12-07,14.15
2012-12-10,14.1
2012-12-11,13.85
2012-12-12,13.8
2012-12-13,13.5
2012-12-14,13.55
2012-12-17,13.2
2012-12-18,13.35
2012-12-19,13.5
2012-12-20,13.5
2012-12-21,13.15
2012-12-24,13.25
2012-12-26,13.65
2012-12-27,13.45
2012-12-28,13.35
2012-12-31,13.85
