Date,SJVN
2012-01-02,19.0
2012-01-03,19.05
2012-01-04,19.2
2012-01-05,19.0
2012-01-06,19.0
2012-01-07,19.35
2012-01-09,19.05
2012-01-10,19.2
2012-01-11,19.25
2012-01-12,19.05
2012-01-13,19.4
2012-01-16,19.05
2012-01-17,19.0
2012-01-18,18.95
2012-01-19,18.9
2012-01-20,19.0
2012-01-23,19.0
2012-01-24,19.0
2012-01-25,19.05
2012-01-27,19.1
2012-01-30,19.0
2012-01-31,19.25
2012-02-01,19.3
2012-02-02,19.45
2012-02-03,19.45
2012-02-06,19.5
2012-02-07,19.0
2012-02-08,19.2
2012-02-09,19.25
2012-02-10,19.65
2012-02-13,19.95
2012-02-14,19.95
2012-02-15,20.5
2012-02-16,20.0
2012-02-17,19.5
2012-02-21,19.6
2012-02-22,19.45
2012-02-23,19.4
2012-02-24,19.35
2012-02-27,19.1
2012-02-28,19.4
2012-02-29,19.4
2012-03-01,19.3
2012-03-02,19.4
2012-03-03,19.3
2012-03-05,19.25
2012-03-06,19.25
2012-03-07,19.1
2012-03-09,19.3
2012-03-12,19.5
2012-03-13,19.55
2012-03-14,19.5
2012-03-15,19.7
2012-03-16,19.55
2012-03-19,19.3
2012-03-20,19.35
2012-03-21,19.95
2012-03-22,20.25
2012-03-23,20.45
2012-03-26,19.95
2012-03-27,19.95
2012-03-28,19.6
2012-03-29,19.7
2012-03-30,19.7
2012-04-02,19.75
2012-04-03,19.85
2012-04-04,19.95
2012-04-09,19.7
2012-04-10,19.65
2012-04-11,19.45
2012-04-12,19.7
2012-04-13,19.6
2012-04-16,19.45
2012-04-17,19.45
2012-04-18,19.75
2012-04-19,20.25
2012-04-20,19.75
2012-04-23,19.35
2012-04-24,19.3
2012-04-25,19.2
2012-04-26,19.25
2012-04-27,19.3
2012-04-28,19.35
2012-04-30,19.3
2012-05-02,19.4
2012-05-03,19.3
2012-05-04,19.15
2012-05-07,19.2
2012-05-08,19.3
2012-05-09,19.35
2012-05-10,19.2
2012-05-11,19.05
2012-05-14,18.85
2012-05-15,18.85
2012-05-16,18.7
2012-05-17,18.7
2012-05-18,18.6
2012-05-21,18.6
2012-05-22,18.65
2012-05-23,18.65
2012-05-24,18.5
2012-05-25,18.45
2012-05-28,18.5
2012-05-29,18.65
2012-05-30,18.85
2012-05-31,18.75
2012-06-01,18.75
2012-06-04,18.75
2012-06-05,18.75
2012-06-06,18.9
2012-06-07,19.5
2012-06-08,19.3
2012-06-11,19.25
2012-06-12,19.2
2012-06-13,19.2
2012-06-14,19.05
2012-06-15,18.95
2012-06-18,18.75
2012-06-19,19.05
2012-06-20,19.15
2012-06-21,19.1
2012-06-22,19.05
2012-06-25,19.0
2012-06-26,19.1
2012-06-27,19.1
2012-06-28,19.25
2012-06-29,19.25
2012-07-02,19.35
2012-07-03,19.7
2012-07-04,19.7
2012-07-05,19.85
2012-07-06,19.9
2012-07-09,19.9
2012-07-10,19.95
2012-07-11,19.9
2012-07-12,19.7
2012-07-13,20.1
2012-07-16,20.0
2012-07-17,19.95
2012-07-18,20.15
2012-07-19,20.25
2012-07-20,20.25
2012-07-23,20.1
2012-07-24,19.6
2012-07-25,19.5
2012-07-26,19.45
2012-07-27,19.5
2012-07-30,19.75
2012-07-31,20.2
2012-08-01,20.05
2012-08-02,19.85
2012-08-03,19.9
2012-08-06,19.85
2012-08-07,19.95
2012-08-08,20.05
2012-08-09,20.5
2012-08-10,20.45
2012-08-13,20.5
2012-08-14,20.7
2012-08-16,20.75
2012-08-17,20.7
2012-08-21,20.8
2012-08-22,20.8
2012-08-23,20.8
2012-08-24,19.7
2012-08-27,19.2
2012-08-28,19.15
2012-08-29,19.1
2012-08-30,19.1
2012-08-31,19.1
2012-09-03,19.15
2012-09-04,19.15
2012-09-05,19.1
2012-09-06,19.1
2012-09-07,19.15
2012-09-08,19.2
2012-09-10,19.1
2012-09-11,19.1
2012-09-12,19.1
2012-09-13,18.85
2012-09-14,18.95
2012-09-17,18.95
2012-09-18,19.3
2012-09-20,20.0
2012-09-21,19.55
2012-09-24,19.65
2012-09-25,19.95
2012-09-26,20.05
2012-09-27,19.85
2012-09-28,20.0
2012-10-01,19.95
2012-10-03,19.95
2012-10-04,19.65
2012-10-05,19.45
2012-10-08,19.6
2012-10-09,20.15
2012-10-10,19.6
2012-10-11,19.65
2012-10-12,19.75
2012-10-15,19.95
2012-10-16,19.7
2012-10-17,19.6
2012-10-18,19.95
2012-10-19,19.7
2012-10-22,19.7
2012-10-23,19.6
2012-10-25,19.65
2012-10-26,19.55
2012-10-29,19.6
2012-10-30,19.65
2012-10-31,19.95
2012-11-01,19.85
2012-11-02,19.95
2012-11-05,19.95
2012-11-06,20.0
2012-11-07,20.05
2012-11-08,19.95
2012-11-09,19.7
2012-11-12,19.9
2012-11-13,20.0
2012-11-15,19.95
2012-11-16,19.8
2012-11-19,19.65
2012-11-20,19.55
2012-11-21,19.45
2012-11-22,19.3
2012-11-23,18.75
2012-11-26,18.45
2012-11-27,18.5
2012-11-29,18.85
2012-11-30,18.95
2012-12-03,19.35
2012-12-04,19.75
2012-12-05,20.0
2012-12-06,20.05
2012-12-07,20.15
2012-12-10,20.1
2012-12-11,20.25
2012-12-12,20.05
2012-12-13,20.05
2012-12-14,20.05
2012-12-17,20.1
2012-12-18,20.35
2012-12-19,20.35
2012-12-20,21.25
2012-12-21,20.55
2012-12-24,20.5
2012-12-26,20.55
2012-12-27,21.4
2012-12-28,21.55
2012-12-31,21.35
