Date,GAIL
2012-01-02,386.75
2012-01-03,392.7
2012-01-04,394.35
2012-01-05,381.0
2012-01-06,380.85
2012-01-07,383.15
2012-01-09,380.65
2012-01-10,380.8
2012-01-11,380.3
2012-01-12,385.25
2012-01-13,373.45
2012-01-16,372.3
2012-01-17,370.45
2012-01-18,364.9
2012-01-19,368.9
2012-01-20,372.35
2012-01-23,369.45
2012-01-24,367.65
2012-01-25,366.15
2012-01-27,372.5
2012-01-30,368.8
2012-01-31,373.3
2012-02-01,376.7
2012-02-02,388.5
2012-02-03,391.45
2012-02-06,389.55
2012-02-07,379.1
2012-02-08,391.75
2012-02-09,389.15
2012-02-10,385.85
2012-02-13,388.1
2012-02-14,385.55
2012-02-15,396.95
2012-02-16,385.0
2012-02-17,380.7
2012-02-21,380.95
2012-02-22,375.15
2012-02-23,373.6
2012-02-24,374.9
2012-02-27,371.55
2012-02-28,374.2
2012-02-29,374.9
2012-03-01,373.75
2012-03-02,371.25
2012-03-03,371.6
2012-03-05,353.25
2012-03-06,351.5
2012-03-07,347.55
2012-03-09,349.15
2012-03-12,354.4
2012-03-13,370.2
2012-03-14,375.1
2012-03-15,374.8
2012-03-16,366.6
2012-03-19,363.6
2012-03-20,364.05
2012-03-21,369.45
2012-03-22,361.85
2012-03-23,369.9
2012-03-26,362.6
2012-03-27,363.5
2012-03-28,366.2
2012-03-29,367.9
2012-03-30,376.25
2012-04-02,377.15
2012-04-03,383.35
2012-04-04,371.1
2012-04-09,363.15
2012-04-10,355.6
2012-04-11,354.25
2012-04-12,359.05
2012-04-13,356.25
2012-04-16,355.85
2012-04-17,365.4
2012-04-18,367.4
2012-04-19,360.45
2012-04-20,360.85
2012-04-23,353.3
2012-04-24,347.15
2012-04-25,335.75
2012-04-26,323.65
2012-04-27,328.35
2012-04-28,330.4
2012-04-30,330.45
2012-05-02,329.35
2012-05-03,324.85
2012-05-04,320.95
2012-05-07,318.9
2012-05-08,323.75
2012-05-09,322.6
2012-05-10,322.45
2012-05-11,318.7
2012-05-14,318.65
2012-05-15,315.05
2012-05-16,310.2
2012-05-17,310.9
2012-05-18,317.8
2012-05-21,320.6
2012-05-22,313.9
2012-05-23,324.75
2012-05-24,324.6
2012-05-25,337.15
2012-05-28,327.75
2012-05-29,329.9
2012-05-30,325.2
2012-05-31,321.2
2012-06-01,330.25
2012-06-04,319.6
2012-06-05,321.95
2012-06-06,326.65
2012-06-07,320.65
2012-06-08,331.9
2012-06-11,336.5
2012-06-12,337.4
2012-06-13,337.5
2012-06-14,333.55
2012-06-15,333.95
2012-06-18,327.4
2012-06-19,336.15
2012-06-20,339.3
2012-06-21,339.95
2012-06-22,340.6
2012-06-25,343.65
2012-06-26,351.95
2012-06-27,354.7
2012-06-28,345.9
2012-06-29,352.1
2012-07-02,355.15
2012-07-03,361.85
2012-07-04,362.6
2012-07-05,361.05
2012-07-06,356.7
2012-07-09,351.25
2012-07-09,351.25
2012-07-10,358.15
2012-07-11,356.85
2012-07-12,360.45
2012-07-13,363.3
2012-07-16,355.45
2012-07-17,355.7
2012-07-18,355.35
2012-07-19,356.7
2012-07-20,354.75
2012-07-23,339.1
2012-07-24,343.3
2012-07-25,344.65
2012-07-26,344.2
2012-07-27,345.25
2012-07-30,355.75
2012-07-31,353.85
2012-08-01,353.45
2012-08-02,351.85
2012-08-03,357.1
2012-08-06,365.55
2012-08-07,378.7
2012-08-08,366.55
2012-08-09,369.05
2012-08-10,367.4
2012-08-13,368.95
2012-08-14,375.1
2012-08-16,367.35
2012-08-17,360.75
2012-08-21,369.65
2012-08-22,367.15
2012-08-23,366.5
2012-08-24,365.9
2012-08-27,365.5
2012-08-28,366.05
2012-08-29,364.85
2012-08-30,356.5
2012-08-31,355.05
2012-09-03,349.6
2012-09-04,358.55
2012-09-05,356.05
2012-09-06,361.0
2012-09-07,364.65
2012-09-08,363.05
2012-09-10,367.4
2012-09-11,373.0
2012-09-12,367.35
2012-09-13,369.55
2012-09-14,374.55
2012-09-17,377.05
2012-09-18,388.0
2012-09-20,374.6
2012-09-21,385.35
2012-09-24,384.0
2012-09-25,383.7
2012-09-26,386.7
2012-09-27,382.85
2012-09-28,382.75
2012-10-01,382.6
2012-10-03,384.85
2012-10-04,391.4
2012-10-05,393.05
2012-10-08,391.45
2012-10-09,381.05
2012-10-10,375.5
2012-10-11,376.35
2012-10-12,379.95
2012-10-15,380.0
2012-10-16,378.4
2012-10-17,371.05
2012-10-18,368.2
2012-10-19,360.55
2012-10-22,358.8
2012-10-23,355.05
2012-10-25,361.2
2012-10-26,364.25
2012-10-29,361.45
2012-10-30,355.6
2012-10-31,348.9
2012-11-01,345.5
2012-11-02,358.8
2012-11-05,357.0
2012-11-06,363.8
2012-11-07,366.1
2012-11-08,358.6
2012-11-09,355.0
2012-11-12,352.15
2012-11-13,351.45
2012-11-15,354.05
2012-11-16,346.3
2012-11-19,342.55
2012-11-20,344.05
2012-11-21,346.5
2012-11-22,347.35
2012-11-23,339.9
2012-11-26,337.0
2012-11-27,339.65
2012-11-29,344.45
2012-11-30,353.35
2012-12-03,348.55
2012-12-04,352.3
2012-12-05,353.8
2012-12-06,353.8
2012-12-07,352.85
2012-12-10,354.35
2012-12-11,354.95
2012-12-12,347.8
2012-12-13,347.6
2012-12-14,346.45
2012-12-17,344.15
2012-12-18,346.95
2012-12-19,349.9
2012-12-20,351.75
2012-12-21,349.2
2012-12-24,352.15
2012-12-26,353.9
2012-12-27,347.55
2012-12-28,351.3
2012-12-31,356.75
