Date,ZYDUSWELL
2012-01-02,379.6
2012-01-03,391.65
2012-01-04,403.35
2012-01-05,423.4
2012-01-06,411.3
2012-01-07,412.35
2012-01-09,411.95
2012-01-10,413.5
2012-01-11,436.85
2012-01-12,436.7
2012-01-13,432.05
2012-01-16,431.2
2012-01-17,431.75
2012-01-18,419.15
2012-01-19,415.95
2012-01-20,412.2
2012-01-23,410.2
2012-01-24,415.85
2012-01-25,413.75
2012-01-27,415.75
2012-01-30,411.85
2012-01-31,413.4
2012-02-01,415.15
2012-02-02,413.85
2012-02-03,427.65
2012-02-06,418.65
2012-02-07,388.3
2012-02-08,388.65
2012-02-09,382.4
2012-02-10,382.0
2012-02-13,380.55
2012-02-14,385.45
2012-02-15,384.8
2012-02-16,386.55
2012-02-17,381.95
2012-02-21,383.85
2012-02-22,383.25
2012-02-23,379.2
2012-02-24,374.0
2012-02-27,355.75
2012-02-28,370.25
2012-02-29,373.45
2012-03-01,368.95
2012-03-02,367.7
2012-03-03,368.85
2012-03-05,363.6
2012-03-06,362.05
2012-03-07,355.65
2012-03-09,357.4
2012-03-12,354.25
2012-03-13,351.95
2012-03-14,352.5
2012-03-15,349.2
2012-03-16,331.35
2012-03-19,334.75
2012-03-20,344.75
2012-03-21,344.9
2012-03-22,367.0
2012-03-23,380.3
2012-03-26,379.75
2012-03-27,379.9
2012-03-28,373.7
2012-03-29,365.8
2012-03-30,380.9
2012-04-02,399.8
2012-04-03,393.25
2012-04-04,388.05
2012-04-09,377.4
2012-04-10,373.6
2012-04-11,385.9
2012-04-12,396.6
2012-04-13,379.5
2012-04-16,391.9
2012-04-17,392.85
2012-04-18,388.75
2012-04-19,390.0
2012-04-20,382.65
2012-04-23,374.6
2012-04-24,372.15
2012-04-25,368.1
2012-04-26,367.55
2012-04-27,377.8
2012-04-28,380.55
2012-04-30,382.3
2012-05-02,383.15
2012-05-03,374.7
2012-05-04,364.75
2012-05-07,364.3
2012-05-08,361.25
2012-05-09,364.55
2012-05-10,362.45
2012-05-11,354.95
2012-05-14,347.95
2012-05-15,342.35
2012-05-16,340.45
2012-05-17,340.65
2012-05-18,339.15
2012-05-21,339.65
2012-05-22,336.5
2012-05-23,336.8
2012-05-24,338.6
2012-05-25,353.9
2012-05-28,368.95
2012-05-29,369.05
2012-05-30,373.7
2012-05-31,369.7
2012-06-01,359.55
2012-06-04,413.3
2012-06-05,392.65
2012-06-06,398.3
2012-06-07,398.4
2012-06-08,393.6
2012-06-11,391.75
2012-06-12,393.8
2012-06-13,395.5
2012-06-14,382.95
2012-06-15,384.9
2012-06-18,382.3
2012-06-19,384.15
2012-06-20,388.2
2012-06-21,390.3
2012-06-22,390.0
2012-06-25,387.8
2012-06-26,389.2
2012-06-27,391.85
2012-06-28,386.75
2012-06-29,391.7
2012-07-02,410.0
2012-07-03,407.6
2012-07-04,404.6
2012-07-05,408.85
2012-07-06,411.05
2012-07-09,423.8
2012-07-10,433.2
2012-07-11,433.35
2012-07-12,430.2
2012-07-13,454.85
2012-07-16,447.65
2012-07-17,436.2
2012-07-18,436.4
2012-07-19,438.2
2012-07-20,435.45
2012-07-23,423.0
2012-07-24,429.35
2012-07-25,432.3
2012-07-26,434.2
2012-07-27,429.7
2012-07-30,420.0
2012-07-31,416.15
2012-08-01,417.9
2012-08-02,425.9
2012-08-03,419.35
2012-08-06,418.9
2012-08-07,418.65
2012-08-08,416.9
2012-08-09,419.0
2012-08-10,424.5
2012-08-13,419.6
2012-08-14,404.5
2012-08-16,398.65
2012-08-17,389.95
2012-08-21,394.35
2012-08-22,403.25
2012-08-23,399.3
2012-08-24,393.2
2012-08-27,393.7
2012-08-28,404.0
2012-08-29,392.0
2012-08-30,391.95
2012-08-31,391.8
2012-09-03,393.7
2012-09-04,394.2
2012-09-05,394.25
2012-09-06,394.55
2012-09-07,396.7
2012-09-08,396.1
2012-09-10,393.65
2012-09-11,393.7
2012-09-12,393.45
2012-09-13,412.3
2012-09-14,409.9
2012-09-17,404.25
2012-09-18,404.15
2012-09-20,398.8
2012-09-21,405.35
2012-09-24,398.9
2012-09-25,397.9
2012-09-26,402.0
2012-09-27,409.45
2012-09-28,413.45
2012-10-01,413.0
2012-10-03,415.85
2012-10-04,419.9
2012-10-05,423.05
2012-10-08,425.5
2012-10-09,428.55
2012-10-10,426.8
2012-10-11,428.4
2012-10-12,436.05
2012-10-15,447.9
2012-10-16,455.8
2012-10-17,458.0
2012-10-18,460.15
2012-10-19,456.2
2012-10-22,463.2
2012-10-23,466.2
2012-10-25,459.9
2012-10-26,456.85
2012-10-29,457.5
2012-10-30,446.75
2012-10-31,438.6
2012-11-01,445.6
2012-11-02,463.75
2012-11-05,463.8
2012-11-06,462.9
2012-11-07,465.7
2012-11-08,460.0
2012-11-09,460.45
2012-11-12,473.15
2012-11-13,476.95
2012-11-15,479.55
2012-11-16,471.45
2012-11-19,463.8
2012-11-20,459.35
2012-11-21,460.85
2012-11-22,459.95
2012-11-23,460.2
2012-11-26,461.7
2012-11-27,463.4
2012-11-29,468.85
2012-11-30,467.05
2012-12-03,460.8
2012-12-04,458.45
2012-12-05,469.95
2012-12-06,468.0
2012-12-07,473.95
2012-12-10,486.85
2012-12-11,493.3
2012-12-12,494.95
2012-12-13,492.75
2012-12-14,490.35
2012-12-17,494.2
2012-12-18,492.85
2012-12-19,495.35
2012-12-20,494.5
2012-12-21,495.3
2012-12-24,494.8
2012-12-26,493.9
2012-12-27,495.0
2012-12-28,495.25
2012-12-31,501.25
