Date,EIDPARRY
2012-01-02,190.4
2012-01-03,191.45
2012-01-04,200.45
2012-01-05,193.5
2012-01-06,190.0
2012-01-07,191.8
2012-01-09,194.85
2012-01-10,198.65
2012-01-11,196.85
2012-01-12,201.1
2012-01-13,199.65
2012-01-16,194.25
2012-01-17,198.3
2012-01-18,194.9
2012-01-19,198.6
2012-01-20,202.9
2012-01-23,202.2
2012-01-24,204.25
2012-01-25,206.9
2012-01-27,210.65
2012-01-30,207.95
2012-01-31,207.35
2012-02-01,210.8
2012-02-02,217.75
2012-02-03,224.45
2012-02-06,217.45
2012-02-07,209.5
2012-02-08,210.0
2012-02-09,209.8
2012-02-10,210.0
2012-02-13,207.2
2012-02-14,207.5
2012-02-15,210.35
2012-02-16,208.45
2012-02-17,204.6
2012-02-21,201.9
2012-02-22,203.75
2012-02-23,199.5
2012-02-24,194.65
2012-02-27,189.75
2012-02-28,192.3
2012-02-29,194.25
2012-03-01,194.9
2012-03-02,194.15
2012-03-03,195.0
2012-03-05,194.7
2012-03-06,193.25
2012-03-07,194.55
2012-03-09,194.6
2012-03-12,194.95
2012-03-13,198.2
2012-03-14,196.5
2012-03-15,197.85
2012-03-16,196.4
2012-03-19,194.0
2012-03-20,199.25
2012-03-21,194.55
2012-03-22,192.9
2012-03-23,191.9
2012-03-26,189.0
2012-03-27,189.85
2012-03-28,188.45
2012-03-29,189.3
2012-03-30,189.45
2012-04-02,195.55
2012-04-03,192.2
2012-04-04,191.95
2012-04-09,188.55
2012-04-10,189.45
2012-04-11,188.65
2012-04-12,189.9
2012-04-13,188.4
2012-04-16,186.55
2012-04-17,189.45
2012-04-18,187.05
2012-04-19,188.25
2012-04-20,189.35
2012-04-23,185.0
2012-04-24,182.8
2012-04-25,180.05
2012-04-26,180.7
2012-04-27,180.1
2012-04-28,182.45
2012-04-30,180.35
2012-05-02,181.6
2012-05-03,180.3
2012-05-04,178.1
2012-05-07,179.4
2012-05-08,178.45
2012-05-09,182.4
2012-05-10,181.45
2012-05-11,179.35
2012-05-14,182.25
2012-05-15,182.05
2012-05-16,186.55
2012-05-17,188.75
2012-05-18,188.15
2012-05-21,183.45
2012-05-22,181.8
2012-05-23,180.0
2012-05-24,181.0
2012-05-25,182.0
2012-05-28,182.0
2012-05-29,183.0
2012-05-30,182.1
2012-05-31,182.15
2012-06-01,182.55
2012-06-04,180.0
2012-06-05,180.3
2012-06-06,181.05
2012-06-07,180.4
2012-06-08,178.95
2012-06-11,178.4
2012-06-12,177.15
2012-06-13,173.85
2012-06-14,168.95
2012-06-15,170.0
2012-06-18,169.1
2012-06-19,168.05
2012-06-20,168.2
2012-06-21,169.75
2012-06-22,171.2
2012-06-25,172.7
2012-06-26,169.4
2012-06-27,172.75
2012-06-28,169.75
2012-06-29,176.55
2012-07-02,172.55
2012-07-03,174.2
2012-07-04,183.85
2012-07-05,193.9
2012-07-06,193.6
2012-07-09,189.8
2012-07-09,189.8
2012-07-10,191.85
2012-07-11,189.3
2012-07-12,188.85
2012-07-13,186.95
2012-07-16,192.2
2012-07-17,196.7
2012-07-18,201.65
2012-07-19,200.45
2012-07-20,200.15
2012-07-23,201.25
2012-07-24,203.6
2012-07-25,200.15
2012-07-26,202.5
2012-07-27,201.65
2012-07-30,202.5
2012-07-31,211.0
2012-08-01,211.9
2012-08-02,208.15
2012-08-03,214.2
2012-08-06,213.75
2012-08-07,215.25
2012-08-08,217.55
2012-08-09,216.85
2012-08-10,218.65
2012-08-13,218.15
2012-08-14,214.3
2012-08-16,210.2
2012-08-17,210.55
2012-08-21,210.15
2012-08-22,213.25
2012-08-23,213.15
2012-08-24,215.2
2012-08-27,216.35
2012-08-28,211.7
2012-08-29,214.55
2012-08-30,215.0
2012-08-31,214.9
2012-09-03,215.55
2012-09-04,232.2
2012-09-05,226.95
2012-09-06,227.2
2012-09-07,227.05
2012-09-08,228.25
2012-09-10,226.35
2012-09-11,222.65
2012-09-12,231.0
2012-09-13,229.25
2012-09-14,228.9
2012-09-17,230.1
2012-09-18,226.9
2012-09-20,228.25
2012-09-21,230.3
2012-09-24,232.9
2012-09-25,225.6
2012-09-26,224.35
2012-09-27,234.55
2012-09-28,227.8
2012-10-01,226.95
2012-10-03,234.45
2012-10-04,236.9
2012-10-05,237.1
2012-10-08,238.8
2012-10-09,238.75
2012-10-10,244.6
2012-10-11,249.25
2012-10-12,244.95
2012-10-15,238.55
2012-10-16,238.25
2012-10-17,236.95
2012-10-18,234.65
2012-10-19,233.1
2012-10-22,232.45
2012-10-23,224.1
2012-10-25,227.65
2012-10-26,225.5
2012-10-29,218.15
2012-10-30,220.15
2012-10-31,232.8
2012-11-01,233.65
2012-11-02,233.05
2012-11-05,231.9
2012-11-06,229.65
2012-11-07,225.25
2012-11-08,225.15
2012-11-09,225.55
2012-11-12,226.25
2012-11-13,239.6
2012-11-15,233.05
2012-11-16,232.8
2012-11-19,232.35
2012-11-20,228.5
2012-11-21,226.6
2012-11-22,225.95
2012-11-23,225.35
2012-11-26,227.3
2012-11-27,226.15
2012-11-29,229.6
2012-11-30,231.4
2012-12-03,231.9
2012-12-04,228.5
2012-12-05,226.4
2012-12-06,228.05
2012-12-07,229.3
2012-12-10,229.45
2012-12-11,228.8
2012-12-12,229.55
2012-12-13,226.45
2012-12-14,222.95
2012-12-17,219.4
2012-12-18,215.15
2012-12-19,216.9
2012-12-20,214.8
2012-12-21,211.4
2012-12-24,210.15
2012-12-26,208.05
2012-12-27,210.4
2012-12-28,209.15
2012-12-31,206.65
