Date,JETAIRWAYS
2012-01-02,172.8
2012-01-03,177.25
2012-01-04,175.35
2012-01-05,175.65
2012-01-06,176.1
2012-01-07,182.25
2012-01-09,185.45
2012-01-10,190.5
2012-01-11,203.75
2012-01-12,205.0
2012-01-13,209.25
2012-01-16,212.95
2012-01-17,234.9
2012-01-18,246.4
2012-01-19,242.8
2012-01-20,231.4
2012-01-23,241.5
2012-01-24,244.95
2012-01-25,244.65
2012-01-27,242.6
2012-01-30,244.9
2012-01-31,250.25
2012-02-01,262.65
2012-02-02,272.45
2012-02-03,280.0
2012-02-06,297.75
2012-02-07,340.9
2012-02-08,330.75
2012-02-09,336.35
2012-02-10,325.55
2012-02-13,333.2
2012-02-14,327.1
2012-02-15,337.1
2012-02-16,345.1
2012-02-17,328.9
2012-02-21,352.8
2012-02-22,320.45
2012-02-23,314.15
2012-02-24,301.5
2012-02-27,283.3
2012-02-28,302.5
2012-02-29,307.75
2012-03-01,293.85
2012-03-02,293.95
2012-03-03,294.0
2012-03-05,284.85
2012-03-06,281.6
2012-03-07,277.8
2012-03-09,294.1
2012-03-12,292.65
2012-03-13,314.7
2012-03-14,324.1
2012-03-15,329.6
2012-03-16,319.05
2012-03-19,321.05
2012-03-20,337.85
2012-03-21,344.6
2012-03-22,329.4
2012-03-23,335.75
2012-03-26,329.85
2012-03-27,330.7
2012-03-28,323.15
2012-03-29,316.25
2012-03-30,327.2
2012-04-02,328.85
2012-04-03,341.85
2012-04-04,340.15
2012-04-09,331.1
2012-04-10,341.2
2012-04-11,358.3
2012-04-12,349.05
2012-04-13,353.9
2012-04-16,360.55
2012-04-17,371.9
2012-04-18,365.8
2012-04-19,357.15
2012-04-20,351.45
2012-04-23,344.45
2012-04-24,341.75
2012-04-25,331.95
2012-04-26,334.95
2012-04-27,331.75
2012-04-28,335.65
2012-04-30,336.15
2012-05-02,328.4
2012-05-03,310.9
2012-05-04,307.25
2012-05-07,327.95
2012-05-08,316.1
2012-05-09,309.25
2012-05-10,306.9
2012-05-11,305.8
2012-05-14,298.25
2012-05-15,289.5
2012-05-16,287.1
2012-05-17,287.55
2012-05-18,305.65
2012-05-21,313.1
2012-05-22,309.45
2012-05-23,322.2
2012-05-24,320.65
2012-05-25,314.8
2012-05-28,317.6
2012-05-29,322.5
2012-05-30,316.2
2012-05-31,315.1
2012-06-01,305.35
2012-06-04,318.3
2012-06-05,317.0
2012-06-06,334.65
2012-06-07,339.9
2012-06-08,360.9
2012-06-11,354.35
2012-06-12,372.75
2012-06-13,381.25
2012-06-14,374.05
2012-06-15,369.35
2012-06-18,356.9
2012-06-19,355.7
2012-06-20,373.55
2012-06-21,376.1
2012-06-22,385.4
2012-06-25,384.5
2012-06-26,391.4
2012-06-27,391.1
2012-06-28,380.1
2012-06-29,383.35
2012-07-02,387.0
2012-07-03,402.0
2012-07-04,401.05
2012-07-05,398.1
2012-07-06,384.75
2012-07-09,388.35
2012-07-09,388.35
2012-07-10,389.55
2012-07-11,383.9
2012-07-12,379.25
2012-07-13,376.6
2012-07-16,369.05
2012-07-17,354.3
2012-07-18,359.2
2012-07-19,356.8
2012-07-20,357.8
2012-07-23,357.0
2012-07-24,346.35
2012-07-25,327.1
2012-07-26,338.65
2012-07-27,322.55
2012-07-30,347.55
2012-07-31,354.55
2012-08-01,365.9
2012-08-02,371.45
2012-08-03,374.3
2012-08-06,377.75
2012-08-07,387.7
2012-08-08,377.85
2012-08-09,372.7
2012-08-10,368.15
2012-08-13,389.1
2012-08-14,395.15
2012-08-16,380.25
2012-08-17,376.5
2012-08-21,380.55
2012-08-22,397.2
2012-08-23,379.55
2012-08-24,378.8
2012-08-27,374.6
2012-08-28,362.3
2012-08-29,339.3
2012-08-30,349.0
2012-08-31,352.45
2012-09-03,337.25
2012-09-04,337.7
2012-09-05,329.85
2012-09-06,328.5
2012-09-07,332.3
2012-09-08,333.4
2012-09-10,334.15
2012-09-11,337.0
2012-09-12,353.35
2012-09-13,361.15
2012-09-14,368.65
2012-09-17,360.4
2012-09-18,360.85
2012-09-20,360.4
2012-09-21,368.15
2012-09-24,357.5
2012-09-25,358.25
2012-09-26,354.4
2012-09-27,348.85
2012-09-28,345.0
2012-10-01,346.5
2012-10-03,348.45
2012-10-04,368.55
2012-10-05,380.0
2012-10-08,375.55
2012-10-09,381.0
2012-10-10,370.9
2012-10-11,367.2
2012-10-12,376.8
2012-10-15,377.2
2012-10-16,375.45
2012-10-17,372.25
2012-10-18,372.75
2012-10-19,355.45
2012-10-22,361.6
2012-10-23,355.15
2012-10-25,353.2
2012-10-26,349.6
2012-10-29,339.2
2012-10-30,322.7
2012-10-31,335.6
2012-11-01,350.65
2012-11-02,361.35
2012-11-05,376.45
2012-11-06,370.85
2012-11-07,373.4
2012-11-08,372.7
2012-11-09,367.85
2012-11-12,374.45
2012-11-13,372.75
2012-11-15,408.0
2012-11-16,397.6
2012-11-19,400.4
2012-11-20,413.65
2012-11-21,451.2
2012-11-22,437.4
2012-11-23,505.6
2012-11-26,560.85
2012-11-27,542.5
2012-11-29,532.0
2012-11-30,527.05
2012-12-03,554.7
2012-12-04,529.25
2012-12-05,541.05
2012-12-06,541.05
2012-12-07,530.5
2012-12-10,514.7
2012-12-11,537.45
2012-12-12,561.35
2012-12-13,602.85
2012-12-14,608.0
2012-12-17,622.45
2012-12-18,625.25
2012-12-19,623.85
2012-12-20,609.3
2012-12-21,564.1
2012-12-24,584.45
2012-12-26,577.5
2012-12-27,568.4
2012-12-28,565.1
2012-12-31,559.3
