Date,PANACEABIO
2012-01-02,73.35
2012-01-03,73.8
2012-01-04,72.4
2012-01-05,73.85
2012-01-06,74.4
2012-01-07,73.75
2012-01-09,74.35
2012-01-10,78.85
2012-01-11,80.2
2012-01-12,80.55
2012-01-13,84.95
2012-01-16,85.85
2012-01-17,88.95
2012-01-18,87.45
2012-01-19,87.05
2012-01-20,85.5
2012-01-23,84.15
2012-01-24,87.15
2012-01-25,88.7
2012-01-27,88.7
2012-01-30,86.45
2012-01-31,87.0
2012-02-01,86.2
2012-02-02,87.05
2012-02-03,87.1
2012-02-06,86.2
2012-02-07,86.05
2012-02-08,85.65
2012-02-09,88.15
2012-02-10,88.7
2012-02-13,84.45
2012-02-14,84.15
2012-02-15,85.25
2012-02-16,85.0
2012-02-17,84.4
2012-02-21,84.3
2012-02-22,82.1
2012-02-23,79.95
2012-02-24,77.0
2012-02-27,77.25
2012-02-28,77.25
2012-02-29,77.45
2012-03-01,77.5
2012-03-02,77.45
2012-03-03,78.4
2012-03-05,75.55
2012-03-06,72.65
2012-03-07,71.15
2012-03-09,72.55
2012-03-12,73.1
2012-03-13,73.5
2012-03-14,73.75
2012-03-15,72.55
2012-03-16,71.75
2012-03-19,70.7
2012-03-20,69.9
2012-03-21,69.6
2012-03-22,69.0
2012-03-23,69.1
2012-03-26,69.7
2012-03-27,68.25
2012-03-28,67.7
2012-03-29,73.65
2012-03-30,81.15
2012-04-02,78.3
2012-04-03,76.6
2012-04-04,78.05
2012-04-09,77.0
2012-04-10,76.8
2012-04-11,80.05
2012-04-12,83.15
2012-04-13,82.05
2012-04-16,81.35
2012-04-17,80.0
2012-04-18,79.75
2012-04-19,79.25
2012-04-20,78.85
2012-04-23,77.25
2012-04-24,77.0
2012-04-25,77.15
2012-04-26,76.9
2012-04-27,76.5
2012-04-28,76.55
2012-04-30,77.2
2012-05-02,77.6
2012-05-03,76.7
2012-05-04,74.75
2012-05-07,74.05
2012-05-08,74.15
2012-05-09,72.25
2012-05-10,71.7
2012-05-11,69.65
2012-05-14,68.05
2012-05-15,70.3
2012-05-16,68.5
2012-05-17,69.1
2012-05-18,69.5
2012-05-21,69.2
2012-05-22,67.85
2012-05-23,66.85
2012-05-24,67.1
2012-05-25,67.85
2012-05-28,68.8
2012-05-29,67.8
2012-05-30,66.45
2012-05-31,66.05
2012-06-01,66.0
2012-06-04,64.65
2012-06-05,75.0
2012-06-06,75.6
2012-06-07,77.95
2012-06-08,77.35
2012-06-11,76.1
2012-06-12,73.2
2012-06-13,75.05
2012-06-14,72.95
2012-06-15,73.75
2012-06-18,77.4
2012-06-19,77.65
2012-06-20,75.7
2012-06-21,75.3
2012-06-22,75.3
2012-06-25,74.4
2012-06-26,73.8
2012-06-27,73.3
2012-06-28,73.6
2012-06-29,73.2
2012-07-02,76.55
2012-07-03,76.95
2012-07-04,80.85
2012-07-05,81.3
2012-07-06,79.3
2012-07-09,77.0
2012-07-09,77.0
2012-07-10,77.05
2012-07-11,77.4
2012-07-12,75.7
2012-07-13,75.0
2012-07-16,75.1
2012-07-17,73.75
2012-07-18,73.2
2012-07-19,74.1
2012-07-20,75.9
2012-07-23,73.55
2012-07-24,74.5
2012-07-25,75.85
2012-07-26,74.3
2012-07-27,72.9
2012-07-30,73.2
2012-07-31,72.25
2012-08-01,74.55
2012-08-02,74.6
2012-08-03,73.75
2012-08-06,74.7
2012-08-07,76.05
2012-08-08,74.15
2012-08-09,74.1
2012-08-10,73.9
2012-08-13,74.35
2012-08-14,74.15
2012-08-16,74.15
2012-08-17,76.5
2012-08-21,75.55
2012-08-22,75.65
2012-08-23,77.35
2012-08-24,76.35
2012-08-27,76.05
2012-08-28,75.75
2012-08-29,74.8
2012-08-30,75.25
2012-08-31,75.35
2012-09-03,75.55
2012-09-04,75.95
2012-09-05,74.8
2012-09-06,74.75
2012-09-07,75.0
2012-09-08,75.0
2012-09-10,90.0
2012-09-11,108.0
2012-09-12,118.8
2012-09-13,130.65
2012-09-14,143.7
2012-09-17,136.55
2012-09-18,129.75
2012-09-20,123.3
2012-09-21,117.15
2012-09-24,116.5
2012-09-25,122.3
2012-09-26,119.2
2012-09-27,119.3
2012-09-28,116.8
2012-10-01,120.25
2012-10-03,124.45
2012-10-04,120.4
2012-10-05,116.95
2012-10-08,114.9
2012-10-09,116.75
2012-10-10,112.95
2012-10-11,112.55
2012-10-12,112.15
2012-10-15,109.1
2012-10-16,105.1
2012-10-17,100.3
2012-10-18,105.0
2012-10-19,110.25
2012-10-22,112.95
2012-10-23,111.9
2012-10-25,107.9
2012-10-26,107.55
2012-10-29,106.3
2012-10-30,102.65
2012-10-31,104.4
2012-11-01,103.8
2012-11-02,105.9
2012-11-05,111.15
2012-11-06,110.7
2012-11-07,108.5
2012-11-08,107.45
2012-11-09,106.6
2012-11-12,108.3
2012-11-13,108.65
2012-11-15,107.4
2012-11-16,105.45
2012-11-19,108.65
2012-11-20,109.1
2012-11-21,108.8
2012-11-22,108.4
2012-11-23,107.75
2012-11-26,115.45
2012-11-27,120.95
2012-11-29,120.1
2012-11-30,118.75
2012-12-03,116.65
2012-12-04,121.25
2012-12-05,119.8
2012-12-06,118.4
2012-12-07,116.1
2012-12-10,115.7
2012-12-11,115.65
2012-12-12,114.6
2012-12-13,114.0
2012-12-14,114.35
2012-12-17,122.8
2012-12-18,119.35
2012-12-19,117.1
2012-12-20,118.15
2012-12-21,117.0
2012-12-24,115.3
2012-12-26,116.15
2012-12-27,113.75
2012-12-28,113.25
2012-12-31,113.7
