Date,ADFFOODS
2012-01-02,52.25
2012-01-03,54.0
2012-01-04,54.45
2012-01-05,55.05
2012-01-06,54.15
2012-01-07,55.45
2012-01-09,55.3
2012-01-10,55.9
2012-01-11,59.15
2012-01-12,59.15
2012-01-13,59.45
2012-01-16,59.25
2012-01-17,58.95
2012-01-18,58.1
2012-01-19,58.75
2012-01-20,58.95
2012-01-23,58.1
2012-01-24,58.95
2012-01-25,59.6
2012-01-27,60.25
2012-01-30,58.9
2012-01-31,59.95
2012-02-01,59.45
2012-02-02,58.7
2012-02-03,59.75
2012-02-06,59.35
2012-02-07,58.75
2012-02-08,59.5
2012-02-09,57.2
2012-02-10,54.95
2012-02-13,54.45
2012-02-14,55.0
2012-02-15,64.3
2012-02-16,64.6
2012-02-17,61.6
2012-02-21,60.65
2012-02-22,57.1
2012-02-23,57.4
2012-02-24,55.8
2012-02-27,54.35
2012-02-28,57.5
2012-02-29,56.9
2012-03-01,55.55
2012-03-02,53.5
2012-03-03,53.25
2012-03-05,54.25
2012-03-06,52.2
2012-03-07,51.0
2012-03-09,52.4
2012-03-12,52.65
2012-03-13,52.1
2012-03-14,53.0
2012-03-15,52.25
2012-03-16,51.55
2012-03-19,51.4
2012-03-20,50.35
2012-03-21,50.95
2012-03-22,50.3
2012-03-23,50.35
2012-03-26,51.4
2012-03-27,51.35
2012-03-28,49.85
2012-03-29,49.2
2012-03-30,50.15
2012-04-02,50.15
2012-04-03,51.0
2012-04-04,51.0
2012-04-09,50.65
2012-04-10,50.55
2012-04-11,50.0
2012-04-12,49.7
2012-04-13,49.95
2012-04-16,49.3
2012-04-17,49.15
2012-04-18,50.7
2012-04-19,50.45
2012-04-20,49.25
2012-04-23,46.9
2012-04-24,46.1
2012-04-25,46.95
2012-04-26,47.05
2012-04-27,46.9
2012-04-28,48.2
2012-04-30,55.35
2012-05-02,59.05
2012-05-03,54.75
2012-05-04,50.05
2012-05-07,50.2
2012-05-08,50.2
2012-05-09,48.5
2012-05-10,48.85
2012-05-11,48.15
2012-05-14,46.65
2012-05-15,46.9
2012-05-16,46.35
2012-05-17,46.2
2012-05-18,46.75
2012-05-21,46.9
2012-05-22,47.25
2012-05-23,46.1
2012-05-24,46.9
2012-05-25,46.55
2012-05-28,49.55
2012-05-29,50.0
2012-05-30,48.9
2012-05-31,47.15
2012-06-01,46.05
2012-06-04,46.4
2012-06-05,47.5
2012-06-06,48.85
2012-06-07,48.0
2012-06-08,50.1
2012-06-11,50.35
2012-06-12,49.35
2012-06-13,48.45
2012-06-14,47.9
2012-06-15,47.25
2012-06-18,46.15
2012-06-19,47.05
2012-06-20,46.7
2012-06-21,47.05
2012-06-22,47.6
2012-06-25,47.2
2012-06-26,47.25
2012-06-27,47.45
2012-06-28,47.0
2012-06-29,47.75
2012-07-02,48.7
2012-07-03,49.5
2012-07-04,49.65
2012-07-05,51.85
2012-07-06,51.6
2012-07-09,49.45
2012-07-09,49.45
2012-07-10,48.85
2012-07-11,48.6
2012-07-12,48.0
2012-07-13,48.05
2012-07-16,47.35
2012-07-17,46.6
2012-07-18,47.5
2012-07-19,48.05
2012-07-20,47.9
2012-07-23,47.0
2012-07-24,47.95
2012-07-25,47.2
2012-07-26,46.95
2012-07-27,46.6
2012-07-30,47.0
2012-07-31,46.4
2012-08-01,48.6
2012-08-02,47.15
2012-08-03,47.2
2012-08-06,47.4
2012-08-07,47.95
2012-08-08,48.0
2012-08-09,47.55
2012-08-10,47.35
2012-08-13,46.75
2012-08-14,46.6
2012-08-16,48.95
2012-08-17,51.1
2012-08-21,50.6
2012-08-22,51.1
2012-08-23,50.45
2012-08-24,48.9
2012-08-27,50.35
2012-08-28,49.0
2012-08-29,48.05
2012-08-30,47.5
2012-08-31,47.15
2012-09-03,47.35
2012-09-04,48.7
2012-09-05,48.0
2012-09-06,47.55
2012-09-07,47.5
2012-09-08,48.5
2012-09-10,47.35
2012-09-11,47.25
2012-09-12,48.0
2012-09-13,47.55
2012-09-14,47.1
2012-09-17,47.35
2012-09-18,48.4
2012-09-20,48.0
2012-09-21,48.55
2012-09-24,50.0
2012-09-25,48.7
2012-09-26,48.7
2012-09-27,48.85
2012-09-28,48.45
2012-10-01,49.55
2012-10-03,52.25
2012-10-04,51.55
2012-10-05,51.5
2012-10-08,50.55
2012-10-09,50.9
2012-10-10,51.25
2012-10-11,53.2
2012-10-12,56.4
2012-10-15,58.95
2012-10-16,56.35
2012-10-17,55.3
2012-10-18,55.75
2012-10-19,54.6
2012-10-22,53.85
2012-10-23,56.1
2012-10-25,55.5
2012-10-26,54.25
2012-10-29,56.55
2012-10-30,56.95
2012-10-31,56.4
2012-11-01,57.5
2012-11-02,59.35
2012-11-05,62.4
2012-11-06,63.4
2012-11-07,63.75
2012-11-08,70.2
2012-11-09,67.0
2012-11-12,67.85
2012-11-13,65.25
2012-11-15,63.5
2012-11-16,62.3
2012-11-19,61.2
2012-11-20,61.3
2012-11-21,62.4
2012-11-22,61.4
2012-11-23,61.45
2012-11-26,60.3
2012-11-27,62.9
2012-11-29,61.95
2012-11-30,62.9
2012-12-03,65.15
2012-12-04,71.05
2012-12-05,66.45
2012-12-06,66.4
2012-12-07,68.35
2012-12-10,66.5
2012-12-11,69.8
2012-12-12,67.75
2012-12-13,67.75
2012-12-14,72.3
2012-12-17,72.2
2012-12-18,73.05
2012-12-19,76.85
2012-12-20,76.75
2012-12-21,77.05
2012-12-24,78.6
2012-12-26,78.05
2012-12-27,79.8
2012-12-28,81.6
2012-12-31,81.35
