Date,ADORWELD
2012-01-02,114.45
2012-01-03,115.5
2012-01-04,117.3
2012-01-05,117.0
2012-01-06,118.15
2012-01-07,118.0
2012-01-09,137.8
2012-01-10,133.35
2012-01-11,133.5
2012-01-12,130.25
2012-01-13,136.45
2012-01-16,147.7
2012-01-17,141.7
2012-01-18,136.8
2012-01-19,138.5
2012-01-20,131.35
2012-01-23,130.0
2012-01-24,130.5
2012-01-25,133.8
2012-01-27,132.95
2012-01-30,132.3
2012-01-31,130.95
2012-02-01,131.85
2012-02-02,133.35
2012-02-03,135.55
2012-02-06,147.2
2012-02-07,140.95
2012-02-08,139.05
2012-02-09,138.7
2012-02-10,139.4
2012-02-13,145.75
2012-02-14,143.5
2012-02-15,143.2
2012-02-16,158.1
2012-02-17,147.4
2012-02-21,147.6
2012-02-22,142.9
2012-02-23,143.5
2012-02-24,140.15
2012-02-27,133.75
2012-02-28,135.75
2012-02-29,142.05
2012-03-01,143.9
2012-03-02,145.05
2012-03-03,145.1
2012-03-05,140.55
2012-03-06,140.45
2012-03-07,138.35
2012-03-09,136.8
2012-03-12,136.35
2012-03-13,136.45
2012-03-14,137.25
2012-03-15,136.2
2012-03-16,135.8
2012-03-19,134.05
2012-03-20,132.95
2012-03-21,133.95
2012-03-22,130.6
2012-03-23,130.5
2012-03-26,127.15
2012-03-27,125.95
2012-03-28,123.0
2012-03-29,123.65
2012-03-30,127.65
2012-04-02,131.4
2012-04-03,131.3
2012-04-04,132.7
2012-04-09,132.15
2012-04-10,128.6
2012-04-11,133.65
2012-04-12,134.6
2012-04-13,133.0
2012-04-16,133.6
2012-04-17,133.75
2012-04-18,134.5
2012-04-19,136.75
2012-04-20,135.15
2012-04-23,135.95
2012-04-24,134.95
2012-04-25,133.75
2012-04-26,133.75
2012-04-27,139.95
2012-04-28,139.6
2012-04-30,138.25
2012-05-02,140.2
2012-05-03,139.6
2012-05-04,136.8
2012-05-07,137.4
2012-05-08,136.85
2012-05-09,135.45
2012-05-10,135.4
2012-05-11,134.2
2012-05-14,133.25
2012-05-15,131.9
2012-05-16,131.1
2012-05-17,131.25
2012-05-18,132.4
2012-05-21,132.1
2012-05-22,131.3
2012-05-23,131.8
2012-05-24,130.95
2012-05-25,132.55
2012-05-28,133.05
2012-05-29,132.1
2012-05-30,133.15
2012-05-31,129.8
2012-06-01,130.7
2012-06-04,129.0
2012-06-05,129.75
2012-06-06,131.0
2012-06-07,129.4
2012-06-08,130.6
2012-06-11,131.25
2012-06-12,130.85
2012-06-13,133.6
2012-06-14,132.45
2012-06-15,133.4
2012-06-18,132.1
2012-06-19,133.2
2012-06-20,137.15
2012-06-21,137.0
2012-06-22,137.45
2012-06-25,137.55
2012-06-26,138.75
2012-06-27,142.65
2012-06-28,142.0
2012-06-29,142.2
2012-07-02,145.6
2012-07-03,144.95
2012-07-04,146.45
2012-07-05,151.8
2012-07-06,152.4
2012-07-09,153.1
2012-07-09,153.1
2012-07-10,153.05
2012-07-11,151.4
2012-07-12,143.9
2012-07-13,141.65
2012-07-16,144.6
2012-07-17,142.1
2012-07-18,142.9
2012-07-19,142.65
2012-07-20,142.2
2012-07-23,137.95
2012-07-24,136.2
2012-07-25,135.8
2012-07-26,133.95
2012-07-27,133.8
2012-07-30,133.2
2012-07-31,133.25
2012-08-01,147.7
2012-08-02,142.25
2012-08-03,140.45
2012-08-06,140.05
2012-08-07,138.2
2012-08-08,137.5
2012-08-09,137.8
2012-08-10,137.3
2012-08-13,137.4
2012-08-14,135.4
2012-08-16,134.3
2012-08-17,135.4
2012-08-21,136.05
2012-08-22,135.95
2012-08-23,135.95
2012-08-24,135.25
2012-08-27,133.2
2012-08-28,131.3
2012-08-29,130.0
2012-08-30,127.8
2012-08-31,126.75
2012-09-03,126.3
2012-09-04,124.55
2012-09-05,124.75
2012-09-06,124.75
2012-09-07,126.0
2012-09-08,127.25
2012-09-10,127.15
2012-09-11,129.55
2012-09-12,130.4
2012-09-13,130.35
2012-09-14,130.4
2012-09-17,130.85
2012-09-18,129.5
2012-09-20,127.95
2012-09-21,130.55
2012-09-24,131.95
2012-09-25,130.0
2012-09-26,132.25
2012-09-27,132.3
2012-09-28,134.1
2012-10-01,135.4
2012-10-03,136.75
2012-10-04,137.25
2012-10-05,134.5
2012-10-08,135.05
2012-10-09,137.2
2012-10-10,136.8
2012-10-11,136.3
2012-10-12,140.1
2012-10-15,141.85
2012-10-16,138.7
2012-10-17,136.2
2012-10-18,138.5
2012-10-19,137.95
2012-10-22,139.1
2012-10-23,143.25
2012-10-25,144.9
2012-10-26,143.0
2012-10-29,139.95
2012-10-30,136.6
2012-10-31,135.3
2012-11-01,134.9
2012-11-02,137.5
2012-11-05,136.1
2012-11-06,135.3
2012-11-07,136.55
2012-11-08,135.75
2012-11-09,135.35
2012-11-12,134.7
2012-11-13,136.45
2012-11-15,135.4
2012-11-16,136.9
2012-11-19,134.1
2012-11-20,133.05
2012-11-21,132.2
2012-11-22,132.4
2012-11-23,132.0
2012-11-26,131.1
2012-11-27,135.2
2012-11-29,136.1
2012-11-30,134.85
2012-12-03,135.75
2012-12-04,137.4
2012-12-05,137.5
2012-12-06,138.05
2012-12-07,137.1
2012-12-10,138.65
2012-12-11,138.0
2012-12-12,136.4
2012-12-13,135.4
2012-12-14,134.25
2012-12-17,135.5
2012-12-18,133.85
2012-12-19,136.4
2012-12-20,135.4
2012-12-21,135.15
2012-12-24,133.25
2012-12-26,133.6
2012-12-27,133.5
2012-12-28,147.35
2012-12-31,154.65
