Date,KCPSUGIND
2012-01-02,13.95
2012-01-03,14.05
2012-01-04,13.85
2012-01-05,14.25
2012-01-06,14.2
2012-01-07,14.2
2012-01-09,15.0
2012-01-10,16.35
2012-01-11,16.3
2012-01-12,17.3
2012-01-13,16.7
2012-01-16,17.0
2012-01-17,16.6
2012-01-18,16.05
2012-01-19,16.15
2012-01-20,16.65
2012-01-23,16.15
2012-01-24,16.55
2012-01-25,16.75
2012-01-27,17.05
2012-01-30,16.85
2012-01-31,17.0
2012-02-01,16.9
2012-02-02,16.7
2012-02-03,16.9
2012-02-06,17.0
2012-02-07,17.1
2012-02-08,17.6
2012-02-09,19.85
2012-02-10,18.3
2012-02-13,17.8
2012-02-14,18.95
2012-02-15,18.55
2012-02-16,18.95
2012-02-17,19.1
2012-02-21,19.5
2012-02-22,19.1
2012-02-23,18.8
2012-02-24,19.05
2012-02-27,18.25
2012-02-28,18.0
2012-02-29,17.7
2012-03-01,17.5
2012-03-02,17.95
2012-03-03,17.7
2012-03-05,17.6
2012-03-06,16.85
2012-03-07,16.85
2012-03-09,16.65
2012-03-12,17.25
2012-03-13,17.15
2012-03-14,16.75
2012-03-15,16.7
2012-03-16,16.25
2012-03-19,16.8
2012-03-20,16.9
2012-03-21,17.05
2012-03-22,16.9
2012-03-23,16.7
2012-03-26,16.3
2012-03-27,16.2
2012-03-28,16.05
2012-03-29,15.85
2012-03-30,15.2
2012-04-02,15.75
2012-04-03,16.15
2012-04-04,15.95
2012-04-09,15.95
2012-04-10,15.9
2012-04-11,15.9
2012-04-12,16.75
2012-04-13,16.95
2012-04-16,17.05
2012-04-17,16.9
2012-04-18,17.05
2012-04-19,17.1
2012-04-20,16.75
2012-04-23,16.3
2012-04-24,16.5
2012-04-25,16.35
2012-04-26,16.2
2012-04-27,15.8
2012-04-28,16.05
2012-04-30,16.2
2012-05-02,15.85
2012-05-03,16.0
2012-05-04,15.9
2012-05-07,15.6
2012-05-08,15.6
2012-05-09,15.45
2012-05-10,15.25
2012-05-11,15.05
2012-05-14,16.3
2012-05-15,16.1
2012-05-16,15.75
2012-05-17,15.85
2012-05-18,15.95
2012-05-21,16.6
2012-05-22,16.55
2012-05-23,16.3
2012-05-24,16.15
2012-05-25,16.2
2012-05-28,16.15
2012-05-29,16.35
2012-05-30,15.75
2012-05-31,16.0
2012-06-01,16.35
2012-06-04,16.0
2012-06-05,15.95
2012-06-06,16.4
2012-06-07,16.4
2012-06-08,16.4
2012-06-11,16.5
2012-06-12,16.5
2012-06-13,16.35
2012-06-14,16.25
2012-06-15,16.7
2012-06-18,16.75
2012-06-19,16.65
2012-06-20,16.7
2012-06-21,16.4
2012-06-22,16.65
2012-06-25,16.75
2012-06-26,16.05
2012-06-27,16.5
2012-06-28,16.45
2012-06-29,16.6
2012-07-02,16.95
2012-07-03,16.9
2012-07-04,17.3
2012-07-05,17.75
2012-07-06,18.3
2012-07-09,18.25
2012-07-09,18.25
2012-07-10,18.2
2012-07-11,18.3
2012-07-12,18.4
2012-07-13,18.9
2012-07-16,19.3
2012-07-17,19.1
2012-07-18,19.05
2012-07-19,18.9
2012-07-20,18.55
2012-07-23,18.7
2012-07-24,19.9
2012-07-25,19.05
2012-07-26,19.25
2012-07-27,18.6
2012-07-30,19.15
2012-07-31,18.9
2012-08-01,19.35
2012-08-02,19.25
2012-08-03,19.65
2012-08-06,19.7
2012-08-07,19.9
2012-08-08,19.9
2012-08-09,19.6
2012-08-10,19.8
2012-08-13,19.9
2012-08-14,19.5
2012-08-16,19.6
2012-08-17,19.8
2012-08-21,19.35
2012-08-22,19.35
2012-08-23,19.3
2012-08-24,19.25
2012-08-27,19.1
2012-08-28,18.8
2012-08-29,18.5
2012-08-30,19.0
2012-08-31,18.55
2012-09-03,18.85
2012-09-04,18.85
2012-09-05,18.85
2012-09-06,18.8
2012-09-07,18.85
2012-09-08,18.9
2012-09-10,18.8
2012-09-11,18.85
2012-09-12,18.8
2012-09-13,18.75
2012-09-14,18.9
2012-09-17,19.05
2012-09-18,18.8
2012-09-20,18.7
2012-09-21,18.8
2012-09-24,19.3
2012-09-25,18.35
2012-09-26,18.4
2012-09-27,18.95
2012-09-28,19.1
2012-10-01,19.1
2012-10-03,19.2
2012-10-04,19.1
2012-10-05,18.8
2012-10-08,18.95
2012-10-09,18.95
2012-10-10,18.75
2012-10-11,18.95
2012-10-12,18.95
2012-10-15,20.6
2012-10-16,20.05
2012-10-17,19.7
2012-10-18,19.9
2012-10-19,19.95
2012-10-22,19.85
2012-10-23,20.9
2012-10-25,20.5
2012-10-26,20.05
2012-10-29,19.8
2012-10-30,20.1
2012-10-31,20.25
2012-11-01,20.1
2012-11-02,20.3
2012-11-05,19.85
2012-11-06,20.25
2012-11-07,19.95
2012-11-08,20.15
2012-11-09,19.95
2012-11-12,20.5
2012-11-13,23.0
2012-11-15,24.85
2012-11-16,25.2
2012-11-19,25.55
2012-11-20,24.05
2012-11-21,23.9
2012-11-22,22.45
2012-11-23,23.45
2012-11-26,23.15
2012-11-27,23.3
2012-11-29,23.75
2012-11-30,23.45
2012-12-03,22.95
2012-12-04,23.0
2012-12-05,22.7
2012-12-06,22.85
2012-12-07,22.85
2012-12-10,23.75
2012-12-11,23.2
2012-12-12,22.95
2012-12-13,24.0
2012-12-14,23.3
2012-12-17,23.85
2012-12-18,23.9
2012-12-19,23.45
2012-12-20,23.5
2012-12-21,23.35
2012-12-24,23.3
2012-12-26,23.0
2012-12-27,23.05
2012-12-28,23.05
2012-12-31,23.0
