Date,AMRUTANJAN
2012-01-02,639.95
2012-01-03,659.85
2012-01-04,665.8
2012-01-05,659.6
2012-01-06,654.35
2012-01-07,654.4
2012-01-09,675.4
2012-01-10,704.8
2012-01-11,691.75
2012-01-12,679.55
2012-01-13,685.8
2012-01-16,687.85
2012-01-17,790.05
2012-01-18,820.45
2012-01-19,798.15
2012-01-20,767.9
2012-01-23,752.4
2012-01-24,740.95
2012-01-25,793.9
2012-01-27,783.35
2012-01-30,771.05
2012-01-31,785.95
2012-02-01,804.7
2012-02-02,789.95
2012-02-03,803.15
2012-02-06,803.2
2012-02-07,797.5
2012-02-08,811.2
2012-02-09,813.5
2012-02-10,839.35
2012-02-13,818.15
2012-02-14,823.9
2012-02-15,820.1
2012-02-16,821.05
2012-02-17,816.55
2012-02-21,822.4
2012-02-22,774.45
2012-02-23,772.75
2012-02-24,773.75
2012-02-27,747.75
2012-02-28,762.55
2012-02-29,811.1
2012-03-01,807.65
2012-03-02,796.55
2012-03-03,799.3
2012-03-05,777.45
2012-03-06,751.45
2012-03-07,744.2
2012-03-09,773.85
2012-03-12,773.0
2012-03-13,780.55
2012-03-14,780.65
2012-03-15,766.35
2012-03-16,757.35
2012-03-19,764.55
2012-03-20,767.25
2012-03-21,779.25
2012-03-22,758.4
2012-03-23,769.0
2012-03-26,753.55
2012-03-27,750.9
2012-03-28,766.1
2012-03-29,756.55
2012-03-30,766.15
2012-04-02,769.3
2012-04-03,772.25
2012-04-04,770.5
2012-04-09,757.75
2012-04-10,772.1
2012-04-11,791.05
2012-04-12,791.3
2012-04-13,779.6
2012-04-16,793.45
2012-04-17,798.2
2012-04-18,798.0
2012-04-19,805.75
2012-04-20,798.05
2012-04-23,779.8
2012-04-24,784.45
2012-04-25,777.55
2012-04-26,768.25
2012-04-27,772.8
2012-04-28,775.9
2012-04-30,775.8
2012-05-02,782.75
2012-05-03,789.3
2012-05-04,770.9
2012-05-07,768.1
2012-05-08,750.2
2012-05-09,746.95
2012-05-10,739.15
2012-05-11,723.65
2012-05-14,718.7
2012-05-15,753.2
2012-05-16,733.9
2012-05-17,741.45
2012-05-18,742.25
2012-05-21,747.8
2012-05-22,742.8
2012-05-23,740.65
2012-05-24,751.2
2012-05-25,809.8
2012-05-28,813.0
2012-05-29,812.15
2012-05-30,772.6
2012-05-31,767.35
2012-06-01,751.8
2012-06-04,756.2
2012-06-05,755.75
2012-06-06,768.5
2012-06-07,767.85
2012-06-08,786.85
2012-06-11,773.35
2012-06-12,778.3
2012-06-13,774.85
2012-06-14,764.8
2012-06-15,770.55
2012-06-18,762.8
2012-06-19,765.75
2012-06-20,778.35
2012-06-21,788.75
2012-06-22,776.35
2012-06-25,770.8
2012-06-26,773.55
2012-06-27,786.35
2012-06-28,777.8
2012-06-29,784.45
2012-07-02,785.7
2012-07-03,786.9
2012-07-04,822.25
2012-07-05,818.1
2012-07-06,802.7
2012-07-09,793.15
2012-07-09,793.15
2012-07-10,800.85
2012-07-11,796.75
2012-07-12,791.9
2012-07-13,788.65
2012-07-16,780.1
2012-07-17,772.9
2012-07-18,769.45
2012-07-19,773.0
2012-07-20,770.65
2012-07-23,765.05
2012-07-24,766.85
2012-07-25,759.2
2012-07-26,737.45
2012-07-27,737.0
2012-07-30,747.05
2012-07-31,747.95
2012-08-01,771.2
2012-08-02,770.2
2012-08-03,783.2
2012-08-06,789.8
2012-08-07,773.5
2012-08-08,768.5
2012-08-09,773.7
2012-08-10,768.3
2012-08-13,774.1
2012-08-14,769.5
2012-08-16,769.35
2012-08-17,773.0
2012-08-21,771.3
2012-08-22,770.3
2012-08-23,784.0
2012-08-24,772.85
2012-08-27,764.3
2012-08-28,754.35
2012-08-29,742.55
2012-08-30,752.15
2012-08-31,749.8
2012-09-03,763.1
2012-09-04,757.0
2012-09-05,760.4
2012-09-06,755.8
2012-09-07,765.9
2012-09-08,765.95
2012-09-10,765.4
2012-09-11,804.95
2012-09-12,794.1
2012-09-13,790.3
2012-09-14,787.1
2012-09-17,779.75
2012-09-18,781.95
2012-09-20,764.9
2012-09-21,776.25
2012-09-24,772.8
2012-09-25,772.4
2012-09-26,785.25
2012-09-27,777.15
2012-09-28,777.35
2012-10-01,784.8
2012-10-03,789.95
2012-10-04,786.95
2012-10-05,777.75
2012-10-08,778.4
2012-10-09,779.45
2012-10-10,772.05
2012-10-11,777.4
2012-10-12,787.55
2012-10-15,808.5
2012-10-16,846.75
2012-10-17,830.95
2012-10-18,838.95
2012-10-19,872.15
2012-10-22,866.75
2012-10-23,876.3
2012-10-25,167.15
2012-10-26,160.45
2012-10-29,160.85
2012-10-30,157.35
2012-10-31,156.5
2012-11-01,160.05
2012-11-02,159.7
2012-11-05,157.85
2012-11-06,158.05
2012-11-07,158.6
2012-11-08,158.5
2012-11-09,156.7
2012-11-12,158.25
2012-11-13,158.2
2012-11-15,153.4
2012-11-16,152.15
2012-11-19,150.9
2012-11-20,149.5
2012-11-21,149.45
2012-11-22,150.95
2012-11-23,151.15
2012-11-26,149.8
2012-11-27,155.45
2012-11-29,152.75
2012-11-30,153.6
2012-12-03,152.85
2012-12-04,152.5
2012-12-05,152.8
2012-12-06,152.5
2012-12-07,154.3
2012-12-10,163.1
2012-12-11,160.2
2012-12-12,158.6
2012-12-13,155.05
2012-12-14,154.3
2012-12-17,154.9
2012-12-18,155.95
2012-12-19,156.9
2012-12-20,155.05
2012-12-21,154.15
2012-12-24,154.9
2012-12-26,154.95
2012-12-27,155.6
2012-12-28,154.85
2012-12-31,155.0
