Date,BOSCHLTD
2012-01-02,6738.55
2012-01-03,6850.75
2012-01-04,6898.05
2012-01-05,6986.75
2012-01-06,7050.2
2012-01-07,7031.35
2012-01-09,6987.5
2012-01-10,7058.75
2012-01-11,7111.05
2012-01-12,7130.15
2012-01-13,7132.95
2012-01-16,7150.0
2012-01-17,7187.45
2012-01-18,7170.8
2012-01-19,7165.55
2012-01-20,7233.8
2012-01-23,7217.65
2012-01-24,7234.2
2012-01-25,7248.45
2012-01-27,7337.1
2012-01-30,7262.7
2012-01-31,7249.85
2012-02-01,7249.1
2012-02-02,7303.8
2012-02-03,7362.75
2012-02-06,7442.6
2012-02-07,7297.0
2012-02-08,7352.35
2012-02-09,7386.75
2012-02-10,7403.85
2012-02-13,7695.5
2012-02-14,7628.15
2012-02-15,7686.35
2012-02-16,7672.95
2012-02-17,7619.75
2012-02-21,7707.3
2012-02-22,7692.5
2012-02-23,7647.8
2012-02-24,7855.2
2012-02-27,7658.2
2012-02-28,7883.85
2012-02-29,7731.6
2012-03-01,7757.0
2012-03-02,7700.35
2012-03-03,7702.3
2012-03-05,7634.45
2012-03-06,7647.55
2012-03-07,7599.2
2012-03-09,7640.85
2012-03-12,7623.95
2012-03-13,7626.05
2012-03-14,7793.4
2012-03-15,7868.65
2012-03-16,7741.15
2012-03-19,7669.9
2012-03-20,7698.7
2012-03-21,7708.55
2012-03-22,7661.0
2012-03-23,7690.75
2012-03-26,7641.55
2012-03-27,7609.85
2012-03-28,7723.35
2012-03-29,7578.6
2012-03-30,8228.5
2012-04-02,8155.75
2012-04-03,8220.8
2012-04-04,8180.15
2012-04-09,8215.15
2012-04-10,8455.6
2012-04-11,8493.0
2012-04-12,8467.8
2012-04-13,8474.5
2012-04-16,8569.1
2012-04-17,8836.55
2012-04-18,8693.05
2012-04-19,8707.6
2012-04-20,8697.6
2012-04-23,8488.25
2012-04-24,8404.85
2012-04-25,8689.2
2012-04-26,8520.45
2012-04-27,8622.95
2012-04-28,8686.35
2012-04-30,8685.55
2012-05-02,8792.4
2012-05-03,8639.2
2012-05-04,8586.35
2012-05-07,8775.55
2012-05-08,9013.95
2012-05-09,9083.15
2012-05-10,9198.0
2012-05-11,9000.15
2012-05-14,9004.3
2012-05-15,8981.5
2012-05-16,8869.1
2012-05-17,8893.6
2012-05-18,8920.65
2012-05-21,8962.5
2012-05-22,8901.7
2012-05-23,8877.95
2012-05-24,8892.15
2012-05-25,8806.7
2012-05-28,8836.15
2012-05-29,8797.45
