Date,UPL
2012-01-02,127.0
2012-01-03,130.95
2012-01-04,132.1
2012-01-05,132.75
2012-01-06,132.8
2012-01-07,134.9
2012-01-09,136.9
2012-01-10,145.3
2012-01-11,143.8
2012-01-12,141.35
2012-01-13,137.4
2012-01-16,133.85
2012-01-17,139.05
2012-01-18,136.6
2012-01-19,142.6
2012-01-20,142.45
2012-01-23,140.0
2012-01-24,140.05
2012-01-25,143.3
2012-01-27,149.65
2012-01-30,143.75
2012-01-31,147.6
2012-02-01,146.8
2012-02-02,145.05
2012-02-03,147.2
2012-02-06,150.15
2012-02-07,147.05
2012-02-08,149.45
2012-02-09,150.6
2012-02-10,151.0
2012-02-13,153.55
2012-02-14,157.7
2012-02-15,160.95
2012-02-16,167.3
2012-02-17,161.15
2012-02-21,158.05
2012-02-22,151.45
2012-02-23,152.95
2012-02-24,147.0
2012-02-27,143.85
2012-02-28,147.4
2012-02-29,155.85
2012-03-01,142.0
2012-03-02,135.8
2012-03-03,138.1
2012-03-05,134.85
2012-03-06,136.9
2012-03-07,137.1
2012-03-09,136.65
2012-03-12,135.9
2012-03-13,136.05
2012-03-14,136.95
2012-03-15,132.9
2012-03-16,134.1
2012-03-19,132.45
2012-03-20,131.0
2012-03-21,132.95
2012-03-22,130.6
2012-03-23,132.95
2012-03-26,129.8
2012-03-27,129.55
2012-03-28,128.85
2012-03-29,127.35
2012-03-30,130.1
2012-04-02,132.2
2012-04-03,135.95
2012-04-04,134.4
2012-04-09,133.65
2012-04-10,132.5
2012-04-11,131.0
2012-04-12,131.05
2012-04-13,128.5
2012-04-16,126.9
2012-04-17,126.95
2012-04-18,126.4
2012-04-19,128.0
2012-04-20,128.0
2012-04-23,127.75
2012-04-24,120.0
2012-04-25,120.45
2012-04-26,112.95
2012-04-27,109.6
2012-04-28,113.6
2012-04-30,116.3
2012-05-02,120.1
2012-05-03,127.1
2012-05-04,119.95
2012-05-07,119.35
2012-05-08,120.8
2012-05-09,116.6
2012-05-10,119.75
2012-05-11,119.2
2012-05-14,118.7
2012-05-15,115.15
2012-05-16,116.55
2012-05-17,121.0
2012-05-18,118.25
2012-05-21,116.85
2012-05-22,116.05
2012-05-23,116.15
2012-05-24,114.85
2012-05-25,114.5
2012-05-28,116.55
2012-05-29,116.4
2012-05-30,113.9
2012-05-31,110.75
2012-06-01,107.75
2012-06-04,110.15
2012-06-05,112.05
2012-06-06,114.0
2012-06-07,113.05
2012-06-08,111.7
2012-06-11,112.2
2012-06-12,113.05
2012-06-13,114.0
2012-06-14,113.2
2012-06-15,113.25
2012-06-18,113.5
2012-06-19,113.05
2012-06-20,113.5
2012-06-21,113.95
2012-06-22,114.0
2012-06-25,114.0
2012-06-26,118.1
2012-06-27,123.5
2012-06-28,122.25
2012-06-29,125.9
2012-07-02,124.5
2012-07-03,126.85
2012-07-04,127.5
2012-07-05,127.7
2012-07-06,125.5
2012-07-09,121.55
2012-07-10,122.65
2012-07-11,121.9
2012-07-12,120.4
2012-07-13,121.9
2012-07-16,122.7
2012-07-17,123.25
2012-07-18,124.55
2012-07-19,123.0
2012-07-20,124.15
2012-07-23,121.95
2012-07-24,124.05
2012-07-25,121.75
2012-07-26,120.0
2012-07-27,121.55
2012-07-30,120.45
2012-07-31,119.9
2012-08-01,121.05
2012-08-02,120.45
2012-08-03,119.9
2012-08-06,120.2
2012-08-07,121.5
2012-08-08,121.05
2012-08-09,119.5
2012-08-10,119.95
2012-08-13,120.05
2012-08-14,120.6
2012-08-16,116.55
2012-08-17,115.05
2012-08-21,111.55
2012-08-22,108.55
2012-08-23,111.15
2012-08-24,113.55
2012-08-27,115.2
2012-08-28,115.95
2012-08-29,116.35
2012-08-30,119.5
2012-08-31,119.6
2012-09-03,119.4
2012-09-04,119.95
2012-09-05,120.45
2012-09-06,121.75
2012-09-07,120.7
2012-09-08,121.05
2012-09-10,122.65
2012-09-11,123.95
2012-09-12,123.7
2012-09-13,124.35
2012-09-14,124.2
2012-09-17,128.5
2012-09-18,129.95
2012-09-20,128.05
2012-09-21,130.95
2012-09-24,127.15
2012-09-25,125.45
2012-09-26,124.35
2012-09-27,128.15
2012-09-28,131.65
2012-10-01,131.95
2012-10-03,132.55
2012-10-04,131.65
2012-10-05,132.85
2012-10-08,131.4
2012-10-09,131.05
2012-10-10,125.45
2012-10-11,126.25
2012-10-12,123.75
2012-10-15,125.85
2012-10-16,123.35
2012-10-17,120.9
2012-10-18,120.25
2012-10-19,118.65
2012-10-22,116.65
2012-10-23,118.4
2012-10-25,118.75
2012-10-26,120.1
2012-10-29,118.0
2012-10-30,116.0
2012-10-31,114.1
2012-11-01,117.1
2012-11-02,117.75
2012-11-05,118.15
2012-11-06,118.6
2012-11-07,119.05
2012-11-08,116.75
2012-11-09,113.35
2012-11-12,110.7
2012-11-13,111.25
2012-11-15,109.4
2012-11-16,112.95
2012-11-19,114.45
2012-11-20,112.4
2012-11-21,110.0
2012-11-22,110.0
2012-11-23,111.05
2012-11-26,110.05
2012-11-27,111.45
2012-11-29,114.35
2012-11-30,117.8
2012-12-03,125.3
2012-12-04,124.05
2012-12-05,123.0
2012-12-06,123.25
2012-12-07,127.25
2012-12-10,127.2
2012-12-11,124.6
2012-12-12,123.0
2012-12-13,125.65
2012-12-14,125.2
2012-12-17,125.8
2012-12-18,124.15
2012-12-19,124.8
2012-12-20,125.4
2012-12-21,123.2
2012-12-24,123.15
2012-12-26,124.0
2012-12-27,123.5
2012-12-28,128.85
2012-12-31,130.2
