Date,BANCOINDIA
2012-01-02,60.45
2012-01-03,62.7
2012-01-04,62.7
2012-01-05,60.6
2012-01-06,61.3
2012-01-07,61.35
2012-01-09,63.6
2012-01-10,64.25
2012-01-11,65.95
2012-01-12,66.0
2012-01-13,65.7
2012-01-16,65.7
2012-01-17,66.25
2012-01-18,66.1
2012-01-19,64.4
2012-01-20,65.2
2012-01-23,63.85
2012-01-24,63.95
2012-01-25,64.85
2012-01-27,66.75
2012-01-30,65.1
2012-01-31,65.65
2012-02-01,65.9
2012-02-02,66.2
2012-02-03,67.4
2012-02-06,65.45
2012-02-07,66.25
2012-02-08,69.45
2012-02-09,70.65
2012-02-10,72.35
2012-02-13,69.35
2012-02-14,69.2
2012-02-15,70.5
2012-02-16,70.55
2012-02-17,69.55
2012-02-21,69.9
2012-02-22,69.0
2012-02-23,67.05
2012-02-24,67.05
2012-02-27,65.9
2012-02-28,66.6
2012-02-29,66.9
2012-03-01,66.5
2012-03-02,67.25
2012-03-03,67.7
2012-03-05,67.05
2012-03-06,65.7
2012-03-07,65.25
2012-03-09,66.2
2012-03-12,65.1
2012-03-13,65.6
2012-03-14,65.15
2012-03-15,65.7
2012-03-16,65.75
2012-03-19,66.0
2012-03-20,65.7
2012-03-21,66.3
2012-03-22,64.85
2012-03-23,64.0
2012-03-26,64.05
2012-03-27,63.1
2012-03-28,64.35
2012-03-29,63.25
2012-03-30,63.65
2012-04-02,63.75
2012-04-03,63.95
2012-04-04,64.6
2012-04-09,64.3
2012-04-10,65.1
2012-04-11,65.8
2012-04-12,64.3
2012-04-13,64.75
2012-04-16,71.6
2012-04-17,70.9
2012-04-18,72.65
2012-04-19,71.4
2012-04-20,71.5
2012-04-23,73.25
2012-04-24,73.1
2012-04-25,70.6
2012-04-26,69.85
2012-04-27,67.25
2012-04-28,68.5
2012-04-30,70.4
2012-05-02,69.1
2012-05-03,68.5
2012-05-04,67.35
2012-05-07,64.75
2012-05-08,64.5
2012-05-09,63.2
2012-05-10,64.35
2012-05-11,63.1
2012-05-14,64.2
2012-05-15,63.9
2012-05-16,63.3
2012-05-17,64.85
2012-05-18,64.95
2012-05-21,64.5
2012-05-22,63.6
2012-05-23,64.15
2012-05-24,63.9
2012-05-25,64.85
2012-05-28,64.8
2012-05-29,64.1
2012-05-30,64.45
2012-05-31,64.35
2012-06-01,62.55
2012-06-04,62.2
2012-06-05,62.45
2012-06-06,63.5
2012-06-07,63.25
2012-06-08,63.9
2012-06-11,64.05
2012-06-12,64.05
2012-06-13,63.6
2012-06-14,64.15
2012-06-15,63.95
2012-06-18,63.2
2012-06-19,62.6
2012-06-20,63.0
2012-06-21,64.6
2012-06-22,63.9
2012-06-25,64.4
2012-06-26,64.15
2012-06-27,64.05
2012-06-28,64.0
2012-06-29,64.8
2012-07-02,65.0
2012-07-03,65.0
2012-07-04,64.0
2012-07-05,64.95
2012-07-06,65.15
2012-07-09,63.95
2012-07-09,63.95
2012-07-10,64.25
2012-07-11,64.9
2012-07-12,64.75
2012-07-13,64.75
2012-07-16,65.0
2012-07-17,63.7
2012-07-18,64.05
2012-07-19,64.3
2012-07-20,64.05
2012-07-23,64.2
2012-07-24,61.85
2012-07-25,61.5
2012-07-26,60.95
2012-07-27,59.15
2012-07-30,59.6
2012-07-31,59.6
2012-08-01,59.9
2012-08-02,60.45
2012-08-03,59.6
2012-08-06,60.4
2012-08-07,60.1
2012-08-08,60.3
2012-08-09,58.5
2012-08-10,58.1
2012-08-13,58.3
2012-08-14,58.3
2012-08-16,57.9
2012-08-17,56.5
2012-08-21,56.7
2012-08-22,57.1
2012-08-23,58.05
2012-08-24,58.85
2012-08-27,58.95
2012-08-28,58.5
2012-08-29,59.05
2012-08-30,58.95
2012-08-31,57.75
2012-09-03,57.4
2012-09-04,58.0
2012-09-05,58.1
2012-09-06,58.25
2012-09-07,59.0
2012-09-08,58.8
2012-09-10,57.75
2012-09-11,58.55
2012-09-12,58.4
2012-09-13,58.2
2012-09-14,58.5
2012-09-17,58.6
2012-09-18,58.7
2012-09-20,58.55
2012-09-21,58.4
2012-09-24,59.0
2012-09-25,59.1
2012-09-26,58.9
2012-09-27,58.5
2012-09-28,63.5
2012-10-01,64.9
2012-10-03,66.35
2012-10-04,65.85
2012-10-05,65.95
2012-10-08,65.0
2012-10-09,64.1
2012-10-10,63.25
2012-10-11,63.85
2012-10-12,65.0
2012-10-15,65.1
2012-10-16,65.3
2012-10-17,65.0
2012-10-18,65.4
2012-10-19,65.0
2012-10-22,65.0
2012-10-23,65.0
2012-10-25,64.9
2012-10-26,63.7
2012-10-29,62.85
2012-10-30,61.35
2012-10-31,61.75
2012-11-01,60.8
2012-11-02,63.6
2012-11-05,64.7
2012-11-06,63.35
2012-11-07,63.7
2012-11-08,63.15
2012-11-09,63.1
2012-11-12,63.65
2012-11-13,63.85
2012-11-15,64.35
2012-11-16,63.6
2012-11-19,64.85
2012-11-20,64.75
2012-11-21,65.6
2012-11-22,65.75
2012-11-23,62.45
2012-11-26,61.2
2012-11-27,61.6
2012-11-29,63.25
2012-11-30,61.5
2012-12-03,61.6
2012-12-04,61.15
2012-12-05,61.95
2012-12-06,62.25
2012-12-07,61.25
2012-12-10,60.25
2012-12-11,60.9
2012-12-12,60.05
2012-12-13,59.05
2012-12-14,59.4
2012-12-17,59.8
2012-12-18,58.85
2012-12-19,59.0
2012-12-20,59.0
2012-12-21,58.65
2012-12-24,58.3
2012-12-26,58.45
2012-12-27,57.95
2012-12-28,57.8
2012-12-31,58.95
