Date,MOTILALOFS
2012-01-02,78.4
2012-01-03,78.55
2012-01-04,77.15
2012-01-05,78.8
2012-01-06,79.6
2012-01-07,78.6
2012-01-09,81.3
2012-01-10,87.1
2012-01-11,88.05
2012-01-12,88.75
2012-01-13,91.9
2012-01-16,100.8
2012-01-17,99.95
2012-01-18,100.05
2012-01-19,100.5
2012-01-20,100.6
2012-01-23,101.1
2012-01-24,101.0
2012-01-25,104.2
2012-01-27,105.85
2012-01-30,107.1
2012-01-31,109.05
2012-02-01,104.5
2012-02-02,104.65
2012-02-03,105.1
2012-02-06,115.2
2012-02-07,115.1
2012-02-08,114.9
2012-02-09,114.1
2012-02-10,116.1
2012-02-13,116.85
2012-02-14,117.75
2012-02-15,117.7
2012-02-16,118.15
2012-02-17,121.0
2012-02-21,121.05
2012-02-22,124.95
2012-02-23,117.8
2012-02-24,119.1
2012-02-27,113.85
2012-02-28,120.25
2012-02-29,124.05
2012-03-01,121.1
2012-03-02,119.55
2012-03-03,120.2
2012-03-05,115.05
2012-03-06,112.75
2012-03-07,116.0
2012-03-09,115.1
2012-03-12,118.5
2012-03-13,120.4
2012-03-14,122.95
2012-03-15,120.75
2012-03-16,118.8
2012-03-19,120.1
2012-03-20,119.5
2012-03-21,117.0
2012-03-22,116.15
2012-03-23,115.1
2012-03-26,108.95
2012-03-27,107.45
2012-03-28,101.1
2012-03-29,102.15
2012-03-30,102.1
2012-04-02,104.1
2012-04-03,107.35
2012-04-04,108.65
2012-04-09,103.55
2012-04-10,103.0
2012-04-11,99.5
2012-04-12,101.4
2012-04-13,102.0
2012-04-16,109.05
2012-04-17,107.95
2012-04-18,107.35
2012-04-19,105.15
2012-04-20,107.8
2012-04-23,104.75
2012-04-24,105.95
2012-04-25,112.4
2012-04-26,108.85
2012-04-27,107.1
2012-04-28,107.05
2012-04-30,107.35
2012-05-02,105.2
2012-05-03,108.9
2012-05-04,106.25
2012-05-07,102.8
2012-05-08,100.65
2012-05-09,96.45
2012-05-10,98.3
2012-05-11,95.3
2012-05-14,95.55
2012-05-15,92.6
2012-05-16,90.5
2012-05-17,90.95
2012-05-18,86.15
2012-05-21,89.65
2012-05-22,92.85
2012-05-23,93.95
2012-05-24,94.15
2012-05-25,93.55
2012-05-28,92.7
2012-05-29,95.4
2012-05-30,96.05
2012-05-31,94.6
2012-06-01,92.0
2012-06-04,89.9
2012-06-05,90.25
2012-06-06,91.85
2012-06-07,94.9
2012-06-08,96.9
2012-06-11,95.4
2012-06-12,96.75
2012-06-13,98.75
2012-06-14,95.4
2012-06-15,96.05
2012-06-18,96.4
2012-06-19,97.2
2012-06-20,96.7
2012-06-21,103.1
2012-06-22,101.1
2012-06-25,98.75
2012-06-26,99.2
2012-06-27,99.2
2012-06-28,102.75
2012-06-29,100.6
2012-07-02,103.7
2012-07-03,100.65
2012-07-04,101.7
2012-07-05,104.2
2012-07-06,104.0
2012-07-09,103.9
2012-07-09,103.9
2012-07-10,104.35
2012-07-11,100.2
2012-07-12,100.3
2012-07-13,100.2
2012-07-16,98.95
2012-07-17,95.25
2012-07-18,93.7
2012-07-19,94.4
2012-07-20,91.45
2012-07-23,92.2
2012-07-24,93.5
2012-07-25,94.25
2012-07-26,92.7
2012-07-27,93.0
2012-07-30,96.85
2012-07-31,100.95
2012-08-01,99.75
2012-08-02,99.6
2012-08-03,99.55
2012-08-06,98.75
2012-08-07,98.75
2012-08-08,98.5
2012-08-09,93.85
2012-08-10,95.0
2012-08-13,94.6
2012-08-14,97.2
2012-08-16,95.55
2012-08-17,96.6
2012-08-21,100.1
2012-08-22,99.2
2012-08-23,95.75
2012-08-24,94.5
2012-08-27,95.1
2012-08-28,91.35
2012-08-29,93.1
2012-08-30,95.25
2012-08-31,94.85
2012-09-03,93.0
2012-09-04,94.6
2012-09-05,91.9
2012-09-06,90.55
2012-09-07,92.0
2012-09-10,92.0
2012-09-11,92.5
2012-09-12,91.8
2012-09-13,90.75
2012-09-14,95.05
2012-09-17,96.95
2012-09-18,104.8
2012-09-20,105.95
2012-09-21,106.85
2012-09-24,109.9
2012-09-25,113.0
2012-09-26,108.35
2012-09-27,110.0
2012-09-28,110.7
2012-10-01,108.2
2012-10-03,116.5
2012-10-04,119.25
2012-10-05,119.0
2012-10-08,117.0
2012-10-09,119.95
2012-10-10,118.65
2012-10-11,119.05
2012-10-12,118.9
2012-10-15,118.65
2012-10-16,117.85
2012-10-17,117.55
2012-10-18,116.3
2012-10-19,114.9
2012-10-22,112.9
2012-10-23,112.5
2012-10-25,116.65
2012-10-26,116.45
2012-10-29,116.5
2012-10-30,116.35
2012-10-31,116.4
2012-11-01,116.6
2012-11-02,118.45
2012-11-05,118.8
2012-11-06,121.75
2012-11-07,122.05
2012-11-08,121.1
2012-11-09,121.4
2012-11-12,121.9
2012-11-13,121.3
2012-11-15,125.9
2012-11-16,125.75
2012-11-19,123.3
2012-11-20,121.35
2012-11-21,121.95
2012-11-22,120.15
2012-11-23,121.55
2012-11-26,124.8
2012-11-27,124.2
2012-11-29,125.8
2012-11-30,128.45
2012-12-03,127.1
2012-12-04,128.35
2012-12-05,128.5
2012-12-06,129.8
2012-12-07,129.45
2012-12-10,129.05
2012-12-11,126.35
2012-12-12,124.85
2012-12-13,124.3
2012-12-14,125.05
2012-12-17,124.0
2012-12-18,126.5
2012-12-19,126.9
2012-12-20,124.15
2012-12-21,122.55
2012-12-24,120.3
2012-12-26,119.5
2012-12-27,121.45
2012-12-28,119.9
2012-12-31,118.35
