Date,MEGH
2012-01-02,8.0
2012-01-03,8.25
2012-01-04,8.25
2012-01-05,8.15
2012-01-06,8.1
2012-01-07,8.25
2012-01-09,8.2
2012-01-10,8.6
2012-01-11,8.85
2012-01-12,8.5
2012-01-13,8.65
2012-01-16,8.75
2012-01-17,8.9
2012-01-18,8.9
2012-01-19,9.05
2012-01-20,9.0
2012-01-23,8.8
2012-01-24,8.95
2012-01-25,8.95
2012-01-27,8.95
2012-01-30,9.0
2012-01-31,9.0
2012-02-01,9.1
2012-02-02,9.2
2012-02-03,9.35
2012-02-06,9.5
2012-02-07,9.05
2012-02-08,9.05
2012-02-09,9.1
2012-02-10,9.1
2012-02-13,9.15
2012-02-14,9.15
2012-02-15,9.4
2012-02-16,9.45
2012-02-17,9.35
2012-02-21,9.65
2012-02-22,9.05
2012-02-23,8.9
2012-02-24,8.8
2012-02-27,8.5
2012-02-28,8.6
2012-02-29,8.75
2012-03-01,8.7
2012-03-02,8.6
2012-03-03,8.6
2012-03-05,8.5
2012-03-06,8.35
2012-03-07,8.2
2012-03-09,8.15
2012-03-12,8.0
2012-03-13,8.25
2012-03-14,8.35
2012-03-15,8.1
2012-03-16,8.05
2012-03-19,8.0
2012-03-20,8.15
2012-03-21,8.25
2012-03-22,8.3
2012-03-23,8.45
2012-03-26,8.15
2012-03-27,8.0
2012-03-28,7.85
2012-03-29,7.9
2012-03-30,7.9
2012-04-02,8.0
2012-04-03,8.25
2012-04-04,8.05
2012-04-09,8.0
2012-04-10,7.9
2012-04-11,7.95
2012-04-12,7.9
2012-04-13,7.75
2012-04-16,8.15
2012-04-17,7.95
2012-04-18,8.0
2012-04-19,7.85
2012-04-20,8.15
2012-04-23,7.85
2012-04-24,7.65
2012-04-25,7.45
2012-04-26,7.55
2012-04-27,7.5
2012-04-28,7.4
2012-04-30,7.55
2012-05-02,7.6
2012-05-03,7.55
2012-05-04,7.3
2012-05-07,7.5
2012-05-08,7.3
2012-05-09,7.2
2012-05-10,7.1
2012-05-11,7.1
2012-05-14,7.0
2012-05-15,7.0
2012-05-16,7.0
2012-05-17,7.0
2012-05-18,7.0
2012-05-21,7.0
2012-05-22,7.25
2012-05-23,7.1
2012-05-24,7.3
2012-05-25,7.35
2012-05-28,7.2
2012-05-29,7.1
2012-05-30,7.05
2012-05-31,6.95
2012-06-01,6.95
2012-06-04,6.9
2012-06-05,7.0
2012-06-06,7.0
2012-06-07,7.15
2012-06-08,7.0
2012-06-11,7.15
2012-06-12,7.05
2012-06-13,7.15
2012-06-14,7.05
2012-06-15,7.05
2012-06-18,7.15
2012-06-19,7.05
2012-06-20,7.1
2012-06-21,6.9
2012-06-22,6.8
2012-06-25,6.85
2012-06-26,6.7
2012-06-27,6.65
2012-06-28,6.85
2012-06-29,7.0
2012-07-02,8.25
2012-07-03,8.15
2012-07-04,8.1
2012-07-05,8.8
2012-07-06,8.6
2012-07-09,8.35
2012-07-09,8.35
2012-07-10,8.4
2012-07-11,8.25
2012-07-12,8.25
2012-07-13,8.2
2012-07-16,8.6
2012-07-17,8.5
2012-07-18,8.45
2012-07-19,8.3
2012-07-20,8.35
2012-07-23,8.2
2012-07-24,8.35
2012-07-25,8.3
2012-07-26,8.25
2012-07-27,8.3
2012-07-30,8.5
2012-07-31,8.55
2012-08-01,8.55
2012-08-02,8.45
2012-08-03,8.4
2012-08-06,8.5
2012-08-07,8.8
2012-08-08,8.75
2012-08-09,8.7
2012-08-10,8.7
2012-08-13,8.75
2012-08-14,8.75
2012-08-16,8.4
2012-08-17,8.45
2012-08-21,8.45
2012-08-22,8.5
2012-08-23,8.85
2012-08-24,8.7
2012-08-27,8.6
2012-08-28,8.3
2012-08-29,8.15
2012-08-30,8.15
2012-08-31,8.15
2012-09-03,8.25
2012-09-04,8.2
2012-09-05,8.4
2012-09-06,8.45
2012-09-07,8.35
2012-09-08,8.35
2012-09-10,8.4
2012-09-11,8.4
2012-09-12,8.7
2012-09-13,8.45
2012-09-14,8.45
2012-09-17,8.3
2012-09-18,8.3
2012-09-20,8.2
2012-09-21,8.3
2012-09-24,8.3
2012-09-25,8.4
2012-09-26,8.3
2012-09-27,8.25
2012-09-28,8.25
2012-10-01,8.7
2012-10-03,9.1
2012-10-04,9.15
2012-10-05,8.95
2012-10-08,8.9
2012-10-09,8.9
2012-10-10,8.6
2012-10-11,8.8
2012-10-12,8.7
2012-10-15,8.65
2012-10-16,8.55
2012-10-17,8.55
2012-10-18,8.6
2012-10-19,8.7
2012-10-22,8.6
2012-10-23,8.5
2012-10-25,8.55
2012-10-26,8.3
2012-10-29,8.3
2012-10-30,8.2
2012-10-31,8.15
2012-11-01,8.25
2012-11-02,8.35
2012-11-05,8.0
2012-11-06,7.85
2012-11-07,7.95
2012-11-08,7.8
2012-11-09,7.75
2012-11-12,7.9
2012-11-13,8.0
2012-11-15,7.8
2012-11-16,7.75
2012-11-19,7.6
2012-11-20,7.5
2012-11-21,7.4
2012-11-22,7.35
2012-11-23,7.25
2012-11-26,7.2
2012-11-27,7.25
2012-11-29,7.3
2012-11-30,7.55
2012-12-03,7.65
2012-12-04,7.5
2012-12-05,7.45
2012-12-06,7.45
2012-12-07,7.45
2012-12-10,7.25
2012-12-11,7.25
2012-12-12,7.25
2012-12-13,7.6
2012-12-14,7.55
2012-12-17,7.45
2012-12-18,7.4
2012-12-19,7.2
2012-12-20,7.2
2012-12-21,7.15
2012-12-24,7.1
2012-12-26,7.15
2012-12-27,7.1
2012-12-28,7.05
2012-12-31,7.1
