Date,SKFINDIA
2012-01-02,572.5
2012-01-03,585.05
2012-01-04,573.8
2012-01-05,567.45
2012-01-06,565.8
2012-01-07,569.5
2012-01-09,559.35
2012-01-10,570.55
2012-01-11,580.45
2012-01-12,599.6
2012-01-13,629.7
2012-01-16,633.1
2012-01-17,642.4
2012-01-18,639.55
2012-01-19,628.3
2012-01-20,623.45
2012-01-23,614.85
2012-01-24,609.45
2012-01-25,619.2
2012-01-27,614.6
2012-01-30,607.35
2012-01-31,607.35
2012-02-01,620.4
2012-02-02,637.1
2012-02-03,630.4
2012-02-06,622.0
2012-02-07,621.0
2012-02-08,626.6
2012-02-09,636.3
2012-02-10,648.5
2012-02-13,673.05
2012-02-14,675.15
2012-02-15,669.55
2012-02-16,686.7
2012-02-17,683.95
2012-02-21,687.3
2012-02-22,679.15
2012-02-23,663.2
2012-02-24,658.3
2012-02-27,657.75
2012-02-28,654.3
2012-02-29,651.05
2012-03-01,669.25
2012-03-02,659.65
2012-03-03,660.0
2012-03-05,647.25
2012-03-06,650.0
2012-03-07,649.4
2012-03-09,650.1
2012-03-12,644.25
2012-03-13,647.0
2012-03-14,645.2
2012-03-15,658.2
2012-03-16,650.85
2012-03-19,651.55
2012-03-20,646.95
2012-03-21,664.35
2012-03-22,675.0
2012-03-23,669.2
2012-03-26,684.75
2012-03-27,688.5
2012-03-28,674.1
2012-03-29,680.2
2012-03-30,691.25
2012-04-02,710.0
2012-04-03,724.75
2012-04-04,719.7
2012-04-09,706.05
2012-04-10,704.75
2012-04-11,701.2
2012-04-12,697.5
2012-04-13,700.0
2012-04-16,689.5
2012-04-17,703.45
2012-04-18,702.65
2012-04-19,701.5
2012-04-20,699.45
2012-04-23,689.1
2012-04-24,678.2
2012-04-25,667.35
2012-04-26,653.0
2012-04-27,663.7
2012-04-28,663.3
2012-04-30,663.6
2012-05-02,670.55
2012-05-03,672.0
2012-05-04,661.45
2012-05-07,670.15
2012-05-08,660.6
2012-05-09,656.45
2012-05-10,651.85
2012-05-11,659.35
2012-05-14,650.75
2012-05-15,650.45
2012-05-16,659.85
2012-05-17,665.55
2012-05-18,661.5
2012-05-21,663.85
2012-05-22,670.9
2012-05-23,666.45
2012-05-24,652.05
2012-05-25,651.55
2012-05-28,647.25
2012-05-29,641.8
2012-05-30,635.7
2012-05-31,639.85
2012-06-01,626.8
2012-06-04,611.05
2012-06-05,609.7
2012-06-06,615.9
2012-06-07,623.9
2012-06-08,620.35
2012-06-11,624.45
2012-06-12,620.35
2012-06-13,620.95
2012-06-14,618.0
2012-06-15,618.85
2012-06-18,616.1
2012-06-19,614.2
2012-06-20,617.55
2012-06-21,620.8
2012-06-22,625.1
2012-06-25,620.95
2012-06-26,622.25
2012-06-27,617.0
2012-06-28,609.45
2012-06-29,614.95
2012-07-02,614.8
2012-07-03,621.95
2012-07-04,619.3
2012-07-05,623.5
2012-07-06,612.9
2012-07-09,612.75
2012-07-10,623.0
2012-07-11,625.05
2012-07-12,632.15
2012-07-13,636.85
2012-07-16,642.3
2012-07-17,635.15
2012-07-18,624.95
2012-07-19,630.1
2012-07-20,629.95
2012-07-23,622.5
2012-07-24,619.1
2012-07-25,610.2
2012-07-26,610.0
2012-07-27,599.35
2012-07-30,597.05
2012-07-31,609.9
2012-08-01,613.85
2012-08-02,625.65
2012-08-03,619.0
2012-08-06,628.35
2012-08-07,622.9
2012-08-08,620.45
2012-08-09,619.95
2012-08-10,621.3
2012-08-13,609.0
2012-08-14,611.6
2012-08-16,615.45
2012-08-17,620.0
2012-08-21,615.8
2012-08-22,599.15
2012-08-23,605.2
2012-08-24,607.95
2012-08-27,608.95
2012-08-28,611.0
2012-08-29,611.15
2012-08-30,611.25
2012-08-31,610.2
2012-09-03,606.05
2012-09-04,608.7
2012-09-05,611.6
2012-09-06,613.95
2012-09-07,616.1
2012-09-08,612.7
2012-09-10,621.4
2012-09-11,620.0
2012-09-12,635.65
2012-09-13,651.9
2012-09-14,645.3
2012-09-17,639.05
2012-09-18,631.95
2012-09-20,627.3
2012-09-21,634.2
2012-09-24,632.0
2012-09-25,635.3
2012-09-26,650.1
2012-09-27,649.2
2012-09-28,667.9
2012-10-01,683.2
2012-10-03,679.15
2012-10-04,672.7
2012-10-05,667.85
2012-10-08,662.8
2012-10-09,662.8
2012-10-10,662.0
2012-10-11,662.85
2012-10-12,671.05
2012-10-15,671.6
2012-10-16,670.0
2012-10-17,667.3
2012-10-18,678.5
2012-10-19,675.7
2012-10-22,674.55
2012-10-23,667.5
2012-10-25,652.75
2012-10-26,652.8
2012-10-29,652.0
2012-10-30,645.35
2012-10-31,647.75
2012-11-01,638.35
2012-11-02,642.85
2012-11-05,633.0
2012-11-06,629.25
2012-11-07,624.2
2012-11-08,620.9
2012-11-09,624.45
2012-11-12,625.15
2012-11-13,629.25
2012-11-15,626.6
2012-11-16,622.5
2012-11-19,603.9
2012-11-20,593.8
2012-11-21,600.0
2012-11-22,599.6
2012-11-23,603.0
2012-11-26,610.1
2012-11-27,634.0
2012-11-29,631.95
2012-11-30,637.95
2012-12-03,637.95
2012-12-04,644.75
2012-12-05,642.9
2012-12-06,645.05
2012-12-07,640.05
2012-12-10,640.5
2012-12-11,640.05
2012-12-12,638.45
2012-12-13,638.45
2012-12-14,639.1
2012-12-17,640.9
2012-12-18,640.65
2012-12-19,640.5
2012-12-20,634.65
2012-12-21,630.7
2012-12-24,628.8
2012-12-26,626.8
2012-12-27,625.15
2012-12-28,627.8
2012-12-31,639.9
