Date,SANGHVIFOR
2012-01-02,22.25
2012-01-03,22.6
2012-01-04,23.2
2012-01-05,23.3
2012-01-06,23.7
2012-01-07,23.5
2012-01-09,23.75
2012-01-10,24.85
2012-01-11,26.35
2012-01-12,26.0
2012-01-13,26.7
2012-01-16,27.0
2012-01-17,26.65
2012-01-18,26.3
2012-01-19,27.3
2012-01-20,27.2
2012-01-23,26.95
2012-01-24,27.0
2012-01-25,26.9
2012-01-27,29.85
2012-01-30,28.0
2012-01-31,28.7
2012-02-01,28.65
2012-02-02,28.0
2012-02-03,33.55
2012-02-06,33.5
2012-02-07,31.6
2012-02-08,30.65
2012-02-09,30.6
2012-02-10,30.45
2012-02-13,35.25
2012-02-14,36.0
2012-02-15,35.85
2012-02-16,35.55
2012-02-17,35.0
2012-02-21,41.55
2012-02-22,42.9
2012-02-23,44.2
2012-02-24,44.25
2012-02-27,44.85
2012-02-28,44.1
2012-02-29,48.8
2012-03-01,48.1
2012-03-02,46.65
2012-03-03,46.95
2012-03-05,46.4
2012-03-06,47.5
2012-03-07,52.4
2012-03-09,54.4
2012-03-12,55.1
2012-03-13,57.45
2012-03-14,53.95
2012-03-15,52.25
2012-03-16,52.1
2012-03-19,52.0
2012-03-20,53.4
2012-03-21,53.8
2012-03-22,51.5
2012-03-23,49.95
2012-03-26,49.05
2012-03-27,47.5
2012-03-28,48.0
2012-03-29,49.9
2012-03-30,49.9
2012-04-02,49.2
2012-04-03,59.0
2012-04-04,64.3
2012-04-09,65.45
2012-04-10,65.25
2012-04-11,63.1
2012-04-12,64.2
2012-04-13,67.1
2012-04-16,70.95
2012-04-17,73.0
2012-04-18,74.55
2012-04-19,73.95
2012-04-20,70.3
2012-04-23,71.5
2012-04-24,71.85
2012-04-25,70.1
2012-04-26,69.4
2012-04-27,70.85
2012-04-28,70.0
2012-04-30,71.2
2012-05-02,70.6
2012-05-03,71.0
2012-05-04,70.2
2012-05-07,69.15
2012-05-08,80.85
2012-05-09,78.55
2012-05-10,78.05
2012-05-11,74.4
2012-05-14,73.7
2012-05-15,73.65
2012-05-16,70.2
2012-05-17,70.2
2012-05-18,69.5
2012-05-21,70.4
2012-05-22,69.3
2012-05-23,68.75
2012-05-24,68.05
2012-05-25,70.0
2012-05-28,73.7
2012-05-29,76.85
2012-05-30,71.65
2012-05-31,70.15
2012-06-01,70.05
2012-06-04,68.9
2012-06-05,67.65
2012-06-06,68.9
2012-06-07,69.1
2012-06-08,68.7
2012-06-11,68.95
2012-06-12,68.05
2012-06-13,67.9
2012-06-14,67.85
2012-06-15,67.0
2012-06-18,67.45
2012-06-19,67.95
2012-06-20,66.9
2012-06-21,75.7
2012-06-22,74.05
2012-06-25,73.4
2012-06-26,70.3
2012-06-27,70.3
2012-06-28,79.45
2012-06-29,78.15
2012-07-02,76.85
2012-07-03,77.55
2012-07-04,83.8
2012-07-05,89.45
2012-07-06,87.15
2012-07-09,84.85
2012-07-10,82.85
2012-07-11,80.5
2012-07-12,79.2
2012-07-13,77.75
2012-07-16,76.25
2012-07-17,71.75
2012-07-18,69.95
2012-07-19,67.75
2012-07-20,64.85
2012-07-23,63.0
2012-07-24,62.0
2012-07-25,62.1
2012-07-26,61.15
2012-07-27,60.55
2012-07-30,59.95
2012-07-31,58.4
2012-08-01,70.05
2012-08-02,65.3
2012-08-03,60.35
2012-08-06,50.85
2012-08-07,48.45
2012-08-08,45.15
2012-08-09,43.2
2012-08-10,42.95
2012-08-13,42.2
2012-08-14,41.7
2012-08-16,40.05
2012-08-17,43.55
2012-08-21,41.85
2012-08-22,41.1
2012-08-23,40.15
2012-08-24,39.05
2012-08-27,37.55
2012-08-28,35.4
2012-08-29,33.9
2012-08-30,33.45
2012-08-31,32.2
2012-09-03,32.7
2012-09-04,33.0
2012-09-05,34.55
2012-09-06,38.0
2012-09-07,41.8
2012-09-08,43.85
2012-09-10,46.0
2012-09-11,48.3
2012-09-12,50.7
2012-09-13,48.2
2012-09-14,45.8
2012-09-17,43.55
2012-09-18,41.4
2012-09-20,43.45
2012-09-21,45.6
2012-09-24,44.6
2012-09-25,44.25
2012-09-26,43.25
2012-09-27,42.7
2012-09-28,42.35
2012-10-01,42.75
2012-10-03,42.05
2012-10-04,42.3
2012-10-05,42.4
2012-10-08,42.25
2012-10-09,41.9
2012-10-10,40.3
2012-10-11,39.5
2012-10-12,38.9
2012-10-15,39.35
2012-10-16,39.65
2012-10-17,38.95
2012-10-18,39.05
2012-10-19,38.55
2012-10-22,38.45
2012-10-23,38.2
2012-10-25,40.1
2012-10-26,39.1
2012-10-29,38.4
2012-10-30,37.8
2012-10-31,36.9
2012-11-01,37.6
2012-11-02,39.45
2012-11-05,41.4
2012-11-06,41.85
2012-11-07,42.0
2012-11-08,42.0
2012-11-09,40.85
2012-11-12,39.5
2012-11-13,40.55
2012-11-15,40.2
2012-11-16,39.1
2012-11-19,38.2
2012-11-20,37.2
2012-11-21,38.25
2012-11-22,37.25
2012-11-23,37.15
2012-11-26,38.0
2012-11-27,37.55
2012-11-29,37.75
2012-11-30,37.6
2012-12-03,37.45
2012-12-04,37.85
2012-12-05,37.8
2012-12-06,37.65
2012-12-07,37.8
2012-12-10,38.35
2012-12-11,37.8
2012-12-12,38.25
2012-12-13,38.15
2012-12-14,37.55
2012-12-17,36.7
2012-12-18,36.65
2012-12-19,36.85
2012-12-20,36.7
2012-12-21,36.3
2012-12-24,36.0
2012-12-26,34.8
2012-12-27,34.05
2012-12-28,34.3
2012-12-31,33.4
