Date,20MICRONS
2012-01-02,62.5
2012-01-03,62.1
2012-01-04,61.7
2012-01-05,62.25
2012-01-06,62.0
2012-01-07,62.2
2012-01-09,62.0
2012-01-10,62.95
2012-01-11,62.75
2012-01-12,62.2
2012-01-13,62.8
2012-01-16,61.8
2012-01-17,62.25
2012-01-18,62.2
2012-01-19,64.5
2012-01-20,62.95
2012-01-23,66.0
2012-01-24,65.55
2012-01-25,63.9
2012-01-27,63.25
2012-01-30,64.2
2012-01-31,64.1
2012-02-01,63.7
2012-02-02,64.65
2012-02-03,74.4
2012-02-06,75.45
2012-02-07,74.95
2012-02-08,74.2
2012-02-09,76.9
2012-02-10,75.45
2012-02-13,75.55
2012-02-14,77.0
2012-02-15,76.35
2012-02-16,76.2
2012-02-17,77.3
2012-02-21,76.05
2012-02-22,76.75
2012-02-23,76.75
2012-02-24,77.5
2012-02-27,76.9
2012-02-28,77.0
2012-02-29,77.55
2012-03-01,79.05
2012-03-02,84.95
2012-03-03,86.05
2012-03-05,85.1
2012-03-06,82.25
2012-03-07,84.45
2012-03-09,82.95
2012-03-12,81.65
2012-03-13,81.75
2012-03-14,81.15
2012-03-15,80.85
2012-03-16,81.25
2012-03-19,81.75
2012-03-20,82.85
2012-03-21,82.95
2012-03-22,81.35
2012-03-23,81.6
2012-03-26,81.4
2012-03-27,80.85
2012-03-28,80.25
2012-03-29,80.1
2012-03-30,80.3
2012-04-02,83.85
2012-04-03,83.75
2012-04-04,81.75
2012-04-09,81.55
2012-04-10,83.05
2012-04-11,81.75
2012-04-12,81.6
2012-04-13,81.85
2012-04-16,80.7
2012-04-17,82.2
2012-04-18,82.85
2012-04-19,83.0
2012-04-20,82.05
2012-04-23,80.35
2012-04-24,90.3
2012-04-25,88.1
2012-04-26,89.1
2012-04-27,91.5
2012-04-28,90.7
2012-04-30,89.85
2012-05-02,88.3
2012-05-03,89.5
2012-05-04,87.55
2012-05-07,86.65
2012-05-08,85.7
2012-05-09,84.8
2012-05-10,88.4
2012-05-11,89.3
2012-05-14,87.25
2012-05-15,87.4
2012-05-16,85.25
2012-05-17,85.25
2012-05-18,84.35
2012-05-21,84.5
2012-05-22,84.55
2012-05-23,88.0
2012-05-24,92.2
2012-05-25,91.45
2012-05-28,93.1
2012-05-29,92.0
2012-05-30,90.25
2012-05-31,90.3
2012-06-01,89.6
2012-06-04,89.85
2012-06-05,89.1
2012-06-06,89.35
2012-06-07,87.3
2012-06-08,89.95
2012-06-11,89.75
2012-06-12,88.8
2012-06-13,87.95
2012-06-14,87.8
2012-06-15,86.9
2012-06-18,87.2
2012-06-19,85.05
2012-06-20,84.7
2012-06-21,86.35
2012-06-22,85.2
2012-06-25,86.6
2012-06-26,86.25
2012-06-27,85.8
2012-06-28,85.7
2012-06-29,85.8
2012-07-02,86.25
2012-07-03,87.05
2012-07-04,87.7
2012-07-05,87.95
2012-07-06,86.4
2012-07-09,86.8
2012-07-09,86.8
2012-07-10,84.45
2012-07-11,94.5
2012-07-12,92.35
2012-07-13,91.8
2012-07-16,91.15
2012-07-17,91.95
2012-07-18,94.9
2012-07-19,96.35
2012-07-20,95.5
2012-07-23,96.7
2012-07-24,96.55
2012-07-25,96.95
2012-07-26,96.15
2012-07-27,96.2
2012-07-30,97.7
2012-07-31,97.05
2012-08-01,96.95
2012-08-02,96.85
2012-08-03,99.5
2012-08-06,115.1
2012-08-07,113.4
2012-08-08,113.9
2012-08-09,116.4
2012-08-10,113.55
2012-08-13,118.9
2012-08-14,118.1
2012-08-16,116.6
2012-08-17,116.2
2012-08-21,117.85
2012-08-22,116.35
2012-08-23,116.1
2012-08-24,116.25
2012-08-27,118.4
2012-08-28,120.05
2012-08-29,120.85
2012-08-30,120.55
2012-08-31,118.45
2012-09-03,116.15
2012-09-04,118.7
2012-09-05,118.75
2012-09-06,118.75
2012-09-07,119.15
2012-09-08,118.8
2012-09-10,119.55
2012-09-11,119.9
2012-09-12,120.85
2012-09-13,120.45
2012-09-14,125.5
2012-09-17,139.75
2012-09-18,142.6
2012-09-20,138.2
2012-09-21,136.5
2012-09-24,131.8
2012-09-25,123.05
2012-09-26,108.85
2012-09-27,107.25
2012-09-28,111.4
2012-10-01,119.75
2012-10-03,123.05
2012-10-04,122.1
2012-10-05,118.8
2012-10-08,122.35
2012-10-09,117.65
2012-10-10,120.3
2012-10-11,117.75
2012-10-12,117.2
2012-10-15,115.15
2012-10-16,114.5
2012-10-17,112.65
2012-10-18,111.85
2012-10-19,111.3
2012-10-22,110.25
2012-10-23,110.7
2012-10-25,109.9
2012-10-26,106.55
2012-10-29,110.25
2012-10-30,113.3
2012-10-31,114.45
2012-11-01,125.6
2012-11-02,148.05
2012-11-05,163.9
2012-11-06,159.7
2012-11-07,151.05
2012-11-08,159.65
2012-11-09,163.05
2012-11-12,155.25
2012-11-13,151.5
2012-11-15,144.25
2012-11-16,137.6
2012-11-19,151.3
2012-11-20,146.9
2012-11-21,134.65
2012-11-22,130.35
2012-11-23,129.05
2012-11-26,141.55
2012-11-27,141.05
2012-11-29,137.3
2012-11-30,137.35
2012-12-03,137.25
2012-12-04,140.1
2012-12-05,139.1
2012-12-06,136.5
2012-12-07,135.7
2012-12-10,136.15
2012-12-11,136.7
2012-12-12,139.1
2012-12-13,137.95
2012-12-14,141.05
2012-12-17,149.1
2012-12-18,153.6
2012-12-19,151.3
2012-12-20,151.4
2012-12-21,148.8
2012-12-24,150.45
2012-12-26,145.6
2012-12-27,144.2
2012-12-28,142.7
2012-12-31,156.95
