Date,BANKBARODA
2012-01-02,668.2
2012-01-03,700.25
2012-01-04,701.05
2012-01-05,694.6
2012-01-06,702.25
2012-01-07,700.4
2012-01-09,695.85
2012-01-10,714.4
2012-01-11,720.4
2012-01-12,728.2
2012-01-13,727.0
2012-01-16,731.85
2012-01-17,758.6
2012-01-18,743.5
2012-01-19,742.95
2012-01-20,779.9
2012-01-23,777.95
2012-01-24,799.6
2012-01-25,788.8
2012-01-27,760.25
2012-01-30,740.55
2012-01-31,753.75
2012-02-01,755.5
2012-02-02,755.1
2012-02-03,762.2
2012-02-06,786.05
2012-02-07,783.8
2012-02-08,801.65
2012-02-09,805.8
2012-02-10,824.7
2012-02-13,820.7
2012-02-14,830.4
2012-02-15,852.75
2012-02-16,863.55
2012-02-17,863.5
2012-02-21,867.75
2012-02-22,817.7
2012-02-23,808.4
2012-02-24,795.5
2012-02-27,760.35
2012-02-28,810.3
2012-02-29,804.4
2012-03-01,822.8
2012-03-02,824.9
2012-03-03,820.55
2012-03-05,818.0
2012-03-06,804.75
2012-03-07,790.2
2012-03-09,811.9
2012-03-12,828.35
2012-03-13,820.25
2012-03-14,845.85
2012-03-15,841.05
2012-03-16,809.0
2012-03-19,791.3
2012-03-20,792.3
2012-03-21,815.7
2012-03-22,785.7
2012-03-23,803.15
2012-03-26,789.5
2012-03-27,793.4
2012-03-28,785.2
2012-03-29,769.35
2012-03-30,796.15
2012-04-02,794.95
2012-04-03,804.25
2012-04-04,801.25
2012-04-09,793.6
2012-04-10,783.25
2012-04-11,785.0
2012-04-12,799.7
2012-04-13,787.1
2012-04-16,790.35
2012-04-17,789.75
2012-04-18,787.55
2012-04-19,775.5
2012-04-20,759.95
2012-04-23,744.55
2012-04-24,758.6
2012-04-25,765.55
2012-04-26,766.2
2012-04-27,760.25
2012-04-28,760.5
2012-04-30,769.9
2012-05-02,758.2
2012-05-03,731.45
2012-05-04,686.95
2012-05-07,679.9
2012-05-08,658.95
2012-05-09,641.45
2012-05-10,641.8
2012-05-11,648.8
2012-05-14,624.7
2012-05-15,632.8
2012-05-16,641.05
2012-05-17,643.05
2012-05-18,639.9
2012-05-21,666.35
2012-05-22,670.55
2012-05-23,657.15
2012-05-24,684.15
2012-05-25,672.3
2012-05-28,688.6
2012-05-29,695.05
2012-05-30,689.25
2012-05-31,688.75
2012-06-01,658.2
2012-06-04,679.1
2012-06-05,693.1
2012-06-06,719.9
2012-06-07,720.05
2012-06-08,724.3
2012-06-11,714.15
2012-06-12,728.65
2012-06-13,719.6
2012-06-14,694.1
2012-06-15,702.85
2012-06-18,677.8
2012-06-19,669.6
2012-06-20,680.6
2012-06-21,699.2
2012-06-22,708.65
2012-06-25,698.4
2012-06-26,707.75
2012-06-27,717.35
2012-06-28,721.25
2012-06-29,732.9
2012-07-02,728.15
2012-07-03,724.2
2012-07-04,731.65
2012-07-05,733.0
2012-07-06,726.8
2012-07-09,710.15
2012-07-09,710.15
2012-07-10,730.05
2012-07-11,735.65
2012-07-12,720.75
2012-07-13,718.9
2012-07-16,726.6
2012-07-17,730.25
2012-07-18,715.85
2012-07-19,695.6
2012-07-20,696.35
2012-07-23,680.8
2012-07-24,687.1
2012-07-25,677.85
2012-07-26,665.9
2012-07-27,649.8
2012-07-30,672.4
2012-07-31,656.1
2012-08-01,664.25
2012-08-02,656.8
2012-08-03,650.3
2012-08-06,653.8
2012-08-07,658.55
2012-08-08,659.1
2012-08-09,645.45
2012-08-10,627.15
2012-08-13,628.05
2012-08-14,638.6
2012-08-16,642.65
2012-08-17,636.7
2012-08-21,636.85
2012-08-22,645.2
2012-08-23,646.25
2012-08-24,644.1
2012-08-27,624.85
2012-08-28,626.45
2012-08-29,624.3
2012-08-30,635.35
2012-08-31,631.85
2012-09-03,627.35
2012-09-04,629.4
2012-09-05,612.6
2012-09-06,609.55
2012-09-07,629.45
2012-09-08,633.1
2012-09-10,633.75
2012-09-11,646.35
2012-09-12,643.9
2012-09-13,639.25
2012-09-14,680.8
2012-09-17,726.05
2012-09-18,745.55
2012-09-20,747.55
2012-09-21,780.3
2012-09-24,772.0
2012-09-25,779.6
2012-09-26,775.65
2012-09-27,778.05
2012-09-28,797.8
2012-10-01,784.65
2012-10-03,780.4
2012-10-04,793.6
2012-10-05,794.4
2012-10-08,770.85
2012-10-09,772.8
2012-10-10,766.2
2012-10-11,788.65
2012-10-12,777.25
2012-10-15,779.7
2012-10-16,767.0
2012-10-17,770.35
2012-10-18,800.0
2012-10-19,796.85
2012-10-22,784.45
2012-10-23,783.9
2012-10-25,769.25
2012-10-26,763.45
2012-10-29,754.25
2012-10-30,718.5
2012-10-31,725.65
2012-11-01,734.05
2012-11-02,743.15
2012-11-05,744.8
2012-11-06,754.2
2012-11-07,778.2
2012-11-08,767.4
2012-11-09,756.85
2012-11-12,760.65
2012-11-13,756.0
2012-11-15,752.55
2012-11-16,735.6
2012-11-19,728.65
2012-11-20,723.5
2012-11-21,731.2
2012-11-22,733.95
2012-11-23,727.8
2012-11-26,723.5
2012-11-27,729.85
2012-11-29,739.05
2012-11-30,762.6
2012-12-03,758.1
2012-12-04,771.5
2012-12-05,782.4
2012-12-06,791.3
2012-12-07,798.2
2012-12-10,828.15
2012-12-11,825.6
2012-12-12,819.5
2012-12-13,816.6
2012-12-14,841.45
2012-12-17,841.3
2012-12-18,849.85
2012-12-19,861.35
2012-12-20,859.15
2012-12-21,843.6
2012-12-24,849.15
2012-12-26,855.65
2012-12-27,859.6
2012-12-28,857.65
2012-12-31,866.45
