Date,SWARAJENG
2012-01-02,401.85
2012-01-03,404.85
2012-01-04,405.9
2012-01-05,409.9
2012-01-06,410.35
2012-01-07,410.0
2012-01-09,410.75
2012-01-10,409.75
2012-01-11,414.35
2012-01-12,413.2
2012-01-13,415.1
2012-01-16,415.1
2012-01-17,415.2
2012-01-18,410.0
2012-01-19,410.75
2012-01-20,410.0
2012-01-23,411.5
2012-01-24,410.05
2012-01-25,418.7
2012-01-27,430.3
2012-01-30,428.05
2012-01-31,432.75
2012-02-01,426.0
2012-02-02,427.05
2012-02-03,427.65
2012-02-06,429.7
2012-02-07,442.4
2012-02-08,438.8
2012-02-09,449.95
2012-02-10,439.3
2012-02-13,440.25
2012-02-14,440.0
2012-02-15,446.45
2012-02-16,440.15
2012-02-17,444.4
2012-02-21,440.25
2012-02-22,436.2
2012-02-23,438.55
2012-02-24,437.1
2012-02-27,429.9
2012-02-28,425.45
2012-02-29,425.25
2012-03-01,433.4
2012-03-02,429.1
2012-03-03,430.0
2012-03-05,424.1
2012-03-06,426.75
2012-03-07,413.4
2012-03-09,417.85
2012-03-12,417.8
2012-03-13,409.6
2012-03-14,407.8
2012-03-15,407.85
2012-03-16,407.1
2012-03-19,407.1
2012-03-20,405.75
2012-03-21,410.35
2012-03-22,404.5
2012-03-23,398.25
2012-03-26,382.55
2012-03-27,395.0
2012-03-28,402.45
2012-03-29,400.2
2012-03-30,406.85
2012-04-02,405.4
2012-04-03,404.6
2012-04-04,410.2
2012-04-09,398.35
2012-04-10,397.45
2012-04-11,393.85
2012-04-12,394.35
2012-04-13,393.6
2012-04-16,394.9
2012-04-17,393.6
2012-04-18,395.2
2012-04-19,395.0
2012-04-20,393.35
2012-04-23,391.8
2012-04-24,394.9
2012-04-25,389.25
2012-04-26,407.8
2012-04-27,405.1
2012-04-28,418.9
2012-04-30,417.2
2012-05-02,415.3
2012-05-03,412.9
2012-05-04,406.65
2012-05-07,406.35
2012-05-08,407.25
2012-05-09,408.3
2012-05-10,412.25
2012-05-11,407.1
2012-05-14,410.0
2012-05-15,412.05
2012-05-16,410.3
2012-05-17,406.6
2012-05-18,410.6
2012-05-21,408.65
2012-05-22,407.95
2012-05-23,408.2
2012-05-24,400.2
2012-05-25,407.0
2012-05-28,406.5
2012-05-29,407.8
2012-05-30,402.85
2012-05-31,403.0
2012-06-01,403.75
2012-06-04,396.3
2012-06-05,403.5
2012-06-06,400.8
2012-06-07,406.25
2012-06-08,405.95
2012-06-11,403.1
2012-06-12,405.0
2012-06-13,399.55
2012-06-14,403.45
2012-06-15,399.0
2012-06-18,399.25
2012-06-19,400.5
2012-06-20,400.55
2012-06-21,420.5
2012-06-22,409.75
2012-06-25,417.75
2012-06-26,410.0
2012-06-27,410.45
2012-06-28,404.85
2012-06-29,409.3
2012-07-02,416.15
2012-07-03,420.6
2012-07-04,431.05
2012-07-05,439.15
2012-07-06,449.25
2012-07-09,444.6
2012-07-10,442.8
2012-07-11,447.2
2012-07-12,429.0
2012-07-13,429.8
2012-07-16,425.1
2012-07-17,409.0
2012-07-18,402.7
2012-07-19,410.0
2012-07-20,412.75
2012-07-23,414.7
2012-07-24,411.95
2012-07-25,421.4
2012-07-26,413.6
2012-07-27,409.95
2012-07-30,408.65
2012-07-31,411.1
2012-08-01,401.05
2012-08-02,396.45
2012-08-03,395.2
2012-08-06,391.8
2012-08-07,402.3
2012-08-08,397.15
2012-08-09,398.7
2012-08-10,400.95
2012-08-13,405.25
2012-08-14,406.0
2012-08-16,401.6
2012-08-17,395.2
2012-08-21,397.35
2012-08-22,397.0
2012-08-23,395.9
2012-08-24,398.0
2012-08-27,405.15
2012-08-28,398.6
2012-08-29,399.85
2012-08-30,405.9
2012-08-31,404.4
2012-09-03,405.05
2012-09-04,403.0
2012-09-05,400.4
2012-09-06,401.75
2012-09-07,407.0
2012-09-08,403.05
2012-09-10,405.1
2012-09-11,409.9
2012-09-12,429.35
2012-09-13,415.8
2012-09-14,416.8
2012-09-17,415.95
2012-09-18,418.35
2012-09-20,417.65
2012-09-21,416.1
2012-09-24,418.85
2012-09-25,424.8
2012-09-26,419.0
2012-09-27,417.55
2012-09-28,422.8
2012-10-01,420.2
2012-10-03,418.55
2012-10-04,419.9
2012-10-05,417.9
2012-10-08,419.25
2012-10-09,416.05
2012-10-10,415.95
2012-10-11,413.8
2012-10-12,417.35
2012-10-15,419.35
2012-10-16,419.9
2012-10-17,434.7
2012-10-18,432.65
2012-10-19,428.1
2012-10-22,432.2
2012-10-23,430.8
2012-10-25,427.35
2012-10-26,440.4
2012-10-29,440.4
2012-10-30,429.85
2012-10-31,429.35
2012-11-01,426.9
2012-11-02,427.8
2012-11-05,424.45
2012-11-06,427.4
2012-11-07,429.95
2012-11-08,426.35
2012-11-09,428.85
2012-11-12,430.6
2012-11-13,446.6
2012-11-15,444.85
2012-11-16,439.85
2012-11-19,431.2
2012-11-20,421.45
2012-11-21,429.85
2012-11-22,430.05
2012-11-23,431.9
2012-11-26,432.8
2012-11-27,430.25
2012-11-29,432.6
2012-11-30,431.2
2012-12-03,446.2
2012-12-04,453.7
2012-12-05,452.85
2012-12-06,480.8
2012-12-07,500.05
2012-12-10,511.4
2012-12-11,502.1
2012-12-12,498.2
2012-12-13,491.25
2012-12-14,487.4
2012-12-17,483.35
2012-12-18,476.75
2012-12-19,488.35
2012-12-20,485.85
2012-12-21,484.85
2012-12-24,484.95
2012-12-26,482.15
2012-12-27,480.1
2012-12-28,478.35
2012-12-31,486.3
