Date,BAJAJHIND
2012-01-02,23.85
2012-01-03,25.15
2012-01-04,24.65
2012-01-05,24.5
2012-01-06,26.0
2012-01-07,26.5
2012-01-09,28.2
2012-01-10,28.55
2012-01-11,28.65
2012-01-12,30.45
2012-01-13,30.75
2012-01-16,30.45
2012-01-17,29.65
2012-01-18,29.05
2012-01-19,30.55
2012-01-20,30.5
2012-01-23,30.75
2012-01-24,31.0
2012-01-25,33.5
2012-01-27,34.85
2012-01-30,33.65
2012-01-31,34.75
2012-02-01,35.6
2012-02-02,35.05
2012-02-03,35.65
2012-02-06,35.45
2012-02-07,35.05
2012-02-08,35.55
2012-02-09,35.85
2012-02-10,34.4
2012-02-13,34.5
2012-02-14,34.85
2012-02-15,35.9
2012-02-16,36.0
2012-02-17,35.75
2012-02-21,36.4
2012-02-22,34.45
2012-02-23,34.35
2012-02-24,33.45
2012-02-27,31.45
2012-02-28,33.2
2012-02-29,33.65
2012-03-01,33.8
2012-03-02,34.4
2012-03-03,35.15
2012-03-05,36.25
2012-03-06,33.4
2012-03-07,33.95
2012-03-09,34.95
2012-03-12,34.5
2012-03-13,34.9
2012-03-14,34.35
2012-03-15,33.8
2012-03-16,32.7
2012-03-19,30.9
2012-03-20,31.05
2012-03-21,32.75
2012-03-22,30.5
2012-03-23,31.2
2012-03-26,30.9
2012-03-27,31.45
2012-03-28,30.3
2012-03-29,29.3
2012-03-30,31.1
2012-04-02,31.15
2012-04-03,31.25
2012-04-04,31.7
2012-04-09,30.7
2012-04-10,31.3
2012-04-11,30.85
2012-04-12,31.85
2012-04-13,30.95
2012-04-16,31.6
2012-04-17,31.95
2012-04-18,31.95
2012-04-19,31.7
2012-04-20,30.5
2012-04-23,29.5
2012-04-24,29.35
2012-04-25,29.3
2012-04-26,28.9
2012-04-27,29.5
2012-04-28,29.85
2012-04-30,30.3
2012-05-02,30.05
2012-05-03,30.4
2012-05-04,29.25
2012-05-07,29.25
2012-05-08,28.35
2012-05-09,27.1
2012-05-10,27.45
2012-05-11,27.0
2012-05-14,26.4
2012-05-15,26.85
2012-05-16,26.0
2012-05-17,26.35
2012-05-18,26.95
2012-05-21,26.8
2012-05-22,26.55
2012-05-23,25.95
2012-05-24,26.3
2012-05-25,26.55
2012-05-28,26.85
2012-05-29,26.85
2012-05-30,25.9
2012-05-31,25.5
2012-06-01,25.0
2012-06-04,25.45
2012-06-05,25.35
2012-06-06,25.95
2012-06-07,27.4
2012-06-08,28.15
2012-06-11,27.65
2012-06-12,27.8
2012-06-13,27.8
2012-06-14,27.05
2012-06-15,28.05
2012-06-18,27.25
2012-06-19,27.4
2012-06-20,27.75
2012-06-21,28.0
2012-06-22,28.35
2012-06-25,28.5
2012-06-26,28.3
2012-06-27,28.65
2012-06-28,28.8
2012-06-29,29.65
2012-07-02,30.95
2012-07-03,32.5
2012-07-04,32.3
2012-07-05,33.3
2012-07-06,33.5
2012-07-09,32.9
2012-07-09,32.9
2012-07-10,33.3
2012-07-11,32.9
2012-07-12,33.35
2012-07-13,33.8
2012-07-16,34.05
2012-07-17,32.25
2012-07-18,32.9
2012-07-19,32.8
2012-07-20,32.45
2012-07-23,33.3
2012-07-24,35.1
2012-07-25,33.6
2012-07-26,31.05
2012-07-27,29.15
2012-07-30,31.0
2012-07-31,30.4
2012-08-01,31.9
2012-08-02,32.2
2012-08-03,33.35
2012-08-06,34.5
2012-08-07,33.5
2012-08-08,33.0
2012-08-09,33.1
2012-08-10,33.4
2012-08-13,33.4
2012-08-14,32.55
2012-08-16,32.05
2012-08-17,32.8
2012-08-21,32.75
2012-08-22,31.65
2012-08-23,31.3
2012-08-24,31.45
2012-08-27,30.05
2012-08-28,29.45
2012-08-29,29.35
2012-08-30,28.7
2012-08-31,29.35
2012-09-03,30.55
2012-09-04,30.75
2012-09-05,30.3
2012-09-06,30.0
2012-09-07,29.75
2012-09-08,30.0
2012-09-10,30.85
2012-09-11,31.0
2012-09-12,30.15
2012-09-13,29.75
2012-09-14,30.1
2012-09-17,30.0
2012-09-18,31.45
2012-09-20,31.7
2012-09-21,32.15
2012-09-24,32.9
2012-09-25,31.35
2012-09-26,31.2
2012-09-27,31.45
2012-09-28,31.8
2012-10-01,32.1
2012-10-03,31.95
2012-10-04,32.3
2012-10-05,31.7
2012-10-08,31.5
2012-10-09,31.85
2012-10-10,31.2
2012-10-11,32.3
2012-10-12,32.2
2012-10-15,32.45
2012-10-16,31.55
2012-10-17,30.85
2012-10-18,31.2
2012-10-19,31.25
2012-10-22,30.9
2012-10-23,30.35
2012-10-25,30.5
2012-10-26,30.1
2012-10-29,30.1
2012-10-30,29.25
2012-10-31,29.65
2012-11-01,29.85
2012-11-02,29.65
2012-11-05,29.45
2012-11-06,29.25
2012-11-07,29.8
2012-11-08,29.4
2012-11-09,29.15
2012-11-12,28.3
2012-11-13,28.9
2012-11-15,28.2
2012-11-16,26.6
2012-11-19,26.95
2012-11-20,26.95
2012-11-21,26.65
2012-11-22,26.6
2012-11-23,27.0
2012-11-26,26.9
2012-11-27,27.0
2012-11-29,26.65
2012-11-30,26.8
2012-12-03,27.4
2012-12-04,27.2
2012-12-05,27.25
2012-12-06,27.6
2012-12-07,27.95
2012-12-10,27.55
2012-12-11,26.8
2012-12-12,26.6
2012-12-13,26.4
2012-12-14,26.4
2012-12-17,26.3
2012-12-18,26.35
2012-12-19,26.25
2012-12-20,26.15
2012-12-21,26.1
2012-12-24,26.3
2012-12-26,25.65
2012-12-27,25.35
2012-12-28,25.1
2012-12-31,25.15
