Date,CESC
2012-01-02,202.35
2012-01-03,208.75
2012-01-04,211.5
2012-01-05,209.65
2012-01-06,213.65
2012-01-07,215.7
2012-01-09,213.1
2012-01-10,213.95
2012-01-11,215.15
2012-01-12,225.8
2012-01-13,227.5
2012-01-16,229.15
2012-01-17,233.75
2012-01-18,228.0
2012-01-19,240.1
2012-01-20,240.0
2012-01-23,240.55
2012-01-24,241.55
2012-01-25,250.6
2012-01-27,254.85
2012-01-30,249.95
2012-01-31,251.85
2012-02-01,254.0
2012-02-02,251.75
2012-02-03,270.15
2012-02-06,280.6
2012-02-07,272.4
2012-02-08,279.35
2012-02-09,278.75
2012-02-10,279.7
2012-02-13,270.05
2012-02-14,272.1
2012-02-15,281.2
2012-02-16,282.85
2012-02-17,290.5
2012-02-21,288.05
2012-02-22,268.75
2012-02-23,260.15
2012-02-24,256.2
2012-02-27,249.85
2012-02-28,262.75
2012-02-29,270.45
2012-03-01,266.3
2012-03-02,265.85
2012-03-03,265.4
2012-03-05,265.25
2012-03-06,262.45
2012-03-07,267.55
2012-03-09,291.35
2012-03-12,298.05
2012-03-13,305.85
2012-03-14,312.35
2012-03-15,302.0
2012-03-16,308.05
2012-03-19,296.85
2012-03-20,299.45
2012-03-21,307.0
2012-03-22,289.7
2012-03-23,293.7
2012-03-26,284.75
2012-03-27,280.25
2012-03-28,273.3
2012-03-29,264.95
2012-03-30,271.7
2012-04-02,274.85
2012-04-03,277.15
2012-04-04,278.25
2012-04-09,272.4
2012-04-10,271.05
2012-04-11,269.2
2012-04-12,267.3
2012-04-13,263.5
2012-04-16,258.25
2012-04-17,263.25
2012-04-18,270.45
2012-04-19,269.6
2012-04-20,264.25
2012-04-23,259.4
2012-04-24,257.65
2012-04-25,254.7
2012-04-26,252.35
2012-04-27,250.1
2012-04-28,252.65
2012-04-30,255.45
2012-05-02,250.85
2012-05-03,254.7
2012-05-04,255.2
2012-05-07,255.85
2012-05-08,261.55
2012-05-09,264.05
2012-05-10,268.05
2012-05-11,265.5
2012-05-14,260.75
2012-05-15,268.6
2012-05-16,264.5
2012-05-17,273.6
2012-05-18,273.3
2012-05-21,269.05
2012-05-22,268.7
2012-05-23,269.5
2012-05-24,268.65
2012-05-25,269.35
2012-05-28,271.3
2012-05-29,268.8
2012-05-30,264.0
2012-05-31,268.65
2012-06-01,266.15
2012-06-04,266.5
2012-06-05,263.05
2012-06-06,278.35
2012-06-07,280.75
2012-06-08,279.5
2012-06-11,280.8
2012-06-12,280.5
2012-06-13,281.8
2012-06-14,272.05
2012-06-15,268.95
2012-06-18,270.45
2012-06-19,273.6
2012-06-20,278.35
2012-06-21,283.75
2012-06-22,284.2
2012-06-25,286.1
2012-06-26,287.8
2012-06-27,290.15
2012-06-28,285.3
2012-06-29,289.7
2012-07-02,298.5
2012-07-03,298.45
2012-07-04,299.5
2012-07-05,308.9
2012-07-06,302.8
2012-07-09,302.0
2012-07-09,302.0
2012-07-10,307.1
2012-07-11,302.75
2012-07-12,304.55
2012-07-13,301.25
2012-07-16,300.0
2012-07-17,299.2
2012-07-18,307.7
2012-07-19,308.7
2012-07-20,308.6
2012-07-23,300.4
2012-07-24,296.35
2012-07-25,288.0
2012-07-26,285.15
2012-07-27,283.15
2012-07-30,285.1
2012-07-31,297.95
2012-08-01,307.0
2012-08-02,302.75
2012-08-03,301.9
2012-08-06,304.6
2012-08-07,298.95
2012-08-08,302.4
2012-08-09,303.1
2012-08-10,300.15
2012-08-13,305.15
2012-08-14,306.6
2012-08-16,312.05
2012-08-17,312.15
2012-08-21,316.55
2012-08-22,318.9
2012-08-23,320.7
2012-08-24,315.35
2012-08-27,313.75
2012-08-28,309.0
2012-08-29,304.35
2012-08-30,309.7
2012-08-31,306.5
2012-09-03,302.65
2012-09-04,302.65
2012-09-05,298.85
2012-09-06,296.95
2012-09-07,305.35
2012-09-08,306.75
2012-09-10,303.2
2012-09-11,297.4
2012-09-12,298.6
2012-09-13,294.5
2012-09-14,305.35
2012-09-17,330.9
2012-09-18,321.6
2012-09-20,315.95
2012-09-21,330.65
2012-09-24,329.6
2012-09-25,334.4
2012-09-26,331.75
2012-09-27,322.95
2012-09-28,331.65
2012-10-01,339.0
2012-10-03,336.75
2012-10-04,334.65
2012-10-05,332.2
2012-10-08,330.3
2012-10-09,330.5
2012-10-10,318.9
2012-10-11,330.3
2012-10-12,328.65
2012-10-15,321.8
2012-10-16,316.85
2012-10-17,320.8
2012-10-18,330.55
2012-10-19,339.0
2012-10-22,339.55
2012-10-23,342.6
2012-10-25,330.45
2012-10-26,280.75
2012-10-29,279.35
2012-10-30,272.4
2012-10-31,274.65
2012-11-01,282.55
2012-11-02,288.0
2012-11-05,280.7
2012-11-06,280.05
2012-11-07,275.35
2012-11-08,275.1
2012-11-09,275.05
2012-11-12,276.65
2012-11-13,277.15
2012-11-15,277.7
2012-11-16,279.75
2012-11-19,276.7
2012-11-20,274.3
2012-11-21,276.7
2012-11-22,279.45
2012-11-23,278.5
2012-11-26,279.45
2012-11-27,293.7
2012-11-29,307.0
2012-11-30,309.75
2012-12-03,316.0
2012-12-04,315.0
2012-12-05,319.1
2012-12-06,324.55
2012-12-07,325.85
2012-12-10,320.1
2012-12-11,320.55
2012-12-12,312.55
2012-12-13,309.0
2012-12-14,306.7
2012-12-17,304.55
2012-12-18,307.45
2012-12-19,306.8
2012-12-20,310.1
2012-12-21,309.4
2012-12-24,307.35
2012-12-26,308.5
2012-12-27,304.7
2012-12-28,316.95
2012-12-31,317.75
