Date,SUPREMEIND
2012-01-02,177.0
2012-01-03,179.55
2012-01-04,179.5
2012-01-05,183.5
2012-01-06,181.05
2012-01-07,179.15
2012-01-09,179.85
2012-01-10,181.0
2012-01-11,180.0
2012-01-12,178.65
2012-01-13,179.7
2012-01-16,180.5
2012-01-17,182.55
2012-01-18,182.85
2012-01-19,183.25
2012-01-20,182.4
2012-01-23,179.15
2012-01-24,177.25
2012-01-25,178.95
2012-01-27,174.15
2012-01-30,172.6
2012-01-31,175.15
2012-02-01,178.2
2012-02-02,178.35
2012-02-03,174.95
2012-02-06,174.9
2012-02-07,174.2
2012-02-08,181.8
2012-02-09,180.35
2012-02-10,181.5
2012-02-13,187.55
2012-02-14,194.8
2012-02-15,196.05
2012-02-16,199.45
2012-02-17,200.5
2012-02-21,200.5
2012-02-22,197.85
2012-02-23,196.7
2012-02-24,197.1
2012-02-27,192.55
2012-02-28,192.15
2012-02-29,194.35
2012-03-01,190.7
2012-03-02,191.8
2012-03-03,191.0
2012-03-05,191.05
2012-03-06,192.75
2012-03-07,195.55
2012-03-09,203.1
2012-03-12,202.3
2012-03-13,203.45
2012-03-14,202.85
2012-03-15,201.0
2012-03-16,200.25
2012-03-19,201.85
2012-03-20,203.7
2012-03-21,205.05
2012-03-22,204.2
2012-03-23,205.0
2012-03-26,205.95
2012-03-27,204.2
2012-03-28,204.0
2012-03-29,205.55
2012-03-30,208.2
2012-04-02,206.05
2012-04-03,206.45
2012-04-04,205.1
2012-04-09,205.7
2012-04-10,206.75
2012-04-11,206.25
2012-04-12,206.0
2012-04-13,204.85
2012-04-16,205.0
2012-04-17,205.55
2012-04-18,205.85
2012-04-19,204.85
2012-04-20,205.8
2012-04-23,203.7
2012-04-24,207.05
2012-04-25,206.8
2012-04-26,210.05
2012-04-27,208.0
2012-04-28,205.75
2012-04-30,207.65
2012-05-02,204.25
2012-05-03,206.0
2012-05-04,210.2
2012-05-07,212.85
2012-05-08,215.0
2012-05-09,215.05
2012-05-10,215.05
2012-05-11,215.0
2012-05-14,215.0
2012-05-15,215.25
2012-05-16,219.8
2012-05-17,213.65
2012-05-18,207.25
2012-05-21,207.65
2012-05-22,205.0
2012-05-23,202.95
2012-05-24,206.4
2012-05-25,204.55
2012-05-28,202.45
2012-05-29,204.3
2012-05-30,204.4
2012-05-31,209.7
2012-06-01,206.2
2012-06-04,204.3
2012-06-05,207.4
2012-06-06,208.35
2012-06-07,207.7
2012-06-08,209.85
2012-06-11,210.55
2012-06-12,211.0
2012-06-13,211.7
2012-06-14,212.75
2012-06-15,212.3
2012-06-18,204.1
2012-06-19,212.9
2012-06-20,217.6
2012-06-21,220.0
2012-06-22,230.25
2012-06-25,235.3
2012-06-26,226.55
2012-06-27,223.65
2012-06-28,224.05
2012-06-29,222.95
2012-07-02,218.5
2012-07-03,217.0
2012-07-04,221.1
2012-07-05,222.6
2012-07-06,226.9
2012-07-09,223.95
2012-07-10,226.4
2012-07-11,228.4
2012-07-12,228.2
2012-07-13,228.75
2012-07-16,228.3
2012-07-17,227.05
2012-07-18,235.75
2012-07-19,239.2
2012-07-20,236.65
2012-07-23,242.2
2012-07-24,241.05
2012-07-25,240.3
2012-07-26,234.85
2012-07-27,237.9
2012-07-30,244.05
2012-07-31,250.4
2012-08-01,252.2
2012-08-02,250.5
2012-08-03,249.95
2012-08-06,250.75
2012-08-07,253.75
2012-08-08,259.65
2012-08-09,262.2
2012-08-10,270.85
2012-08-13,270.1
2012-08-14,273.0
2012-08-16,277.6
2012-08-17,277.1
2012-08-21,281.35
2012-08-22,275.4
2012-08-23,270.35
2012-08-24,274.4
2012-08-27,271.8
2012-08-28,275.05
2012-08-29,274.8
2012-08-30,280.25
2012-08-31,280.5
2012-09-03,282.9
2012-09-04,280.2
2012-09-05,283.0
2012-09-06,282.75
2012-09-07,286.75
2012-09-08,284.15
2012-09-10,286.25
2012-09-11,286.0
2012-09-12,285.1
2012-09-13,285.55
2012-09-14,286.0
2012-09-17,283.85
2012-09-18,281.75
2012-09-20,282.15
2012-09-21,280.0
2012-09-24,283.9
2012-09-25,285.3
2012-09-26,283.0
2012-09-27,280.2
2012-09-28,282.95
2012-10-01,281.45
2012-10-03,278.3
2012-10-04,277.3
2012-10-05,275.15
2012-10-08,274.2
2012-10-09,275.6
2012-10-10,275.95
2012-10-11,277.1
2012-10-12,280.1
2012-10-15,286.3
2012-10-16,290.2
2012-10-17,293.35
2012-10-18,294.35
2012-10-19,295.05
2012-10-22,289.95
2012-10-23,290.05
2012-10-25,295.05
2012-10-26,298.7
2012-10-29,290.95
2012-10-30,290.55
2012-10-31,291.85
2012-11-01,290.3
2012-11-02,287.0
2012-11-05,282.6
2012-11-06,285.2
2012-11-07,283.55
2012-11-08,285.4
2012-11-09,285.0
2012-11-12,293.0
2012-11-13,293.7
2012-11-15,289.5
2012-11-16,291.1
2012-11-19,290.05
2012-11-20,290.0
2012-11-21,287.3
2012-11-22,287.5
2012-11-23,286.7
2012-11-26,286.2
2012-11-27,285.4
2012-11-29,287.05
2012-11-30,287.8
2012-12-03,287.7
2012-12-04,289.0
2012-12-05,291.2
2012-12-06,292.55
2012-12-07,291.05
2012-12-10,292.15
2012-12-11,291.3
2012-12-12,290.45
2012-12-13,292.0
2012-12-14,291.55
2012-12-17,293.6
2012-12-18,294.05
2012-12-19,294.5
2012-12-20,293.9
2012-12-21,294.0
2012-12-24,290.25
2012-12-26,295.1
2012-12-27,294.0
2012-12-28,295.45
2012-12-31,295.75
