Date,TATAGLOBAL
2012-01-02,90.95
2012-01-03,94.55
2012-01-04,95.4
2012-01-05,93.1
2012-01-06,93.5
2012-01-07,93.35
2012-01-09,93.1
2012-01-10,93.95
2012-01-11,92.9
2012-01-12,92.9
2012-01-13,94.15
2012-01-16,98.5
2012-01-17,97.2
2012-01-18,93.0
2012-01-19,93.9
2012-01-20,92.65
2012-01-23,92.05
2012-01-24,93.3
2012-01-25,95.25
2012-01-27,97.1
2012-01-30,97.9
2012-01-31,107.75
2012-02-01,109.15
2012-02-02,110.0
2012-02-03,119.75
2012-02-06,116.05
2012-02-07,113.4
2012-02-08,117.75
2012-02-09,123.05
2012-02-10,118.95
2012-02-13,121.45
2012-02-14,120.8
2012-02-15,121.0
2012-02-16,120.9
2012-02-17,119.2
2012-02-21,120.8
2012-02-22,117.2
2012-02-23,120.0
2012-02-24,119.95
2012-02-27,113.05
2012-02-28,120.7
2012-02-29,125.55
2012-03-01,123.35
2012-03-02,120.55
2012-03-03,120.4
2012-03-05,116.0
2012-03-06,113.8
2012-03-07,116.1
2012-03-09,118.2
2012-03-12,116.8
2012-03-13,118.1
2012-03-14,120.4
2012-03-15,116.0
2012-03-16,112.95
2012-03-19,109.7
2012-03-20,113.1
2012-03-21,114.7
2012-03-22,110.95
2012-03-23,112.7
2012-03-26,109.15
2012-03-27,110.05
2012-03-28,109.85
2012-03-29,108.3
2012-03-30,112.35
2012-04-02,115.35
2012-04-03,118.95
2012-04-04,117.7
2012-04-09,116.95
2012-04-10,117.4
2012-04-11,118.25
2012-04-12,121.2
2012-04-13,116.8
2012-04-16,118.5
2012-04-17,118.95
2012-04-18,119.15
2012-04-19,124.0
2012-04-20,121.7
2012-04-23,117.4
2012-04-24,118.5
2012-04-25,116.65
2012-04-26,115.45
2012-04-27,115.7
2012-04-28,116.4
2012-04-30,116.9
2012-05-02,119.35
2012-05-03,117.45
2012-05-04,114.4
2012-05-07,116.2
2012-05-08,112.85
2012-05-09,110.5
2012-05-10,112.45
2012-05-11,108.45
2012-05-14,103.05
2012-05-15,104.85
2012-05-16,107.85
2012-05-17,107.35
2012-05-18,105.55
2012-05-21,106.8
2012-05-22,107.0
2012-05-23,107.9
2012-05-24,109.6
2012-05-25,107.95
2012-05-28,111.1
2012-05-29,110.0
2012-05-30,107.55
2012-05-31,107.6
2012-06-01,105.65
2012-06-04,104.55
2012-06-05,105.35
2012-06-06,107.9
2012-06-07,109.15
2012-06-08,112.05
2012-06-11,110.85
2012-06-12,112.05
2012-06-13,108.5
2012-06-14,105.85
2012-06-15,107.65
2012-06-18,105.65
2012-06-19,104.9
2012-06-20,106.25
2012-06-21,107.7
2012-06-22,108.2
2012-06-25,109.45
2012-06-26,115.15
2012-06-27,117.15
2012-06-28,115.75
2012-06-29,115.95
2012-07-02,117.95
2012-07-03,119.55
2012-07-04,118.8
2012-07-05,119.45
2012-07-06,117.8
2012-07-09,114.15
2012-07-10,115.7
2012-07-11,116.45
2012-07-12,115.4
2012-07-13,114.2
2012-07-16,114.45
2012-07-17,116.35
2012-07-18,119.05
2012-07-19,121.35
2012-07-20,118.75
2012-07-23,115.65
2012-07-24,123.4
2012-07-25,120.8
2012-07-26,120.05
2012-07-27,120.65
2012-07-30,122.65
2012-07-31,127.0
2012-08-01,127.05
2012-08-02,130.05
2012-08-03,131.15
2012-08-06,129.95
2012-08-07,129.85
2012-08-08,130.1
2012-08-09,131.25
2012-08-10,132.85
2012-08-13,135.15
2012-08-14,133.9
2012-08-16,133.9
2012-08-17,134.7
2012-08-21,132.9
2012-08-22,131.8
2012-08-23,131.0
2012-08-24,128.85
2012-08-27,128.45
2012-08-28,127.9
2012-08-29,125.2
2012-08-30,130.3
2012-08-31,129.8
2012-09-03,130.4
2012-09-04,131.6
2012-09-05,133.65
2012-09-06,135.6
2012-09-07,136.6
2012-09-08,136.65
2012-09-10,135.35
2012-09-11,134.8
2012-09-12,134.4
2012-09-13,133.9
2012-09-14,133.65
2012-09-17,128.5
2012-09-18,129.75
2012-09-20,127.4
2012-09-21,131.05
2012-09-24,128.8
2012-09-25,128.85
2012-09-26,130.55
2012-09-27,131.65
2012-09-28,142.85
2012-10-01,145.65
2012-10-03,155.4
2012-10-04,151.9
2012-10-05,150.2
2012-10-08,155.55
2012-10-09,153.4
2012-10-10,156.15
2012-10-11,160.05
2012-10-12,161.25
2012-10-15,160.0
2012-10-16,161.25
2012-10-17,162.45
2012-10-18,162.05
2012-10-19,157.95
2012-10-22,159.6
2012-10-23,156.95
2012-10-25,154.85
2012-10-26,151.4
2012-10-29,148.0
2012-10-30,150.7
2012-10-31,150.15
2012-11-01,159.8
2012-11-02,158.3
2012-11-05,158.65
2012-11-06,157.85
2012-11-07,159.55
2012-11-08,167.35
2012-11-09,168.9
2012-11-12,168.8
2012-11-13,171.45
2012-11-15,178.85
2012-11-16,173.4
2012-11-19,164.15
2012-11-20,159.0
2012-11-21,160.85
2012-11-22,159.95
2012-11-23,163.4
2012-11-26,163.4
2012-11-27,163.05
2012-11-29,162.6
2012-11-30,165.95
2012-12-03,168.55
2012-12-04,166.25
2012-12-05,165.6
2012-12-06,165.75
2012-12-07,169.85
2012-12-10,172.85
2012-12-11,169.8
2012-12-12,172.05
2012-12-13,168.05
2012-12-14,168.75
2012-12-17,165.65
2012-12-18,165.2
2012-12-19,165.15
2012-12-20,162.95
2012-12-21,160.85
2012-12-24,160.65
2012-12-26,160.15
2012-12-27,159.65
2012-12-28,160.45
2012-12-31,159.95
