Date,SOUTHBANK
2012-01-02,20.5
2012-01-03,20.8
2012-01-04,20.65
2012-01-05,20.6
2012-01-06,20.45
2012-01-07,20.6
2012-01-09,20.55
2012-01-10,21.0
2012-01-11,21.55
2012-01-12,22.1
2012-01-13,22.6
2012-01-16,22.85
2012-01-17,23.15
2012-01-18,22.35
2012-01-19,22.6
2012-01-20,22.0
2012-01-23,23.0
2012-01-24,23.1
2012-01-25,23.1
2012-01-27,22.9
2012-01-30,22.4
2012-01-31,23.05
2012-02-01,23.05
2012-02-02,23.0
2012-02-03,23.0
2012-02-06,23.1
2012-02-07,25.15
2012-02-08,25.9
2012-02-09,26.65
2012-02-10,26.45
2012-02-13,26.1
2012-02-14,27.55
2012-02-15,26.8
2012-02-16,27.55
2012-02-17,27.65
2012-02-21,27.9
2012-02-22,26.85
2012-02-23,25.9
2012-02-24,25.95
2012-02-27,24.55
2012-02-28,25.95
2012-02-29,26.1
2012-03-01,25.85
2012-03-02,25.85
2012-03-03,26.3
2012-03-05,25.6
2012-03-06,25.15
2012-03-07,24.8
2012-03-09,25.3
2012-03-12,25.7
2012-03-13,25.25
2012-03-14,25.55
2012-03-15,24.8
2012-03-16,24.6
2012-03-19,24.15
2012-03-20,24.7
2012-03-21,25.6
2012-03-22,25.8
2012-03-23,25.55
2012-03-26,24.8
2012-03-27,24.7
2012-03-28,24.25
2012-03-29,23.75
2012-03-30,24.7
2012-04-02,24.7
2012-04-03,24.8
2012-04-04,24.75
2012-04-09,24.35
2012-04-10,24.6
2012-04-11,24.45
2012-04-12,24.9
2012-04-13,24.5
2012-04-16,25.25
2012-04-17,25.0
2012-04-18,24.65
2012-04-19,24.95
2012-04-20,24.3
2012-04-23,23.95
2012-04-24,23.9
2012-04-25,23.75
2012-04-26,23.65
2012-04-27,23.55
2012-04-28,23.6
2012-04-30,23.9
2012-05-02,23.95
2012-05-03,23.7
2012-05-04,23.05
2012-05-07,23.45
2012-05-08,23.2
2012-05-09,22.8
2012-05-10,22.9
2012-05-11,22.05
2012-05-14,21.8
2012-05-15,22.15
2012-05-16,21.6
2012-05-17,21.85
2012-05-18,21.95
2012-05-21,22.15
2012-05-22,21.9
2012-05-23,21.75
2012-05-24,21.95
2012-05-25,21.95
2012-05-28,22.3
2012-05-29,23.7
2012-05-30,22.95
2012-05-31,24.2
2012-06-01,23.6
2012-06-04,23.25
2012-06-05,23.25
2012-06-06,23.95
2012-06-07,23.6
2012-06-08,23.8
2012-06-11,23.65
2012-06-12,24.0
2012-06-13,23.75
2012-06-14,23.6
2012-06-15,23.85
2012-06-18,23.55
2012-06-19,23.8
2012-06-20,23.35
2012-06-21,23.45
2012-06-22,23.25
2012-06-25,23.3
2012-06-26,23.45
2012-06-27,23.5
2012-06-28,23.6
2012-06-29,24.1
2012-07-02,24.0
2012-07-03,23.85
2012-07-04,24.1
2012-07-05,25.35
2012-07-06,25.2
2012-07-09,24.95
2012-07-10,25.25
2012-07-11,24.85
2012-07-12,24.5
2012-07-13,25.0
2012-07-16,25.15
2012-07-17,24.35
2012-07-18,24.25
2012-07-19,24.3
2012-07-20,24.25
2012-07-23,23.7
2012-07-24,23.6
2012-07-25,23.6
2012-07-26,23.0
2012-07-27,22.65
2012-07-30,23.45
2012-07-31,23.25
2012-08-01,23.35
2012-08-02,23.45
2012-08-03,23.25
2012-08-06,23.35
2012-08-07,23.5
2012-08-08,23.3
2012-08-09,22.95
2012-08-10,22.9
2012-08-13,22.9
2012-08-14,23.0
2012-08-16,22.9
2012-08-17,22.85
2012-08-21,22.95
2012-08-22,22.55
2012-08-23,22.4
2012-08-24,22.55
2012-08-27,22.15
2012-08-28,21.85
2012-08-29,21.5
2012-08-30,21.25
2012-08-31,21.0
2012-09-03,21.7
2012-09-04,22.0
2012-09-05,21.55
2012-09-06,21.35
2012-09-07,21.6
2012-09-08,21.8
2012-09-10,21.55
2012-09-11,21.5
2012-09-12,21.55
2012-09-13,21.6
2012-09-14,21.8
2012-09-17,22.25
2012-09-18,22.6
2012-09-20,22.5
2012-09-21,23.35
2012-09-24,23.0
2012-09-25,22.7
2012-09-26,22.6
2012-09-27,22.6
2012-09-28,22.75
2012-10-01,23.1
2012-10-03,23.5
2012-10-04,23.6
2012-10-05,23.2
2012-10-08,23.1
2012-10-09,23.15
2012-10-10,22.95
2012-10-11,23.25
2012-10-12,23.3
2012-10-15,23.5
2012-10-16,23.65
2012-10-17,23.4
2012-10-18,23.6
2012-10-19,23.4
2012-10-22,22.25
2012-10-23,22.1
2012-10-25,22.0
2012-10-26,21.9
2012-10-29,22.2
2012-10-30,22.75
2012-10-31,23.2
2012-11-01,23.1
2012-11-02,23.1
2012-11-05,23.05
2012-11-06,23.05
2012-11-07,22.85
2012-11-08,23.0
2012-11-09,23.2
2012-11-12,23.05
2012-11-13,23.35
2012-11-15,23.25
2012-11-16,23.05
2012-11-19,22.75
2012-11-20,22.75
2012-11-21,22.75
2012-11-22,22.95
2012-11-23,22.95
2012-11-26,22.55
2012-11-27,23.1
2012-11-29,23.7
2012-11-30,24.95
2012-12-03,25.85
2012-12-04,26.2
2012-12-05,26.15
2012-12-06,26.35
2012-12-07,26.5
2012-12-10,27.6
2012-12-11,26.8
2012-12-12,27.15
2012-12-13,26.15
2012-12-14,26.6
2012-12-17,26.55
2012-12-18,26.35
2012-12-19,26.7
2012-12-20,26.3
2012-12-21,25.6
2012-12-24,25.55
2012-12-26,25.6
2012-12-27,25.45
2012-12-28,25.3
2012-12-31,27.2
