Date,USHERAGRO
2012-01-02,52.75
2012-01-03,50.15
2012-01-04,47.65
2012-01-05,45.3
2012-01-06,43.05
2012-01-07,40.9
2012-01-09,38.85
2012-01-10,36.95
2012-01-11,38.8
2012-01-12,40.7
2012-01-13,42.4
2012-01-16,43.9
2012-01-17,45.25
2012-01-18,43.35
2012-01-19,41.55
2012-01-20,40.8
2012-01-23,42.55
2012-01-24,42.75
2012-01-25,41.85
2012-01-27,42.95
2012-01-30,43.5
2012-01-31,43.9
2012-02-01,44.1
2012-02-02,45.7
2012-02-03,47.95
2012-02-06,49.95
2012-02-07,51.15
2012-02-08,53.05
2012-02-09,51.45
2012-02-10,51.3
2012-02-13,51.7
2012-02-14,52.1
2012-02-15,53.1
2012-02-16,53.05
2012-02-17,54.2
2012-02-21,55.1
2012-02-22,53.6
2012-02-23,52.85
2012-02-24,52.6
2012-02-27,50.25
2012-02-28,52.05
2012-02-29,52.95
2012-03-01,52.1
2012-03-02,52.0
2012-03-03,52.75
2012-03-05,51.55
2012-03-06,51.9
2012-03-07,50.65
2012-03-09,52.05
2012-03-12,53.3
2012-03-13,53.85
2012-03-14,53.3
2012-03-15,53.0
2012-03-16,52.05
2012-03-19,51.6
2012-03-20,50.95
2012-03-21,50.9
2012-03-22,49.95
2012-03-23,50.35
2012-03-26,50.3
2012-03-27,50.45
2012-03-28,49.75
2012-03-29,50.05
2012-03-30,49.35
2012-04-02,49.85
2012-04-03,50.4
2012-04-04,50.35
2012-04-09,49.7
2012-04-10,49.75
2012-04-11,50.15
2012-04-12,51.0
2012-04-13,52.15
2012-04-16,53.35
2012-04-17,56.4
2012-04-18,55.5
2012-04-19,56.9
2012-04-20,57.25
2012-04-23,57.35
2012-04-24,57.65
2012-04-25,56.15
2012-04-26,56.7
2012-04-27,55.4
2012-04-28,55.15
2012-04-30,56.35
2012-05-02,59.35
2012-05-03,60.15
2012-05-04,58.6
2012-05-07,59.2
2012-05-08,58.15
2012-05-09,58.1
2012-05-10,57.35
2012-05-11,57.4
2012-05-14,56.85
2012-05-15,56.8
2012-05-16,56.45
2012-05-17,55.45
2012-05-18,55.0
2012-05-21,55.2
2012-05-22,55.25
2012-05-23,55.75
2012-05-24,54.25
2012-05-25,54.75
2012-05-28,55.65
2012-05-29,55.5
2012-05-30,55.4
2012-05-31,55.2
2012-06-01,58.6
2012-06-04,59.55
2012-06-05,58.35
2012-06-06,57.9
2012-06-07,57.9
2012-06-08,57.55
2012-06-11,57.5
2012-06-12,57.15
2012-06-13,55.05
2012-06-14,54.55
2012-06-15,54.4
2012-06-18,54.7
2012-06-19,53.7
2012-06-20,53.45
2012-06-21,53.1
2012-06-22,54.6
2012-06-25,54.3
2012-06-26,53.95
2012-06-27,55.1
2012-06-28,55.45
2012-06-29,57.55
2012-07-02,57.1
2012-07-03,58.4
2012-07-04,59.5
2012-07-05,62.8
2012-07-06,62.95
2012-07-09,62.45
2012-07-10,62.7
2012-07-11,63.7
2012-07-12,63.0
2012-07-13,62.9
2012-07-16,62.8
2012-07-17,62.85
2012-07-18,64.0
2012-07-19,64.7
2012-07-20,64.5
2012-07-23,63.9
2012-07-24,64.9
2012-07-25,63.85
2012-07-26,62.2
2012-07-27,63.35
2012-07-30,63.45
2012-07-31,63.35
2012-08-01,63.2
2012-08-02,63.3
2012-08-03,63.25
2012-08-06,61.85
2012-08-07,61.15
2012-08-08,62.55
2012-08-09,62.1
2012-08-10,62.05
2012-08-13,62.95
2012-08-14,63.1
2012-08-16,62.9
2012-08-17,62.7
2012-08-21,62.05
2012-08-22,61.15
2012-08-23,60.55
2012-08-24,60.85
2012-08-27,60.45
2012-08-28,58.9
2012-08-29,57.7
2012-08-30,56.95
2012-08-31,60.25
2012-09-03,64.15
2012-09-04,64.1
2012-09-05,63.55
2012-09-06,64.25
2012-09-07,65.55
2012-09-08,64.8
2012-09-10,64.3
2012-09-11,64.6
2012-09-12,64.5
2012-09-13,63.6
2012-09-14,63.05
2012-09-17,62.8
2012-09-18,62.3
2012-09-20,62.9
2012-09-21,63.1
2012-09-24,62.35
2012-09-25,62.6
2012-09-26,62.0
2012-09-27,62.1
2012-09-28,62.9
2012-10-01,62.55
2012-10-03,62.4
2012-10-04,62.3
2012-10-05,62.5
2012-10-08,62.15
2012-10-09,62.2
2012-10-10,62.55
2012-10-11,62.25
2012-10-12,62.15
2012-10-15,62.15
2012-10-16,61.15
2012-10-17,60.95
2012-10-18,60.75
2012-10-19,60.4
2012-10-22,60.55
2012-10-23,60.4
2012-10-25,60.0
2012-10-26,60.2
2012-10-29,60.05
2012-10-30,60.2
2012-10-31,60.5
2012-11-01,61.0
2012-11-02,61.85
2012-11-05,62.25
2012-11-06,62.3
2012-11-07,62.25
2012-11-08,62.2
2012-11-09,63.35
2012-11-12,62.05
2012-11-13,62.55
2012-11-15,62.1
2012-11-16,61.55
2012-11-19,61.4
2012-11-20,61.75
2012-11-21,61.4
2012-11-22,61.35
2012-11-23,61.4
2012-11-26,61.55
2012-11-27,61.05
2012-11-29,60.2
2012-11-30,61.35
2012-12-03,61.05
2012-12-04,62.2
2012-12-05,62.2
2012-12-06,61.85
2012-12-07,61.45
2012-12-10,60.9
2012-12-11,61.25
2012-12-12,59.8
2012-12-13,59.45
2012-12-14,59.9
2012-12-17,60.0
2012-12-18,60.2
2012-12-19,60.9
2012-12-20,60.05
2012-12-21,59.8
2012-12-24,59.1
2012-12-26,59.1
2012-12-27,60.25
2012-12-28,60.65
2012-12-31,59.5
