Date,KIRLOSBROS
2012-01-02,114.4
2012-01-03,115.65
2012-01-04,117.45
2012-01-05,116.65
2012-01-06,118.95
2012-01-07,119.3
2012-01-09,120.0
2012-01-10,119.1
2012-01-11,121.4
2012-01-12,120.4
2012-01-13,123.4
2012-01-16,124.5
2012-01-17,126.55
2012-01-18,123.6
2012-01-19,127.7
2012-01-20,127.75
2012-01-23,130.5
2012-01-24,137.95
2012-01-25,136.55
2012-01-27,135.7
2012-01-30,130.4
2012-01-31,133.25
2012-02-01,135.95
2012-02-02,127.9
2012-02-03,127.7
2012-02-06,128.2
2012-02-07,127.15
2012-02-08,126.6
2012-02-09,126.25
2012-02-10,125.5
2012-02-13,126.95
2012-02-14,128.65
2012-02-15,129.75
2012-02-16,129.8
2012-02-17,129.75
2012-02-21,136.1
2012-02-22,129.0
2012-02-23,130.55
2012-02-24,134.75
2012-02-27,135.15
2012-02-28,135.05
2012-02-29,139.65
2012-03-01,134.35
2012-03-02,134.7
2012-03-03,135.4
2012-03-05,130.4
2012-03-06,127.05
2012-03-07,126.45
2012-03-09,128.95
2012-03-12,129.05
2012-03-13,129.9
2012-03-14,130.3
2012-03-15,126.95
2012-03-16,128.9
2012-03-19,126.5
2012-03-20,125.9
2012-03-21,130.5
2012-03-22,130.8
2012-03-23,129.55
2012-03-26,129.15
2012-03-27,127.7
2012-03-28,127.85
2012-03-29,127.4
2012-03-30,125.1
2012-04-02,122.1
2012-04-03,123.65
2012-04-04,124.8
2012-04-09,124.1
2012-04-10,126.45
2012-04-11,125.1
2012-04-12,126.15
2012-04-13,124.3
2012-04-16,126.7
2012-04-17,126.3
2012-04-18,130.15
2012-04-19,127.8
2012-04-20,128.1
2012-04-23,130.1
2012-04-24,132.95
2012-04-25,137.65
2012-04-26,137.95
2012-04-27,127.2
2012-04-28,131.0
2012-04-30,128.2
2012-05-02,123.55
2012-05-03,123.3
2012-05-04,120.75
2012-05-07,117.6
2012-05-08,114.85
2012-05-09,111.35
2012-05-10,109.7
2012-05-11,111.75
2012-05-14,117.8
2012-05-15,122.85
2012-05-16,126.7
2012-05-17,123.25
2012-05-18,119.15
2012-05-21,119.95
2012-05-22,117.65
2012-05-23,113.5
2012-05-24,116.7
2012-05-25,114.3
2012-05-28,114.45
2012-05-29,116.45
2012-05-30,116.2
2012-05-31,114.65
2012-06-01,114.1
2012-06-04,114.4
2012-06-05,113.8
2012-06-06,114.15
2012-06-07,112.3
2012-06-08,112.85
2012-06-11,112.25
2012-06-12,112.05
2012-06-13,114.35
2012-06-14,112.75
2012-06-15,112.2
2012-06-18,114.7
2012-06-19,113.8
2012-06-20,113.15
2012-06-21,113.25
2012-06-22,113.3
2012-06-25,111.0
2012-06-26,112.3
2012-06-27,114.7
2012-06-28,114.75
2012-06-29,120.85
2012-07-02,119.3
2012-07-03,121.15
2012-07-04,122.7
2012-07-05,128.05
2012-07-06,135.2
2012-07-09,154.4
2012-07-09,154.4
2012-07-10,160.0
2012-07-11,153.1
2012-07-12,152.25
2012-07-13,151.0
2012-07-16,148.85
2012-07-17,146.75
2012-07-18,145.75
2012-07-19,141.9
2012-07-20,139.0
2012-07-23,136.15
2012-07-24,135.05
2012-07-25,135.4
2012-07-26,135.55
2012-07-27,131.55
2012-07-30,138.3
2012-07-31,136.75
2012-08-01,139.8
2012-08-02,141.4
2012-08-03,147.5
2012-08-06,142.55
2012-08-07,141.0
2012-08-08,140.05
2012-08-09,135.35
2012-08-10,140.05
2012-08-13,135.6
2012-08-14,134.7
2012-08-16,133.95
2012-08-17,132.15
2012-08-21,140.0
2012-08-22,135.15
2012-08-23,140.0
2012-08-24,139.95
2012-08-27,138.5
2012-08-28,135.6
2012-08-29,132.55
2012-08-30,132.5
2012-08-31,134.55
2012-09-03,130.45
2012-09-04,131.9
2012-09-05,131.0
2012-09-06,130.2
2012-09-07,130.5
2012-09-08,130.0
2012-09-10,130.5
2012-09-11,131.2
2012-09-12,132.65
2012-09-13,128.45
2012-09-14,128.9
2012-09-17,135.85
2012-09-18,137.05
2012-09-20,134.8
2012-09-21,139.2
2012-09-24,138.0
2012-09-25,136.0
2012-09-26,136.25
2012-09-27,136.0
2012-09-28,134.45
2012-10-01,138.9
2012-10-03,138.45
2012-10-04,140.25
2012-10-05,151.65
2012-10-08,153.0
2012-10-09,168.2
2012-10-10,155.95
2012-10-11,160.9
2012-10-12,159.65
2012-10-15,162.4
2012-10-16,158.55
2012-10-17,158.2
2012-10-18,169.1
2012-10-19,167.25
2012-10-22,158.0
2012-10-23,157.6
2012-10-25,156.2
2012-10-26,156.45
2012-10-29,150.4
2012-10-30,148.15
2012-10-31,149.15
2012-11-01,146.6
2012-11-02,155.1
2012-11-05,156.5
2012-11-06,163.65
2012-11-07,163.45
2012-11-08,163.1
2012-11-09,160.0
2012-11-12,160.75
2012-11-13,160.4
2012-11-15,154.4
2012-11-16,151.75
2012-11-19,148.0
2012-11-20,145.55
2012-11-21,148.2
2012-11-22,149.9
2012-11-23,147.25
2012-11-26,151.8
2012-11-27,151.05
2012-11-29,161.8
2012-11-30,158.15
2012-12-03,156.55
2012-12-04,157.3
2012-12-05,157.0
2012-12-06,161.25
2012-12-07,161.8
2012-12-10,159.75
2012-12-11,155.75
2012-12-12,155.75
2012-12-13,156.75
2012-12-14,159.75
2012-12-17,153.9
2012-12-18,154.8
2012-12-19,153.9
2012-12-20,154.25
2012-12-21,156.5
2012-12-24,155.95
2012-12-26,154.75
2012-12-27,155.05
2012-12-28,153.7
2012-12-31,155.1
