Date,ECLERX
2012-01-02,697.35
2012-01-03,705.65
2012-01-04,717.95
2012-01-05,715.05
2012-01-06,715.3
2012-01-07,711.1
2012-01-09,718.95
2012-01-10,718.45
2012-01-11,718.9
2012-01-12,704.15
2012-01-13,688.4
2012-01-16,693.7
2012-01-17,710.2
2012-01-18,710.35
2012-01-19,710.05
2012-01-20,709.0
2012-01-23,717.9
2012-01-24,716.3
2012-01-25,713.45
2012-01-27,714.95
2012-01-30,715.0
2012-01-31,719.65
2012-02-01,716.15
2012-02-02,718.75
2012-02-03,719.15
2012-02-06,732.95
2012-02-07,736.35
2012-02-08,730.3
2012-02-09,726.25
2012-02-10,728.35
2012-02-13,735.0
2012-02-14,740.4
2012-02-15,747.4
2012-02-16,773.2
2012-02-17,776.7
2012-02-21,785.65
2012-02-22,761.9
2012-02-23,768.85
2012-02-24,765.05
2012-02-27,758.9
2012-02-28,769.3
2012-02-29,757.4
2012-03-01,760.7
2012-03-02,760.25
2012-03-03,759.4
2012-03-05,749.4
2012-03-06,742.4
2012-03-07,747.2
2012-03-09,769.7
2012-03-12,770.0
2012-03-13,769.85
2012-03-14,762.9
2012-03-15,763.95
2012-03-16,759.7
2012-03-19,749.15
2012-03-20,741.4
2012-03-21,735.45
2012-03-22,719.35
2012-03-23,728.2
2012-03-26,736.0
2012-03-27,733.65
2012-03-28,732.65
2012-03-29,727.95
2012-03-30,734.35
2012-04-02,734.85
2012-04-03,732.75
2012-04-04,735.0
2012-04-09,729.05
2012-04-10,731.45
2012-04-11,725.85
2012-04-12,731.9
2012-04-13,734.4
2012-04-16,750.0
2012-04-17,739.4
2012-04-18,730.8
2012-04-19,725.2
2012-04-20,724.0
2012-04-23,719.75
2012-04-24,715.9
2012-04-25,720.15
2012-04-26,738.15
2012-04-27,738.75
2012-04-28,728.4
2012-04-30,734.5
2012-05-02,730.65
2012-05-03,727.7
2012-05-04,737.15
2012-05-07,730.65
2012-05-08,729.85
2012-05-09,730.45
2012-05-10,730.8
2012-05-11,735.65
2012-05-14,735.1
2012-05-15,738.25
2012-05-16,734.4
2012-05-17,752.9
2012-05-18,718.25
2012-05-21,702.55
2012-05-22,689.25
2012-05-23,685.6
2012-05-24,680.1
2012-05-25,667.45
2012-05-28,662.25
2012-05-29,630.9
2012-05-30,624.65
2012-05-31,620.85
2012-06-01,619.3
2012-06-04,624.45
2012-06-05,619.15
2012-06-06,630.85
2012-06-07,634.95
2012-06-08,631.35
2012-06-11,632.65
2012-06-12,629.2
2012-06-13,616.5
2012-06-14,620.5
2012-06-15,625.3
2012-06-18,631.55
2012-06-19,617.05
2012-06-20,622.85
2012-06-21,612.8
2012-06-22,619.2
2012-06-25,610.8
2012-06-26,604.55
2012-06-27,593.2
2012-06-28,581.35
2012-06-29,606.55
2012-07-02,627.2
2012-07-03,649.1
2012-07-04,652.45
2012-07-05,661.5
2012-07-06,668.9
2012-07-09,656.35
2012-07-09,656.35
2012-07-10,656.35
2012-07-11,649.65
2012-07-12,654.1
2012-07-13,651.8
2012-07-16,639.05
2012-07-17,627.55
2012-07-18,624.15
2012-07-19,631.85
2012-07-20,622.95
2012-07-23,626.3
2012-07-24,703.05
2012-07-25,720.55
2012-07-26,701.9
2012-07-27,682.5
2012-07-30,693.5
2012-07-31,680.45
2012-08-01,700.5
2012-08-02,706.2
2012-08-03,710.4
2012-08-06,711.3
2012-08-07,720.0
2012-08-08,730.95
2012-08-09,750.35
2012-08-10,781.5
2012-08-13,767.15
2012-08-14,784.6
2012-08-16,799.0
2012-08-17,793.85
2012-08-21,797.45
2012-08-22,798.15
2012-08-23,790.4
2012-08-24,785.55
2012-08-27,769.25
2012-08-28,775.75
2012-08-29,744.4
2012-08-30,743.15
2012-08-31,762.15
2012-09-03,757.0
2012-09-04,757.3
2012-09-05,760.7
2012-09-06,787.2
2012-09-07,812.8
2012-09-08,816.0
2012-09-10,831.6
2012-09-11,856.55
2012-09-12,853.7
2012-09-13,888.7
2012-09-14,868.1
2012-09-17,835.95
2012-09-18,816.95
2012-09-20,791.7
2012-09-21,836.8
2012-09-24,808.05
2012-09-25,789.6
2012-09-26,772.45
2012-09-27,766.0
2012-09-28,773.9
2012-10-01,777.2
2012-10-03,773.5
2012-10-04,781.9
2012-10-05,783.8
2012-10-08,777.5
2012-10-09,775.35
2012-10-10,761.1
2012-10-11,769.95
2012-10-12,782.3
2012-10-15,800.2
2012-10-16,800.75
2012-10-17,798.1
2012-10-18,808.9
2012-10-19,741.05
2012-10-22,729.55
2012-10-23,718.0
2012-10-25,711.15
2012-10-26,712.25
2012-10-29,701.7
2012-10-30,695.1
2012-10-31,682.3
2012-11-01,670.25
2012-11-02,672.65
2012-11-05,665.75
2012-11-06,663.0
2012-11-07,663.85
2012-11-08,655.4
2012-11-09,650.25
2012-11-12,641.55
2012-11-13,647.35
2012-11-15,641.8
2012-11-16,649.5
2012-11-19,660.9
2012-11-20,674.6
2012-11-21,697.5
2012-11-22,696.7
2012-11-23,706.15
2012-11-26,711.3
2012-11-27,726.5
2012-11-29,741.05
2012-11-30,729.65
2012-12-03,735.0
2012-12-04,735.0
2012-12-05,730.15
2012-12-06,730.8
2012-12-07,730.2
2012-12-10,717.15
2012-12-11,719.15
2012-12-12,723.55
2012-12-13,710.8
2012-12-14,710.95
2012-12-17,709.2
2012-12-18,705.45
2012-12-19,700.55
2012-12-20,700.05
2012-12-21,699.15
2012-12-24,699.8
2012-12-26,684.8
2012-12-27,681.15
2012-12-28,691.0
2012-12-31,684.8
