Date,GOLDBEES
2012-01-02,2619.25
2012-01-03,2644.65
2012-01-04,2665.9
2012-01-05,2664.0
2012-01-06,2674.2
2012-01-07,2669.2
2012-01-09,2654.3
2012-01-10,2635.45
2012-01-11,2646.3
2012-01-12,2652.7
2012-01-13,2627.95
2012-01-16,2638.1
2012-01-17,2651.85
2012-01-18,2635.2
2012-01-19,2635.55
2012-01-20,2613.55
2012-01-23,2634.5
2012-01-24,2620.15
2012-01-25,2612.85
2012-01-27,2670.6
2012-01-30,2689.55
2012-01-31,2706.6
2012-02-01,2712.25
2012-02-02,2700.9
2012-02-03,2706.65
2012-02-06,2657.45
2012-02-07,2663.7
2012-02-08,2699.7
2012-02-09,2692.15
2012-02-10,2684.05
2012-02-13,2672.95
2012-02-14,2664.85
2012-02-15,2683.05
2012-02-16,2680.8
2012-02-17,2681.15
2012-02-21,2690.5
2012-02-22,2707.55
2012-02-23,2740.65
2012-02-24,2741.65
2012-02-27,2730.85
2012-02-28,2735.95
2012-02-29,2750.5
2012-03-01,2662.7
2012-03-02,2672.25
2012-03-03,2675.95
2012-03-05,2663.05
2012-03-06,2668.2
2012-03-07,2659.3
2012-03-09,2659.95
2012-03-12,2673.55
2012-03-13,2661.7
2012-03-14,2625.05
2012-03-15,2623.05
2012-03-16,2646.15
2012-03-19,2650.9
2012-03-20,2646.5
2012-03-21,2665.85
2012-03-22,2666.7
2012-03-23,2684.65
2012-03-26,2699.55
2012-03-27,2712.5
2012-03-28,2703.75
2012-03-29,2705.6
2012-03-30,2700.75
2012-04-02,2694.15
2012-04-03,2692.4
2012-04-04,2670.2
2012-04-09,2687.8
2012-04-10,2689.1
2012-04-11,2710.0
2012-04-12,2705.3
2012-04-13,2732.3
2012-04-16,2718.8
2012-04-17,2717.1
2012-04-18,2714.8
2012-04-19,2722.1
2012-04-20,2741.0
2012-04-23,2755.1
2012-04-24,2765.15
2012-04-25,2752.45
2012-04-26,2765.5
2012-04-27,2774.5
2012-04-28,2785.75
2012-04-30,2787.25
2012-05-02,2790.55
2012-05-03,2799.65
2012-05-04,2798.65
2012-05-07,2780.3
2012-05-08,2766.9
2012-05-09,2729.6
2012-05-10,2722.95
2012-05-11,2712.0
2012-05-14,2696.95
2012-05-15,2689.85
2012-05-16,2675.85
2012-05-17,2702.4
2012-05-18,2761.25
2012-05-21,2774.1
2012-05-22,2772.1
2012-05-23,2772.25
2012-05-24,2780.1
2012-05-25,2761.4
2012-05-28,2779.9
2012-05-29,2787.2
2012-05-30,2770.0
2012-05-31,2787.85
2012-06-01,2768.35
2012-06-04,2839.65
2012-06-05,2849.6
2012-06-06,2867.85
2012-06-07,2830.8
2012-06-08,2789.1
2012-06-11,2823.25
2012-06-12,2828.05
2012-06-13,2849.55
2012-06-14,2866.6
2012-06-15,2865.65
2012-06-18,2867.45
2012-06-19,2892.2
2012-06-20,2877.25
2012-06-21,2865.0
2012-06-22,2855.95
2012-06-25,2844.55
2012-06-26,2872.3
2012-06-27,2852.9
2012-06-28,2848.25
2012-06-29,2809.0
2012-07-02,2837.05
2012-07-03,2815.9
2012-07-04,2811.15
2012-07-05,2833.6
2012-07-06,2818.8
2012-07-09,2821.65
2012-07-09,2821.65
2012-07-10,2812.65
2012-07-11,2784.65
2012-07-12,2787.9
2012-07-13,2786.85
2012-07-16,2791.7
2012-07-17,2797.3
2012-07-18,2790.1
2012-07-19,2794.85
2012-07-20,2792.85
2012-07-23,2802.75
2012-07-24,2804.6
2012-07-25,2835.3
2012-07-26,2849.15
2012-07-27,2851.45
2012-07-30,2862.2
2012-07-31,2862.75
2012-08-01,2849.45
2012-08-02,2843.5
2012-08-03,2839.9
2012-08-06,2836.6
2012-08-07,2840.45
2012-08-08,2823.45
2012-08-09,2836.1
2012-08-10,2841.8
2012-08-13,2867.65
2012-08-14,2866.25
2012-08-16,2859.0
2012-08-17,2866.4
2012-08-21,2876.15
2012-08-22,2889.15
2012-08-23,2913.2
2012-08-24,2930.85
2012-08-27,2937.5
2012-08-28,2934.4
2012-08-29,2938.35
2012-08-30,2929.05
2012-08-31,2928.9
2012-09-03,2970.25
2012-09-04,2990.05
2012-09-05,3003.4
2012-09-06,3031.5
2012-09-07,2998.4
2012-09-08,3051.65
2012-09-10,3063.45
2012-09-11,3052.5
2012-09-12,3066.6
2012-09-13,3059.05
2012-09-14,3082.3
2012-09-17,3049.15
2012-09-18,3034.15
2012-09-20,3046.95
2012-09-21,3027.7
2012-09-24,2992.55
2012-09-25,3007.1
2012-09-26,3007.85
2012-09-27,2986.15
2012-09-28,2994.45
2012-10-01,2973.65
2012-10-03,2964.05
2012-10-04,2955.85
2012-10-05,2963.4
2012-10-08,2954.15
2012-10-09,2966.95
2012-10-10,2980.2
2012-10-11,2977.15
2012-10-12,2976.95
2012-10-15,2954.1
2012-10-16,2940.35
2012-10-17,2954.9
2012-10-18,2956.7
2012-10-19,2977.7
2012-10-22,2946.85
2012-10-23,2943.8
2012-10-25,2935.15
2012-10-26,2927.9
2012-10-29,2950.15
2012-10-30,2952.55
2012-10-31,2948.15
2012-11-01,2951.9
2012-11-02,2927.3
2012-11-05,2916.7
2012-11-06,2934.4
2012-11-07,2977.8
2012-11-08,2983.05
2012-11-09,3015.3
2012-11-11,3027.25
2012-11-12,3025.55
2012-11-13,3027.6
2012-11-15,2998.2
2012-11-16,2991.45
2012-11-19,3007.1
2012-11-20,3024.2
2012-11-21,3020.8
2012-11-22,3028.5
2012-11-23,3044.85
2012-11-26,3082.4
2012-11-27,3083.75
2012-11-29,3014.75
2012-11-30,3001.35
2012-12-03,2991.0
2012-12-04,2977.85
2012-12-05,2962.2
2012-12-06,2932.35
2012-12-07,2944.0
2012-12-10,2961.8
2012-12-11,2958.4
2012-12-12,2959.9
2012-12-13,2942.1
2012-12-14,2943.65
2012-12-17,2947.0
2012-12-18,2975.75
2012-12-19,2916.2
2012-12-20,2914.7
2012-12-21,2908.2
2012-12-24,2917.9
2012-12-26,2897.5
2012-12-27,2901.1
2012-12-28,2905.35
2012-12-31,2903.1
