Date,DOLPHINOFF
2012-01-02,63.35
2012-01-03,75.75
2012-01-04,72.45
2012-01-05,72.1
2012-01-06,72.3
2012-01-07,73.55
2012-01-09,74.95
2012-01-10,82.5
2012-01-11,91.15
2012-01-12,92.2
2012-01-13,89.0
2012-01-16,91.15
2012-01-17,87.95
2012-01-18,84.85
2012-01-19,87.7
2012-01-20,87.3
2012-01-23,84.4
2012-01-24,85.95
2012-01-25,89.0
2012-01-27,87.35
2012-01-30,89.4
2012-01-31,89.2
2012-02-01,89.7
2012-02-02,89.25
2012-02-03,88.2
2012-02-06,87.4
2012-02-07,85.65
2012-02-08,85.3
2012-02-09,88.75
2012-02-10,86.6
2012-02-13,88.25
2012-02-14,88.8
2012-02-15,89.35
2012-02-16,89.0
2012-02-17,87.65
2012-02-21,88.45
2012-02-22,84.75
2012-02-23,81.95
2012-02-24,81.2
2012-02-27,80.25
2012-02-28,81.15
2012-02-29,81.05
2012-03-01,80.5
2012-03-02,80.2
2012-03-03,83.75
2012-03-05,84.65
2012-03-06,80.65
2012-03-07,81.25
2012-03-09,80.6
2012-03-12,77.95
2012-03-13,79.05
2012-03-14,85.75
2012-03-15,86.8
2012-03-16,84.1
2012-03-19,83.25
2012-03-20,85.45
2012-03-21,85.6
2012-03-22,84.1
2012-03-23,89.2
2012-03-26,85.75
2012-03-27,84.85
2012-03-28,82.55
2012-03-29,82.1
2012-03-30,83.15
2012-04-02,84.0
2012-04-03,83.95
2012-04-04,83.5
2012-04-09,82.8
2012-04-10,82.0
2012-04-11,82.0
2012-04-12,78.65
2012-04-13,77.45
2012-04-16,75.95
2012-04-17,75.95
2012-04-18,77.05
2012-04-19,81.95
2012-04-20,81.35
2012-04-23,83.8
2012-04-24,82.65
2012-04-25,80.65
2012-04-26,79.7
2012-04-27,82.45
2012-04-28,81.05
2012-04-30,80.75
2012-05-02,80.75
2012-05-03,82.6
2012-05-04,80.05
2012-05-07,78.6
2012-05-08,78.4
2012-05-09,78.65
2012-05-10,76.85
2012-05-11,76.95
2012-05-14,76.1
2012-05-15,75.9
2012-05-16,74.4
2012-05-17,75.1
2012-05-18,75.8
2012-05-21,76.65
2012-05-22,77.5
2012-05-23,75.0
2012-05-24,74.7
2012-05-25,77.95
2012-05-28,78.5
2012-05-29,78.45
2012-05-30,79.55
2012-05-31,78.6
2012-06-01,76.15
2012-06-04,75.8
2012-06-05,75.8
2012-06-06,75.55
2012-06-07,76.35
2012-06-08,76.4
2012-06-11,77.0
2012-06-12,77.0
2012-06-13,78.0
2012-06-14,77.5
2012-06-15,77.75
2012-06-18,77.75
2012-06-19,77.3
2012-06-20,79.55
2012-06-21,80.8
2012-06-22,80.05
2012-06-25,80.95
2012-06-26,79.5
2012-06-27,79.4
2012-06-28,80.1
2012-06-29,80.05
2012-07-02,81.3
2012-07-03,79.45
2012-07-04,79.15
2012-07-05,82.4
2012-07-06,81.0
2012-07-09,79.95
2012-07-09,79.95
2012-07-10,80.3
2012-07-11,79.9
2012-07-12,80.05
2012-07-13,81.1
2012-07-16,80.0
2012-07-17,79.35
2012-07-18,79.75
2012-07-19,80.2
2012-07-20,79.2
2012-07-23,78.5
2012-07-24,77.85
2012-07-25,76.9
2012-07-26,76.2
2012-07-27,76.0
2012-07-30,74.85
2012-07-31,74.5
2012-08-01,76.05
2012-08-02,76.2
2012-08-03,76.0
2012-08-06,77.2
2012-08-07,77.45
2012-08-08,77.1
2012-08-09,77.6
2012-08-10,77.2
2012-08-13,77.0
2012-08-14,77.95
2012-08-16,78.0
2012-08-17,80.7
2012-08-21,80.6
2012-08-22,81.0
2012-08-23,80.25
2012-08-24,78.85
2012-08-27,78.45
2012-08-28,78.0
2012-08-29,77.4
2012-08-30,76.05
2012-08-31,76.0
2012-09-03,76.95
2012-09-04,78.5
2012-09-05,76.25
2012-09-06,74.85
2012-09-07,75.35
2012-09-08,76.75
2012-09-10,74.9
2012-09-11,75.55
2012-09-12,75.05
2012-09-13,74.6
2012-09-14,74.9
2012-09-17,75.05
2012-09-18,73.85
2012-09-20,73.55
2012-09-21,74.8
2012-09-24,81.3
2012-09-25,94.1
2012-09-26,97.7
2012-09-27,94.95
2012-09-28,94.1
2012-10-01,95.75
2012-10-03,96.15
2012-10-04,96.65
2012-10-05,98.95
2012-10-08,95.3
2012-10-09,97.05
2012-10-10,107.95
2012-10-11,114.1
2012-10-12,115.15
2012-10-15,111.6
2012-10-16,113.7
2012-10-17,115.7
2012-10-18,115.55
2012-10-19,113.7
2012-10-22,118.3
2012-10-23,115.15
2012-10-25,113.8
2012-10-26,110.4
2012-10-29,111.45
2012-10-30,109.35
2012-10-31,106.05
2012-11-01,110.6
2012-11-02,111.8
2012-11-05,111.05
2012-11-06,109.85
2012-11-07,109.3
2012-11-08,107.55
2012-11-09,106.05
2012-11-12,105.45
2012-11-13,106.3
2012-11-15,102.15
2012-11-16,103.05
2012-11-19,98.6
2012-11-20,97.5
2012-11-21,98.15
2012-11-22,98.55
2012-11-23,98.5
2012-11-26,99.0
2012-11-27,99.2
2012-11-29,97.95
2012-11-30,98.15
2012-12-03,108.8
2012-12-04,106.55
2012-12-05,108.35
2012-12-06,108.25
2012-12-07,108.7
2012-12-10,107.5
2012-12-11,110.35
2012-12-12,108.55
2012-12-13,108.1
2012-12-14,117.4
2012-12-17,117.0
2012-12-18,114.1
2012-12-19,115.9
2012-12-20,114.9
2012-12-21,108.75
2012-12-24,107.25
2012-12-26,108.85
2012-12-27,104.45
2012-12-28,104.5
2012-12-31,104.2
