Date,BIRLACORPN
2016-01-01,460.8
2016-01-04,452.35
2016-01-05,448.65
2016-01-06,444.8
2016-01-07,442.15
2016-01-08,445.75
2016-01-11,440.85
2016-01-12,440.25
2016-01-13,430.95
2016-01-14,430.85
2016-01-15,429.1
2016-01-18,407.7
2016-01-19,403.65
2016-01-20,393.1
2016-01-21,404.55
2016-01-22,404.7
2016-01-25,396.9
2016-01-27,399.55
2016-01-28,387.35
2016-01-29,391.45
2016-02-01,399.4
2016-02-02,387.35
2016-02-03,385.0
2016-02-04,394.25
2016-02-05,394.0
2016-02-08,390.2
2016-02-09,377.55
2016-02-10,373.85
2016-02-11,348.0
2016-02-12,367.1
2016-02-15,378.7
2016-02-16,364.25
2016-02-17,369.85
2016-02-18,367.4
2016-02-19,356.6
2016-02-22,357.65
2016-02-23,347.7
2016-02-24,349.5
2016-02-25,335.5
2016-02-26,326.05
2016-02-29,321.55
2016-03-01,329.05
2016-03-02,336.95
2016-03-03,339.05
2016-03-04,344.05
2016-03-08,351.2
2016-03-09,341.55
2016-03-10,350.8
2016-03-11,345.85
2016-03-14,344.1
2016-03-15,342.05
2016-03-16,348.95
2016-03-17,368.75
2016-03-18,378.75
2016-03-21,388.0
2016-03-22,376.35
2016-03-23,377.55
2016-03-28,363.75
2016-03-29,355.75
2016-03-30,365.65
2016-03-31,370.15
2016-04-01,373.95
2016-04-04,377.15
2016-04-05,371.35
2016-04-06,381.55
2016-04-07,379.8
2016-04-08,393.9
2016-04-11,400.05
2016-04-12,399.65
2016-04-13,399.45
2016-04-18,391.1
2016-04-20,389.75
2016-04-21,384.25
2016-04-22,384.4
2016-04-25,389.1
2016-04-26,391.1
2016-04-27,395.65
2016-04-28,389.45
2016-04-29,387.55
2016-05-02,388.3
2016-05-03,384.9
2016-05-04,380.6
2016-05-05,377.3
2016-05-06,401.35
2016-05-09,390.15
2016-05-10,392.15
2016-05-11,384.7
2016-05-12,386.05
2016-05-13,381.0
2016-05-16,378.8
2016-05-17,376.45
2016-05-18,380.15
2016-05-19,377.35
2016-05-20,377.0
2016-05-23,370.6
2016-05-24,379.85
2016-05-25,392.45
2016-05-26,406.8
2016-05-27,415.45
2016-05-30,416.9
2016-05-31,416.7
2016-06-01,414.05
2016-06-02,415.15
2016-06-03,412.8
2016-06-06,409.5
2016-06-07,415.55
2016-06-08,420.3
2016-06-09,417.6
2016-06-10,418.95
2016-06-13,416.3
2016-06-14,420.15
2016-06-15,442.2
2016-06-16,442.9
2016-06-17,455.85
2016-06-20,484.95
2016-06-21,492.7
2016-06-22,493.35
2016-06-23,507.4
2016-06-24,492.5
2016-06-27,544.2
2016-06-28,550.05
2016-06-29,563.8
2016-06-30,559.6
2016-07-01,544.7
2016-07-04,549.95
2016-07-05,552.35
2016-07-07,553.15
2016-07-08,541.85
2016-07-11,547.6
2016-07-12,549.8
2016-07-13,547.8
2016-07-14,549.2
2016-07-15,545.7
2016-07-18,532.7
2016-07-19,526.1
2016-07-20,544.35
2016-07-21,542.45
2016-07-22,536.55
2016-07-25,547.95
2016-07-26,538.15
2016-07-27,531.9
2016-07-28,533.5
2016-07-29,561.7
2016-08-01,558.65
2016-08-02,550.4
2016-08-03,549.2
2016-08-04,551.75
2016-08-05,579.45
2016-08-08,599.55
2016-08-09,602.05
2016-08-10,600.85
2016-08-11,625.55
2016-08-12,635.9
2016-08-16,634.3
2016-08-17,653.5
2016-08-18,676.65
2016-08-19,673.1
2016-08-22,681.4
2016-08-23,660.8
2016-08-24,655.45
2016-08-25,656.95
2016-08-26,651.85
2016-08-29,661.25
2016-08-30,655.6
2016-08-31,655.6
2016-09-01,652.05
2016-09-02,654.7
2016-09-06,658.65
2016-09-07,649.25
2016-09-08,644.35
2016-09-09,638.1
2016-09-12,628.45
2016-09-14,649.2
2016-09-15,640.8
2016-09-16,639.4
2016-09-19,655.2
2016-09-20,650.55
2016-09-21,660.6
2016-09-22,664.45
2016-09-23,679.7
2016-09-26,689.85
2016-09-27,702.75
2016-09-28,721.05
2016-09-29,716.85
2016-09-30,703.15
2016-10-03,720.25
2016-10-04,720.85
2016-10-05,720.2
2016-10-06,727.2
2016-10-07,739.35
2016-10-10,746.65
2016-10-13,748.0
2016-10-14,744.15
2016-10-17,740.45
2016-10-18,746.95
2016-10-19,747.35
2016-10-20,741.45
2016-10-21,728.65
2016-10-24,746.3
2016-10-25,744.6
2016-10-26,743.95
2016-10-27,751.05
2016-10-28,776.5
2016-10-30,793.9
2016-11-01,787.45
2016-11-02,789.1
2016-11-03,778.15
2016-11-04,768.1
2016-11-07,776.1
2016-11-08,779.15
2016-11-09,766.4
2016-11-10,758.25
2016-11-11,759.65
2016-11-15,713.95
2016-11-16,685.15
2016-11-17,674.15
2016-11-18,674.3
2016-11-21,652.55
2016-11-22,658.7
2016-11-23,667.05
2016-11-24,661.0
2016-11-25,675.15
2016-11-28,662.8
2016-11-29,665.65
2016-11-30,667.55
2016-12-01,665.3
2016-12-02,664.1
2016-12-05,656.8
2016-12-06,651.2
2016-12-07,656.45
2016-12-08,652.05
2016-12-09,640.45
2016-12-12,637.15
2016-12-13,615.6
2016-12-14,628.65
2016-12-15,620.85
2016-12-16,621.3
2016-12-19,625.5
2016-12-20,614.2
2016-12-21,623.95
2016-12-22,627.4
2016-12-23,641.1
2016-12-26,629.4
2016-12-27,628.35
2016-12-28,620.3
2016-12-29,622.25
2016-12-30,630.6
