Date,ORTEL
2016-01-01,178.0
2016-01-04,184.75
2016-01-05,189.15
2016-01-07,180.7
2016-01-08,180.0
2016-01-11,176.2
2016-01-12,172.2
2016-01-13,175.2
2016-01-14,172.65
2016-01-15,173.15
2016-01-18,168.0
2016-01-19,165.0
2016-01-20,166.35
2016-01-21,162.35
2016-01-22,176.9
2016-01-27,192.35
2016-01-28,188.5
2016-01-29,175.85
2016-02-01,198.8
2016-02-02,193.4
2016-02-03,197.2
2016-02-04,190.0
2016-02-05,199.75
2016-02-08,187.1
2016-02-09,192.65
2016-02-10,185.0
2016-02-11,179.0
2016-02-12,181.75
2016-02-15,176.7
2016-02-16,180.0
2016-02-17,170.15
2016-02-18,180.1
2016-02-19,171.85
2016-02-22,173.05
2016-02-23,176.75
2016-02-24,173.3
2016-02-26,169.85
2016-02-29,175.9
2016-03-01,179.8
2016-03-03,184.8
2016-03-04,187.25
2016-03-08,189.95
2016-03-09,186.75
2016-03-10,183.5
2016-03-11,189.0
2016-03-14,189.0
2016-03-15,183.85
2016-03-16,181.8
2016-03-17,181.7
2016-03-18,182.35
2016-03-21,177.45
2016-03-22,170.1
2016-03-23,180.25
2016-03-28,178.0
2016-03-29,179.85
2016-03-30,179.0
2016-03-31,181.25
2016-04-01,179.0
2016-04-04,179.0
2016-04-05,180.0
2016-04-06,184.0
2016-04-07,179.0
2016-04-08,187.95
2016-04-11,189.85
2016-04-12,185.0
2016-04-13,185.0
2016-04-18,183.45
2016-04-20,183.65
2016-04-21,185.05
2016-04-22,185.05
2016-04-25,188.55
2016-04-26,186.95
2016-04-27,188.35
2016-04-29,189.8
2016-05-02,186.0
2016-05-03,184.4
2016-05-04,182.05
2016-05-05,183.95
2016-05-06,185.0
2016-05-09,182.4
2016-05-10,185.0
2016-05-11,185.0
2016-05-12,185.0
2016-05-13,185.0
2016-05-16,181.1
2016-05-17,185.0
2016-05-18,185.0
2016-05-20,181.0
2016-05-23,179.4
2016-05-24,180.1
2016-05-25,176.75
2016-05-27,184.3
2016-05-30,183.95
2016-05-31,175.0
2016-06-01,172.5
2016-06-02,174.1
2016-06-03,170.0
2016-06-06,167.95
2016-06-07,167.0
2016-06-08,180.6
2016-06-09,189.35
2016-06-10,178.8
2016-06-13,173.4
2016-06-14,169.0
2016-06-15,172.45
2016-06-16,164.45
2016-06-17,167.95
2016-06-20,163.25
2016-06-21,160.6
2016-06-22,167.25
2016-06-23,163.05
2016-06-24,160.45
2016-06-27,177.7
2016-06-28,181.3
2016-06-29,178.95
2016-06-30,179.0
2016-07-01,181.55
2016-07-04,175.0
2016-07-05,171.0
2016-07-07,176.6
2016-07-08,175.9
2016-07-11,168.25
2016-07-12,167.05
2016-07-13,176.15
2016-07-14,172.15
2016-07-15,167.0
2016-07-18,170.45
2016-07-19,166.9
2016-07-20,171.35
2016-07-21,175.15
2016-07-25,173.75
2016-07-26,168.0
2016-07-27,174.5
2016-07-28,170.6
2016-07-29,172.7
2016-08-01,172.8
2016-08-02,170.0
2016-08-03,168.0
2016-08-04,164.35
2016-08-05,168.9
2016-08-08,163.05
2016-08-09,160.15
2016-08-10,163.0
2016-08-11,154.4
2016-08-12,158.0
2016-08-16,156.85
2016-08-17,154.05
2016-08-18,152.45
2016-08-19,151.65
2016-08-22,146.15
2016-08-23,149.4
2016-08-24,149.45
2016-08-25,142.15
2016-08-26,142.75
2016-08-29,141.85
2016-08-30,140.0
2016-08-31,137.35
2016-09-01,139.95
2016-09-02,139.25
2016-09-06,136.3
2016-09-07,139.2
2016-09-08,135.95
2016-09-09,135.1
2016-09-12,137.5
2016-09-14,140.0
2016-09-15,143.75
2016-09-16,151.75
2016-09-19,154.15
2016-09-20,157.8
2016-09-21,151.25
2016-09-22,153.9
2016-09-23,150.0
2016-09-26,156.6
2016-09-27,151.75
2016-09-28,151.75
2016-09-29,150.65
2016-09-30,146.45
2016-10-03,149.3
2016-10-04,150.05
2016-10-05,149.0
2016-10-06,148.4
2016-10-07,153.15
2016-10-10,148.55
2016-10-13,148.85
2016-10-14,148.75
2016-10-17,146.55
2016-10-18,149.0
2016-10-19,150.0
2016-10-20,149.5
2016-10-21,148.6
2016-10-24,146.15
2016-10-25,149.2
2016-10-26,148.2
2016-10-27,144.0
2016-10-28,143.7
2016-10-30,148.95
2016-11-01,141.8
2016-11-02,144.65
2016-11-03,141.85
2016-11-04,138.4
2016-11-07,141.15
2016-11-08,138.85
2016-11-09,132.7
2016-11-10,142.95
2016-11-11,135.15
2016-11-15,129.95
2016-11-16,128.45
2016-11-17,134.9
2016-11-18,136.4
2016-11-21,135.0
2016-11-22,135.0
2016-11-23,132.5
2016-11-24,130.45
2016-11-25,131.3
2016-11-28,129.3
2016-11-29,129.35
2016-11-30,129.95
2016-12-01,131.35
2016-12-02,131.0
2016-12-05,129.55
2016-12-06,130.0
2016-12-07,131.95
2016-12-08,128.35
2016-12-09,130.0
2016-12-12,130.0
2016-12-13,130.0
2016-12-15,130.0
2016-12-16,137.5
2016-12-19,133.25
2016-12-20,130.0
2016-12-21,125.9
2016-12-22,133.85
2016-12-23,136.6
2016-12-26,138.1
2016-12-27,145.15
2016-12-28,138.2
2016-12-29,143.4
2016-12-30,138.75
