Date,GULFOILLUB
2016-01-01,532.8
2016-01-04,513.4
2016-01-05,528.15
2016-01-06,529.9
2016-01-07,514.15
2016-01-08,522.0
2016-01-11,531.55
2016-01-12,521.8
2016-01-13,521.3
2016-01-14,523.85
2016-01-15,504.55
2016-01-18,502.0
2016-01-19,489.4
2016-01-20,472.05
2016-01-21,484.95
2016-01-22,495.4
2016-01-25,499.1
2016-01-27,511.3
2016-01-28,513.05
2016-01-29,521.75
2016-02-01,516.3
2016-02-02,518.45
2016-02-03,526.1
2016-02-04,503.9
2016-02-05,506.45
2016-02-08,513.7
2016-02-09,502.45
2016-02-10,505.45
2016-02-11,479.35
2016-02-12,475.45
2016-02-15,493.4
2016-02-16,497.45
2016-02-17,482.5
2016-02-18,495.85
2016-02-19,500.85
2016-02-22,502.9
2016-02-23,487.8
2016-02-24,483.35
2016-02-25,470.95
2016-02-26,469.55
2016-02-29,459.05
2016-03-01,474.75
2016-03-02,485.5
2016-03-03,484.2
2016-03-04,491.25
2016-03-08,481.95
2016-03-09,488.55
2016-03-10,477.05
2016-03-11,475.05
2016-03-14,475.6
2016-03-15,463.35
2016-03-16,467.0
2016-03-17,469.7
2016-03-18,465.9
2016-03-21,480.0
2016-03-22,472.0
2016-03-23,483.3
2016-03-28,485.1
2016-03-29,498.75
2016-03-30,504.0
2016-03-31,511.9
2016-04-01,521.1
2016-04-04,531.4
2016-04-05,520.4
2016-04-06,533.85
2016-04-07,535.0
2016-04-08,528.4
2016-04-11,531.7
2016-04-12,528.0
2016-04-13,541.65
2016-04-18,565.0
2016-04-20,546.4
2016-04-21,522.1
2016-04-22,524.8
2016-04-25,518.55
2016-04-26,530.35
2016-04-27,529.05
2016-04-28,531.4
2016-04-29,539.75
2016-05-02,522.35
2016-05-03,524.3
2016-05-04,520.0
2016-05-05,528.2
2016-05-06,526.15
2016-05-09,522.6
2016-05-10,533.2
2016-05-11,541.55
2016-05-12,551.0
2016-05-13,550.5
2016-05-16,543.75
2016-05-17,537.0
2016-05-18,538.85
2016-05-19,541.85
2016-05-20,539.8
2016-05-23,544.15
2016-05-24,551.15
2016-05-25,543.8
2016-05-26,541.9
2016-05-27,538.6
2016-05-30,549.85
2016-05-31,544.6
2016-06-01,540.25
2016-06-02,536.15
2016-06-03,541.75
2016-06-06,538.6
2016-06-07,542.3
2016-06-08,543.7
2016-06-09,539.35
2016-06-10,537.6
2016-06-13,531.65
2016-06-14,525.2
2016-06-15,529.6
2016-06-16,527.95
2016-06-17,526.55
2016-06-20,534.05
2016-06-21,536.05
2016-06-22,531.2
2016-06-23,532.1
2016-06-24,538.85
2016-06-27,543.3
2016-06-28,539.6
2016-06-29,560.3
2016-06-30,566.15
2016-07-01,569.15
2016-07-04,565.05
2016-07-05,580.25
2016-07-07,584.0
2016-07-08,581.5
2016-07-11,581.15
2016-07-12,583.6
2016-07-13,560.25
2016-07-14,564.4
2016-07-15,575.15
2016-07-18,576.55
2016-07-19,587.25
2016-07-20,590.1
2016-07-21,590.3
2016-07-22,590.0
2016-07-25,590.05
2016-07-26,593.2
2016-07-27,606.35
2016-07-28,600.7
2016-07-29,604.1
2016-08-01,608.8
2016-08-02,615.65
2016-08-03,619.1
2016-08-04,675.9
2016-08-05,698.75
2016-08-08,686.5
2016-08-09,709.55
2016-08-10,716.95
2016-08-11,695.55
2016-08-12,678.95
2016-08-16,662.2
2016-08-17,679.8
2016-08-18,683.05
2016-08-19,685.7
2016-08-22,690.9
2016-08-23,678.8
2016-08-24,678.6
2016-08-25,692.2
2016-08-26,714.65
2016-08-29,733.15
2016-08-30,729.55
2016-08-31,716.3
2016-09-01,720.15
2016-09-02,730.35
2016-09-06,745.35
2016-09-07,751.95
2016-09-08,747.1
2016-09-09,736.95
2016-09-12,711.35
2016-09-14,715.65
2016-09-15,721.35
2016-09-16,716.8
2016-09-19,705.05
2016-09-20,728.15
2016-09-21,728.45
2016-09-22,731.2
2016-09-23,740.25
2016-09-26,734.35
2016-09-27,750.6
2016-09-28,766.05
2016-09-29,717.5
2016-09-30,736.35
2016-10-03,770.1
2016-10-04,767.3
2016-10-05,770.65
2016-10-06,771.05
2016-10-07,758.3
2016-10-10,770.0
2016-10-13,757.45
2016-10-14,764.25
2016-10-17,756.55
2016-10-18,754.3
2016-10-19,740.15
2016-10-20,743.2
2016-10-21,751.0
2016-10-24,740.85
2016-10-25,743.2
2016-10-26,733.4
2016-10-27,734.35
2016-10-28,758.35
2016-10-30,758.7
2016-11-01,758.2
2016-11-02,736.2
2016-11-03,731.1
2016-11-04,733.95
2016-11-07,749.4
2016-11-08,751.05
2016-11-09,747.05
2016-11-10,734.5
2016-11-11,707.5
2016-11-15,671.45
2016-11-16,681.3
2016-11-17,691.45
2016-11-18,698.45
2016-11-21,677.05
2016-11-22,678.95
2016-11-23,665.65
2016-11-24,663.55
2016-11-25,657.35
2016-11-28,697.1
2016-11-29,688.0
2016-11-30,692.75
2016-12-01,723.45
2016-12-02,713.9
2016-12-05,732.7
2016-12-06,712.9
2016-12-07,706.9
2016-12-08,708.75
2016-12-09,698.5
2016-12-12,687.7
2016-12-13,668.95
2016-12-14,658.05
2016-12-15,674.45
2016-12-16,680.6
2016-12-19,661.6
2016-12-20,659.65
2016-12-21,657.2
2016-12-22,637.55
2016-12-23,635.55
2016-12-26,593.0
2016-12-27,600.0
2016-12-28,626.85
2016-12-29,640.05
2016-12-30,648.7
