Date,AHLUCONT
2016-01-01,282.05
2016-01-04,285.6
2016-01-05,284.05
2016-01-06,298.9
2016-01-07,281.6
2016-01-08,276.0
2016-01-11,275.4
2016-01-12,281.1
2016-01-13,264.0
2016-01-14,261.5
2016-01-15,260.25
2016-01-18,243.15
2016-01-19,243.95
2016-01-20,235.3
2016-01-21,245.35
2016-01-22,256.35
2016-01-25,273.15
2016-01-27,275.1
2016-01-28,264.5
2016-01-29,271.65
2016-02-01,276.7
2016-02-02,265.6
2016-02-03,265.05
2016-02-04,268.65
2016-02-05,269.45
2016-02-08,265.75
2016-02-09,271.8
2016-02-10,251.6
2016-02-11,242.65
2016-02-12,227.2
2016-02-15,243.2
2016-02-16,226.5
2016-02-17,225.75
2016-02-18,227.95
2016-02-19,223.95
2016-02-22,229.75
2016-02-23,226.7
2016-02-24,221.2
2016-02-25,212.6
2016-02-26,216.8
2016-02-29,216.5
2016-03-01,246.05
2016-03-02,245.95
2016-03-03,250.8
2016-03-04,246.2
2016-03-08,246.45
2016-03-09,238.55
2016-03-10,237.6
2016-03-11,239.6
2016-03-14,245.1
2016-03-15,241.55
2016-03-16,239.45
2016-03-17,250.8
2016-03-18,254.7
2016-03-21,262.0
2016-03-22,265.95
2016-03-23,270.75
2016-03-28,269.55
2016-03-29,267.95
2016-03-30,282.6
2016-03-31,303.2
2016-04-01,293.9
2016-04-04,298.6
2016-04-05,285.25
2016-04-06,286.05
2016-04-07,282.5
2016-04-08,285.5
2016-04-11,284.9
2016-04-12,288.7
2016-04-13,293.95
2016-04-18,292.55
2016-04-20,305.85
2016-04-21,305.65
2016-04-22,301.05
2016-04-25,293.3
2016-04-26,294.4
2016-04-27,290.3
2016-04-28,285.55
2016-04-29,282.1
2016-05-02,281.25
2016-05-03,281.55
2016-05-04,281.6
2016-05-05,277.0
2016-05-06,273.7
2016-05-09,279.75
2016-05-10,279.65
2016-05-11,276.4
2016-05-12,278.65
2016-05-13,281.5
2016-05-16,280.65
2016-05-17,279.35
2016-05-18,276.45
2016-05-19,271.5
2016-05-20,270.85
2016-05-23,270.5
2016-05-24,268.8
2016-05-25,275.75
2016-05-26,279.1
2016-05-27,274.4
2016-05-30,279.15
2016-05-31,273.0
2016-06-01,271.2
2016-06-02,267.0
2016-06-03,265.3
2016-06-06,272.6
2016-06-07,276.4
2016-06-08,276.1
2016-06-09,275.65
2016-06-10,279.5
2016-06-13,276.95
2016-06-14,274.1
2016-06-15,277.4
2016-06-16,273.3
2016-06-17,272.85
2016-06-20,272.95
2016-06-21,274.0
2016-06-22,272.45
2016-06-23,277.55
2016-06-24,277.1
2016-06-27,276.3
2016-06-28,274.45
2016-06-29,278.9
2016-06-30,283.0
2016-07-01,286.75
2016-07-04,281.95
2016-07-05,280.85
2016-07-07,280.4
2016-07-08,281.55
2016-07-11,277.55
2016-07-12,286.95
2016-07-13,289.3
2016-07-14,288.85
2016-07-15,287.5
2016-07-18,277.55
2016-07-19,277.9
2016-07-20,280.85
2016-07-21,282.1
2016-07-22,288.6
2016-07-25,291.1
2016-07-26,290.65
2016-07-27,291.7
2016-07-28,291.0
2016-07-29,291.0
2016-08-01,290.1
2016-08-02,291.1
2016-08-03,289.0
2016-08-04,287.85
2016-08-05,290.4
2016-08-08,289.2
2016-08-09,289.2
2016-08-10,288.05
2016-08-11,293.7
2016-08-12,290.0
2016-08-16,285.1
2016-08-17,294.2
2016-08-18,295.15
2016-08-19,301.65
2016-08-22,300.05
2016-08-23,305.75
2016-08-24,309.0
2016-08-25,313.4
2016-08-26,313.75
2016-08-29,308.25
2016-08-30,307.85
2016-08-31,305.3
2016-09-01,305.3
2016-09-02,296.65
2016-09-06,317.35
2016-09-07,312.45
2016-09-08,312.3
2016-09-09,315.5
2016-09-12,298.65
2016-09-14,300.2
2016-09-15,304.45
2016-09-16,286.5
2016-09-19,290.55
2016-09-20,300.35
2016-09-21,293.4
2016-09-22,300.45
2016-09-23,296.4
2016-09-26,295.05
2016-09-27,301.05
2016-09-28,302.1
2016-09-29,298.1
2016-09-30,299.8
2016-10-03,305.65
2016-10-04,309.85
2016-10-05,306.95
2016-10-06,302.4
2016-10-07,301.1
2016-10-10,297.15
2016-10-13,288.85
2016-10-14,300.45
2016-10-17,294.0
2016-10-18,292.6
2016-10-19,286.4
2016-10-20,290.1
2016-10-21,292.0
2016-10-24,293.8
2016-10-25,291.25
2016-10-26,292.0
2016-10-27,298.65
2016-10-28,292.55
2016-10-30,292.85
2016-11-01,290.5
2016-11-02,290.75
2016-11-03,285.65
2016-11-04,281.3
2016-11-07,289.75
2016-11-08,286.0
2016-11-09,271.7
2016-11-10,284.85
2016-11-11,273.85
2016-11-15,250.25
2016-11-16,260.05
2016-11-17,260.3
2016-11-18,255.05
2016-11-21,251.4
2016-11-22,251.0
2016-11-23,255.55
2016-11-24,246.95
2016-11-25,242.65
2016-11-28,243.35
2016-11-29,245.7
2016-11-30,246.1
2016-12-01,257.3
2016-12-02,247.7
2016-12-05,245.8
2016-12-06,246.65
2016-12-07,249.95
2016-12-08,253.05
2016-12-09,250.2
2016-12-12,262.85
2016-12-13,259.95
2016-12-14,251.1
2016-12-15,258.7
2016-12-16,261.75
2016-12-19,255.65
2016-12-20,252.1
2016-12-21,252.3
2016-12-22,250.55
2016-12-23,250.0
2016-12-26,258.05
2016-12-27,254.4
2016-12-28,258.0
2016-12-29,260.85
2016-12-30,259.65
