Date,AEGISCHEM
2016-01-01,106.05
2016-01-04,105.8
2016-01-05,109.5
2016-01-06,104.75
2016-01-07,103.6
2016-01-08,103.95
2016-01-11,102.0
2016-01-12,100.3
2016-01-13,93.25
2016-01-14,94.95
2016-01-15,89.6
2016-01-18,87.55
2016-01-19,92.1
2016-01-20,91.2
2016-01-21,91.15
2016-01-22,93.55
2016-01-25,92.2
2016-01-27,93.15
2016-01-28,93.2
2016-01-29,103.8
2016-02-01,99.6
2016-02-02,96.8
2016-02-03,95.15
2016-02-04,94.3
2016-02-05,95.2
2016-02-08,93.05
2016-02-09,92.25
2016-02-10,90.95
2016-02-11,84.3
2016-02-12,88.15
2016-02-15,91.95
2016-02-16,88.5
2016-02-17,88.8
2016-02-18,87.25
2016-02-19,85.65
2016-02-22,86.5
2016-02-23,86.3
2016-02-24,85.2
2016-02-25,84.3
2016-02-26,82.15
2016-02-29,85.25
2016-03-01,90.15
2016-03-02,91.7
2016-03-03,101.75
2016-03-04,100.15
2016-03-08,105.55
2016-03-09,103.4
2016-03-10,101.3
2016-03-11,101.55
2016-03-14,104.5
2016-03-15,105.6
2016-03-16,103.8
2016-03-17,102.05
2016-03-18,101.85
2016-03-21,100.15
2016-03-22,99.7
2016-03-23,95.2
2016-03-28,93.55
2016-03-29,97.9
2016-03-30,98.65
2016-03-31,96.95
2016-04-01,98.9
2016-04-04,98.9
2016-04-05,96.25
2016-04-06,97.25
2016-04-07,103.0
2016-04-08,107.15
2016-04-11,105.05
2016-04-12,110.85
2016-04-13,110.4
2016-04-18,111.1
2016-04-20,111.0
2016-04-21,108.65
2016-04-22,109.1
2016-04-25,112.45
2016-04-26,119.1
2016-04-27,116.95
2016-04-28,114.25
2016-04-29,115.15
2016-05-02,117.5
2016-05-03,113.9
2016-05-04,111.9
2016-05-05,114.8
2016-05-06,113.45
2016-05-09,115.1
2016-05-10,116.8
2016-05-11,114.65
2016-05-12,114.65
2016-05-13,117.5
2016-05-16,115.55
2016-05-17,112.8
2016-05-18,111.95
2016-05-19,110.75
2016-05-20,111.1
2016-05-23,110.25
2016-05-24,107.8
2016-05-25,109.35
2016-05-26,112.4
2016-05-27,112.0
2016-05-30,112.15
2016-05-31,114.6
2016-06-01,112.5
2016-06-02,110.05
2016-06-03,115.9
2016-06-06,116.7
2016-06-07,121.5
2016-06-08,123.85
2016-06-09,123.95
2016-06-10,129.0
2016-06-13,127.5
2016-06-14,121.2
2016-06-15,123.7
2016-06-16,121.25
2016-06-17,120.05
2016-06-20,120.7
2016-06-21,122.05
2016-06-22,121.5
2016-06-23,121.6
2016-06-24,123.65
2016-06-27,128.75
2016-06-28,129.25
2016-06-29,127.2
2016-06-30,128.55
2016-07-01,126.0
2016-07-04,126.35
2016-07-05,125.6
2016-07-07,125.5
2016-07-08,126.9
2016-07-11,125.9
2016-07-12,125.45
2016-07-13,123.25
2016-07-14,127.45
2016-07-15,121.35
2016-07-18,117.7
2016-07-19,118.9
2016-07-20,121.3
2016-07-21,118.95
2016-07-22,121.0
2016-07-25,122.6
2016-07-26,120.1
2016-07-27,123.05
2016-07-28,125.0
2016-07-29,125.05
2016-08-01,122.75
2016-08-02,122.5
2016-08-03,121.6
2016-08-04,122.5
2016-08-05,122.5
2016-08-08,123.85
2016-08-09,125.1
2016-08-10,124.3
2016-08-11,122.85
2016-08-12,118.1
2016-08-16,112.9
2016-08-17,115.8
2016-08-18,117.0
2016-08-19,118.1
2016-08-22,114.35
2016-08-23,113.45
2016-08-24,117.55
2016-08-25,122.7
2016-08-26,122.9
2016-08-29,128.3
2016-08-30,130.85
2016-08-31,131.5
2016-09-01,139.6
2016-09-02,146.65
2016-09-06,148.6
2016-09-07,154.65
2016-09-08,153.0
2016-09-09,153.7
2016-09-12,149.9
2016-09-14,158.35
2016-09-15,155.0
2016-09-16,160.6
2016-09-19,163.8
2016-09-20,166.15
2016-09-21,169.85
2016-09-22,171.15
2016-09-23,165.4
2016-09-26,161.65
2016-09-27,160.85
2016-09-28,162.2
2016-09-29,150.75
2016-09-30,153.6
2016-10-03,161.65
2016-10-04,159.45
2016-10-05,161.8
2016-10-06,155.65
2016-10-07,157.35
2016-10-10,157.9
2016-10-13,152.65
2016-10-14,156.5
2016-10-17,153.75
2016-10-18,154.55
2016-10-19,154.5
2016-10-20,154.95
2016-10-21,157.1
2016-10-24,157.6
2016-10-25,157.7
2016-10-26,158.35
2016-10-27,158.85
2016-10-28,158.5
2016-10-30,158.9
2016-11-01,157.95
2016-11-02,154.25
2016-11-03,159.85
2016-11-04,154.1
2016-11-07,153.35
2016-11-08,151.75
2016-11-09,150.95
2016-11-10,150.8
2016-11-11,150.15
2016-11-15,148.1
2016-11-16,145.5
2016-11-17,145.0
2016-11-18,149.1
2016-11-21,141.6
2016-11-22,141.1
2016-11-23,139.95
2016-11-24,139.8
2016-11-25,141.1
2016-11-28,144.3
2016-11-29,144.75
2016-11-30,149.15
2016-12-01,149.45
2016-12-02,142.5
2016-12-05,144.75
2016-12-06,143.85
2016-12-07,144.3
2016-12-08,146.5
2016-12-09,150.4
2016-12-12,145.5
2016-12-13,141.4
2016-12-14,139.05
2016-12-15,141.65
2016-12-16,142.0
2016-12-19,139.55
2016-12-20,137.05
2016-12-21,137.05
2016-12-22,134.1
2016-12-23,134.35
2016-12-26,130.25
2016-12-27,128.35
2016-12-28,127.5
2016-12-29,127.85
2016-12-30,129.0
