Date,JMCPROJECT
2016-01-01,255.05
2016-01-04,257.55
2016-01-05,261.65
2016-01-06,259.6
2016-01-07,248.6
2016-01-08,248.75
2016-01-11,237.65
2016-01-12,233.3
2016-01-13,228.75
2016-01-14,229.6
2016-01-15,220.25
2016-01-18,211.1
2016-01-19,211.95
2016-01-20,208.85
2016-01-21,212.15
2016-01-22,211.45
2016-01-25,211.1
2016-01-27,212.55
2016-01-28,214.35
2016-01-29,211.4
2016-02-01,213.7
2016-02-02,211.55
2016-02-03,211.75
2016-02-04,208.8
2016-02-05,207.2
2016-02-08,207.6
2016-02-09,204.8
2016-02-10,205.65
2016-02-11,196.65
2016-02-12,198.45
2016-02-15,206.15
2016-02-16,193.25
2016-02-17,189.75
2016-02-18,195.95
2016-02-19,199.25
2016-02-22,195.05
2016-02-23,195.65
2016-02-24,192.35
2016-02-25,190.35
2016-02-26,187.6
2016-02-29,184.8
2016-03-01,193.6
2016-03-02,201.45
2016-03-03,207.0
2016-03-04,200.65
2016-03-08,198.15
2016-03-09,197.5
2016-03-10,196.75
2016-03-11,198.9
2016-03-14,202.15
2016-03-15,200.05
2016-03-16,199.75
2016-03-17,200.3
2016-03-18,201.25
2016-03-21,202.55
2016-03-22,216.95
2016-03-23,215.35
2016-03-28,211.55
2016-03-29,209.25
2016-03-30,227.4
2016-03-31,218.75
2016-04-01,220.05
2016-04-04,221.8
2016-04-05,219.85
2016-04-06,224.0
2016-04-07,219.75
2016-04-08,221.95
2016-04-11,220.55
2016-04-12,219.65
2016-04-13,225.6
2016-04-18,225.75
2016-04-20,230.15
2016-04-21,225.85
2016-04-22,225.25
2016-04-25,224.35
2016-04-26,228.0
2016-04-27,226.0
2016-04-28,225.9
2016-04-29,225.8
2016-05-02,226.35
2016-05-03,230.05
2016-05-04,225.05
2016-05-05,228.95
2016-05-06,224.4
2016-05-09,231.75
2016-05-10,233.9
2016-05-11,262.8
2016-05-12,276.85
2016-05-13,274.6
2016-05-16,277.45
2016-05-17,284.25
2016-05-18,281.9
2016-05-19,272.95
2016-05-20,271.4
2016-05-23,272.25
2016-05-24,261.6
2016-05-25,262.15
2016-05-26,272.6
2016-05-27,270.5
2016-05-30,269.9
2016-05-31,276.75
2016-06-01,277.4
2016-06-02,276.05
2016-06-03,280.35
2016-06-06,270.05
2016-06-07,271.2
2016-06-08,265.2
2016-06-09,268.45
2016-06-10,262.45
2016-06-13,251.6
2016-06-14,249.7
2016-06-15,246.65
2016-06-16,240.45
2016-06-17,248.15
2016-06-20,248.55
2016-06-21,246.9
2016-06-22,243.35
2016-06-23,239.45
2016-06-24,226.55
2016-06-27,228.8
2016-06-28,233.65
2016-06-29,256.55
2016-06-30,263.2
2016-07-01,257.85
2016-07-04,250.15
2016-07-05,242.15
2016-07-07,240.6
2016-07-08,240.55
2016-07-11,252.15
2016-07-12,245.75
2016-07-13,241.15
2016-07-14,246.05
2016-07-15,246.1
2016-07-18,247.85
2016-07-19,239.7
2016-07-20,249.8
2016-07-21,243.4
2016-07-22,247.15
2016-07-25,274.35
2016-07-26,265.5
2016-07-27,259.0
2016-07-28,259.55
2016-07-29,255.25
2016-08-01,262.75
2016-08-02,261.15
2016-08-03,255.7
2016-08-04,252.8
2016-08-05,252.45
2016-08-08,269.05
2016-08-09,263.45
2016-08-10,257.7
2016-08-11,251.3
2016-08-12,239.35
2016-08-16,237.75
2016-08-17,233.9
2016-08-18,234.9
2016-08-19,233.55
2016-08-22,234.8
2016-08-23,233.65
2016-08-24,235.8
2016-08-25,239.15
2016-08-26,237.15
2016-08-29,237.35
2016-08-30,242.25
2016-08-31,240.35
2016-09-01,240.45
2016-09-02,246.8
2016-09-06,247.8
2016-09-07,247.75
2016-09-08,257.45
2016-09-09,261.9
2016-09-12,254.15
2016-09-14,253.6
2016-09-15,256.75
2016-09-16,249.5
2016-09-19,249.2
2016-09-20,245.8
2016-09-21,245.0
2016-09-22,247.6
2016-09-23,244.05
2016-09-26,242.95
2016-09-27,241.4
2016-09-28,241.75
2016-09-29,236.5
2016-09-30,241.15
2016-10-03,243.4
2016-10-04,238.9
2016-10-05,246.8
2016-10-06,241.5
2016-10-07,251.5
2016-10-10,254.1
2016-10-13,241.1
2016-10-14,242.1
2016-10-17,238.25
2016-10-18,241.55
2016-10-19,247.1
2016-10-20,258.5
2016-10-21,258.75
2016-10-24,257.8
2016-10-25,255.75
2016-10-26,253.1
2016-10-27,244.7
2016-10-28,246.0
2016-10-30,253.0
2016-11-01,250.15
2016-11-02,241.2
2016-11-03,243.2
2016-11-04,238.75
2016-11-07,245.75
2016-11-08,243.15
2016-11-09,231.55
2016-11-10,241.1
2016-11-11,237.15
2016-11-15,210.6
2016-11-16,209.85
2016-11-17,209.25
2016-11-18,212.7
2016-11-21,184.2
2016-11-22,189.5
2016-11-23,194.6
2016-11-24,196.5
2016-11-25,205.75
2016-11-28,209.4
2016-11-29,208.05
2016-11-30,208.7
2016-12-01,202.95
2016-12-02,203.1
2016-12-05,201.8
2016-12-06,201.2
2016-12-07,199.95
2016-12-08,201.05
2016-12-09,220.5
2016-12-12,220.05
2016-12-13,217.05
2016-12-14,216.35
2016-12-15,219.7
2016-12-16,218.5
2016-12-19,217.05
2016-12-20,217.1
2016-12-21,215.15
2016-12-22,212.75
2016-12-23,210.9
2016-12-26,205.5
2016-12-27,207.6
2016-12-28,209.75
2016-12-29,224.5
2016-12-30,222.05
