Date,INOXLEISUR
2016-01-01,239.4
2016-01-04,235.9
2016-01-05,236.6
2016-01-06,235.15
2016-01-07,233.3
2016-01-08,233.55
2016-01-11,231.55
2016-01-12,224.65
2016-01-13,220.05
2016-01-14,211.55
2016-01-15,209.15
2016-01-18,198.1
2016-01-19,189.8
2016-01-20,189.45
2016-01-21,194.55
2016-01-22,201.9
2016-01-25,215.9
2016-01-27,213.8
2016-01-28,218.4
2016-01-29,217.2
2016-02-01,219.45
2016-02-02,215.0
2016-02-03,215.4
2016-02-04,211.65
2016-02-05,206.7
2016-02-08,204.0
2016-02-09,197.15
2016-02-10,191.8
2016-02-11,182.5
2016-02-12,177.25
2016-02-15,184.95
2016-02-16,188.1
2016-02-17,192.3
2016-02-18,200.55
2016-02-19,200.1
2016-02-22,205.5
2016-02-23,197.9
2016-02-24,199.15
2016-02-25,195.05
2016-02-26,191.2
2016-02-29,185.2
2016-03-01,187.45
2016-03-02,195.35
2016-03-03,208.0
2016-03-04,210.35
2016-03-08,210.4
2016-03-09,209.5
2016-03-10,205.45
2016-03-11,200.5
2016-03-14,202.25
2016-03-15,204.65
2016-03-16,200.4
2016-03-17,198.25
2016-03-18,195.5
2016-03-21,195.95
2016-03-22,199.15
2016-03-23,194.75
2016-03-28,193.95
2016-03-29,190.8
2016-03-30,189.65
2016-03-31,192.2
2016-04-01,198.0
2016-04-04,198.35
2016-04-05,196.8
2016-04-06,199.9
2016-04-07,200.3
2016-04-08,203.6
2016-04-11,206.8
2016-04-12,215.35
2016-04-13,214.45
2016-04-18,210.9
2016-04-20,204.3
2016-04-21,206.75
2016-04-22,208.55
2016-04-25,207.9
2016-04-26,213.6
2016-04-27,212.0
2016-04-28,208.15
2016-04-29,204.6
2016-05-02,205.65
2016-05-03,205.6
2016-05-04,202.55
2016-05-05,198.25
2016-05-06,198.6
2016-05-09,197.55
2016-05-10,195.2
2016-05-11,194.05
2016-05-12,192.55
2016-05-13,195.25
2016-05-16,193.65
2016-05-17,198.05
2016-05-18,195.6
2016-05-19,193.1
2016-05-20,194.75
2016-05-23,194.9
2016-05-24,191.5
2016-05-25,192.95
2016-05-26,195.95
2016-05-27,195.95
2016-05-30,202.45
2016-05-31,201.75
2016-06-01,206.5
2016-06-02,204.6
2016-06-03,198.9
2016-06-06,202.15
2016-06-07,207.3
2016-06-08,216.2
2016-06-09,214.35
2016-06-10,222.6
2016-06-13,219.6
2016-06-14,220.25
2016-06-15,221.3
2016-06-16,222.0
2016-06-17,220.95
2016-06-20,220.65
2016-06-21,225.3
2016-06-22,227.55
2016-06-23,222.55
2016-06-24,216.2
2016-06-27,221.3
2016-06-28,219.05
2016-06-29,233.55
2016-06-30,241.2
2016-07-01,245.35
2016-07-04,245.9
2016-07-05,247.4
2016-07-07,242.95
2016-07-08,240.75
2016-07-11,245.7
2016-07-12,246.55
2016-07-13,241.75
2016-07-14,244.35
2016-07-15,241.0
2016-07-18,239.05
2016-07-19,248.35
2016-07-20,246.15
2016-07-21,252.9
2016-07-22,247.55
2016-07-25,248.6
2016-07-26,245.15
2016-07-27,243.6
2016-07-28,243.1
2016-07-29,245.55
2016-08-01,245.2
2016-08-02,249.15
2016-08-03,250.2
2016-08-04,251.0
2016-08-05,267.25
2016-08-08,258.2
2016-08-09,255.05
2016-08-10,251.2
2016-08-11,258.55
2016-08-12,254.6
2016-08-16,258.8
2016-08-17,263.4
2016-08-18,266.05
2016-08-19,270.9
2016-08-22,269.95
2016-08-23,266.1
2016-08-24,260.1
2016-08-25,276.75
2016-08-26,276.2
2016-08-29,274.05
2016-08-30,275.9
2016-08-31,281.95
2016-09-01,279.15
2016-09-02,285.5
2016-09-06,275.25
2016-09-07,280.4
2016-09-08,279.95
2016-09-09,274.6
2016-09-12,269.7
2016-09-14,273.2
2016-09-15,279.3
2016-09-16,274.65
2016-09-19,269.7
2016-09-20,269.6
2016-09-21,268.8
2016-09-22,270.6
2016-09-23,270.1
2016-09-26,268.35
2016-09-27,265.8
2016-09-28,268.5
2016-09-29,252.6
2016-09-30,262.4
2016-10-03,269.85
2016-10-04,267.0
2016-10-05,265.55
2016-10-06,263.75
2016-10-07,272.9
2016-10-10,272.95
2016-10-13,264.4
2016-10-14,261.6
2016-10-17,261.6
2016-10-18,260.15
2016-10-19,269.35
2016-10-20,270.35
2016-10-21,271.6
2016-10-24,268.85
2016-10-25,269.95
2016-10-26,267.15
2016-10-27,263.25
2016-10-28,250.9
2016-10-30,249.95
2016-11-01,245.1
2016-11-02,243.75
2016-11-03,244.5
2016-11-04,243.25
2016-11-07,247.95
2016-11-08,246.75
2016-11-09,251.5
2016-11-10,251.7
2016-11-11,237.55
2016-11-15,232.25
2016-11-16,236.5
2016-11-17,234.55
2016-11-18,232.6
2016-11-21,218.15
2016-11-22,221.15
2016-11-23,224.7
2016-11-24,224.4
2016-11-25,227.95
2016-11-28,221.75
2016-11-29,220.15
2016-11-30,221.05
2016-12-01,222.7
2016-12-02,220.75
2016-12-05,218.85
2016-12-06,218.9
2016-12-07,218.3
2016-12-08,219.35
2016-12-09,218.2
2016-12-12,217.7
2016-12-13,218.5
2016-12-14,218.7
2016-12-15,220.9
2016-12-16,222.95
2016-12-19,221.8
2016-12-20,220.4
2016-12-21,220.6
2016-12-22,220.25
2016-12-23,222.6
2016-12-26,227.9
2016-12-27,227.8
2016-12-28,229.6
2016-12-29,229.85
2016-12-30,231.1
