Date,KAMATHOTEL
2016-01-01,51.0
2016-01-04,52.7
2016-01-05,52.8
2016-01-06,51.05
2016-01-07,48.85
2016-01-08,49.75
2016-01-11,47.85
2016-01-12,46.35
2016-01-13,44.85
2016-01-14,43.35
2016-01-15,41.1
2016-01-18,39.25
2016-01-19,41.4
2016-01-20,38.35
2016-01-21,38.65
2016-01-22,39.75
2016-01-25,38.8
2016-01-27,38.85
2016-01-28,38.55
2016-01-29,38.45
2016-02-01,39.0
2016-02-02,38.8
2016-02-03,37.8
2016-02-04,38.3
2016-02-05,38.35
2016-02-08,38.15
2016-02-09,37.8
2016-02-10,37.6
2016-02-11,35.25
2016-02-12,32.5
2016-02-15,33.45
2016-02-16,33.4
2016-02-17,33.15
2016-02-18,33.35
2016-02-19,33.05
2016-02-22,33.1
2016-02-23,32.1
2016-02-24,32.7
2016-02-25,31.7
2016-02-26,31.6
2016-02-29,32.2
2016-03-01,32.4
2016-03-02,34.0
2016-03-03,33.35
2016-03-04,34.5
2016-03-08,36.35
2016-03-09,35.0
2016-03-10,34.95
2016-03-11,34.0
2016-03-14,34.9
2016-03-15,33.0
2016-03-16,31.95
2016-03-17,33.05
2016-03-18,33.15
2016-03-21,33.45
2016-03-22,32.9
2016-03-23,35.5
2016-03-28,34.85
2016-03-29,33.4
2016-03-30,33.55
2016-03-31,35.05
2016-04-01,34.7
2016-04-04,35.1
2016-04-05,35.5
2016-04-06,35.45
2016-04-07,34.85
2016-04-08,35.7
2016-04-11,34.65
2016-04-12,34.95
2016-04-13,34.95
2016-04-18,34.9
2016-04-20,35.6
2016-04-21,36.15
2016-04-22,34.9
2016-04-25,35.75
2016-04-26,34.85
2016-04-27,35.35
2016-04-28,35.0
2016-04-29,34.4
2016-05-02,34.35
2016-05-03,34.45
2016-05-04,34.05
2016-05-05,34.0
2016-05-06,34.1
2016-05-09,33.75
2016-05-10,34.4
2016-05-11,32.9
2016-05-12,32.65
2016-05-13,32.95
2016-05-16,32.55
2016-05-17,34.45
2016-05-18,33.8
2016-05-19,32.15
2016-05-20,32.4
2016-05-23,31.8
2016-05-24,31.15
2016-05-25,30.8
2016-05-26,30.6
2016-05-27,31.65
2016-05-30,34.45
2016-05-31,31.75
2016-06-01,32.4
2016-06-02,32.1
2016-06-03,31.75
2016-06-06,31.1
2016-06-07,31.2
2016-06-08,32.65
2016-06-09,32.0
2016-06-10,31.6
2016-06-13,30.85
2016-06-14,31.4
2016-06-15,31.55
2016-06-16,31.8
2016-06-17,32.05
2016-06-20,31.75
2016-06-21,31.75
2016-06-22,31.65
2016-06-23,31.05
2016-06-24,30.3
2016-06-27,30.75
2016-06-28,30.75
2016-06-29,31.65
2016-06-30,31.6
2016-07-01,31.15
2016-07-04,32.5
2016-07-05,33.8
2016-07-07,34.45
2016-07-08,33.9
2016-07-11,34.75
2016-07-12,35.35
2016-07-13,35.5
2016-07-14,36.3
2016-07-15,37.2
2016-07-18,37.0
2016-07-19,36.75
2016-07-20,36.3
2016-07-21,35.5
2016-07-22,35.35
2016-07-25,35.5
2016-07-26,35.25
2016-07-27,35.4
2016-07-28,35.75
2016-07-29,35.85
2016-08-01,35.7
2016-08-02,35.05
2016-08-03,35.05
2016-08-04,33.65
2016-08-05,34.55
2016-08-08,33.25
2016-08-09,32.95
2016-08-10,32.55
2016-08-11,32.3
2016-08-12,32.85
2016-08-16,32.55
2016-08-17,32.95
2016-08-18,33.0
2016-08-19,33.9
2016-08-22,33.85
2016-08-23,34.75
2016-08-24,34.3
2016-08-25,34.3
2016-08-26,33.65
2016-08-29,34.0
2016-08-30,34.4
2016-08-31,34.3
2016-09-01,34.15
2016-09-02,33.6
2016-09-06,35.4
2016-09-07,35.05
2016-09-08,35.5
2016-09-09,36.75
2016-09-12,35.15
2016-09-14,35.35
2016-09-15,35.55
2016-09-16,34.7
2016-09-19,34.65
2016-09-20,34.5
2016-09-21,35.2
2016-09-22,36.05
2016-09-23,37.85
2016-09-26,36.5
2016-09-27,35.3
2016-09-28,35.9
2016-09-29,34.3
2016-09-30,34.5
2016-10-03,35.1
2016-10-04,35.1
2016-10-05,34.65
2016-10-06,34.65
2016-10-07,34.55
2016-10-10,35.15
2016-10-13,35.5
2016-10-14,35.45
2016-10-17,35.75
2016-10-18,36.3
2016-10-19,36.2
2016-10-20,35.95
2016-10-21,35.7
2016-10-24,35.25
2016-10-25,35.1
2016-10-26,35.15
2016-10-27,34.95
2016-10-28,34.8
2016-10-30,35.6
2016-11-01,35.0
2016-11-02,34.45
2016-11-03,34.75
2016-11-04,33.25
2016-11-07,33.0
2016-11-08,33.35
2016-11-09,31.7
2016-11-10,32.35
2016-11-11,31.55
2016-11-15,29.05
2016-11-16,27.9
2016-11-17,27.0
2016-11-18,27.7
2016-11-21,26.35
2016-11-22,26.25
2016-11-23,27.6
2016-11-24,26.75
2016-11-25,28.75
2016-11-28,29.55
2016-11-29,29.35
2016-11-30,33.1
2016-12-01,31.65
2016-12-02,30.75
2016-12-05,30.45
2016-12-06,30.25
2016-12-07,29.8
2016-12-08,29.8
2016-12-09,30.15
2016-12-12,32.6
2016-12-13,31.5
2016-12-14,31.75
2016-12-15,30.55
2016-12-16,29.9
2016-12-19,29.65
2016-12-20,29.25
2016-12-21,29.25
2016-12-22,29.6
2016-12-23,29.25
2016-12-26,29.15
2016-12-27,28.8
2016-12-28,28.85
2016-12-29,29.65
2016-12-30,29.8
