Date,TDPOWERSYS
2016-01-01,316.5
2016-01-04,306.4
2016-01-05,306.5
2016-01-06,307.15
2016-01-07,292.65
2016-01-08,292.3
2016-01-11,300.05
2016-01-12,290.7
2016-01-13,282.05
2016-01-14,277.35
2016-01-15,267.6
2016-01-18,256.6
2016-01-19,266.6
2016-01-20,250.75
2016-01-21,251.8
2016-01-22,273.7
2016-01-25,266.2
2016-01-27,275.45
2016-01-28,271.45
2016-01-29,277.5
2016-02-01,284.2
2016-02-02,272.5
2016-02-03,264.4
2016-02-04,265.8
2016-02-05,257.6
2016-02-08,258.45
2016-02-09,256.7
2016-02-10,254.9
2016-02-11,251.25
2016-02-12,262.95
2016-02-15,256.7
2016-02-16,244.35
2016-02-17,237.65
2016-02-18,237.4
2016-02-19,233.0
2016-02-22,229.3
2016-02-23,225.3
2016-02-24,216.95
2016-02-25,214.15
2016-02-26,203.05
2016-02-29,199.0
2016-03-01,199.9
2016-03-02,203.95
2016-03-03,202.8
2016-03-04,212.15
2016-03-08,220.0
2016-03-09,224.0
2016-03-10,218.9
2016-03-11,210.05
2016-03-14,216.5
2016-03-15,213.7
2016-03-16,208.2
2016-03-17,210.85
2016-03-18,210.8
2016-03-21,214.4
2016-03-22,213.0
2016-03-23,214.0
2016-03-28,210.1
2016-03-29,205.1
2016-03-30,212.65
2016-03-31,208.95
2016-04-01,210.85
2016-04-04,209.35
2016-04-05,208.6
2016-04-06,208.75
2016-04-07,206.75
2016-04-08,208.9
2016-04-11,214.4
2016-04-12,218.85
2016-04-13,220.65
2016-04-18,216.65
2016-04-20,214.95
2016-04-21,239.3
2016-04-22,246.25
2016-04-25,237.95
2016-04-26,239.05
2016-04-27,237.6
2016-04-28,236.4
2016-04-29,238.55
2016-05-02,231.85
2016-05-03,230.9
2016-05-04,227.15
2016-05-05,228.25
2016-05-06,222.9
2016-05-09,229.8
2016-05-10,221.8
2016-05-11,227.1
2016-05-12,224.7
2016-05-13,224.2
2016-05-16,223.25
2016-05-17,220.95
2016-05-18,220.3
2016-05-19,222.9
2016-05-20,220.3
2016-05-23,220.3
2016-05-24,220.0
2016-05-25,219.75
2016-05-26,220.3
2016-05-27,220.0
2016-05-30,219.3
2016-05-31,218.5
2016-06-01,216.8
2016-06-02,221.1
2016-06-03,222.55
2016-06-06,218.75
2016-06-07,222.6
2016-06-08,219.3
2016-06-09,219.85
2016-06-10,219.05
2016-06-13,217.95
2016-06-14,219.1
2016-06-15,228.8
2016-06-16,220.45
2016-06-17,219.55
2016-06-20,220.2
2016-06-21,229.55
2016-06-22,234.35
2016-06-23,229.4
2016-06-24,219.3
2016-06-27,224.35
2016-06-28,226.25
2016-06-29,225.9
2016-06-30,225.8
2016-07-01,234.45
2016-07-04,239.35
2016-07-05,237.45
2016-07-07,237.7
2016-07-08,238.6
2016-07-11,237.15
2016-07-12,238.7
2016-07-13,239.55
2016-07-14,241.95
2016-07-15,248.0
2016-07-18,247.95
2016-07-19,255.05
2016-07-20,262.35
2016-07-21,252.6
2016-07-22,255.65
2016-07-25,261.75
2016-07-26,259.7
2016-07-27,249.65
2016-07-28,256.45
2016-07-29,258.65
2016-08-01,257.45
2016-08-02,258.85
2016-08-03,252.25
2016-08-04,218.05
2016-08-05,221.1
2016-08-08,220.35
2016-08-09,219.8
2016-08-10,216.3
2016-08-11,211.15
2016-08-12,209.65
2016-08-16,207.9
2016-08-17,204.15
2016-08-18,206.4
2016-08-19,200.05
2016-08-22,199.75
2016-08-23,198.45
2016-08-24,199.75
2016-08-25,199.6
2016-08-26,198.05
2016-08-29,195.7
2016-08-30,199.75
2016-08-31,193.6
2016-09-01,194.75
2016-09-02,195.35
2016-09-06,192.55
2016-09-07,191.0
2016-09-08,193.45
2016-09-09,192.75
2016-09-12,188.75
2016-09-14,191.9
2016-09-15,190.95
2016-09-16,189.65
2016-09-19,188.5
2016-09-20,189.8
2016-09-21,188.3
2016-09-22,187.35
2016-09-23,186.55
2016-09-26,188.2
2016-09-27,187.4
2016-09-28,186.95
2016-09-29,180.25
2016-09-30,181.3
2016-10-03,188.05
2016-10-04,186.35
2016-10-05,188.95
2016-10-06,189.55
2016-10-07,187.15
2016-10-10,189.75
2016-10-13,185.85
2016-10-14,190.3
2016-10-17,192.1
2016-10-18,207.85
2016-10-19,202.15
2016-10-20,198.95
2016-10-21,199.05
2016-10-24,199.9
2016-10-25,200.25
2016-10-26,197.95
2016-10-27,194.4
2016-10-28,193.8
2016-10-30,193.65
2016-11-01,195.3
2016-11-02,192.85
2016-11-03,191.45
2016-11-04,182.05
2016-11-07,183.55
2016-11-08,184.35
2016-11-09,178.8
2016-11-10,184.2
2016-11-11,179.55
2016-11-15,172.05
2016-11-16,173.05
2016-11-17,170.75
2016-11-18,170.4
2016-11-21,166.45
2016-11-22,167.5
2016-11-23,171.9
2016-11-24,166.2
2016-11-25,169.0
2016-11-28,171.1
2016-11-29,171.0
2016-11-30,175.05
2016-12-01,174.35
2016-12-02,173.05
2016-12-05,170.5
2016-12-06,169.9
2016-12-07,169.4
2016-12-08,169.7
2016-12-09,172.05
2016-12-12,174.15
2016-12-13,178.6
2016-12-14,176.1
2016-12-15,174.85
2016-12-16,175.95
2016-12-19,175.35
2016-12-20,175.0
2016-12-21,174.95
2016-12-22,173.15
2016-12-23,171.9
2016-12-26,169.6
2016-12-27,169.25
2016-12-28,168.35
2016-12-29,169.95
2016-12-30,169.7
